t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B01_z_0000_00,B01_z_0000_01
1.02,(-0.6670739225649681-3.244971017278476j),(5.271083495018836-0.540669711138763j),(0.4082735429309214+0.3939909048866194j),(-0.7408714871632139+1.6267030196778272j),(5.465882136688095+1.864679596910116j),(5.116625036053366+1.8638245234390636j),(-0.30195606321485846-0.0931699754474523j),(-0.01811558733643081+0.2650231131755575j),(1.205350039117174-0.9058873741910848j),(0.8022427640409875+1.9578833642745244j),(-1.0728740030600752-3.6234689918884566j),(-0.9079672819393182-2.0187073301654612j),(1.257724370250643-0.9769239281202083j),(-1.5588249668250624+0.5925956308728856j),(0.2688508266598265-0.9378073617713599j),(-0.35838572535399693-0.2785172833472886j),(-1.3949995945774+0.08206533828379864j),(-1.2217021893509572+2.267681580944385j),(0.3176043672844042+0.6111485531570293j),(-0.2475723820397693+0.6535326369196642j),(-0.6670739225649681-3.244971017278476j),(5.271083495018836-0.540669711138763j)
1.03,(-0.4322499976371412-3.3824972050344333j),(5.275056932896816-0.20357380108979378j),(0.42529518681976464+0.39199684491485126j),(-0.6864390269860909+1.5811122596572893j),(5.215690675821673+2.0759700116781197j),(4.875637486680497+2.039030221098416j),(-0.2955623741840603-0.09679015360622571j),(-0.023311422495944825+0.2532364133324301j),(1.2070571281164697-0.8817422268318j),(0.7600543463926852+1.8728122121293032j),(-1.2367717211253733-3.6891559902225333j),(-1.0289854110253844-2.060893898099193j),(1.2284461570288094-0.9795205852701192j),(-1.5426834989390419+0.5979949436060626j),(0.26096738796354696-0.9377180361007433j),(-0.37357054224026187-0.29916919636297906j),(-1.3139502222662336+0.12204817390232178j),(-1.1166630212157695+2.230803313385277j),(0.32318327516024326+0.6094146065322399j),(-0.23714387956580552+0.6273015799189534j),(-0.4322499976371412-3.3824972050344333j),(5.275056932896816-0.20357380108979378j)
1.04,(-0.18374518354340724-3.4849387386689354j),(5.22921066457024+0.12860230943444154j),(0.441118375630499+0.3898012319058609j),(-0.6368213970152999+1.5357354697303434j),(4.959502390270357+2.2456717391096084j),(4.631385269000059+2.1757846110007817j),(-0.2893802403030622-0.10027475434966915j),(-0.028396948966868698+0.241410362087949j),(1.2081677736535597-0.859647800476056j),(0.7209430546164542+1.7924369752102414j),(-1.4154428925799365-3.749652351729991j),(-1.1598276646097543-2.098311800193629j),(1.1998065153846353-0.9810327110002235j),(-1.5266694934384035+0.602862673631722j),(0.25267282124984614-0.9376969780531215j),(-0.3889933216897092-0.31964532818140734j),(-1.2367186701160102+0.15541048901107032j),(-1.0200151028382967+2.1909058687047978j),(0.32827647339576194+0.6078788049687921j),(-0.22732104970429337+0.6014473538230032j),(-0.18374518354340724-3.4849387386689354j),(5.22921066457024+0.12860230943444154j)
1.05,(0.07019836104675084-3.5508283392195366j),(5.136741695415313+0.4453399879243845j),(0.45581161981236573+0.3874826761685198j),(-0.5916444265958587+1.4908228516063748j),(4.704627894041744+2.3770980202528755j),(4.390398357396173+2.2775227046755155j),(-0.2834129654409197-0.10362955661812918j),(-0.03336523616092221+0.22955958626467296j),(1.208769098598321-0.8394519632885478j),(0.6845795351187024+1.716438903931861j),(-1.6096344607510218-3.802988945830531j),(-1.3008485151559723-2.1295259627346046j),(1.1718622891924715-0.9815264842394635j),(-1.5108131345997633+0.6072189941685164j),(0.24397314640192094-0.9377332662015972j),(-0.40466368535603864-0.3399071095128497j),(-1.1634484472066728+0.1830221357549306j),(-0.9312562234347543+2.1488805550717713j),(0.33289665177569044+0.606543888215234j),(-0.21805673865787906+0.5759944647459854j),(0.07019836104675084-3.5508283392195366j),(5.136741695415313+0.4453399879243845j)
1.06,(0.32154239193954676-3.5810989456783666j),(5.003537086946915+0.7377916587050968j),(0.4694425130531348+0.38510711226485417j),(-0.5505527484506232+1.4465754723825688j),(4.456676464551771+2.4745352877587377j),(4.157593791553193+2.3484815512593853j),(-0.2776626305236056-0.10686074663514816j),(-0.03820967210835015+0.21769866031183058j),(1.2089345820828068-0.8210155766097931j),(0.6506778493888865+1.64452458024124j),(-1.8198828005220746-3.8468643430272316j),(-1.4522300429916852-2.152889263241449j),(1.1446628241714683-0.9810705953629406j),(-1.4951424203192702+0.6110856753096076j),(0.23487623225843987-0.9378149662428048j),(-0.42058983544749806-0.359915540424742j),(-1.0941849994257598+0.2056643732496995j),(-0.8498596583980812+2.1054691761767304j),(0.33705686747171415+0.6054110492008519j),(-0.2093058331125804+0.5509647971389973j),(0.32154239193954676-3.5810989456783666j),(5.003537086946915+0.7377916587050968j)
1.07,(0.563232221854227-3.578740536691133j),(4.837308137630859+0.999490361283525j),(0.4820768061442764+0.3827293913524282j),(-0.5132116893192812+1.4031527135887347j),(4.219634511587316+2.5426745673452777j),(3.9363778773744156+2.393183263021621j),(-0.27213011569368833-0.10997485385333933j),(-0.04292398700468792+0.2058420552851743j),(1.2087262446252287-0.8042112779851907j),(0.6189891460608127+1.576424180913934j),(-2.0464219253151215-3.8786409882950608j),(-1.6139178927841376-2.1665475074736285j),(1.118250031736235-0.9797353650887031j),(-1.4796830974926183+0.6144858266072684j),(0.22539186404535738-0.9379292410563138j),(-0.4367782830734499-0.37963133467643406j),(-1.028899628795718+0.22403184601957485j),(-0.7752941171468758+2.0612828402168657j),(0.34077046509185605+0.604480049198474j),(-0.2010254170283311+0.5263778583206966j),(0.563232221854227-3.578740536691133j),(4.837308137630859+0.999490361283525j)
1.08,(0.7897270742722253-3.548209991722293j),(4.646585927362496+1.2266228942346087j),(0.49377776526564326+0.3803947359842695j),(-0.4793081857640357+1.3606788253208222j),(3.9960803309741793+2.5861871349063077j),(3.7288656917033505+2.4160571968161233j),(-0.26681513076719854-0.11297868634554573j),(-0.047502273265466306+0.19400408826224474j),(1.2081964641261638-0.7889223591255012j),(0.5892963228038003+1.51188973947828j),(-2.2890755527748476-3.89536310060476j),(-1.7855479370132465-2.168460822463726j),(1.092658552273113-0.977591916233547j),(-1.464458625564579+0.6174436456093747j),(0.2155318001794254-0.9380624794491508j),(-0.4532335879766646-0.3990150870090718j),(-0.9675090694427849+0.23873721460544775j),(-0.7070379289464697+2.0168200350545566j),(0.3440510087024537+0.6037493340198983j),(-0.19317489018305894+0.5022510017701656j),(0.7897270742722253-3.548209991722293j),(4.646585927362496+1.2266228942346087j)
1.09,(0.9972055835532101-3.4947645976689468j),(4.43981209820872+1.41786865887647j),(0.5046057531218243+0.37814004982190463j),(-0.4485509789117305+1.3192486283346312j),(3.787453208174277+2.609447089900439j),(3.536142649145404+2.4211997114665573j),(-0.2617162534908073-0.11587926628098942j),(-0.05193900206367147+0.18219887228146536j),(1.2073894892862953-0.7750417396547036j),(0.5614095126374011+1.4506934499015922j),(-2.5471359441058836-3.8938053553695173j),(-1.966366463722233-2.1564474839544445j),(1.0679160041721023-0.9747114083578069j),(-1.4494901656243697+0.6199841749562868j),(0.2053098152584582-0.9382004428665265j),(-0.469958115569827-0.4180274640405502j),(-0.9098912092717432+0.2503173178651903j),(-0.6445887025364029+1.9724833190752866j),(0.3469122243419176+0.6032161500380258j),(-0.18571605168382974+0.47859962790671146j),(0.9972055835532101-3.4947645976689468j),(4.43981209820872+1.41786865887647j)
1.1,(1.183511941949391-3.423854787488991j),(4.224657445376654+1.573970809699371j),(0.5146179818825025+0.3759950832561244j),(-0.42067028971288845+1.2789324286069117j),(3.5943227604854315+2.616376610089289j),(3.3585197823912942+2.412246492426222j),(-0.2568309750741942-0.11868376608416188j),(-0.0562290363909509+0.17044026689746938j),(1.2063427044135604-0.762471034077506j),(0.5351622582737363+1.3926260388605167j),(-2.8192331727083237-3.870562259578289j),(-2.1551475078365914-2.1282567526537233j),(1.0440433044788282-0.9711643425710184j),(-1.434796592302221+0.6221330701051074j),(0.1947417259123727-0.9383284288456903j),(-0.48695181740455984-0.436629418684715j),(-0.8558975051604398+0.25924006767179775j),(-0.5874695184428199+1.9285943058125248j),(0.3493679515509224+0.6028766590588077j),(-0.1786131515165229+0.4554373617566776j),(1.183511941949391-3.423854787488991j),(4.224657445376654+1.573970809699371j)
1.11,(1.3479406063024766-3.340636162923257j),(4.007587072752411+1.6972024745595884j),(0.5238683963106255+0.3739834613987289j),(-0.39541713216861846+1.2397802195549543j),(3.4166322759514434+2.6103815695458166j),(3.1957604236904094+2.392326234371255j),(-0.2521557524484982-0.12139944582974047j),(-0.060367640746999095+0.15874182945059734j),(1.2050876894464684-0.7511197073477744j),(0.5104082619190727+1.3374952220794318j),(-3.103224026060822-3.8221858963548168j),(-2.3501270282164044-2.081673366184893j),(1.0210550470545963-0.9670199411706645j),(-1.420394525688006+0.6239163792478077j),(0.18384539615257992-0.9384314494373557j),(-0.5042120412720729-0.454782427178102j),(-0.8053626327775436+0.2659115284030003j),(-0.5352325270954801+1.8854068401783928j),(0.35143210248325024+0.6027260512603664j),(-0.1718329130475162+0.4327762074848812j),(1.3479406063024766-3.340636162923257j),(4.007587072752411+1.6972024745595884j)
1.12,(1.4908952651546021-3.2496773131188217j),(3.7937140669964116+1.7907843496457787j),(0.532407653642039+0.372123584142364j),(-0.3725623855522482+1.2018252503721751j),(3.253895329187879+2.594348069338946j),(3.0472607470015953+2.364067981342844j),(-0.247686066681164-0.12403359238098054j),(-0.06435048762042846+0.1471167671550094j),(1.2036511108431813-0.7409043132907823j),(0.4870186175030468+1.285124252437222j),(-3.3961143758721475-3.7453714102596614j),(-2.5489638909394867-2.014652305954725j),(0.9989599245713509-0.9623456044150892j),(-1.406298380528679+0.6253603365388654j),(0.17264071894258934-0.9384944222345137j),(-0.5217333770396665-0.4724487468764731j),(-0.7581118691578965+0.27068282350463735j),(-0.4874606518862488+1.8431184028688854j),(0.35311862722820825+0.6027586555776665j),(-0.16534452922909879+0.41062668025524696j),(1.4908952651546021-3.2496773131188217j),(3.7937140669964116+1.7907843496457787j)
1.1300000000000001,(1.6135613325743237-3.1547994625706313j),(3.5868122282187853+1.8584122574427484j),(0.540283173701875+0.3704294096393375j),(-0.3518957171706096+1.1650870374083282j),(3.1053565942327728+2.570675567376565j),(2.912195661147298+2.3296397148420835j),(-0.24341648695961482-0.12659346073281683j),(-0.06817366097701667+0.13557789011672428j),(1.2020554723864632-0.7317478096155197j),(0.4648794483111953+1.2353505622950918j),(-3.6939929741712443-3.6371977320508044j),(-2.7487157559901125-1.925491103288952j),(0.9777611814426554-0.9572064446379427j),(-1.392520430052243+0.6264911693516447j),(0.16114957093382934-0.9385023710528868j),(-0.5395075440430547-0.48959169200512015j),(-0.7139666463167753+0.27385665005977j),(-0.4437679438582103+1.8018798604654473j),(0.35444148406348974+0.6029680470413958j),(-0.15911963510334942+0.38899791628937824j),(1.6135613325743237-3.1547994625706313j),(3.5868122282187853+1.8584122574427484j)
1.1400000000000001,(1.7175974726145424-3.05905517883676j),(3.3894716053168796+1.9038781393308652j),(0.5475392384889294+0.3689111331222239j),(-0.33322442373787625+1.1295738910885373j),(2.970105753259421+2.541328420328603j),(2.7896206006337323+2.290801755915857j),(-0.23934073954043059-0.1290862179751417j),(-0.07183365701601845+0.12413756539955613j),(1.2003197496218518-0.7235789431336985j),(0.44388988611267177+1.1880244990536672j),(-3.992095370717731-3.495390006209347j),(-2.945903119892445-1.8130059174453388j),(0.9574570858219557-0.9516648961238741j),(-1.3790708818979887+0.6273349199418708j),(0.14939573767732695-0.9384406327266178j),(-0.5575233253622984-0.5061759235469753j),(-0.6727486495403553+0.2756932804614749j),(-0.40379900691797804+1.761803720167547j),(0.35541461346158965+0.6033471506823359j),(-0.15313225905254804+0.36789776232110577j),(1.7175974726145424-3.05905517883676j),(3.3894716053168796+1.9038781393308652j)
1.1500000000000001,(1.8048977418130365-2.964772166059058j),(3.2032935545479577+1.9308202470136215j),(0.5542171251562257+0.36757577284894216j),(-0.3163722410177935+1.0952850248478971j),(2.8471608704737434+2.5078940712443547j),(2.6785449835361885+2.2489645265757203j),(-0.23545178104669465-0.131518890247065j),(-0.0753273824910023+0.11280767226285515j),(1.1984599273307859-0.7163316989325645j),(0.4239603386304247+1.1430081507790013j),(-4.2849125311960625-3.31860135350603j),(-3.1366088808764143-1.676717589762432j),(0.9380414100088579-0.9457803976951972j),(-1.3659579637936399+0.6279172816103188j),(0.13740480713774192-0.938295065946643j),(-0.5757665535978399-0.5221677484734666j),(-0.6342827715626259+0.2764159976093034j),(-0.36722780869051325+1.722971063571819j),(0.3560519147892884+0.6038883416909402j),(-0.1473587551109141+0.34733284590714986j),(1.8048977418130365-2.964772166059058j),(3.2032935545479577+1.9308202470136215j)
1.16,(1.8774136521968918-2.873646403439446j),(3.0291052582705915+1.9425689541819293j),(0.5603552601064+0.366427674370862j),(-0.30117815713201385+1.0622123058546773j),(2.7355275271582453+2.4716416002728483j),(2.577983476823293+2.205245240741217j),(-0.23174187548366917-0.1338983130098774j),(-0.07865215091750652+0.10159955869973054j),(1.1964894559423902-0.7099448075290509j),(0.4050110010322423+1.1001742574645588j),(-4.56639812717628-3.106679630394338j),(-3.3166450983016493-1.517018881501005j),(0.9195039099233284-0.939609143803249j),(-1.353188016799577+0.6282634492219032j),(0.12520402999778252-0.9380522576095571j),(-0.5942201518310192-0.5375354226126009j),(-0.5983991772634015+0.27621595455825987j),(-0.33375610989384047+1.6854373332243917j),(0.3563672247647691+0.6045835415797514j),(-0.14177771853374865+0.3273086282561284j),(1.8774136521968918-2.873646403439446j),(3.0291052582705915+1.9425689541819293j)
1.17,(1.9370358379587058-2.7868492092916664j),(2.8671558121723892+1.942071779506966j),(0.5659893849457308+0.3654689434841322j),(-0.2874952540360627+1.030341700490211j),(2.634235525336226+2.4335751882713526j),(2.486986887842987+2.160518926060315j),(-0.22820267433192096-0.1362310849252327j),(-0.08180567700513496+0.0905239994077368j),(1.1944196399475142-0.7043613043958047j),(0.3869705743856063+1.059405202846077j),(-4.830337019918372-2.860824660867235j),(-3.4818181864951034-1.335252645857546j),(0.9018307956748819-0.9332038990613164j),(-1.3407655941301253+0.6283979837508851j),(0.11282214603648501-0.9376997217942629j),(-0.6128642323100988-0.5522494506577984j),(-0.5649346843061184+0.2752564776177567j),(-0.30311168119384463+1.649237135577661j),(0.35637429686762767+0.6054243101373992j),(-0.13636988671561545+0.30782944138685736j),(1.9370358379587058-2.7868492092916664j),(2.8671558121723892+1.942071779506966j)
1.18,(1.9855222062789162-2.705133581459021j),(2.717283630079616+1.9318721631060565j),(0.5711527274312203+0.3646998172627843j),(-0.27518959344639515+0.9996544610098763j),(2.5423621735099164+2.3944815492755644j),(2.404661085037474+2.1154631496115757j),(-0.22482529906757814-0.13852352558586714j),(-0.08478606965633124+0.07959115532565239j),(1.1922599690691404-0.6995281366506642j),(0.3697751600092295+1.0205920814614926j),(-5.070702052115363-2.583682166637988j),(-3.628185683721464-1.1337470642166818j),(0.8850051866172206-0.9266138705742492j),(-1.3286935637555146+0.6283446903767499j),(0.10028917677369248-0.9372260862733568j),(-0.6316762540703503-0.5662828762005269j),(-0.5337336235218434+0.27367684840826695j),(-0.2750464276359161+1.6143882090104205j),(0.3560867810306892+0.6064019329908525j),(-0.13111802745770237+0.28889851152823204j),(1.9855222062789162-2.705133581459021j),(2.717283630079616+1.9318721631060565j)
1.19,(2.024460715314641-2.628930061496306j),(2.579050966709453+1.9141225329355833j),(0.5758761724168303+0.36411898157485195j),(-0.26413915739031685+0.9701280937346232j),(2.459045349718274+2.354970625152733j),(2.3301768953626865+2.0705960293541303j),(-0.2216004254518435-0.14078163730896434j),(-0.08759182386814779+0.06881053486991567j),(1.1900184010623482-0.6953958121113277j),(0.3533673036068805+0.9836338357068333j),(-5.282074861045858-2.2792868542375104j),(-3.7523425289733026-0.9157410719841775j),(0.8690075455961523-0.919884632083588j),(-1.3169732131806007+0.6281265095475705j),(0.08763618556604344-0.9366212614231441j),(-0.6506312392103983-0.5796115542675015j),(-0.5046483083876939+0.27159560897328977j),(-0.2493345039382769+1.580894688644834j),(0.3555182030767305+0.6075075046108529j),(-0.12600681650392273+0.2705179707322541j),(2.024460715314641-2.628930061496306j),(2.579050966709453+1.9141225329355833j)
1.2,(2.055256043243388-2.5584278049873928j),(2.4518469513259054+1.8906167022960554j),(0.5801884292571813+0.36372384250620415j),(-0.25423284907673216+0.9417371436187375j),(2.383489533523051+2.3155097737257653j),(2.262773893783749+2.026307910420863j),(-0.21851836892667037-0.14301107116689887j),(-0.09022181185737387+0.05819095700262782j),(1.1877016034833263-0.6919180863184881j),(0.33769516717764475+0.9484364578795311j),(-5.460037929682121-1.9528589324873489j),(-3.851675219016556-0.6852107864645665j),(0.8538160883377693-0.9130580938229381j),(-1.3056043549843686+0.6277654203521046j),(0.07489500737970405-0.9358765865410783j),(-0.6697020459544878-0.5922143986997722j),(-0.47753921486185436+0.2691134373626046j),(-0.22577047657874824+1.5487497826188434j),(0.35468194349562426+0.6087320066072365j),(-0.12102270619322186+0.2526888586938029j),(2.055256043243388-2.5584278049873928j),(2.4518469513259054+1.8906167022960554j)
1.21,(2.0791315429640784-2.493640601095103j),(2.3349638442223406+1.8628311400618833j),(0.584116193243252+0.36351075819525j),(-0.24536955657162962+0.9144538251401924j),(2.314967154930883+2.2764520602820757j),(2.2017602065004143+1.9828873883691247j),(-0.21556917045118829-0.14521709739630104j),(-0.09267527370426143+0.047740516259966836j),(1.185315160514885-0.6890516835131226j),(0.3227118101173547+0.9149122525498876j),(-5.601477039170905-1.6104826093812827j),(-3.9245444652148365-0.4466216238438197j),(0.839407165061358-0.9061725120320036j),(-1.2945854318851455+0.6272823554938499j),(0.06209795150827047-0.9349849489242706j),(-0.6888596949905091-0.6040735968564909j),(-0.4522749502275784+0.26631564103879707j),(-0.20416756856037552+1.5179379582926467j),(0.35359121528586146+0.6100663811691106j),(-0.11615378700928297+0.23541111675971782j),(2.0791315429640784-2.493640601095103j),(2.3349638442223406+1.8628311400618833j)
1.22,(2.097140260499353-2.4344588320302543j),(2.227651420492555+1.8319685020944219j),(0.5876842994938715+0.36347523673413784j),(-0.23745727950681547+0.8882485251550613j),(2.2528169455253413+2.2380594126027877j),(2.146509833711176+1.9405424645498854j),(-0.21274268211471567-0.14740458029384654j),(-0.09495180777692179+0.03746654986570426j),(1.1828637499131411-0.6867560479116877j),(0.30837456378506134+0.8829791550077061j),(-5.7047591867437175-1.2587006732701687j),(-3.970374526933531-0.2046327026024113j),(0.8257556124223057-0.8992625322750061j),(-1.2839136202689427+0.6266971271352673j),(0.04927748150285459-0.9339408716088896j),(-0.7080737439536506-0.6151747845765678j),(-0.4287320715788799+0.26327431333334983j),(-0.18435600826435614+1.4884367221268326j),(0.3522590407067239+0.611501599512136j),(-0.11138964374573825+0.21868357606946706j),(2.097140260499353-2.4344588320302543j),(2.227651420492555+1.8319685020944219j)
1.23,(2.110180657977802-2.3806893199149117j),(2.1291543541712246+1.7989994790373183j),(0.5909158683653337+0.36361210502712304j),(-0.2304123175164402+0.8630901996113253j),(2.196440475113005+2.2005214183957507j),(2.096458536236098+1.8994176096574416j),(-0.21002865186773823-0.14957795767552576j),(-0.09705136115865497+0.027375607049622455j),(1.1803512943040646-0.684993121954714j),(0.2946444862082296+0.8525601019578402j),(-5.769764295823617-0.9040805441281478j),(-3.989638875498804+0.036206294749115034j),(0.8128350747862032-0.8923592610179064j),(-1.2735849312816043+0.6260283628745162j),(0.03646587748606858-0.9327405664073606j),(-0.7273127033974053-0.6255071750864104j),(-0.4067948003386583+0.2600501948953311j),(-0.16618149351722725+1.4602180638927584j),(0.3506982269014707+0.6130287252036525j),(-0.10672120794252941+0.2025039417035513j),(2.110180657977802-2.3806893199149117j),(2.1291543541712246+1.7989994790373183j)
1.24,(2.1190141731453735-2.332085215232339j),(2.038736830761372+1.764700883274655j),(0.5938324419146593+0.3639156528162168j),(-0.22415851809826579+0.8389466827807786j),(2.145297687097764+2.1639704933413575j),(2.051098993442888+1.8596074456667817j),(-0.20741680672280646-0.15174122494500406j),(-0.09897422025559931+0.017473420685376752j),(1.1777810903751755-0.6837271485101186j),(0.28148588562324217+0.8235824510602772j),(-5.797775553685844-0.5528086815633166j),(-3.983750285810722+0.2717267973855201j),(0.8006182946041729-0.8854903603090791j),(-1.2635943087391395+0.6252934511267696j),(0.023694886784985464-0.9313819497856027j),(-0.7465444862296124-0.635063636583152j),(-0.3863546680246485+0.25669427823930735j),(-0.14950377484403424+1.4332496244929491j),(0.3489213404557698+0.6146389722478044j),(-0.10214060818490961+0.18686877462696322j),(2.1190141731453735-2.332085215232339j),(2.038736830761372+1.764700883274655j)
1.25,(2.1242828350740783-2.2883679642365946j),(1.9556978325928482+1.7296891016662703j),(0.5964541112961793+0.3643797554855891j),(-0.2186265809923737+0.815784924885768j),(2.098901978667124+2.12849406580485j),(2.009975699146522+1.8211676670346182j),(-0.20489693379362206-0.15389792378569753j),(-0.10072100171387671+0.007764881357081666j),(1.1751559189488896-0.6829244942940264j),(0.26886590326005244+0.7959774463102688j),(-5.791256235679789-0.21036828788917436j),(-3.954879446889129+0.4983459564980547j),(0.7890773723036342-0.8786801608536369j),(-1.2539357232548438+0.6245084952045797j),(0.010995369397926242-0.9298646201618538j),(-0.7657368814589374-0.6438407145138574j),(-0.3673101197660408+0.2532491895019538j),(-0.13419535702848928+1.4074956368983942j),(0.34694068104735665+0.6163237578284481j),(-0.09764101978870206+0.17177347310646884j),(2.1242828350740783-2.2883679642365946j),(1.9556978325928482+1.7296891016662703j)
1.26,(2.1265259102032843-2.2492431301955174j),(1.8793797856368852+1.6944487681751865j),(0.5987996352150424+0.3649979787344446j),(-0.21375341584950389+0.7935711716148126j),(2.056815182479904+2.094144332641999j),(1.9726798931903082+1.7841237280975855j),(-0.20245895856328103-0.1560511354600468j),(-0.10229264372565255-0.0017459860410693334j),(1.1724781384671807-0.6825534920314847j),(0.2567541472347569+0.7696797266209233j),(-5.753556414989692+0.11869207694728509j),(-3.9057321979459436+0.7132022248693883j),(0.7781839966342091-0.8719497892494572j),(-1.2446022621168134+0.623688275424172j),(-0.0016030548277267947-0.9281897963375899j),(-0.7848580422549875-0.6518385960590988j),(-0.3495660953223143+0.24975037760366395j),(-0.12014031493043408+1.3829176814098532j),(0.344768254420861+0.6180747496282805j),(-0.09321651532216238+0.15721225515503368j),(2.1265259102032843-2.2492431301955174j),(1.8793797856368852+1.6944487681751865j)
1.27,(2.1261950536217196-2.214411538272537j),(1.809172601627313+1.659356915856521j),(0.6008865497276927+0.36576366775686003j),(-0.20948154984124182+0.7722710969848849j),(2.018642674433818+2.0609460513823046j),(1.9388447098801067+1.7484777349429401j),(-0.20009301980223299-0.15820347866795204j),(-0.10369039775403154-0.011056043072297994j),(1.1697497640435455-0.6825842991199157j),(0.24512237065428535+0.7446268752979875j),(-5.688590388909139+0.43087319485957j),(-3.83931639708176+0.9142077289734879j),(0.7679096468237919-0.8653173056440566j),(-1.2355862145755412+0.6228462186048508j),(-0.014072350307267702-0.9263602179378247j),(-0.8038769778174611-0.6590610159471325j),(-0.3330336021555352+0.24622713732603507j),(-0.10723321754975543+1.359475289456192j),(0.3424157449844652+0.6198839076686798j),(-0.08886191733485083+0.14317814341717724j),(2.1261950536217196-2.214411538272537j),(1.809172601627313+1.659356915856521j)
1.28,(2.1236677585987933-2.1835769203202675j),(1.7445146166794245+1.6247030660441426j),(0.6027312697862439+0.3666700231794137j),(-0.20575858188224275+0.7518498992697106j),(1.9840287414226911+2.028902753232037j),(1.9081406454971626+1.7142139011598845j),(-0.19778954059336012-0.16035711188430118j),(-0.10491582065921841-0.020163055795810094j),(1.1669725339323889-0.6829887707821659j),(0.23394418809764153+0.7207590083810366j),(-5.600545511757229+0.7236816576318166j),(-3.7587450130515214+1.0999945873020298j),(0.7582257682151627-0.8587978485601168j),(-1.2268791523189342+0.6219943743749184j),(-0.026386394248041595-0.9243800098865903j),(-0.8227640384032644-0.6655151043960152j),(-0.31762929112657695+0.24270348943438588j),(-0.09537815322301554+1.3371264242848127j),(0.33989448837145864+0.6217435206461212j),(-0.08457265457646006+0.12966295375818077j),(2.1236677585987933-2.1835769203202675j),(1.7445146166794245+1.6247030660441426j)
1.29,(2.1192590894153938-2.1564509781913506j),(1.6848915118662746+1.5907057846085675j),(0.6043491829850016+0.3677101656763432j),(-0.20253668024403823+0.732272368229245j),(1.9526522818557948+1.998001691037609j),(1.8802713947154297+1.6813028592350345j),(-0.19553929496583727-0.1625137400629714j),(-0.10597076716450866-0.02906570998354941j),(1.164147965015042-0.6837403459062282j),(0.22319482554584053+0.6980184000661869j),(-5.493608018829862+0.9956316539969005j),(-3.6670442544161608+1.2698920570159653j),(0.749103923279981-0.852403784111509j),(-1.2184720050216442+0.6211433977482007j),(-0.03852128309733175-0.9222545140171721j),(-0.8414913830825721-0.671211179624055j),(-0.3032750423589302+0.2391989379280511j),(-0.08448784833434131+1.315827862015799j),(0.3372154443391293+0.6236462367772713j),(-0.08034462289314998+0.11665728866068016j),(2.1192590894153938-2.1564509781913506j),(1.6848915118662746+1.5907057846085675j)
1.3,(2.1132317906777227-2.1327565699064164j),(1.6298339861693365+1.5575262346570633j),(0.6057547359941501+0.3688771909006411j),(-0.19977212050646118+0.7135029306072244j),(1.9242228713490799+1.9682177768510998j),(1.8549700718494735+1.649705062716965j),(-0.19333346969104215-0.16467462556171944j),(-0.10685738256189317-0.037763623424810884j),(1.1612773986950686-0.6848139439672554j),(0.21285089961009568+0.676349143623757j),(-5.3717629501054+1.2460853976489594j),(-3.5670291193660155+1.4237998229736248j),(0.7405159200559137-0.8461448572817859j),(-1.210355130957403+0.6203025374889392j),(-0.05045561100934409-0.9199900918626023j),(-0.860033420372044-0.6761624889034884j),(-0.2898975665297704+0.2357291217935249j),(-0.07448287182453184+1.295535492474537j),(0.3343891703895377+0.6255850892051471j),(-0.07617405188564418+0.10415053636704659j),(2.1132317906777227-2.1327565699064164j),(1.6298339861693365+1.5575262346570633j)
1.31,(2.105804920479893-2.1122295510340683j),(1.5789147187451036+1.5252792163994335j),(0.606961514166433+0.3701642161315941j),(-0.19742486099156045+0.6955056797781062j),(1.8984772000706829+1.9395167142989302j),(1.8319958116824635+1.6193734676273166j),(-0.1911637208524485-0.1668406031092513j),(-0.1075780955245902-0.04625735523054401j),(1.1583620384244184-0.6861858716161778j),(0.20289022257297373+0.6556968463824013j),(-5.238654496438704+1.4750991688892536j),(-3.4612194582049343+1.5620697266577703j),(0.7324339201352335-0.8400283433568181j),(-1.2025183827573598+0.6194796298383912j),(-0.062170715227457235-0.9175939034441494j),(-0.8783672127928204-0.680384903484232j),(-0.2774280251396823+0.23230637625296965j),(-0.0652909179529824+1.2762045558560324j),(0.33142579649180753+0.6275535160619529j),(-0.07205737830260046+0.09213087653788633j),(2.105804920479893-2.1122295510340683j),(1.5789147187451036+1.5252792163994335j)
