t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,E
1.52,(0.055606637743601355+0.0067788629498828174j),(0.009586765167340595+0.0018883128995389165j),(0.002700485234071862-0.02432054374762139j),(-9.05090506288919e-06-0.0007252382532805928j),(0.00022097227107343388-0.002030887897102778j),(0.0037175110053522895+0.022456574584844124j),(1.2821856482070772e-05+1.6886705236086133e-05j),(0.015318678072980483-0.005608798650388969j),(-0.14494900275618539+0.0887647139243585j),(0.2480286003288692-0.24083891556107082j),(-0.020100323705571882+0.005693549742082537j),(1.0363477344133132+1.0027484410005625j),(0.7426557096357704+2.1676015116434897j),(0.870899306857183-0.7552659479960375j),(1.3310282268899132+2.6029925036089865j),(0.35416427915751203-1.3427005741344278j),(-0.34306340961958187+1.6587773614948473j),(3.296394573397237-0.07355414283882661j),(-0.1778715772403858+1.9670843391382447j),(0.21621423391950595+0.7602604758031978j),(0.5426123426766383-0.00786632863745451j),(-0.3790941881325119-0.09011643445032634j),0.0
1.53,(0.05485096365291594+0.006440423954682696j),(0.009458334657682284+0.0017917722471650994j),(0.0024122529167983344-0.023841577052038463j),(-1.430067056618234e-05-0.0007136877913002599j),(0.0001870656474530238-0.001983188498492822j),(0.003842536165581782+0.022123914139925278j),(1.269773325578024e-05+1.6487791565082883e-05j),(0.015062474696419274-0.005653850946938676j),(-0.14289967699870446+0.08825782357972257j),(0.24695856419773712-0.24531889915580402j),(-0.019697340786819537+0.005837858387019845j),(1.036190372248408+1.0026229980545516j),(0.7427111514009329+2.167512356120183j),(0.8710727222649678-0.7542443375937011j),(1.3310459600488862+2.6029304502029147j),(0.35459165715755164-1.3427944075089904j),(-0.3428502503622253+1.6588549094754361j),(3.2963421986878103-0.0735390200006779j),(-0.17771753931860446+1.9670454870474803j),(0.2168748915727699+0.7609496358686463j),(0.5401255249068952-0.008502647479916005j),(-0.38001196734381076-0.08987486548401744j),0.0
1.54,(0.05407297546753823+0.006126098686767148j),(0.009325164127039622+0.0017002429062325402j),(0.0021449033463975973-0.02334668972749614j),(-1.9083117381464913e-05-0.0007018775109202198j),(0.0001556309147215947-0.0019349151484707114j),(0.003953291842674824+0.021784678069185846j),(1.2558655183461294e-05+1.6092461148774475e-05j),(0.014803329360878621-0.00568768850252715j),(-0.14084783752188973+0.08765678262763568j),(0.24585092044545456-0.24973635788805754j),(-0.019295971357431992+0.005965500800252384j),(1.0360223815383303+1.002514014160583j),(0.7427599056787526+2.1674229410006536j),(0.8712602966112087-0.7532773913446177j),(1.331059710368022+2.6028696845111137j),(0.35499693253739734-1.342894930476623j),(-0.3426388049792531+1.6589215054274928j),(3.2962932421763718-0.07352235713908967j),(-0.17756899247220023+1.9669999074449795j),(0.21754253240764596+0.7616052503135359j),(0.5376762022667104-0.00905688855798193j),(-0.3809015887452869-0.0896177937786735j),0.0
1.55,(0.05327225518675306+0.005835514855294162j),(0.009187149104985866+0.0016136578157206227j),(0.0018992856910043316-0.022836206111749288j),(-2.3400600883607133e-05-0.000689798479917374j),(0.00012666308545668855-0.0018861159204327745j),(0.0040501006732265145+0.02143860532258205j),(1.2404484165962781e-05+1.5700616625404307e-05j),(0.014541012157779844-0.005710411031463083j),(-0.13878936413726442+0.0869611412439746j),(0.2447334294145435-0.2540816132275179j),(-0.018897260260761183+0.006076765246646791j),(1.0358425728147755+1.0024226417392894j),(0.7428015797011231+2.167333276690008j),(0.8714590778530492-0.7523700700251349j),(1.3310692497309566+2.602810319845737j),(0.35537881041700475-1.343001722976795j),(-0.3424292645781133+1.6589768377519338j),(3.2962479748629088-0.07350415324685423j),(-0.17742614562185194+1.9669472967637467j),(0.2182146594897827+0.7622273075522245j),(0.5352805105408848-0.009526015000331498j),(-0.38176139446321566-0.08934629549760181j),0.0
1.56,(0.05244848703018064+0.005568101893379458j),(0.009044209860101845+0.0015319212644101911j),(0.00167602394687651-0.022310556304514746j),(-2.725817157342825e-05-0.0006774435078442777j),(0.00010014402775930471-0.0018368403949113776j),(0.004133319720438184+0.02108544025385503j),(1.2235197733985607e-05+1.5312145590673477e-05j),(0.014275300977923042-0.005722157103993256j),(-0.1367199663896449+0.08617113875649297j),(0.24363249455483627-0.25834402668713674j),(-0.018502017646335262+0.006172036407349666j),(1.0356498650033317+1.0023498064692637j),(0.7428358473918057+2.1672433682174423j),(0.871666357933995-0.7515267279782132j),(1.3310743868111101+2.602752450816523j),(0.35573617006355907-1.3431143703030013j),(-0.34222179897215615+1.6590206764664526j),(3.2962066321259225-0.07348440950004621j),(-0.17728915921942212+1.9668874139696553j),(0.21888885371974015+0.7628158796044594j),(0.5329537578343843-0.009906098369978064j),(-0.3825898799289308-0.08906144150624085j),0.0
1.57,(0.05160145743777656+0.0053230909580964806j),(0.008896291399975963+0.0014549088908835481j),(0.0014755169383953988-0.021770276167471334j),(-3.066357507769663e-05-0.0006648071460291404j),(7.60424652539008e-05-0.0017871396595749238j),(0.004203340474117396+0.020724932620530868j),(1.2050889048082733e-05+1.4926920597740786e-05j),(0.01400598151148709-0.005723104146302539j),(-0.13463518355714077+0.0852877036448214j),(0.24257316242347526-0.2625119998231314j),(-0.01811081896985863+0.0062517953797875635j),(1.0354432854234776+1.0022962072870598j),(0.7428624493664285+2.1671532152362443j),(0.8718796727839137-0.7507511131134255j),(1.3310749670716864+2.602696153330794j),(0.35606806489147513-1.3432324631027597j),(-0.34201655668063424+1.6590528732055179j),(3.2961694137224313-0.07346312925802236j),(-0.1771581452479572+1.9668200805614469j),(0.21956277383298972+0.7633711220953774j),(0.5307104245723399-0.010192318664269135j),(-0.38338569387882454-0.08876429737216031j),0.0
1.58,(0.050731055069831804+0.005099514930476399j),(0.008743363471204193+0.0013824676835244567j),(0.0012979383180655607-0.021216007324259857j),(-3.3627252149129696e-05-0.0006518856875758261j),(5.431397708839165e-05-0.0017370663092278536j),(0.004260588850677949+0.020356837583920567j),(1.1851766898659181e-05+1.4544799157222736e-05j),(0.013732847248029638-0.005713468440513893j),(-0.1325303846511548+0.0843124535404673j),(0.24157912268491316-0.2665729742349844j),(-0.017724004993211924+0.006316619677667j),(1.0352219697885852+1.0022623163871922j),(0.7428811929324876+2.167062812023793j),(0.8720968023190344-0.750046366906957j),(1.3310708727656735+2.6026414845934567j),(0.35637372246239757-1.3433555973776135j),(-0.3418136649287027+1.6590733612203759j),(3.2961364837879676-0.07344031806342169j),(-0.1770331672216873+1.9667451805707319j),(0.22023415639991425+0.7638932742555047j),(0.5285641635000474-0.010378964314886368j),(-0.3841476383543474-0.08845592336506118j),0.0
1.59,(0.049837270806972714+0.00489620841550811j),(0.008585420559390076+0.0013144159805181393j),(0.0011432365665148504-0.0206484971604831j),(-3.616233866639396e-05-0.0006386771673638523j),(3.49009979341499e-05-0.0016866744458106445j),(0.004305525193139872+0.019980915709120077j),(1.1638155705972027e-05+1.4165623737193525e-05j),(0.013455699476487119-0.005693505124688362j),(-0.13040076841638298+0.08324769522681501j),(0.2406727081109127-0.27051343156544383j),(-0.017341681784451998+0.006367183230974447j),(1.0349851622059172+1.0022483792221366j),(0.742891952089346+2.166972147481557j),(0.872315770441949-0.7494150244016062j),(1.3310620229358432+2.602588483107j),(0.35665254448520045-1.3434833744831294j),(-0.3416132296474188+1.659082155379048j),(3.2961079708365792-0.07341598364216546j),(-0.17691424018602633+1.9666626605619895j),(0.22090081582580803+0.7643826589207567j),(0.5265277996829677-0.010459432187845567j),(-0.38487466870200837-0.08813737445677562j),0.0
1.6,(0.048920197750161036+0.004711807742138233j),(0.008422481889144729+0.001250543469851277j),(0.0010111349924944173-0.02006859882370582j),(-3.8284665634105026e-05-0.0006251813620483913j),(1.7732817986005982e-05-0.0016360196783998116j),(0.004338644271129427+0.019596932965010267j),(1.1410495520130408e-05+1.3789221763185062e-05j),(0.013174347285174736-0.005663508192825085j),(-0.12824136333081454+0.08209642463912573j),(0.239874894580547-0.27431889350052313j),(-0.016963720717811957+0.006404256385976338j),(1.0347322151766287+1.0022544145023287j),(0.7428946675282345+2.166881205135097j),(0.8725348450416104-0.7488590142067835j),(1.3310483734147518+2.6025371686714984j),(0.35690410681598755-1.3436154011288985j),(-0.3414153354737424+1.6590793521663327j),(3.2960839677608287-0.07339013590345711j),(-0.176801330717572+1.966572529632567j),(0.22156064435087677+0.7648396825324384j),(0.5246133305067264-0.010426227583496681j),(-0.38556589357337473-0.08780970032126705j),0.0
1.61,(0.047980031220693886+0.004544750963271115j),(0.008254591424086842+0.0011906111893120117j),(0.0009011317328787021-0.019477271223454766j),(-4.0012759182827574e-05-0.0006113997900602693j),(2.7255829622479448e-06-0.001585159123207907j),(0.004360475280879111+0.019204660724256948j),(1.1169342021095518e-05+1.3415405618186946e-05j),(0.012888607561786475-0.005623810494861287j),(-0.12604702760573186+0.08086232686453756j),(0.23920530108019922-0.2779739217695011j),(-0.01658975847370113+0.0064287059052190645j),(1.0344625895957664+1.0022802141961653j),(0.7428893466322513+2.1667899631340637j),(0.872752537993334-0.748379658498512j),(1.3310299168247388+2.6024875423846097j),(0.35712815945809245-1.343751289378537j),(-0.34122004575053566+1.6590651296838044j),(3.2960645318317945-0.07336278693978235j),(-0.17669435692410584+1.9664748594126804j),(0.2222116120502376+0.765264835137244j),(0.5228319256771145-0.010270964236523815j),(-0.38622057492507217-0.08747394533463011j),0.0
1.62,(0.04701706876020376+0.004393277855768831j),(0.008081817866842672+0.0011343515264899441j),(0.0008124997526654434-0.018875579031218663j),(-4.136784056907532e-05-0.0005973357116059667j),(-1.021770589537831e-05-0.0015341514035835202j),(0.004371581845227649+0.018803875763310857j),(1.0915366518680606e-05+1.3043972642646485e-05j),(0.012598304993395098-0.005574783736672281j),(-0.1238124491857105+0.07954977614206549j),(0.23868218970356275-0.2814621181449219j),(-0.016219197038705085+0.006441494967528973j),(1.034175854752269+1.0023253435300044j),(0.7428760634763616+2.1666983942521987j),(0.8729676051587969-0.7479776730194276j),(1.3310066825779283+2.602439586641575j),(0.35732462656207814-1.3438906566496844j),(-0.3410274025265631+1.6590397476498133j),(3.29604968469907-0.07333395102690907j),(-0.17659318844459304+1.966369784065415j),(0.22285176683391902+0.765658690387257j),(0.5211939272200874-0.009984364315945217j),(-0.3868381280187849-0.0871311485750907j),0.0
1.6300000000000001,(0.04603171013065855+0.004255429920451179j),(0.007904254659046048+0.0010814682187761336j),(0.0007442868449756713-0.018264692680448204j),(-4.2373826175311116e-05-0.0005829941286676178j),(-2.120719182166969e-05-0.001483056650011278j),(0.004372562013620004+0.018394360262407664j),(1.064935595255098e-05+1.2674705134468682e-05j),(0.012303272066452143-0.005516838480071472j),(-0.12153214574861929+0.07816383586260137j),(0.23832246565164122-0.2847661244425953j),(-0.015851203705585626+0.006443683168012374j),(1.0338716883289674+1.0023891409881636j),(0.7428549588273985+2.1666064658873347j),(0.8731790463860384-0.7476531670787787j),(1.330978736876228+2.60239326513522j),(0.35749360642573746-1.3440331257140052j),(-0.3408374265564916+1.6590035473994866j),(3.2960394123907633-0.07330364462388739j),(-0.17649764644918267+1.9662575002867237j),(0.22347923444686102+0.7660219055399505j),(0.5197088494817659-0.009556258425113286j),(-0.38741812142125537-0.08678234382300593j),0.0
1.6400000000000001,(0.045024457314361506+0.004129050382095682j),(0.007722019981338374+0.0010316363533631012j),(0.0006953156310537099-0.01764588836655609j),(-4.3057327509946874e-05-0.0005683817850030116j),(-3.036616252796449e-05-0.0014319365001118438j),(0.004364048262107371+0.017975901805567976j),(1.0372212892224005e-05+1.2307370349016248e-05j),(0.012003349066787924-0.005450424142810349j),(-0.11920046470562021+0.07671025856891396j),(0.2381416772327484-0.28786762252159626j),(-0.01548471107328078+0.006436426518055533j),(1.0335498764025832+1.002470718312922j),(0.7428262401440622+2.1665141400613956j),(0.8733861055094593-0.7474056435524262j),(1.3309461827113303+2.602348522855955j),(0.35763537149409275-1.3441783246971877j),(-0.34065011730089045+1.6589569518847278j),(3.2960336653134985-0.07327188637304967j),(-0.17640750363920754+1.9661382673054286j),(0.224092218468915+0.7663552214581869j),(0.5183853791284355-0.008975585601714568j),(-0.3879602770042845-0.08642855956086412j),0.0
1.6500000000000001,(0.043995914513951274+0.004011784189437593j),(0.007535256753368621+0.0009845023672448252j),(0.0006641835602671782-0.017020548046916967j),(-4.344765120734357e-05-0.0005535071661455906j),(-3.783105020214436e-05-0.0013808540986419192j),(0.004346707493347174+0.01754829338059733j),(1.0084955537069105e-05+1.1941720499109586e-05j),(0.011698384079611535-0.005376028998578494j),(-0.11681158320116848+0.07519548595564889j),(0.23815401586250826-0.29074733428426525j),(-0.015118417046904822+0.006420977445324674j),(1.0332103134437312+1.0025689605045196j),(0.7427901815769204+2.1664213734203956j),(0.8735882703498227-0.7472339988828436j),(1.3309091598647103+2.6023052860917733j),(0.35775036835939605-1.3443258870789445j),(-0.3404654529262313+1.6589004656742157j),(3.296032358252414-0.0732386971000105j),(-0.17632248424718425+1.96601240688322j),(0.22468900031484376+0.766659462610218j),(0.5172313751465467-0.008230393317769761j),(-0.3884644699447315-0.08607081897328488j),0.0
1.6600000000000001,(0.04294678815240188+0.0039010780151698867j),(0.0073441326337933335+0.0009396840472167449j),(0.0006492629101069857-0.01639015944086749j),(-4.357679902781128e-05-0.0005383804994044522j),(-4.375143150863261e-05-0.001329874097494242j),(0.004321241036603073+0.017111333379086196j),(9.788717716307762e-06+1.157749275502681e-05j),(0.01138823298951085-0.005294180177003576j),(-0.11435950811301249+0.07362664886932868j),(0.23837231606385498-0.29338502167620817j),(-0.014750784837748252+0.006398684793765983j),(1.0328530023169171+1.0026825258211567j),(0.7427471239684085+2.1663281172344395j),(0.8737852727142534-0.7471365230791169j),(1.330867844907628+2.602263462428251j),(0.3578392177611291-1.344475451693013j),(-0.3402833903048882+1.6588346749534064j),(3.296035370371164-0.07320409981366667j),(-0.17624226403681312+1.9658803033146577j),(0.22526793923432153+0.7669355370696848j),(0.5162538688427151-0.007307837479633702j),(-0.3889307287245141-0.085710139947019j),0.0
1.67,(0.04187788687302277+0.003794180255943267j),(0.007148840020276631+0.0008967705298757594j),(0.0006487007861873434-0.0157563160297063j),(-4.347946785760918e-05-0.0005230137538643478j),(-4.829002758839466e-05-0.0012790626556975896j),(0.004288384647744962+0.016664825596409985j),(9.48474888901352e-06+1.1214409244503733e-05j),(0.01107275948045252-0.005205443663651356j),(-0.11183807605219392+0.07201156730835279j),(0.23880805546703288-0.29575948668629615j),(-0.014380042963277814+0.006370993823605601j),(1.032478054280539+1.0028098457789945j),(0.7426974748528287+2.1662343173977234j),(0.8739770883962383-0.7471108997169449j),(1.3308224512011275+2.6022229407485504j),(0.35790271458600315-1.3446266627271544j),(-0.34010386501513756+1.658760247524532j),(3.2960425452119173-0.07316811970619722j),(-0.17616647030297836+1.9657424034271687j),(0.22582747231193398+0.7671844365156177j),(0.515459063843721-0.0061941824279954216j),(-0.3893592351306084-0.08534753507094853j),0.0
1.68,(0.04079012153945866+0.00368814103236616j),(0.006949596049490194+0.0008553223016202248j),(0.0006604191222457471-0.01512071705669397j),(-4.319304970894543e-05-0.0005074206403856822j),(-5.162270405893916e-05-0.0012284874394167722j),(0.004248908509248963+0.016208579231729008j),(9.174414144111961e-06+1.0852177052733853e-05j),(0.010751835035781953-0.005110424300025675j),(-0.10924095336304743+0.0703587504229974j),(0.23947135480959658-0.2978485713466661j),(-0.014004185247136468+0.006339446211349628j),(1.0320856889868866+1.0029491251521547j),(0.742641708456351+2.166139914428535j),(0.8741639371756262-0.7471542059386387j),(1.3307732288960363+2.6021835912334166j),(0.3579418278679593-1.3447791697231544j),(-0.3399267913411581+1.6586779328066004j),(3.2960536906953593-0.07313078415306336j),(-0.17609468187174782+1.9655992165810496j),(0.2263661144671782+0.7674072362324368j),(0.5148523360965098-0.004874800937878002j),(-0.38975032425504874-0.08498401163608672j),0.0
1.69,(0.03968450523568975+0.003579812189004718j),(0.006746642597113286+0.0008148711986499598j),(0.000682114680142992-0.0144851675270531j),(-4.275763171997739e-05-0.0004916166116045149j),(-5.393847101431616e-05-0.0011782176219526407j),(0.004203617230197436+0.015742408887988543j),(8.859194200380745e-06+1.0490488222368393e-05j),(0.010425338938223365-0.0050097657835684725j),(-0.1065616361232011+0.06867739651541574j),(0.24037097793641077-0.2996291577327198j),(-0.013620970819143416+0.006305680049784125j),(1.0316762344821415+1.00309834197272j),(0.7425803656970129+2.1660448434692507j),(0.8743462828186277-0.7472629124531222j),(1.3307204649329663+2.6021452653611785j),(0.35795770078816813-1.3449326275768227j),(-0.33975206227303106+1.6585885618353962j),(3.2960685791206883-0.07309212271300858j),(-0.17602642910037325+1.9654513146694652j),(0.2268824584544627+0.7676050951099513j),(0.5144382338681919-0.0033341742186387634j),(-0.39010448449492796-0.08462057163557811j),0.0
1.7,(0.03856215326603159+0.003465847294382822j),(0.006540246277832734+0.0007749204069662395j),(0.0007112590498631654-0.013851578207968255j),(-4.2215996154811445e-05-0.0004756188619325597j),(-5.5439483025118285e-05-0.001128323883742083j),(0.004153349846278971+0.015266134571918789j),(8.540685406449585e-06+1.0129019753516259e-05j),(0.010093158269879731-0.0049041506676597724j),(-0.10379345014357616+0.06697739303963787j),(0.24151433179965043-0.30107716796312495j),(-0.013227924115294106+0.006271429847975109j),(1.031250127206377+1.0032552475307337j),(0.742514054184719+2.1659490342863394j),(0.8745248330778154-0.7474328835359317j),(1.3306644830423133+2.6021077959077488j),(0.3579516506750299-1.345086696537994j),(-0.33957954950673996+1.6584930472634802j),(3.29608694716562-0.07305216712805858j),(-0.17596119387729012+1.9652993321184493j),(0.22737517486310738+0.7677792556433598j),(0.5142204777460424-0.0015558919139691393j),(-0.3904223575523974-0.08425821176469843j),0.0
1.71,(0.037424283155135116+0.003342701640982079j),(0.0063306984453429405+0.0007349444623718023j),(0.0007450986495136499-0.013221965628585986j),(-4.161362040350301e-05-0.0004594463275571847j),(-5.634103913848066e-05-0.0010788784123580235j),(0.004098979819788391+0.014779581694034875j),(8.220599740800246e-06+9.76743360374407e-06j),(0.00975518791223281-0.004794300361617687j),(-0.10092955096838696+0.06526931660157072j),(0.24290746645880065-0.3021675641998143j),(-0.012822334877760208+0.006238526531268558j),(1.0308079119935585+1.0034173663742j),(0.7424434482212418+2.1658524112703614j),(0.8747005396921239-0.7476593770292163j),(1.3306056437442568+2.6020709969466242j),(0.3579251690041746-1.3452410422105265j),(-0.33940910344417063+1.6583923833601895j),(3.296108495886384-0.07301095132352126j),(-0.17589840962211767+1.9651439658869037j),(0.2278430121173436+0.7679310439332502j),(0.5142019606375018+0.00047734789810528495j),(-0.3907047384346666-0.08389792342085463j),0.0
1.72,(0.036272214647986634+0.0032066322452418182j),(0.006118315192345879+0.0006943892504708432j),(0.0007806547253251224-0.012598452080014809j),(-4.099867698205666e-05-0.00044311968644141164j),(-5.6871582878080334e-05-0.0010299549025094233j),(0.004041415039626753+0.014282581068636868j),(7.900764811766557e-06+9.405376688076138e-06j),(0.009411330546143135-0.0046809751306984195j),(-0.09796292387514116+0.06356443295899812j),(0.2445550750806568-0.30287434864798624j),(-0.012401258154889627+0.006208897441290405j),(1.0303502420715431+1.0035819963090837j),(0.7423692888002206+2.165754893435966j),(0.8748745983868497-0.7479370443417374j),(1.3305443443487606+2.6020346638488863j),(0.3578799213984617-1.3453953355523032j),(-0.33924055319311147+1.6582876460116371j),(3.2961328907177254-0.07296851140798677j),(-0.17583746128565894+1.9649859754665993j),(0.2282847964763141+0.7680618696856j),(0.5143847477701751+0.0027837387052247684j),(-0.3909525754540036-0.08354069270358494j),0.0
1.73,(0.03510736970990784+0.0030536978475590943j),(0.005903437350551095+0.0006526720066690173j),(0.0008147233516515471-0.011983265615325237j),(-4.042203353242602e-05-0.00042666135832391687j),(-5.727270224413744e-05-0.000981628556041282j),(0.0039815978213013446+0.01377496891380976j),(7.583123857534401e-06+9.04248087899448e-06j),(0.009061496651850017-0.0045649740960962614j),(-0.09488638387463957+0.0618746970215808j),(0.24646049393932434-0.3031705635561043j),(-0.011961514301206505+0.0061845663359465465j),(1.0298778790620797+1.0037462083993103j),(0.7422923836071624+2.1656563944218945j),(0.875048448873651-0.7482599304488691j),(1.3304810189555722+2.601998573283199j),(0.3578177476279805-1.345549252875231j),(-0.3390737065672531+1.658179992720713j),(3.296159761472904-0.07292488567332746j),(-0.17577768534990074+1.9648261828821751j),(0.22869943203407317+0.7681732262117759j),(0.5147700766918324+0.0053823655606954224j),(-0.3911669702277347-0.08318750041455879j),0.0
1.74,(0.03393127252655582+0.0028797589122886956j),(0.0056864304906757025+0.0006091813161734402j),(0.0008438754309701918-0.011378740049549764j),(-3.993725282251379e-05-0.0004100955047190306j),(-5.7799129713412896e-05-0.0009339760819346364j),(0.003920504906925688+0.013256586851423485j),(7.269735746141718e-06+8.67836300643882e-06j),(0.008705604508971544-0.004447135234943591j),(-0.0916925757109762+0.06021275285085634j),(0.248625702416219-0.3030282912158977j),(-0.011499688977411219+0.006167653389422834j),(1.0293916929808093+1.0039068469667658j),(0.7422136070194418+2.1655568224909785j),(0.8752237748505484-0.748621473892598j),(1.3304161384542237+2.6019624832158113j),(0.35774066161004986-1.3457024758452414j),(-0.3389083500861885+1.6580706626070827j),(3.2961887023436955-0.07288011459469793j),(-0.17571836982801364+1.9646654726911394j),(0.22908590071958637+0.768266690428534j),(0.515358357270409+0.008293205083489217j),(-0.3913491776782448-0.08283932205757684j),0.0
1.75,(0.03274720555906814+0.002680908271499624j),(0.005467909155336931+0.0005632956248226097j),(0.0008654682990956692-0.010786648483765676j),(-3.960168559493304e-05-0.00039346043244020804j),(-5.862300026146723e-05-0.0008870380327797125j),(0.0038596214108168156+0.01272816713771152j),(6.9625897867321025e-06+8.312903708504816e-06j),(0.00834400587759304-0.004328699274280849j),(-0.08837733717272811+0.05859104817953601j),(0.2510467371915393-0.3024255398657291j),(-0.011014665649486666+0.006158159156358852j),(1.0288931772526193+1.0040609269802492j),(0.7421337813371744+2.165456154925611j),(0.8754019919007718-0.7490166668662485j),(1.3303501640531072+2.601926192029048j),(0.35765057424862845-1.345855270322954j),(-0.3387444501249885+1.6579606863390348j),(3.2962192926197824-0.07283425023086752j),(-0.17565891932137148+1.9645047256889663j),(0.22944365346196732+0.7683429031708654j),(0.5161467746183905+0.011528568577592066j),(-0.3915004102902939-0.08249585198993489j),0.0
1.76,(0.03156651968690134+0.002455875579266174j),(0.005249580679799988+0.0005147440734981927j),(0.0008813299655244697-0.010207109600265264j),(-3.9457194445004076e-05-0.0003768644641196201j),(-5.954762478732344e-05-0.0008408182021196227j),(0.0038017804813850484+0.012194256273410522j),(6.6630993925138815e-06+7.948025616190083e-06j),(0.007979132046689949-0.004212058375096711j),(-0.08495404244719337+0.0570215627067562j),(0.2536889897970423-0.3013507898056578j),(-0.010514141074207076+0.006148270055576638j),(1.0283854920800577+1.0042064094220853j),(0.7420533164946063+2.1653545087925883j),(0.8755845247653253-0.7494478073316682j),(1.33028335279608+2.6018896186763234j),(0.3575487324639332-1.3460105499002337j),(-0.338582525590953+1.657850009762275j),(3.2962511616505443-0.07278726260882641j),(-0.1755992990478106+1.9643444720235035j),(0.22977472912684457+0.7683983093201686j),(0.5171249300605922+0.015078410265046478j),(-0.3916223731902124-0.08215107659419137j),0.0
1.77,(0.030398275095901334+0.0022041577386441216j),(0.005032829804437309+0.00046362364946164134j),(0.0008917656650207003-0.009642713547637077j),(-3.951311591394491e-05-0.00036040897954914915j),(-6.05936493177152e-05-0.0007955306627102376j),(0.003747930812593994+0.011657741167791029j),(6.373057880295078e-06+7.586109144180163e-06j),(0.007612919327116841-0.004098295901014112j),(-0.08143453819455036+0.05552037089422588j),(0.2565128199957494-0.2997600168789676j),(-0.00999888682678391+0.006136353645422775j),(1.0278701188412167+1.0043399533389954j),(0.741972891042866+2.165251676734706j),(0.8757759298359887-0.7499111479339503j),(1.3302160117482136+2.601852447012569j),(0.3574373707743586-1.3461701517514062j),(-0.33842237249284873+1.657739240742476j),(3.2962838934554406-0.07273897453551759j),(-0.1755390563711175+1.9641852289715072j),(0.2300815814552752+0.7684315905453485j),(0.5182903036917389+0.018963908664518185j),(-0.3917187207849911-0.08180143102923246j),0.0
1.78,(0.02925057328143723+0.0019259149235636272j),(0.0048189042969004735+0.00041010938430524493j),(0.0008968553704040156-0.009095946760716398j),(-3.977213548526643e-05-0.0003441869056930093j),(-6.18035286842797e-05-0.0007513795347983948j),(0.0036986611764605903+0.011121232095138156j),(6.09406295902728e-06+7.229341622550134e-06j),(0.007247183321452516-0.003988228597762999j),(-0.07783118805041704+0.05410190073925097j),(0.2594776307826926-0.297612417290519j),(-0.009469213750079327+0.006121457876745573j),(1.02734845846781+1.0044584371200878j),(0.7418931827037583+2.1651474829697226j),(0.8759803295195353-0.7504021934226104j),(1.3301484577907834+2.601814385253686j),(0.35731874024571175-1.3463354229783497j),(-0.33826375970131595+1.6576290480683629j),(3.2963170881167243-0.07268924412954988j),(-0.17547775020585038+1.9640275216079763j),(0.2303667237134613+0.7684420169350625j),(0.51964004392608+0.023205756459124448j),(-0.39179329276358227-0.08144429982726618j),0.0
1.79,(0.02813104985773466+0.001622067868812509j),(0.004608982077658841+0.0003544440912324334j),(0.0008967733095139321-0.008568899302854947j),(-4.023189814709193e-05-0.0003282858658934763j),(-6.320767606190033e-05-0.00070853880592076j),(0.0036543978611601503+0.010587356565567847j),(5.827444217487173e-06+6.8797576454159535e-06j),(0.0068837460198768975-0.0038825519549097937j),(-0.07415781900060782+0.05277844809752243j),(0.26254090179548145-0.294873859618866j),(-0.008925930274900108+0.006102477088381787j),(1.0268220412736826+1.004559129784096j),(0.7418148256820795+2.165041819190507j),(0.8762011141278552-0.7509165071034761j),(1.330081004099979+2.6017751932556528j),(0.35719499220385875-1.3465073997223096j),(-0.33810651385045887+1.657520058839375j),(3.2963503696140175-0.07263797583384711j),(-0.17541501328342923+1.9638718674448497j),(0.23063281063999316+0.7684291043830277j),(0.5211699563274248+0.02782045865215505j),(-0.3918499783283364-0.0810776130997305j),0.0
1.8,(0.027046874557875765+0.0012942978700362464j),(0.004404171219999552+0.0002969383650577765j),(0.0008917879652098283-0.008063264865920869j),(-4.088500839215717e-05-0.0003127881798708873j),(-6.482446296870664e-05-0.0006671523309038259j),(0.0036154046710263634+0.010058759325026862j),(5.5742631242765366e-06+6.5392390709344625e-06j),(0.006524435800171034-0.003781840205857392j),(-0.07042972138113363+0.0515601766831163j),(0.2656581893143027-0.29151688481625543j),(-0.008370342419997652+0.006078152007156614j),(1.026292526954811+1.0046396909793778j),(0.7417384106656184+2.1649346445650424j),(0.8764409418779548-0.7514497108386875j),(1.3300139601469063+2.6017346825145236j),(0.3570681782347248-1.3466868071638982j),(-0.337950519337846+1.6574128584656658j),(3.2963833858243086-0.07258512041564809j),(-0.1753505521521359+1.9637187764310056j),(0.23088263844584916+0.7683926145880198j),(0.5228745036091416+0.03282033256707237j),(-0.39189271619500204-0.08069984653729324j),0.0
