t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00
0.93,(0.021707471058582603+0.4023040973814714j),(-0.6702586847442606+1.3356129066716678j),(1.6845798082359043+2.082410464134905j),(0.7262805937024458+0.3712667316203231j),(0.08905568963406639-0.537168464940508j),(-0.3542304273360113-0.4414891699771016j),(0.019236956211757354-0.581615071199403j),(-1.301375627495982-1.0537829377507173j),(0.46013819716270854+0.9948679264065576j),(-0.5782351176842717-0.2364364869195208j),(0.9361835766038845+0.47807115441225134j)
0.9400000000000001,(0.021493672138690117+0.4023096284096402j),(-0.6702812325891517+1.3355912571531592j),(1.6845746409943674+2.0824232609828637j),(0.7262345535834455+0.37146113816320975j),(0.0847403282278048-0.5447376717655331j),(-0.3545034659601807-0.44098404381022505j),(0.020047077470242106-0.5832152646889325j),(-1.3013497870053738-1.0537638737407755j),(0.4600885550002361+0.994897608383886j),(-0.5778236810271301-0.23636667303370293j),(0.9361556646538877+0.4781347224125209j)
0.9500000000000001,(0.021352339119700574+0.40226402788022114j),(-0.6702862741716232+1.3355761880109838j),(1.6845702742470465+2.0824290936243637j),(0.7261798934399444+0.3715827882436111j),(0.08006850895099855-0.5512760478394738j),(-0.3549449881213734-0.4406081507835077j),(0.02165564785255472-0.5846182979968835j),(-1.3013516583434983-1.0537687994900498j),(0.4600551562995269+0.9949042880031435j),(-0.5775490370659-0.23604258358069413j),(0.936125775129353+0.47816835226961474j)
0.96,(0.021258422395481057+0.4021782824678051j),(-0.6702796351566765+1.335564687695615j),(1.6845663091995935+2.0824303770504953j),(0.7261212892492953+0.3716527584989814j),(0.07497796693329485-0.5564520222594095j),(-0.3553406071105513-0.4403689029488984j),(0.02422795692871805-0.5859492356654139j),(-1.3013733334679307-1.053787223223446j),(0.4600313821274913+0.9948955033284935j),(-0.5773635209113643-0.2355574602449961j),(0.9360967713452517+0.47818662634962433j)
0.97,(0.021191073601560705+0.4020662132244231j),(-0.6702669103357461+1.3355547238954444j),(1.6845625527501713+2.082429276642406j),(0.7260627794070643+0.3716883179174605j),(0.0695213545001152-0.5600786938384107j),(-0.3555377796975228-0.4403083956732486j),(0.027805514654431873-0.5874042050996965j),(-1.3014051350998102-1.0538101354616038j),(0.4600123228771996+0.9948784934406936j),(-0.5772413047459868-0.23499843990858904j),(0.9360720004573648+0.47820020473056707j)
0.98,(0.021133645615130734+0.4019444755795462j),(-0.6702534636266999+1.3355452435367832j),(1.684559017489455+2.0824277081713007j),(0.7260077647270314+0.37170292783787395j),(0.06386624117265564-0.5621138311055391j),(-0.3554458061309429-0.44050340763831203j),(0.03230605137107276-0.5892503965679194j),(-1.3014356167238388-1.0538300090208952j),(0.45999477826788304+0.9948601984370948j),(-0.577178397823912-0.23444655465093173j),(0.9360552934622839+0.47821582520238637j)
0.99,(0.021073692555044418+0.40183255934008577j),(-0.6702444280738392+1.335536172783861j),(1.684555921700631+2.0824273377984417j),(0.72595900844119+0.371706241949733j),(0.05829511366788658-0.5626598723058476j),(-0.355035830138313-0.4410654008407449j),(0.03752351780569413-0.5918260632012857j),(-1.3014515625882819-1.0538407990134258j),(0.45997725734493317+0.9948472594316422j),(-0.5771926464709655-0.23397673174896136j),(0.9360509651974103+0.4782363032669515j)
1.0,(0.021002969781817104+0.40175278869039344j),(-0.6702447058478986+1.3355284170388273j),(1.684553689359397+2.0824295820751493j),(0.7259186361997471+0.3717041062932345j),(0.05320537589855281-0.5619639254003796j),(-0.3543408389259813-0.44214052059210585j),(0.043128085071026286-0.5955405209940136j),(-1.301437987704968-1.0538379428470337j),(0.4599599784799019+0.9948460185548746j),(-0.5773237340846533-0.23365779367709374j),(0.9360638143409558+0.4782605321380578j)
1.01,(0.02091733019790921+0.4017296976718284j),(-0.6702588901529516+1.335523834171792j),(1.6845529477722994+2.082435599572702j),(0.7258880791973634+0.371698769029937j),(0.04910383419233947-0.5604194641727812j),(-0.35345691701848014-0.44390501069284055j),(0.04866661347843118-0.6008612717789324j),(-1.301378456309554-1.053818541364441j),(0.4599447957360069+0.994862439311759j),(-0.5776318118979341-0.23355015880880642j),(0.9360990630533772+0.47828373269293084j)
1.02,(0.020811178111390067+0.4017648674822366j),(-0.6702887011905753+1.3355242244895418j),(1.684554660131706+2.0824463370742716j),(0.7258720693782552+0.37169942050412424j),(0.04625448891620106-0.5585064103079903j),(-0.3525563338542241-0.4463507730406327j),(0.053709310905444056-0.6076574811808203j),(-1.3012669946072426-1.0537913142485769j),(0.45993173008958044+0.994900290127026j),(-0.5781330503092668-0.2336153526458046j),(0.9361616787061363+0.4783122690622513j)
1.03,(0.020679310166536673+0.40186089074457626j),(-0.6703366580715642+1.3355319908318541j),(1.6845603670950078+2.0824632980091837j),(0.7258891376080676+0.37171622490710365j),(0.044626042237802824-0.5564343810613913j),(-0.3517397512203061-0.4494074589427079j),(0.05811728732531657-0.6154999930669539j),(-1.3010959177954329-1.053771787491759j),(0.4599208182589019+0.9949657846397391j),(-0.5788294524659958-0.23381788817608715j),(0.9362605974152407+0.47836021708881515j)
1.04,(0.020521076781323845+0.4020249144209803j),(-0.6704046789547065+1.3355494626731428j),(1.684571325054472+2.0824873803726978j),(0.7259534484459609+0.3717520580290395j),(0.04417951137684541-0.5543433647446123j),(-0.3510705756903267-0.45303597419882413j),(0.06182353341885152-0.6241229224678548j),(-1.3008584501148024-1.053771569342528j),(0.459913578865292+0.9950635863896626j),(-0.5797296200354918-0.2341467540996828j),(0.9364033455932207+0.478433833838794j)
1.05,(0.02033933448807374+0.4022582463629505j),(-0.6704924603598857+1.335578351445689j),(1.6845883257834275+2.082518526446393j),(0.7260705294367994+0.37180480060188087j),(0.044832535138745126-0.5523829987402064j),(-0.35060872409915206-0.4571658902689329j),(0.06478917606161046-0.6332805130391174j),(-1.300554683780434-1.0537997707580664j),(0.45991200942948857+0.9951947117259237j),(-0.5808294370306057-0.23457749541444262j),(0.9365940515328869+0.47853319251345133j)
1.06,(0.020140445933455868+0.40255635531135736j),(-0.6705974771680819+1.3356197505396419j),(1.6846116964362634+2.08255572279817j),(0.7262372711111518+0.37186733829936186j),(0.046459373914633936-0.550712569501652j),(-0.3504106235429146-0.4616954442731789j),(0.06700347832391369-0.6427471370614082j),(-1.300191578981815-1.0538630054041975j),(0.45991858637164684+0.9953565298070117j),(-0.5821120698096699-0.23507221341603998j),(0.9368334454073305+0.47865218244914237j)
1.07,(0.019934279878487067+0.4029088708964403j),(-0.6707149826213712+1.3356741353030188j),(1.6846412995484294+2.0825970002822483j),(0.7264419269852908+0.3719275617370012j),(0.04889090968135947-0.549501012553353j),(-0.3505292113790124-0.4664915389919001j),(0.06848383947084029-0.6523172954404667j),(-1.2997829638828386-1.053965389655385j),(0.45993626501133933+0.9955427626007791j),(-0.583547967076497-0.2355795656979705j),(0.937118859269923+0.478778509117314j)
1.08,(0.019734211198531526+0.4032995836378075j),(-0.6708380083229254+1.3357413630417054j),(1.6846765330364357+2.0826394340391676j),(0.7266641135611929+0.3719683664721025j),(0.051914646001485-0.5489269124906383j),(-0.3510139352261096-0.471389742865628j),(0.06927579496222808-0.6618056177071047j),(-1.2993495346218027-1.0541085425947339j),(0.459968479567556+0.9957434848844408j),(-0.5850948598803811-0.2360347661515522j),(0.9374442270543166+0.478893694124505j)
1.09,(0.01954236383941413+0.40372353426177465j),(-0.6709648624877793+1.335821166333156j),(1.6847172466821914+2.0826823856376624j),(0.7268997091820701+0.3719860344024507j),(0.05535585138622902-0.5489978455370792j),(-0.35184028503966314-0.4763085161107265j),(0.06946024244581384-0.6711190921777676j),(-1.298897383112887-1.0542944870591593j),(0.4600156794082205+0.9959565262814882j),(-0.5867319940763505-0.23642592902442122j),(0.9378084364036884+0.47899413663163515j)
1.1,(0.019350050454723194+0.40419066719755664j),(-0.671099834824823+1.3359142909753439j),(1.6847643300743893+2.0827277289259603j),(0.7271663999401501+0.3719890877653787j),(0.05913562132352644-0.5495675462805425j),(-0.352938219347068-0.4812693533041861j),(0.06910118399911763-0.6802462460601598j),(-1.2984165835544983-1.0545296523266043j),(0.46007652658560705+0.9961892550891692j),(-0.5884707190735187-0.23679139756967632j),(0.9382194030127623+0.4790924754078685j)
1.11,(0.019160184461981384+0.4046989271944216j),(-0.6712415935455334+1.3360214120190725j),(1.6848181147210828+2.0827748682797216j),(0.727463855817316+0.37197159956901127j),(0.06314455408111562-0.5506278522161472j),(-0.3542999103732479-0.4862187083556916j),(0.06823601748793148-0.6891314102692697j),(-1.2979137564354821-1.0548189916935427j),(0.4601527461948134+0.9964406513055368j),(-0.5902997055336702-0.23711805687530416j),(0.9386795155964766+0.47918512917793343j)
1.12,(0.018975494766508415+0.40524587328123884j),(-0.6713887187709393+1.336142937789504j),(1.684878780919338+2.0828231761457046j),(0.727790329182905+0.37192857135062674j),(0.06728198324060013-0.5521662051848985j),(-0.35591310517371305-0.49110800079957684j),(0.06690279268022906-0.6977299389611084j),(-1.2973957321319078-1.0551660989407097j),(0.46024576569491177+0.996709328060071j),(-0.5922065580158004-0.23739425295702052j),(0.9391898642900097+0.4792681374407359j)
1.1300000000000001,(0.018798501306243196+0.40582870527905096j),(-0.6715397145538019+1.3362790101880955j),(1.6849463589931126+2.0828719982778696j),(0.7281426932050418+0.3718559641259416j),(0.07145608814188531-0.5541653511097193j),(-0.35776099883010426-0.49589379502589587j),(0.06514024360358935-0.706008329229019j),(-1.2968695161075752-1.0555732112512137j),(0.4603567086600619+0.9969935495604867j),(-0.5941778666343233-0.23760990277731234j),(0.9397502524269342+0.4793371945040963j)
1.1400000000000001,(0.01863151505174382+0.40644426380107396j),(-0.6716930088786139+1.3364295046926007j),(1.6850207292932566+2.0829206537373803j),(0.7285164418506381+0.37175069838911023j),(0.07558389388317824-0.5566033399954506j),(-0.3598222344501928-0.5005378002804232j),(0.0629877885451968-0.7139442211036771j),(-1.2963422889140144-1.0560412092105356j),(0.460486394779511+0.997291231092735j),(-0.5961992070590718-0.23775649424543785j),(0.9403591965392168+0.47938764948474966j)
1.1500000000000001,(0.018476638006187568+0.40708903025269727j),(-0.6718469536616003+1.336594030357069j),(1.6851016221975113+2.0829684348926025j),(0.7289056898853928+0.37161065411272526j),(0.0795912713209877-0.5594535259288514j),(-0.36207090316788026-0.5050068706646534j),(0.06048553005184117-0.7215263975530901j),(-1.2958214061904865-1.056569616806529j),(0.46063533985759375+0.9975999390210024j),(-0.5982551405152976-0.2378270862174265j),(0.9410139263572186+0.47941450630834564j)
1.16,(0.01833572503634437+0.40775919611332484j),(-0.6719998920809531+1.3367719444707742j),(1.6851886237560412+2.0830146409785106j),(0.729303406282131+0.3714346541257372j),(0.08341440711020601-0.5626850427791962j),(-0.36447766695164996-0.5092735809947975j),(0.05767378252365431-0.7287533709541282j),(-1.2953138252161913-1.0571569587456002j),(0.46080373824934695+0.9979169896499923j),(-0.6003296488764573-0.2378166682507534j),(0.9417105090722392+0.47941255590425935j)
1.17,(0.018210855218174636+0.4084518022267906j),(-0.6721504708232717+1.3369628346237583j),(1.6852814364393072+2.083058713840205j),(0.7297049428512982+0.3712216005410156j),(0.08701297573553146-0.566257954287098j),(-0.36702544566571677-0.5133208870102107j),(0.054587164459305726-0.7356177669300543j),(-1.2948253304555948-1.0578033155825175j),(0.4609919610554291+0.998240254423443j),(-0.6024113611063462-0.23772205511695024j),(0.9424456251491344+0.4793776026143687j)
1.18,(0.01810492896548315+0.40916465683979547j),(-0.6722971361644873+1.337166640704049j),(1.6853799738799082+2.083099973156626j),(0.730107751164323+0.3709700980588981j),(0.09035822750767918-0.5701199657606024j),(-0.36970621979469015-0.517136660437752j),(0.05125599429941852-0.7421108669545184j),(-1.2943659323597991-1.0585078073235372j),(0.4612009957383018+0.9985676184612168j),(-0.6044918405468483-0.2375377146739265j),(0.9432164205247026+0.4793059849338305j)
1.19,(0.01802057624801915+0.4098954612606436j),(-0.6724384008077328+1.3373831406445102j),(1.6854840639856963+2.0831377747906044j),(0.7305090085272236+0.37067942246984775j),(0.09342617300101172-0.5742217082220393j),(-0.37251042620309793-0.5207112613582962j),(0.047709504065367635-0.7482286953584747j),(-1.293945034466889-1.059268470437149j),(0.4614315613262904+0.9988968969567724j),(-0.6065626566249811-0.2372592246995745j),(0.9440194369552558+0.47919439584330753j)
1.2,(0.017960054793903855+0.4106417854940568j),(-0.6725729026042885+1.3376119206901707j),(1.6855934299952333+2.0831715420058154j),(0.7309055739598191+0.37034958461022777j),(0.09619804412067388-0.5785180370367059j),(-0.37542683647621516-0.5240377505387578j),(0.04397580674618106-0.7539716804226653j),(-1.2935707417085847-1.0600824642636903j),(0.46168403296676125+0.9992258859651688j),(-0.6086154253482133-0.23688375040330073j),(0.9448506014124871+0.47903994142186856j)
1.21,(0.017925250089630473+0.41140106824117445j),(-0.6726994045535828+1.3378523753982239j),(1.6857076904777917+2.0832007654667795j),(0.7312939881957303+0.3699813303623011j),(0.09866029410259267-0.5829680319128667j),(-0.37844255692006423-0.5271118894320918j),(0.04008189629853984-0.7593446543776202j),(-1.2932498604102423-1.0609460710153473j),(0.4619584419261219+0.9995523624030648j),(-0.6106418093044652-0.2364100444260259j),(0.9457052260834702+0.4788401408469883j)
1.22,(0.017917675380064182+0.4121706168995534j),(-0.6728167948031913+1.338103707638028j),(1.6858263593333536+2.0832250032388613j),(0.7316704736823794+0.36957614065423067j),(0.10080459751347734-0.5875349969017535j),(-0.381543028561415-0.5299321401772923j),(0.03605364764677808-0.7643568534036576j),(-1.2929878982908543-1.061854695776152j),(0.4622544755898209+0.999874084048719j),(-0.6126335176621089-0.23583844684018504j),(0.9465780083706592+0.47859292639454754j)
1.23,(0.017938471668442146+0.4129476075631681j),(-0.6729240866488376+1.338364928591105j),(1.685948845792612+2.0832438807882703j),(0.7320309345809897+0.3691362314600793j),(0.10262785025081939-0.592186460397565j),(-0.3847120271477843-0.5324996655993942j),(0.031915816682882917-0.769021917630883j),(-1.2927890644630489-1.062802866501986j),(0.462571477462348+1.0001887895419905j),(-0.6145823061699679-0.23517088514972728j),(0.9474630308918891+0.478296643438833j)
1.24,(0.01798840771637351+0.4137290850224104j),(-0.6730204185343928+1.3386348577511424j),(1.6860744544169695+2.0832570909820607j),(0.7323709567665861+0.36866455379980984j),(0.10413216954289248-0.5968941751374675j),(-0.3879316631474366-0.5348183292094717j),(0.027692040266494564-0.7733578911391905j),(-1.2926562694330908-1.0637842340205772j),(0.4629084471672339+1.0004941983843383j),(-0.6164799771573173-0.23441087429011612j),(0.9483537614803753+0.47795005045253736j)
1.25,(0.018067880043839406+0.4145119627640898j),(-0.6731050540518754+1.338912122923992j),(1.686202385098539+2.0832643940881312j),(0.7326858078279951+0.3681647937392849j),(0.10532489394875261-0.6016341182015942j),(-0.39118238174938347-0.5368946952046391j),(0.023404836224906293-0.7773872219582618j),(-1.2925911251008797-1.0647915720315013j),(0.4632640404470504+1.0007880109388214j),(-0.6183183795338838-0.23356351662832914j),(0.9492430531847142+0.4775523190067594j)
1.26,(0.01817691292919293+0.41529302297143317j),(-0.6731773819414519+1.3391951602276695j),(1.6863317330601444+2.0832656177752247j),(0.732970437067844+0.3676413723902671j),(0.10621858335823793-0.6063864910130459j),(-0.3944429628633839-0.5387380284680505j),(0.019075603353064415-0.7811367620675664j),(-1.2925939447599524-1.0658167771061826j),(0.46363656916341034+1.0010679084300989j),(-0.620089408789846-0.23263550196285826j),(0.9501231442688826+0.47710303377100377j)
1.27,(0.018315227602942963+0.4160690281619625j),(-0.6732369193267729+1.3394822821710604j),(1.686461524384257+2.0832606538858527j),(0.7332199498688907+0.3670992086287333j),(0.10683062984797376-0.6111349777552197j),(-0.39769192091713057-0.5403599560507021j),(0.01472411640742789-0.7846362492954595j),(-1.292664009684978-1.0668511681849544j),(0.46402410017139345+1.0013316269167838j),(-0.6217854279695376-0.23163468582353208j),(0.9509860129989962+0.47660231142056936j)
1.28,(0.018483381379612085+0.41683881906546705j),(-0.6732834906590327+1.3397730231938711j),(1.6865914736349736+2.0832494963128187j),(0.7334379542538788+0.3665397040513652j),(0.10717548499802425-0.6158541321496996j),(-0.40093296700897646-0.5417683395817209j),(0.010358649419368936-0.7878903847744035j),(-1.2928040820448174-1.067891330810086j),(0.46442611607039114+1.0015785274426192j),(-0.6234074622143-0.23056230295139152j),(0.95182987002817+0.47605336967442047j)
1.29,(0.018681365518473738+0.41760132721214127j),(-0.673317272979676+1.3400670311203728j),(1.6867214729203606+2.08323239260856j),(0.7336269971016137+0.36596534086639954j),(0.10726886751693637-0.6205242617834741j),(-0.4041681587497901-0.5429727049364154j),(0.005985253598023103-0.7909064167759942j),(-1.2930151471891063-1.0689341958619158j),(0.46484158122625524+1.0018084668328846j),(-0.6249575899014412-0.22942043989129673j),(0.952652666638996+0.4754604102821001j)
1.3,(0.01890872736090737+0.4183551955307743j),(-0.6733384970424859+1.3403637283204997j),(1.6868513028216532+2.0832096247701655j),(0.7337875995974334+0.36537939163715505j),(0.10712747558902913-0.6251313512728727j),(-0.40739378685656125-0.5439838808625173j),(0.001611150877489578-0.793697861677301j),(-1.293296624618565-1.0699757567778037j),(0.46526908405544876+1.0020211438909805j),(-0.6264363950712575-0.22821294967890904j),(0.9534512868570504+0.4748270565877448j)
1.31,(0.019164909124802877+0.4190992442581256j),(-0.6733474220950236+1.340662578381121j),(1.6869807552020604+2.0831814642628266j),(0.7339203649161865+0.3647847823409651j),(0.10676729795569237-0.6296635832913478j),(-0.41060638194310106-0.5448124352028995j),(-0.002757188906791788-0.796277972828416j),(-1.2936476359866769-1.0710122692990045j),(0.46570731413412336+1.0022163519688738j),(-0.6278445977384741-0.22694363230600326j),(0.9542230831763129+0.47415671304140994j)
1.32,(0.0194492479045606+0.4198324709389245j),(-0.673344335878628+1.340963086106041j),(1.6871096332067643+2.0831481720198335j),(0.7340259782222321+0.3641840923691778j),(0.10620361391538664-0.6341113385694745j),(-0.41380271452004236-0.5454686748955762j),(-0.007114048018040504-0.7986597405524518j),(-1.2940670050996865-1.0720402514706695j),(0.46615506219811975+1.0023939789670964j),(-0.629183053892246-0.22561623472046807j),(0.9549658765591665+0.4734525651990695j)
1.33,(0.01976097567109132+0.42055405042587046j),(-0.6733295546284163+1.3412647975159995j),(1.6872377512629217+2.0831099984425783j),(0.7341052066694405+0.3635795545271554j),(0.10545099332364334-0.6384671958949516j),(-0.4169797949948394-0.5459626459737025j),(-0.011454460818135417-0.8008558921455438j),(-1.2945532579166-1.073056483641845j),(0.4666112201429673+1.0025540073347463j),(-0.6304527554961578-0.2242344508263057j),(0.955677956436398+0.4727175797226163j)
1.34,(0.020099219271816283+0.421263334879633j),(-0.6733034230732835+1.3415672998486705j),(1.6873649350796622+2.083067183400554j),(0.7341588994011926+0.3629730550342749j),(0.10452329659306459-0.6427259321125997j),(-0.42013487367176805-0.5463041335655752j),(-0.015774213767614738-0.8028788918768481j),(-1.2951046225491858-1.074058008465473j),(0.46707478102388456+1.0026965140694868j),(-0.6316548304882228-0.22280192148363212j),(0.9563580807071971+0.471954504379862j)
1.35,(0.020463000430667164+0.42195985376885187j),(-0.6732663144359028+1.3418702215586633j),(1.68749102164809+2.083019956231354j),(0.7341879875503801+0.3623661335239277j),(0.10343367469332328-0.6468845221243631j),(-0.4232654407519257-0.5465026618946317j),(-0.020069845425676018-0.8047409409885435j),(-1.2957190292619738-1.075042130898391j),(0.46754483905577865+1.0028216707175472j),(-0.6327905427808844-0.221322234508677j),(0.9570054757391574+0.47116586804453714j)
1.36,(0.020851235748086085+0.4226433138701366j),(-0.6732186304327253+1.3421732323175228j),(1.6876158592412824+2.082968535740672j),(0.7341934842394054+0.3617599830435199j),(0.10219456915116308-0.6509421388893085j),(-0.42636922633323115-0.5465674942794512j),(-0.024338646450176166-0.8064539776958299j),(-1.2963941104722563-1.0760064182013327j),(0.4680205896132458+1.002929743373722j),(-0.6338612922610153-0.21979892467378362j),(0.9576198363682756+0.47035398069629075j)
1.37,(0.021262736701025624+0.423313599268067j),(-0.6731608012739801+1.3424760430137281j),(1.6877393074142906+2.082913130202303j),(0.7341764845801821+0.36115545005447197j),(0.10081771205039845-0.6549001534236257j),(-0.42944420041042486-0.5465076331337535j),(-0.028578659597631437-0.8080296771869291j),(-1.2971272007500865-1.0769486999389264j),(0.4685013292305709+1.0030210926813716j),(-0.6348686147899172-0.218235473707409j),(0.958201325898952+0.46952093342069084j)
1.3800000000000001,(0.021696209642948803+0.42397077135519295j),(-0.6730932856636745+1.3427784057526937j),(1.6878612370041395+2.0828539373581436j),(0.734138165674134+0.36055303443221887j),(0.09931412603191463-0.6587621348006276j),(-0.4324885728750688-0.5463318199664002j),(-0.03278867972321745-0.8094794516230843j),(-1.29791533681828-1.0778670679796967j),(0.46898645560172797+1.0030961738324222j),(-0.6358141822033216-0.21663531029412383j),(0.9587505761039903+0.46866859840922415j)
1.3900000000000001,(0.022150255803829087+0.4246150688320343j),(-0.6730165707995935+1.3430801138567692j),(1.687981530129828+2.082791144418189j),(0.7340797866121962+0.3599528894662102j),(0.09769412429366758-0.6625338501507496j),(-0.4355007935155464-0.5460485353813936j),(-0.03696825378076915-0.810814450138561j),(-1.2987552575524146-1.0787598764960633j),(0.4694754675803797+1.003155536567365j),(-0.6366998023113896-0.2150018100746125j),(0.9592686872245975+0.46779862895929614j)
1.4000000000000001,(0.022623371290150386+0.4252469077070812j),(-0.6729311723733005+1.3433810018652392j),(1.6881000801923285+2.0827249280605367j),(0.7340026884748143+0.3593548218599099j),(0.09596731059068409-0.66622326466155j),(-0.4384795520170627-0.5456659990778777j),(-0.04111768082278085-0.812045558840646j),(-1.2996434039808287-1.0796257419643422j),(0.4699679651798778+1.0031998251752576j),(-0.6375274188987111-0.213338295645673j),(0.9597572279703842+0.4669124594742311j)
1.41,(0.023113947084907053+0.4258668812967935j),(-0.6728376345701365+1.343680945534323j),(1.6882167918745872+2.082655454431385j),(0.7339082943319448+0.3587582917307967j),(0.09414257923506171-0.6698405415777104j),(-0.4414237779616441-0.5451921698501372j),(-0.045238012000406086-0.8131834008096478j),(-1.3005759192846238-1.0804635431647442j),(0.47046364957326275+1.0032297784937225j),(-0.6382991117243059-0.21164803656021713j),(0.9602182355193642+0.46601130546327213j)
1.42,(0.02362030275279538+0.42647581089975767j),(-0.6727365122700238+1.3439798849479185j),(1.688331585892902+2.082582860324048j),(0.7337980679211199+0.3581623776657197j),(0.0922280752276875-0.6733978083844926j),(-0.4443327001597907-0.544634748406998j),(-0.04933101952759647-0.8142382923280639j),(-1.3015486894033697-1.0812723972612477j),(0.47096237468294516+1.0032462187117726j),(-0.6390171346546238-0.20993421084637565j),(0.9606542347774745+0.46509606779803025j)
1.43,(0.02414307249557742+0.4270779052835367j),(-0.6726272825463699+1.3442793921656992j),(1.6884447976316699+2.0825061485323433j),(0.7336709447397727+0.3575639979839036j),(0.09022814483840703-0.676891987175068j),(-0.447210978974259-0.5440012258663987j),(-0.05339741101417351-0.8152167753097013j),(-1.3025608811955098-1.082051026088781j),(0.471467331936633+1.0032494133604926j),(-0.6396869055013116-0.20819662324948154j),(0.9610690767489525+0.46416168333724805j)
1.44,(0.024682116610008686+0.42767517746245687j),(-0.6725103399727158+1.3445803970339671j),(1.688556867348527+2.0824254004038494j),(0.7335278505882206+0.3569626242092271j),(0.08814663696206886-0.6803244742931266j),(-0.4500650183000247-0.5432983308646365j),(-0.0574402577635947-0.8161249841938952j),(-1.3036127262317887-1.082802038313215j),(0.4719793155503502+1.0032404084525675j),(-0.6403140159391689-0.20643411232407644j),(0.9614649588159334+0.4632083077920609j)
1.45,(0.025235917717606283+0.42826754701819847j),(-0.6723868920577051+1.344882925542072j),(1.68866809152146+2.0823415572138053j),(0.733371525716118+0.3563592434339377j),(0.08598836994506401-0.6837062108897173j),(-0.4528992615908429-0.5425323908615074j),(-0.06146410836036626-0.8169705465234478j),(-1.3047032961176994-1.08352950627645j),(0.4724969302067234+1.003220815814382j),(-0.6409026660414405-0.20464671222853764j),(0.9618432284184744+0.4622402644105357j)
1.46,(0.025803023708382666+0.42885525440949684j),(-0.6722580969784558+1.3451871273389933j),(1.6887787887508903+2.082255482022544j),(0.7332045433951496+0.35575446187756216j),(0.0837575791498198-0.6870479617140264j),(-0.45571814872934363-0.5417095455345479j),(-0.06547337147995863-0.8177609479075248j),(-1.3058318687829622-1.0842372959906164j),(0.4730190703910681+1.0031922397780495j),(-0.6414571084215902-0.2028343420930257j),(0.9622054979033319+0.4612612876271687j)
1.47,(0.026382047740845634+0.42943886097214284j),(-0.6721250635805606+1.3454932757333387j),(1.6888892997596732+2.082167959675491j),(0.7330293099190311+0.3551485048869062j),(0.08145791695479973-0.6903603151133777j),(-0.458526116027032-0.5408357467790363j),(-0.06947231588880654-0.8185035320216554j),(-1.3069979284815254-1.0849290671380736j),(0.47354492039138923+1.0031562771814113j),(-0.6419816482333008-0.2009968060194843j),(0.9625536445239624+0.46027452306288574j)
1.48,(0.026971668241998314+0.4300192489189826j),(-0.6719888513780861+1.345801767693345j),(1.6889999873930979+2.0820796968031665j),(0.7328480646035082+0.3545412169360547j),(0.07909245275450355-0.6936536830332327j),(-0.4613275962242883-0.5399167587079922j),(-0.0734650704443089-0.8192055006077318j),(-1.3082011657915644-1.0856082730714118j),(0.47407395429838073+1.003114517368038j),(-0.6424806431704745-0.19913379308164028j),(0.9628898104405218+0.4592825275250418j)
1.49,(0.02757062890733919+0.4305976213399174j),(-0.6718504705535738+1.3461131238468775j),(1.6891112366188885+2.0819913218211825j),(0.7326628797863572+0.3539320616263718j),(0.07666367295946723-0.69693830101719j),(-0.46412701849036775-0.538958157652176j),(-0.07745562409482891-0.81987391347401j),(-1.3094414776154821-1.0862781608134497j),(0.4746059360054258+1.003068542187228j),(-0.6429585034672325-0.1972448773250037j),(0.9632164027198659+0.4582872690074212j)
1.5,(0.028177738700862077+0.43117550220190415j),(-0.6717108819580395+1.3464279884814312j),(1.6892234545272027+2.081903384930245j),(0.732475660827385+0.35332012168650045j),(0.07417348099626299-0.7002242282069858j),(-0.46692880842340057-0.5379653321600899j),(-0.08144782587969401-0.820515688495109j),(-1.3107189671799089-1.086941771057237j),(0.4751409192085967+1.0030199259940091j),(-0.6434196918979155-0.1953295177668677j),(0.96353609333555+0.457290126690238j)
1.51,(0.02879187185505614+0.43175473634895484j),(-0.6715709971109735+1.346747129544129j),(1.689337070330633+2.081816358116152j),(0.732288146108429+0.352704098972363j),(0.07162319730749925-0.703521347342494j),(-0.46973738805039217-0.536943482997977j),(-0.08544538492919587-0.8211376016120117j),(-1.3120339440357023-1.087601938166052j),(0.47567924740665485+1.0029702356491366j),(-0.6438687237770829-0.19338705839630863j),(0.9638518191678292+0.45629189094013517j)
1.52,(0.029411967870905883+0.43233748950213685j),(-0.6714316782003401+1.3470714386417233j),(1.6894525353642054+2.081730635149797j),(0.7321019070333566+0.3520823144671607j),(0.06901355935182066-0.7068393647617257j),(-0.47255717582722306-0.5358976231498219j),(-0.08945187046459044-0.8217462868320639j),(-1.3133869240579479-1.088261290173403j),(0.47622155390105103+1.0029210305190948j),(-0.6443101669595137-0.19141672817418598j),(0.9641667820036585+0.45529276331018537j)
1.53,(0.03003703151789115+0.4329262482595729j),(-0.6712937380825788+1.347401931040595j),(1.6895703230853807+2.0816465315871646j),(0.7319183480280665+0.3514527082813741j),(0.06634472160390813-0.7101878104008296j),(-0.4753925866386486-0.5348325778173502j),(-0.09347071179809782-0.8223482362289749j),(-1.314778629445958-1.0889222487830286j),(0.47676876179592487+1.0028738624760969j),(-0.6447486418402059-0.1894176410331425j),(0.9644844485366918+0.4542923565398906j)
