t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010
1.1,(0.019756923371545013-0.024612888513250258j),(-7.636814193684059e-05+0.00010253377880894312j),(-1.0266223419906413e-06-1.4393138179525188e-06j),(-0.023178968675970617+0.0009489819401578857j),(-0.21828762068076465-0.13864101953371055j),(0.1194999947099123+0.013999497408613608j),(0.12620048770671444+0.25394236693903804j),(-0.00010072791897192941-1.3007763766137282e-05j),(-0.0008274660992823779-0.003360378374129467j),(-0.0080905398534681-0.03091797024897018j),(0.0067950140078387785-0.0033036475803627486j)
1.11,(0.02104247909581494-0.026478556529849383j),(-8.376487941609982e-05+0.00011177238019465423j),(-1.1443882556718698e-06-1.5774162585515057e-06j),(-0.02515998248096741+0.0015138818727624946j),(-0.22055681762390272-0.14219069209720342j),(0.12482158011070855+0.016351227972135403j),(0.12539858916548496+0.2503585535928304j),(-0.0001133393420876015-1.75152264416161e-05j),(-0.000931181188157097-0.003647044464901986j),(-0.0076527219465348795-0.03297123289184163j),(0.007325052222843169-0.003724924816602581j)
1.12,(0.022331707553130745-0.02841596800292074j),(-9.138413027144934e-05+0.00012159408653034898j),(-1.272958839154881e-06-1.7203321444860546e-06j),(-0.02718818561060642+0.0021659164810339734j),(-0.2231454757285047-0.1452254304180586j),(0.12993042524485604+0.018570907525875084j),(0.12434683325342412+0.24711710644376947j),(-0.00012708249364071035-2.258151607105743e-05j),(-0.0010465003768841917-0.003943058983355849j),(-0.007183665354896792-0.03502533870861559j),(0.00786038308589639-0.004178854265683949j)
1.1300000000000001,(0.023608887542814108-0.030429786106821413j),(-9.914832155548265e-05+0.0001320390529032513j),(-1.4133288320988933e-06-1.8669564935322955e-06j),(-0.02925425278200677+0.0029158697317641334j),(-0.22597872738777727-0.14774619994376467j),(0.13483094038388724+0.020644911237616206j),(0.12310547984949648+0.24422607339495397j),(-0.00014200898701529423-2.8181830067230618e-05j),(-0.0011752440050127502-0.004247066362119746j),(-0.006697805266909809-0.037075567259075036j),(0.008396677189660478-0.004667798216796281j)
1.1400000000000001,(0.024853530753737453-0.03252093311406355j),(-0.00010695548476483203+0.0001431355623050421j),(-1.5664199145641493e-06-2.015720854348546e-06j),(-0.03134370242053982+0.003775541588402624j),(-0.22898547626445323-0.1497649290791276j),(0.13952741810902017+0.0225625361345325j),(0.12173214775648755+0.2416835028260374j),(-0.0001581595115067004-3.427398026832298e-05j),(-0.001319303360156109-0.004556942273933037j),(-0.00620965610802932-0.03911575279661304j),(0.008927889737656283-0.005193767690350192j)
1.1500000000000001,(0.02604038176432394-0.03468659039531437j),(-0.00011467925584016861+0.0001549000256318593j),(-1.7330807070119169e-06-2.1645933064753096e-06j),(-0.03343689665982917+0.004757748011056941j),(-0.23209839729079138-0.15130450918627086j),(0.1440240333111585+0.024316001103187927j),(0.12028181470100374+0.239477443593228j),(-0.0001755638323215852-4.07983929379398e-05j),(-0.0014806406779918535-0.00486979363164575j),(-0.005733811540810137-0.04113828426823277j),(0.009446260544263478-0.005758422437977474j)
1.16,(0.0271413116445247-0.03691940466579709j),(-0.00012217649742753624+0.0001673321860359824j),(-1.9139486243670797e-06-2.3111871218489563e-06j),(-0.03550940564302387+0.005874576735925927j),(-0.2352551879788066-0.15239746802084594j),(0.1483256740816339+0.025900362933994458j),(0.11880564503260096+0.23758787172492418j),(-0.00019424235895117801-4.768545562942182e-05j),(-0.0016610578925624216-0.005182056551362579j),(-0.005284494556324659-0.04313445774292073j),(0.009942622576450838-0.006362655102594832j)
1.17,(0.028141621661477146-0.039209436626914305j),(-0.00012933575351656423+0.0001804163065842709j),(-2.1090314285397757e-06-2.4534291087746063e-06j),(-0.037539621760020854+0.007126639216328652j),(-0.2384082821714284-0.15307452821316003j),(0.15244547687435298+0.02731217308458847j),(0.11733770587177787+0.23600235021437335j),(-0.00021421334572437105-5.485605576344183e-05j),(-0.001861100780674983-0.005490710573709998j),(-0.004871721785000176-0.045101383802844876j),(0.01040971732408732-0.007004402365891852j)
1.18,(0.029029997636276776-0.041554801941439866j),(-0.00013603177841224894+0.00019417180829985108j),(-2.3188786644564885e-06-2.588945344799266e-06j),(-0.03951131964294013+0.008515431752970558j),(-0.2415164262186668-0.15336817089133775j),(0.1563982510417025+0.0285489142239345j),(0.11590149908793254+0.23470646012654614j),(-0.000235475189988138-6.214902236303807e-05j),(-0.0020818246262918833-0.005793177774039918j),(-0.004503800269027902-0.047041651069083694j),(0.010841557812737415-0.007681982759603991j)
1.19,(0.029795546246702154-0.043952083279859756j),(-0.00014214129455067322+0.00020860329660157747j),(-2.5437384107504116e-06-2.7153569763189846e-06j),(-0.04140861369994881+0.010040785168636417j),(-0.24454315529101744-0.15331174791679544j),(0.16019659442710243+0.02960941747159807j),(0.11451801863886683+0.23368308155406292j),(-0.0002580076314040944-6.939762123023681e-05j),(-0.0023239516280879552-0.00608683954413553j),(-0.004188055795043571-0.048956873530480616j),(0.011232580310457306-0.008393129271758223j)
1.2,(0.03042867104038545-0.04639511851197561j),(-0.0001475484545172908+0.000223694035122594j),(-2.7834144791295486e-06-2.8303621405905966e-06j),(-0.04321574187975311+0.011699646648817294j),(-0.24745743608385332-0.15293873956931464j),(0.16385114875174536+0.03049386228816474j),(0.11320561501247914+0.23291342454217753j),(-0.0002817729037448869-7.643945043189417e-05j),(-0.002587673436889911-0.006369051817194258j),(-0.003930624208179396-0.050847431983009964j),(0.011577743232577428-0.009134667423632574j)
1.21,(0.03092107243481244-0.04887500070690473j),(-0.00015214484104692609+0.00023940594571033398j),(-3.037266414376717e-06-2.9317359657317197e-06j),(-0.04491706567159834+0.01348607974171055j),(-0.2502336668174248-0.15228275454704215j),(0.1673705996145967+0.031203776475240114j),(0.11197999522676444+0.23237702908877725j),(-0.000306715734894193-8.311644029969625e-05j),(-0.002872651155676346-0.006637145067827758j),(-0.003736451412064066-0.05271247402977699j),(0.011872527141702475-0.009902515269756124j)
1.22,(0.0312657477173225-0.05138007813308012j),(-0.00015582946702377435+0.00025567960842651986j),(-3.3042094943495446e-06-3.0173305707207586e-06j),(-0.04649707010526888+0.015391264358219841j),(-0.2528516772368597-0.15137752996648993j),(0.1707616764923945+0.031742036175449836j),(0.11085422282981423+0.23205176514438297j),(-0.00033276334684672145-8.927485343015906e-05j),(-0.003178015339577735-0.006888424312061916j),(-0.0036092933688227444-0.054549914081017864j),(0.0121129347477114-0.010691683397909001j)
1.23,(0.031456991045108615-0.05389595425825041j),(-0.00015850877548140164+0.0002724342615471638j),(-3.582714729980473e-06-3.0850750653969014e-06j),(-0.047940363751088205+0.017403496771955112j),(-0.2552967286121631-0.15025693136253518j),(0.17402915273964967+0.03211286587243959j),(0.1098387178998166+0.23191383261214904j),(-0.000359825455708212-9.476528468462851e-05j),(-0.003502365995876437-0.007120169107336852j),(-0.0035517160990770715-0.05635643335409968j),(0.012295490907757414-0.011496274929122393j)
1.24,(0.03149039344521736-0.05640548774947992j),(-0.00016009663960274477+0.0002895678015625669j),(-3.8708088652767525e-06-3.132975550460121e-06j),(-0.049231678719918875+0.019508189619232605j),(-0.2575595137382176-0.1489549526884203j),(0.17717584558864574+0.03232183839087511j),(0.1089412570450562+0.23193776134786337j),(-0.00038779427169543525-9.944266118928045e-05j),(-0.003843772584006689-0.00732963355250692j),(-0.003565095681945166-0.058127479873520425j),(0.012417242626267984-0.012309485517678536j)
1.25,(0.03136284281454894-0.058888792473148634j),(-0.00016051436272011144+0.0003069567831773198j),(-4.166074377320451e-06-3.159115117471177e-06j),(-0.050355870663162536+0.02168787189907486j),(-0.2596361569347831-0.14750571631575288j),(0.18020261614943908+0.032375874896442156j),(0.1081669734039142+0.23209641115994728j),(-0.000416544499136193-0.00010316624233512063j),(-0.004199774015554611-0.0075140462878407j),(-0.0036496182550416196-0.05985726847090904j),(0.012475759054944842-0.013123603351110714j)
1.26,(0.031072523919857126-0.06132323749495219j),(-0.00015969067831518005+0.0003244564193103025j),(-4.465649476268441e-06-3.161653848851611e-06j),(-0.05129791877275991+0.023922188973210697j),(-0.2615282140464968-0.14594347303450575j),(0.18310836940985872+0.03228324489584654j),(0.10751835664486836+0.23236097180945572j),(-0.00044593333646931804-0.00010579961977798477j),(-0.004567378654258204-0.007670610495021008j),(-0.003804280014477502-0.061538780785025324j),(0.01246913149276397-0.013930009150203272j)
1.27,(0.030619481776507456-0.06368501034911637j),(-0.00015756337289036498+0.00034190772662788863j),(-4.766345409971201e-06-3.1388842860504553e-06j),(-0.05204414253463762+0.0261885434493751j),(-0.2632422463765154-0.14430158274061947j),(0.1858908227785083+0.03205330441543349j),(0.10699493442871526+0.2327022122263449j),(-0.0004758029374097088-0.00010720876693150194j),(-0.0049431856881463005-0.007796668039022643j),(-0.004026961147147377-0.0631645720958703j),(0.012396253293451039-0.014719519662292797j)
1.28,(0.03001522964534758-0.0659770337082335j),(-0.0001541196276390891+0.0003592607201558351j),(-5.06659997223014e-06-3.0905351394679183e-06j),(-0.052604271092835185+0.028474385442611282j),(-0.26478181047445004-0.14259323859591622j),(0.1885600140271039+0.03169183529739193j),(0.1065881015866502+0.23311373139054037j),(-0.0005060143023475158-0.0001072479833852076j),(-0.005325554559897034-0.007892773892712425j),(-0.004315974123189587-0.06474106950920344j),(0.012261851935891643-0.015488984021157724j)
1.29,(0.029270188117566303-0.06819896302564035j),(-0.0001493764692213+0.0003764371808692592j),(-5.364213455067767e-06-3.01707040783445e-06j),(-0.05298748615803394+0.030767145327322602j),(-0.26615315232460973-0.14083004884465994j),(0.1911233065955254+0.03120564354574591j),(0.10628949397420118+0.23358900932786514j),(-0.0005363976232734103-0.0001058293468342661j),(-0.005712463077705591-0.007959633321588248j),(-0.00466935100414732-0.06627267732783357j),(0.01207064671404564-0.016235535558023227j)
1.3,(0.02839217873430472-0.07034436992415563j),(-0.00014335217267398697+0.00039333293354259146j),(-5.656611452030035e-06-2.9189335220807938e-06j),(-0.053198337846688454+0.033052780927930764j),(-0.2673644419023288-0.13902643317438243j),(0.19358446650725705+0.030602477397884128j),(0.10609243200205808+0.23411710160233348j),(-0.0005667798235262094-0.00010289200229544392j),(-0.00610150261555497-0.007997413340921007j),(-0.0050847523712615715-0.06776022218464428j),(0.011826174679109203-0.01695536644667106j)
1.31,(0.027388939927436927-0.07240766104022463j),(-0.00013606987935617926+0.0004098512651861479j),(-5.9414205965700025e-06-2.796698665462115e-06j),(-0.053241934399189846+0.03531847601886234j),(-0.26842382076897575-0.13719545871330008j),(0.19594712961551033+0.029889822808563934j),(0.10599050942335546+0.23468787839465216j),(-0.0005969993367082298-9.838801501600548e-05j),(-0.006490431910063909-0.008006418792703677j),(-0.005559767003530565-0.06920453091907022j),(0.011531972063053092-0.01764513750647469j)
1.32,(0.026268127019570042-0.07438407802391904j),(-0.00012755759694894593+0.0004259029250461304j),(-6.216468562047835e-06-2.6510707735580013e-06j),(-0.053123942179865796+0.037552640324548706j),(-0.2693394020719534-0.1353488400303141j),(0.19821480160322383+0.029074903449911343j),(0.10597759333367247+0.2352920245022206j),(-0.000626906106685288-9.228237047371316e-05j),(-0.006877177060486897-0.0079870923456513j),(-0.00609191187770975-0.07060643057709703j),(0.011191574278622652-0.01830197820239929j)
1.33,(0.025037312224044202-0.07626969753893709j),(-0.00011784819945539602+0.0004414061246046261j),(-6.4797840617308055e-06-2.4828855342724615e-06j),(-0.052850585676980574+0.039744909519426164j),(-0.27011927054469875-0.13349693913501037j),(0.2003908579830634+0.028164680711421034j),(0.10604782417103291+0.2359210393391307j),(-0.0006563615875866996-8.45529743768272e-05j),(-0.0072598315287141675-0.007940014495201j),(-0.006678632168311804-0.07196674841126137j),(0.01080851591933781-0.01892348664500174j)
1.34,(0.023703984644932563-0.07806143126260348j),(-0.00010697942720067847+0.00045628653757960803j),(-6.729596848793292e-06-2.293109387833929e-06j),(-0.05242864750273498+0.041886145227935836j),(-0.27077148250668315-0.13164876547765936j),(0.20247854409742194+0.02716585369995634j),(0.10619561571590518+0.23656723693616702j),(-0.0006852387438052807-7.519065266410591e-05j),(-0.007636656139271701-0.007865903563511963j),(-0.007317301247606632-0.07328631188065088j),(0.010386330759493082-0.01950772959043063j)
1.35,(0.022275550277041294-0.07975702588586939j),(-9.499388683198211e-05+0.0004704772999249348j),(-6.964337716316781e-06-2.082839526795257e-06j),(-0.05186546839326641+0.043968435024523696j),(-0.27130406586341216-0.12981197594921634j),(0.20448097511841962+0.026084859239749264j),(0.10641565509120231+0.2372237459408067j),(-0.0007134220499973466-6.41991515048054e-05j),(-0.008006079079321222-0.007765615699465457j),(-0.008005220685621366-0.07456594865090423j),(0.009928551754157569-0.02005324244042626j)
1.36,(0.020759332005909584-0.08135506311331248j),(-8.19390513185357e-05+0.00048391900983035043j),(-7.182638497289864e-06-1.8533038960337223e-06j),(-0.051168947208648785+0.0459850924336406j),(-0.27172502010642563-0.12799287488132122j),(0.20640113604790372+0.024927871872400465j),(0.10670290276228195+0.23788450961721938j),(-0.0007408074910827123-5.1595137298679814e-05j),(-0.008366695898660202-0.007640144878664818j),(-0.008739620250140367-0.07580648659421112j),(0.009438711039174952-0.020559029242320642j)
1.37,(0.01916256960780964-0.08285495966313694j),(-6.786725995160792e-05+0.0004965597277214847j),(-7.383332064608239e-06-1.6058611927510237e-06j),(-0.050347540932892634+0.047930656929742216j),(-0.27204231631329767-0.12619641404629867j),(0.20824188171744878+0.02370080385687927j),(0.10705259253694639+0.23854428584626733j),(-0.0007673025622446924-3.7408196675981224e-05j),(-0.00871726950972186-0.007490622903435456j),(-0.009517657906705224-0.07700875378931224j),(0.008920339931163505-0.021024562689037494j)
1.3800000000000001,(0.017492419749746684-0.08425696726717338j),(-5.283571834450735e-05+0.000508354976259853j),(-7.565452331074713e-06-1.3420008664732818e-06j),(-0.04941026467394501+0.04980089393728912j),(-0.27226389714763655-0.124426192657158j),(0.21000593678835638+0.022409305169523656j),(0.10746023156544254+0.23919864712550537j),(-0.0007928262689301014-2.168083649745958e-05j),(-0.00905673018757516-0.007318319402824857j),(-0.010336419818614748-0.07817357852149932j),(0.008376968927516082-0.02144978411909224j)
1.3900000000000001,(0.015755955989458958-0.08556217267087897j),(-3.6906498432582495e-05+0.0005192677403428563j),(-7.728234249399198e-06-1.0633431190510391e-06j),(-0.048366691663689565+0.05159279483074673j),(-0.272397676859085-0.12268445736759322j),(0.2116958957516554+0.021058763504040276j),(0.10792160034046193+0.23984398056918094j),(-0.0008173091268492533-4.468483854362852e-06j),(-0.009384175569924807-0.007124641832602576j),(-0.011192920346924984-0.07930178928261505j),(0.007812127706400126-0.021835103516592017j)
1.4000000000000001,(0.013960168775417718-0.08677249763333729j),(-2.0146538473221707e-05+0.0005292684671037812j),(-7.871113812198711e-06-7.716389046592619e-07j),(-0.04722695325794649+0.05330457693458529j),(-0.27245154128331983-0.12097210227198305j),(0.21331422292810182+0.019654304271504434j),(0.10843275269714071+0.24047748790823403j),(-0.0008406931619759622+1.4160513931563105e-05j),(-0.009698870657111263-0.006911135475260244j),(-0.012084102050449205-0.0803942147710532j),(0.007229345126757661-0.02218139951123567j)
1.41,(0.012111965446827279-0.08789069892725844j),(-2.627643045853762e-06+0.0005383350659117995j),(-7.993728051997375e-06-4.687699297973436e-07j),(-0.04600173893647258+0.054935683523279905j),(-0.27243334784205214-0.11928866890539092j),(0.21486325246817875+0.018200790600360138j),(0.10899001581305964+0.24109718549029713j),(-0.0008629319105475405+3.412488930807403e-05j),(-0.01000024781211072-0.006679483440011569j),(-0.01300683568575788-0.08145168389175847j),(0.006632149228305313-0.022490019378313745j)
1.42,(0.010218068987718447-0.08892028743892999j),(1.5574501480420405e-05+0.0005464522074954131j),(-8.095902351898715e-06-1.5672152091239612e-07j),(-0.04470215627590826+0.05648671963876362j),(-0.27235088055524626-0.11763244806148287j),(0.21634520365079712+0.016702819623406272j),(0.10958997067484207+0.24170186289557385j),(-0.0008839896820281676+5.533029959644948e-05j),(-0.010287905447761985-0.0064314758553986285j),(-0.013957956982389504-0.08247505114290926j),(0.006024028698027976-0.022762716043223743j)
1.43,(0.008277729060610063-0.08986053837492779j),(3.4450673029241364e-05+0.0005535740561818398j),(-8.176975288770757e-06+1.643686907754163e-07j),(-0.04332942058408052+0.05795556567150316j),(-0.2722080788877746-0.11600725107088661j),(0.21776414251387358+0.015164130689596112j),(0.11022834005681689+0.24228880116617885j),(-0.0009038046623079422+7.766884563306902e-05j),(-0.01056165636504273-0.006166852511055873j),(-0.014937164489823986-0.08346753167250398j),(0.0054054706236010205-0.022997551826322925j)
1.44,(0.006291633155596089-0.09071518588256665j),(5.3973401352332784e-05+0.0005597117195552234j),(-8.237341515074442e-06+4.938637386421179e-07j),(-0.041886566803900405+0.05934431808756396j),(-0.27200787838423474-0.11441259734815477j),(0.21912634430760056+0.013587268659638305j),(0.11090237215641703+0.24285861305260512j),(-0.0009223853518623259+0.00010106108592320942j),(-0.010821895206775602-0.005886104796770195j),(-0.015944285044441828-0.08443346225115753j),(0.004776967714765866-0.02319529684964836j)
1.45,(0.004263860659064081-0.0914916330103432j),(7.408381524244323e-05+0.0005649108992717757j),(-8.277989938052378e-06+8.301754749016633e-07j),(-0.04038153355575327+0.06065832102869438j),(-0.27175441009608664-0.11284362423070445j),(0.22043770098291737+0.011974494219712452j),(0.11161054962620619+0.24341390151579842j),(-0.0009397808202372929+0.00012544112866859285j),(-0.011069195300140382-0.005590864550611694j),(-0.01697790292498503-0.08537643765985654j),(0.004140248750654612-0.023359445805796256j)
1.46,(0.0021976015416084946-0.09219701016019595j),(9.473409642569797e-05+0.0005692141699939251j),(-8.299814477548539e-06+1.1719205978027664e-06j),(-0.03882135523208198+0.06190297865103066j),(-0.27145141132713363-0.11129577491297128j),(0.22170384570756005+0.010327820787921884j),(0.11235159814592999+0.24395705490670436j),(-0.0009560396326443096+0.0001507447944239812j),(-0.011304161103618227-0.005282559602084557j),(-0.018036763762158306-0.08630007396347603j),(0.003496761623947405-0.02349328452109148j)
1.47,(9.515635803068051e-05-0.09283817508750525j),(0.00011588747956159894+0.0005726609793903171j),(-8.30361406600827e-06+1.5179206516289014e-06j),(-0.03721216199738694+0.0630837551250969j),(-0.2711022256335224-0.10976479844640952j),(0.22293015286606108+0.008649014514293656j),(0.113124486422516+0.24449024696626864j),(-0.000971209849960335+0.00017690961609717628j),(-0.011527428206991661-0.0049624137721270495j),(-0.01911977453862911-0.08720800851077938j),(0.0028476733408724377-0.023599889955587545j)
1.48,(-0.0020420637526611263-0.09342171290109333j),(0.00013751825224302486+0.0005752876481358133j),(-8.290092648478292e-06+1.8672020266983042e-06j),(-0.03555917978822608+0.06420617463580515j),(-0.27070980282374263-0.10824674973949196j),(0.2241217380597496+0.006939594280778548j),(0.11392842619007379+0.24501543682543692j),(-0.0009853390287278207+0.00020387483894901962j),(-0.011739663331344583-0.004631446873111523j),(-0.020226003589027597-0.08810389993441839j),(0.0021938700212059533-0.023682130203066646j)
1.49,(-0.00421353706725178-0.09395393606322429j),(0.00015961175499623113+0.0005771273699114924j),(-8.25985918260669e-06+2.218995959363967e-06j),(-0.03386673031321485+0.0652758213824553j),(-0.2702766989586276-0.10673798955771002j),(0.22528345810675143+0.005200831701251074j),(0.11476287220989481+0.2455343690051547j),(-0.0009984742211547107+0.0002315814205933924j),(-0.01194156432906226-0.0042904747088444144j),(-0.021354680599946666-0.08899142815093325j),(0.0015359568982722402-0.023742664491039615j)
1.5,(-0.0064196312783192655-0.0944408843896041j),(0.0001821643812808498+0.0005782102114046494j),(-8.213427638642924e-06+2.572738532013647e-06j),(-0.03213823105302624+0.06629833957873515j),(-0.2698050763513536-0.1052351845235737j),(0.22641991104198889+0.003433751121509461j),(0.11562752227045252+0.24604857341636766j),(-0.0010106619751144418+0.000259972030997216j),(-0.012133860183831334-0.003940109074566236j),(-0.022505196609941915-0.08987429436075253j),(0.0008742583189436338-0.023783943180745955j)
1.51,(-0.008661603494234643-0.0948883250493806j),(0.00020518357748988976+0.0005785631123087964j),(-8.151216999437823e-06+2.9280706730698584e-06j),(-0.030376195260390777+0.06727943345272043j),(-0.2692967035674403-0.10373530711661154j),(0.2275354361171809+0.001639129619275665j),(0.11652231718740227+0.2465593653600213j),(-0.0010219483341459426+0.0002889910524804511j),(-0.01231731101063982-0.0035807577569515903j),(-0.023677104009531682-0.0907562210481932j),(0.00020881774364051812-0.023808207767153824j)
1.52,(-0.010941600239162113-0.09530175256514352j),(0.00022868784294973653+0.0005782098853236619j),(-8.07355126044359e-06+3.2848381569898747e-06j),(-0.02858223196009649+0.06822486724687468j),(-0.26875295542475064-0.10223563567337071j),(0.2286341138008431-0.0001825029958046273j),(0.11744744080358142+0.24706784552706115j),(-0.001032378837453635+0.0003185845797160986j),(-0.0124927080557771-0.00321262453410916j),(-0.02487011654119702-0.09164095198146063j),(-0.0004606022536686738-0.023817490878960037j)
1.53,(-0.013262657453058949-0.09568638881292439j),(0.00025270672992015237+0.0005771712161551913j),(-7.980659429713793e-06+3.6430916042657332e-06j),(-0.026757045948988978+0.0691404652180494j),(-0.26817481299349083-0.10073375438741694j),(0.22971976577828757-0.002030864182162008j),(0.11840331998900921+0.24757489999843268j),(-0.0010419985199074328+0.0003487004197301988j),(-0.01266087369683393-0.0028357091755817094j),(-0.0260841092993817-0.09253225221264856j),(-0.0011345199854674616-0.02381361627859007j)
1.54,(-0.015628700491675564-0.09604718302219668j),(0.0002772808435942761+0.0005754646635155464j),(-7.872675527903377e-06+4.003086481424227e-06j),(-0.024900437795971318+0.07003211163748396j),(-0.2675628635962103-0.09922755330933453j),(0.23079595495162308-0.0039059186663033506j),(0.1193906246408869+0.24808120024508137j),(-0.0010508519120427428+0.00037928809190183226j),(-0.012822661442702443-0.002449807442346087j),(-0.027319118730492226-0.09343390807773913j),(-0.0018137346506913211-0.02379819886219806j)
1.55,(-0.01804454412655545-0.0963888117758757j),(0.00030246184209862376+0.0005731046591231057j),(-7.749638588268656e-06+4.365283101026914e-06j),(-0.023011303842004165+0.07090575079080562j),(-0.26691730080780174-0.0977152283467264j),(0.23186598543975506-0.005807878442811779j),(0.12041026768359762+0.24858720312795268j),(-0.0010589830400604637+0.0004102988279631189j),(-0.012978955933576133-0.002054511086813226j),(-0.028575342632897814-0.09434972719660287j),(-0.0024993263347276792-0.023772644659666796j)
1.56,(-0.02051589254503522-0.09671567901031862j),(0.0003283124364930873+0.0005701025077024647j),(-7.611492656667312e-06+4.730346621670106e-06j),(-0.02108763620010567+0.07176738697802953j),(-0.2662379244555012-0.09619528126421402j),(0.23293290257838542-0.007737202774346721j),(0.12146340506870652+0.249093150897992j),(-0.0010664354258269875+0.0004416855719992187j),(-0.013130672940949875-0.0016492078528281403j),(-0.0298531401569304-0.09528353847299872j),(-0.0031926560094159093-0.02373815083460773j)
1.57,(-0.02304933935024459-0.09703191601532449j),(0.0003549063907709362+0.0005664663869844352j),(-7.4580867915584e-06+5.0991470479848834e-06j),(-0.019126522755351514+0.07262308451355874j),(-0.26552414061888796-0.09466651968343746j),(0.2339994929200127-0.009694598191643866j),(0.12255143577496067+0.24959907119614472j),(-0.0010732520868741977+0.0004734029804483314j),(-0.013278759367619911-0.0012330814756699258j),(-0.031153031804884667-0.09623919209457399j),(-0.003895365533047347-0.02369570568436097j)
1.58,(-0.02565236756110637-0.09734138143413423j),(0.00038232852185881596+0.0005622013477060459j),(-7.289175064002348e-06+5.472759230637077e-06j),(-0.01712414716487494+0.0734789677261842j),(-0.26477496162988456-0.09312805708305537j),(0.23506828423393214-0.011681018493515168j),(0.12367600180828907+0.2501047770533562j),(-0.0010794755363994716+0.0005054074221016963j),(-0.013424193247683857-0.0008051116820517656j),(-0.03247569943101798-0.09722055953286439j),(-0.004609377650365273-0.023646088639995295j)
1.59,(-0.028333349612336505-0.09764766126343062j),(0.0004106746996167493+0.0005573093136105422j),(-7.104416557660951e-06+5.852462866327286e-06j),(-0.015075788857866684+0.07434122095908471j),(-0.2639890060727567-0.09157931279874497j),(0.23614154550623545-0.013697664746848876j),(0.1248389882018027+0.2506098668905718j),(-0.0010851477832656774+0.000537656978103593j),(-0.0135679837465407-0.00036407419012092143j),(-0.033821986241550445-0.098231533543294j),(-0.00533689599256492-0.023589870266308124j)
1.6,(-0.031101547354444033-0.09795406885333832j),(0.0004400518468381353+0.0005517890814473861j),(-6.903375368797375e-06+6.239742497790865e-06j),(-0.01297582303557502+0.07521608856982702j),(-0.2631644987841135-0.09002001202320208j),(0.237221286939811-0.0157459852866095j),(0.12604252301579447+0.25111372451873676j),(-0.0010903103320011771+0.0005701114419513402j),(-0.013711171160890797+9.145929054126152e-05j),(-0.03519289679466492-0.09927602816517536j),(-0.006080405077293483-0.02352741226182554j)
1.61,(-0.03396711205373107-0.09826364490742384j),(0.00047057793924975004+0.0005456363209722561j),(-6.685520606276163e-06+6.636287513797931e-06j),(-0.010817720671305778+0.07610987493036574j),(-0.2622992708529074-0.08845018580614109j),(0.2383092599543438-0.017827675715837824j),(0.12728897733773922+0.25161551913879643j),(-0.0010950041827998249+0.0006027323194952971j),(-0.01385482691873588+0.0005631210589193527j),(-0.03658959700050693-0.10035797872170929j),(-0.006842670308650097-0.0234588674588023j)
1.62,(-0.036941084392292864-0.09857915748269558j),(0.0005023820055117461+0.0005388435749470478j),(-6.450226391563219e-06+7.043992149153356e-06j),(-0.00859404851042226+0.07702894442704335j),(-0.2613907596204338-0.08687017105429497j),(0.23940695718631538-0.019944678905650912j),(0.1285809652822938+0.252114205341696j),(-0.001099269831520967+0.0006354828289388621j),(-0.01400005357937905+0.001052747422563837j),(-0.03801341412118475-0.1014813418199851j),(-0.007626737977185853-0.0233841798232218j)
1.6300000000000001,(-0.04003539446801779-0.09890310198960378j),(0.0005356041272176529+0.000531400259139873j),(-6.196771858725828e-06+7.46495548469678e-06j),(-0.006296469070345367+0.07797972146059026j),(-0.26043600868033173-0.0852806105314153j),(0.2405156124890039-0.022099184995242094j),(0.12992134399129693+0.2526085231083807j),(-0.0011031472696894427+0.0006683279008384739j),(-0.014147984833424783+0.0015623786975911217j),(-0.0394658367707694-0.10265009535098046j),(-0.008435935259903802-0.023303084454796102j)
1.6400000000000001,(-0.0432628617945873-0.09923770119204059j),(0.0005703954388943766+0.0005232926623250605j),(-5.9243411544326375e-06+7.9014814473026e-06j),(-0.003915740640553458+0.07896869044612478j),(-0.2594316678785833-0.0836824528582722j),(0.24163620093248422-0.024293631391881j),(0.13131321363376935+0.25309699780979583j),(-0.0011066759844955833+0.0007012341781036109j),(-0.014299785502778925+0.00209425920868353j),(-0.04094851491529456-0.1038682384895614j),(-0.009273870220258941-0.02321510758696593j)
1.6500000000000001,(-0.04663719530147596-0.09958490520734j),(0.0006069181280021998+0.0005145039462831557j),(-5.63202343795367e-06+8.35607880987997e-06j),(-0.0014417172825824942+0.08000239581315308j),(-0.25837399331351385-0.08207695251265443j),(0.2427694388036276-0.026530702770913493j),(0.1327599174059137+0.2535779402068864j),(-0.001109894958795213+0.0007341700159967906j),(-0.01445665154064869+0.0026508372890893025j),(-0.0424632598727567-0.1051397916944824j),(-0.010144431808158216-0.023119566586900665j)
1.6600000000000001,(-0.05017299333395142-0.09994639150627785j),(0.0006453454349347823+0.0005050141458009206j),(-5.31881288116032e-06+8.83146119137281e-06j),(0.0011366511699740928+0.08108744200556921j),(-0.25725884733579213-0.08046566982936926j),(0.2439157836061021-0.028813331075761738j),(0.13426504153111457+0.2540494464505977j),(-0.0011128426711096485+0.0007671054821335713j),(-0.014619810031542668+0.0032347652806225865j),(-0.04401204431311498-0.10646879670838627j),(-0.011051789859960533-0.02301556995549834j)
