t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B01_z_0000_00
0.11,(0.022746092307480797-0.1596617264483331j),(0.3912824384503596-0.6664691550915517j),(-0.2578333523531437-0.5548974427053862j),(0.32339529696051555-0.17831380646598022j),(0.5399796161998199-0.17419291511737592j),(0.022746092307480797-0.1596617264483331j)
0.12,(0.027084078922186828-0.17309588186040573j),(0.40333814848091476-0.6815096306776603j),(-0.25454092344403656-0.5754223764888396j),(0.3289584850640006-0.18394101798107212j),(0.5451797876803867-0.17630328297049927j),(0.027084078922186828-0.17309588186040573j)
0.13,(0.031784859099185506-0.18625376085035372j),(0.4153133860879445-0.6966048415379208j),(-0.2513953425306823-0.5958119215544614j),(0.33464919031049545-0.18930278514518076j),(0.5503862786559087-0.1782262878141643j),(0.031784859099185506-0.18625376085035372j)
0.14,(0.03683813899304734-0.1991147890560199j),(0.42718253119003646-0.7117487230816222j),(-0.2484169011052249-0.6160501374913171j),(0.3404537637943599-0.19438589715322116j),(0.5555891226043691-0.17995337421536894j),(0.03683813899304734-0.1991147890560199j)
0.15,(0.04223170428522031-0.21165912785384763j),(0.4389192616930352-0.7269352449893702j),(-0.24562527409593002-0.6361206530600655j),(0.3463582733541019-0.1991781379530316j),(0.5607783511297086-0.1814768453088046j),(0.04223170428522031-0.21165912785384763j)
0.16,(0.04795162336266833-0.22386779719402397j),(0.45049665572304665-0.7421584285436975j),(-0.2430394171078571-0.6560066977469501j),(0.3523486006715731-0.2036683394242768j),(0.5659440724811091-0.18278988776612423j),(0.04795162336266833-0.22386779719402397j)
0.17,(0.05398248737285233-0.23572280039709184j),(0.46188730876055567-0.7574123658351994j),(-0.24067746844963592-0.6756911517958378j),(0.3584105371819887-0.2078464304427759j),(0.5710765492181694-0.18388659126711251j),(0.05398248737285233-0.23572280039709184j)
0.18,(0.060307669052240435-0.24720724664355498j),(0.4730634656298348-0.7726912409829528j),(-0.23855665723088315-0.695156615442025j),(0.36452988034695155-0.2117034826615839j),(0.5761662736985995-0.18476196235623085j),(0.060307669052240435-0.24720724664355498j)
0.19,(0.06690958502114758-0.2583054671386605j),(0.4839971669731527-0.7879893535939976j),(-0.23669321889606815-0.7143854976863893j),(0.3706925264776125-0.2152317502473272j),(0.5812040410245164-0.18541193281094215j),(0.06690958502114758-0.2583054671386605j)
0.2,(0.07376994920721901-0.26900312170324503j),(0.4946604094818267-0.8033011447894584j),(-0.23510231962801992-0.7333601245257513j),(0.37688456271113874-0.21842470494097202j),(0.5861810180582677-0.18583336249383464j),(0.07376994920721901-0.26900312170324503j)
0.21,(0.08087000984515075-0.27928729486524945j),(0.5050253187740501-0.8186212262394184j),(-0.23379799110244437-0.7520628660997825j),(0.3830923549053553-0.22127706431074196j),(0.5910888077153233-0.18602403686238092j),(0.08087000984515075-0.27928729486524945j)
0.22,(0.08819076414772799-0.2891465793507327j),(0.515064333412268-0.8339444127681058j),(-0.23279307709753677-0.770476281734832j),(0.3893026309879446-0.223784813089741j),(0.5959195077009406-0.18598265934780217j),(0.08819076414772799-0.2891465793507327j)
0.23,(0.09571314971440409-0.2985711482037449j),(0.5247503981515694-0.8492657592073741j),(-0.2320991934533741-0.7885832813721755j),(0.39550256078330714-0.22594521784026403j),(0.6006657629430984-0.1857088388746981j),(0.09571314971440409-0.2985711482037449j)
0.24,(0.10341821141824993-0.30755281422855896j),(0.5340571641170936-0.8645806022806228j),(-0.23172670282792576-0.8063673013765034j),(0.40167982953995096-0.2277568338086317j),(0.6053208110759414-0.18520307284548967j),(0.10341821141824993-0.30755281422855896j)
0.25,(0.11128724648838698-0.31608507853458906j),(0.5429591932356268-0.8798846083816619j),(-0.23168470560492938-0.823812492245862j),(0.4078227047386341-0.22921950410911376j),(0.609878520443398-0.18446672595678199j),(0.11128724648838698-0.31608507853458906j)
0.26,(0.1193019291884958-0.3241631676700549j),(0.5514321639075619-0.8951738281640477j),(-0.2319810481698986-0.8409039153037148j),(0.4139200964581708-0.23033435146906941j),(0.614333420218987-0.18350200524733026j),(0.1193019291884958-0.3241631676700549j)
0.27,(0.12744441788832928-0.3317840598756235j),(0.5594530746135482-0.9104447588672389j),(-0.23262234958284647-0.8576277450645485j),(0.41996161028506973-0.23110376236970231j),(0.6186807223720125-0.18231193179872354j),(0.12744441788832928-0.3317840598756235j)
0.28,(0.1356974478898661-0.3389465014121552j),(0.5670004419181833-0.9256944152693699j),(-0.23361404744122033-0.8739714736430679j),(0.4259375917835264-0.23153136377790945j),(0.6229163353490165-0.18090030951996253j),(0.1356974478898661-0.3389465014121552j)
0.29,(0.14404441085105324-0.345651011785874j),(0.5740544891728809-0.9409204100673455j),(-0.234960463448327-0.8899241133386117j),(0.43183916247824894-0.23162199285396984j),(0.6270368694790863-0.179271691446105j),(0.14404441085105324-0.345651011785874j)
0.3,(0.15246942389051943-0.3518998789588794j),(0.5805973221418538-0.9561210443411226j),(-0.2366648888884099-0.9054763933836069j),(0.43765824708677836-0.23138166002261848j),(0.6310396342489759-0.17743134396977897j),(0.15246942389051943-0.3518998789588794j)
0.31,(0.1609573897256784-0.3576971443383951j),(0.5866130877871909-0.9712954085614793j),(-0.2387296898695185-0.9206209468070295j),(0.44338759184722243-0.23081750587818603j),(0.6349226277257182-0.17538520940376925j),(0.1609573897256784-0.3576971443383951j)
0.32,(0.16949404816233998-0.3630485770735035j),(0.5920881125568878-0.9864434943540873j),(-0.24115643184178967-0.9353524834363592j),(0.4490207740533947-0.22993775246244408j),(0.6386845185274989-0.17313986724449287j),(0.16949404816233998-0.3630485770735035j)
0.33,(0.17806601989039805-0.36796163796799186j),(0.5970110167258632-1.0015663169456137j),(-0.24394602254592543-0.9496679452451777j),(0.45455220286724285-0.22875164947412777j),(0.6423246208553646-0.17070249447169117j),(0.17806601989039805-0.36796163796799186j)
0.34,(0.18666084365034522-0.3724454335291793j),(0.6013728016434255-1.0166660479018863j),(-0.24709887220970234-0.963566640544356j),(0.45997711168868255-0.2272694160635054j),(0.6458428631966602-0.16808082518088102j),(0.18666084365034522-0.3724454335291793j)
0.35000000000000003,(0.19526700629840138-0.3765106599948679j),(0.6051669071364365-1.0317461574388433j),(-0.25061506950464124-0.9770503539036492j),(0.4652915425820074-0.22550217884846055j),(0.6492397513942141-0.16528310980391456j),(0.19526700629840138-0.3765106599948679j)
0.36,(0.20387396595921345-0.38016953788715635j),(0.6083892367967507-1.0468115652612815j),(-0.25449457151507626-0.9901234291638197j),(0.47049232337850366-0.22346190676454325j),(0.652516326842015-0.16231807413117597j),(0.20387396595921345-0.38016953788715635j)
0.37,(0.21247216842746275-0.38343573771240297j),(0.6110381494316005-1.0618687985810362j),(-0.25873740577066096-1.002792823439244j),(0.4755770379866177-0.22116134344977995j),(0.6556741206177858-0.15919487830821927j),(0.21247216842746275-0.38343573771240297j)
0.38,(0.22105305686005844-0.3863242975126746j),(0.6131144155600635-1.0769261557039842j),(-0.2633438822612153-1.0150681305961238j),(0.4805439908536901-0.21861393770705922j),(0.6587151043952892-0.1559230759414504j),(0.22105305686005844-0.3863242975126746j)
0.39,(0.2296090748907779-0.38885153313572135j),(0.614621138477957-1.091993873372161j),(-0.2683148132970037-1.026961573298335j),(0.4853921663477362-0.21583377264412193j),(0.6616416389947003-0.15251257341305002j),(0.2296090748907779-0.38885153313572135j)
0.4,(0.2381336634194573-0.39103494216768175j),(0.6155636400653682-1.107084295919162j),(-0.273651739101583-1.038487963316789j),(0.49012118393910664-0.21283549404057658j),(0.6644564214286774-0.14897358947563077j),(0.2381336634194573-0.39103494216768175j)
0.41000000000000003,(0.246621251172234-0.3928931024820663j),(0.6159493121517475-1.1222120442564356j),(-0.2793571571281537-1.049664630374203j),(0.49473125011260666-0.20963423843264473j),(0.6671624312859294-0.14531661517275943j),(0.246621251172234-0.3928931024820663j)
0.42,(0.25506723945201965-0.39444556651567453j),(0.6157874348587531-1.137394182763788j),(-0.2854347532698508-1.0605113203217038j),(0.49922310793685054-0.20624556136184835j),(0.669762877264467-0.14155237411278973j),(0.25506723945201965-0.39444556651567453j)
0.43,(0.26346798152142803-0.3957127523502649j),(0.6150889638868288-1.15265038231338j),(-0.2918896333821957-1.071050063895351j),(0.5035979852057095-0.2026853661826582j),(0.6722611446249243-0.13769178311047836j),(0.26346798152142803-0.3957127523502649j)
0.44,(0.2718207571334396-0.3967158326807619j),(0.6138662891755348-1.1680030779117931j),(-0.2987285538415019-1.08130501766109j),(0.5078575420368904-0.19896983377264182j),(0.6746607442820114-0.1337459132033866j),(0.2718207571334396-0.3967158326807619j)
0.45,(0.28012374283447894-0.39747662272032713j),(0.6121329677301123-1.1834776197938492j),(-0.3059601502135426-1.0913022790112032j),(0.512003818766982-0.19511535343841452j),(0.6769652641911253-0.12972595104766982j),(0.28012374283447894-0.39747662272032713j)
0.46,(0.2883759784559464-0.39801746803601207j),(0.609903433651371-1.1991024172347666j),(-0.31359516348776595-1.1010696772133421j),(0.5160391849229989-0.19113845526299877j),(0.6791783236191219-0.12564316069991363j),(0.2883759784559464-0.39801746803601207j)
0.47000000000000003,(0.29657733073146963-0.3983611332715932j),(0.6071926885205142-1.2149090748504134j),(-0.3216466637283125-1.1106365425280904j),(0.5199662899799693-0.1870557440960722j),(0.681303530814997-0.12150884579745862j),(0.29657733073146963-0.3983611332715932j)
0.48,(0.30472845451091657-0.39853069259617313j),(0.6040159752672474-1.2309325217128857j),(-0.330130271388463-1.1200334552998712j),(0.5237880165349277-0.18288383534879402j),(0.683344444519342-0.11733431215833015j),(0.30472845451091657-0.39853069259617313j)
0.49,(0.3128307522652963-0.39854942265189297j),(0.6003884384852715-1.2472111342027932j),(-0.3390643769146033-1.1292919766893785j),(0.5275074364421786-0.17863929271997595j),(0.685304539672413-0.11313083083261535j),(0.3128307522652963-0.39854942265189297j)
0.5,(0.32088633250777965-0.3984406986748499j),(0.5963247738550765-1.263786854132922j),(-0.3484703596148571-1.13844436235665j),(0.5311277703651683-0.17433856795056918j),(0.687187177600852-0.1089096016490295j),(0.32088633250777965-0.3984406986748499j)
0.51,(0.3288979677180895-0.39822789436751116j),(0.5918388688945851-1.28070530429358j),(-0.3583728070727163-1.1475232599273624j),(0.5346523511088125-0.16999794267883986j),(0.6889955808836736-0.10468171731268486j),(0.3288979677180895-0.39822789436751116j)
0.52,(0.33686905230768066-0.3979342860062659j),(0.5869434366910997-1.2980159041734507j),(-0.3687997366348175-1.1565613904867778j),(0.5380845910045022-0.16563347244908502j),(0.6907328130201181-0.10045812812195139j),(0.33686905230768066-0.3979342860062659j)
0.53,(0.34480356110386423-0.3975829611768392j),(0.581649643582424-1.3157719891894544j),(-0.3797828206828278-1.1655912136520008j),(0.5414279535298475-0.1612609329120055j),(0.6924017629462167-0.09624960738311966j),(0.34480356110386423-0.3975829611768392j)
0.54,(0.3527060087647932-0.3971967324451543j),(0.5759667309605242-1.3340309373070562j),(-0.3913576175008599-1.174644574979074j),(0.5446859292578232-0.1568957682445122j),(0.694005134374141-0.09206671761079448j),(0.3527060087647932-0.3971967324451543j)
0.55,(0.3605814104664213-0.39679805619340547j),(0.5699016304762473-1.352854307444552j),(-0.4035638095602877-1.1837523335708033j),(0.5478620161464448-0.15255304181029022j),(0.6955454398591917-0.08791977760910957j),(0.3605814104664213-0.39679805619340547j)
0.56,(0.36843524412940076-0.3964089567815773j),(0.5634585709346305-1.372307994531379j),(-0.41644545095032215-1.1929439667660273j),(0.550959704101291-0.14824738907933402j),(0.6970249994341253-0.08381883053365997j),(0.36843524412940076-0.3964089567815773j)
0.5700000000000001,(0.37627341438044015-0.3960509561339463j),(0.5566386740894591-1.3924624065353741j),(-0.4300512254699359-1.202247147711004j),(0.5539824636697425-0.143992972824302j),(0.6984459435897981-0.07977361303631374j),(0.37627341438044015-0.3960509561339463j)
0.58,(0.3841022183706796-0.39574500879831725j),(0.5494395353698567-1.413392669194976j),(-0.44443471654558125-1.2116872904361486j),(0.5569337386582845-0.1398034406133238j),(0.6998102203251959-0.07579352559472134j),(0.3841022183706796-0.39574500879831725j)
0.59,(0.3919283135046628-0.3955114424825899j),(0.5418547842910374-1.4351788646001913j),(-0.4596546896252305-1.2212870557818114j),(0.5598169424029735-0.13569188462224474j),(0.7011196059390948-0.07188760412545955j),(0.3919283135046628-0.3955114424825899j)
0.6,(0.39975868706873935-0.3953699040381704j),(0.5338736178976073-1.4579063101738121j),(-0.4757753869909142-1.2310658101291287j),(0.5626354573685469-0.1316708037936695j),(0.702375719190161-0.06806449297449887j),(0.39975868706873935-0.3953699040381704j)
0.61,(0.4076006276881894-0.3953393108319237j),(0.5254802990330905-1.4816658850261262j),(-0.49286683398822584-1.2410390273897576j),(0.5653926377039055-0.1277520683750516j),(0.7035800384125076-0.06433241937133276j),(0.4076006276881894-0.3953393108319237j)
0.62,(0.4154616984887415-0.3954378074268807j),(0.5166536094839614-1.5065544111068803j),(-0.5110051544394731-1.251217623086378j),(0.5680918143410467-0.12394688687305061j),(0.704733921139861-0.060699169424013745j),(0.4154616984887415-0.3954378074268807j)
0.63,(0.42334971179098024-0.39568272747574995j),(0.5073662460572045-1.5326750970712553j),(-0.530272891420142-1.2616072076128912j),(0.5707363021911988-0.12026577546605559j),(0.7058386257637985-0.05717206572193891j),(0.42334971179098024-0.39568272747574995j)
0.64,(0.4312727051256873-0.3960905607193807j),(0.49758414534782475-1.5601380533234914j),(-0.5507593275513797-1.2722072439050411j),(0.5733294089661055-0.11671852992086051j),(0.7068953347302951-0.05375794660196065j),(0.4312727051256873-0.3960905607193807j)
0.65,(0.43923891832459044-0.39667692497371787j),(0.48726572024805315-1.5890608873097247j),(-0.5725607963888741-1.2830100927966033j),(0.5758744451343333-0.11331420006274609j),(0.7079051787642824-0.050463147121803505j),(0.43923891832459044-0.39667692497371787j)
0.66,(0.44725677141427594-0.3974565429825334j),(0.47636098803106-1.6195693888013656j),(-0.5957809732411046-1.2939999273198661j),(0.578374734512303-0.11006106685052147j),(0.7088692616043336-0.04729348177332069j),(0.44725677141427594-0.3974565429825334j)
0.67,(0.45533484302101146-0.398443224008538j),(0.46481056596768483-1.6517983156333926j),(-0.6205311296706821-1.305151495195917j),(0.5808336249876357-0.10696662210931004j),(0.7097886847291166-0.04425422895732902j),(0.45533484302101146-0.398443224008538j)
0.68,(0.4634818489807028-0.39964985003172326j),(0.45254450572836225-1.6858922911165737j),(-0.6469303308347487-1.3164287068542724j),(0.5832544988784489-0.10403755097399985j),(0.7106645715640657-0.041350117232072145j),(0.4634818489807028-0.39964985003172326j)
0.6900000000000001,(0.4717066208408104-0.40108836642047085j),(0.43948093206130956-1.7220068250895875j),(-0.6751055484873885-1.327783024682235j),(0.5856407824464716-0.10127971709533143j),(0.7114980906708507-0.03858531333916459j),(0.4717066208408104-0.40108836642047085j)
0.7000000000000001,(0.48001808393939255-0.4027697769377749j),(0.4255244441420277-1.7603094712536809j),(-0.7051916546538911-1.3391516280684737j),(0.5879959541041921-0.09869815065860915j),(0.7122904774436818-0.03596341200448367j),(0.48001808393939255-0.4027697769377749j)
0.71,(0.4884252347500505-0.4047041429417327j),(0.41056422920074725-1.8009811339477084j),(-0.7373312514281233-1.3504553285121617j),(0.5903235508865585-0.09629703926207726j),(0.713043053865129-0.03348742750711875j),(0.4884252347500505-0.4047041429417327j)
0.72,(0.49693711718989797-0.40690058663625966j),(0.3944718270948716-1.8442175377506747j),(-0.7716742807695173-1.3615962100942396j),(0.5926271727956641-0.09407972169817741j),(0.7137572459097333-0.031159787007276132j),(0.49693711718989797-0.40690058663625966j)
0.73,(0.5055627976002465-0.40936729822495005j),(0.37709847080286013-1.890230873084886j),(-0.8083773443351769-1.3724549736015057j),(0.59491048467196-0.09204868467628538j),(0.7144345982258717-0.028982325623969j),(0.5055627976002465-0.40936729822495005j)
0.74,(0.5143113381258755-0.41211154681841594j),(0.35827191057695584-1.939251630151606j),(-0.8476026470867988-1.3828879684273638j),(0.5971772152972035-0.09020556252020259j),(0.7150767857746112-0.02695628325527465j),(0.5143113381258755-0.41211154681841594j)
0.75,(0.5231917682379972-0.4151396949436472j),(0.3377926076247062-1.991530631861802j),(-0.8895164595927892-1.3927239061814405j),(0.5994311534918383-0.08855113986768595j),(0.7156856221580224-0.025082303137698325j),(0.5231917682379972-0.4151396949436472j)
0.76,(0.5322130541677486-0.41845721650340456j),(0.31542915522371545-2.0473412736747836j),(-0.9342869727339318-1.401760265174962j),(0.6016761410318981-0.08708535739272064j),(0.7162630644278675-0.023360432146384596j),(0.5322130541677486-0.41845721650340456j)
0.77,(0.5413840660407067-0.422068718034791j),(0.2909127491930628-2.1069819738396327j),(-0.9820813953542404-1.4097594174170995j),(0.6039160622768107-0.08580732056404489j),(0.7168112142278465-0.02179012284417005j),(0.5413840660407067-0.422068718034791j)
0.78,(0.5507135425280536-0.42597796311945574j),(0.26393048362397825-2.170778829235086j),(-1.0330621211730353-1.4164445416617168j),(0.6061548304685045-0.08471531144564584j),(0.7173323151877161-0.020370237294244017j),(0.5507135425280536-0.42597796311945574j)
0.79,(0.5602100528561635-0.4301878998036789j),(0.23411945469201856-2.239083406216092j),(-1.0873817675782043-1.4214954299960192j),(0.60839637073277-0.08380680353651802j),(0.7178287465545012-0.0190990526579585j),(0.5602100528561635-0.4301878998036789j)
0.8,(0.5698819560432633-0.43470069089526103j),(0.20105362963118598-2.3122835525546637j),(-1.1451768684193462-1.424544354450676j),(0.6106445998846207-0.08307847963785411j),(0.7183030131135901-0.017974268605515018j),(0.5698819560432633-0.43470069089526103j)
0.81,(0.5797373572591603-0.4395177470158108j),(0.16423397494034706-2.3908010828048667j),(-1.206559989956097-1.4251722373235922j),(0.6129034032091367-0.08252625272595744j),(0.7187577315195478-0.016993016572307715j),(0.5797373572591603-0.4395177470158108j)
0.8200000000000001,(0.5897840612317798-0.4446397623017547j),(0.1230742017340422-2.4750938189499254j),(-1.2716100405183655-1.4229054672596253j),(0.6151766084566652-0.08214528979845206j),(0.7191956132218208-0.016151870897062548j),(0.5897840612317798-0.4446397623017547j)
0.8300000000000001,(0.600029522652426-0.4500667526650691j),(0.07688650704376161-2.5656509110392403j),(-1.3403605703168107-1.4172138242700418j),(0.6174679573550548-0.08193003864973625j),(0.7196194442329613-0.015446861879125529j),(0.600029522652426-0.4500667526650691j)
0.84,(0.6104807935604699-0.455798096544903j),(0.02485464999058535-2.6630045079614644j),(-1.4127859219981629-1.4075101195621447j),(0.6197810750006234-0.08187425751900919j),(0.7200320620454261-0.014873490790904949j),(0.6104807935604699-0.455798096544903j)
0.85,(0.6211444677178959-0.46183257810345674j),(-0.03398192674068376-2.767709563817751j),(-1.4887837090487894-1.3931526431385945j),(0.6221194375427532-0.08197104754053831j),(0.7204363300563414-0.01442674687726571j),(0.6211444677178959-0.46183257810345674j)
0.86,(0.6320266220152502-0.46816843284279197j),(-0.10076423598900239-2.8803495025556303j),(-1.568158295652889-1.3734507426461688j),(0.6244863386233743-0.08221288791108629j),(0.7208351099068764-0.0141011263664234j),(0.6320266220152502-0.46816843284279197j)
0.87,(0.6431327549836022-0.4748033956426263j),(-0.1768397671198974-3.0015089848295906j),(-1.6506029038303152-1.3476742948316254j),(0.6268848550713589-0.08259167367355691j),(0.7212312321831681-0.013890653506529524j),(0.6431327549836022-0.4748033956426263j)
0.88,(0.654467722522785-0.4817347512413066j),(-0.2638018524308363-3.131754024847916j),(-1.7356792570306843-1.3150688103517592j),(0.6293178123822967-0.08309875599898904j),(0.7216274659583481-0.01378890362872008j),(0.654467722522785-0.4817347512413066j)
0.89,(0.6660356709951321-0.4889593872014774j),(-0.36352274629557996-3.271584941661959j),(-1.8227987741168243-1.274876687674156j),(0.6317877505357536-0.08372498483103669j),(0.7220264876795356-0.013789028221124837j),(0.6660356709951321-0.4889593872014774j)
0.9,(0.6778399678768318-0.496473849416699j),(-0.47819880602729536-3.421389337209734j),(-1.9112051229646299-1.2263660305937107j),(0.6342968907145642-0.08446075373816185j),(0.7224308499192402-0.013883781979484568j),(0.6778399678768318-0.496473849416699j)
0.91,(0.689883130206534-0.5042744002234779j),(-0.6103849950564296-3.5813610109674694j),(-1.9999434516830632-1.1688805085680731j),(0.6368471034937461-0.08529604679903165j),(0.7228429505171964-0.014065551779020453j),(0.689883130206534-0.5042744002234779j)
0.92,(0.7021667511234573-0.512357079182757j),(-0.7629799039022465-3.7513491789446816j),(-2.0879024736999385-1.1018554881089855j),(0.639439879060206-0.08622048732625565j),(0.7232650026360924-0.014326387489520243j),(0.7021667511234573-0.512357079182757j)
0.93,(0.7146914248453072-0.5207177665837028j),(-0.9391889450236589-3.930696975409288j),(-2.173788618393669-1.0248831997410908j),(0.6420763000085716-0.08722338821285312j),(0.7236990062430367-0.01465803453184511j),(0.7146914248453072-0.5207177665837028j)
0.9400000000000001,(0.7274566704999287-0.5293522496985216j),(-1.1424327356059547-4.118051395117268j),(-2.256150637449639-0.9377632848964642j),(0.6447570172334481-0.08829380366499698j),(0.7241467215081221-0.015051968049815852j),(0.7274566704999287-0.5293522496985216j)
0.9500000000000001,(0.7404608552935185-0.5382562917778969j),(-1.3761482729780912-4.311134046183161j),(-2.3334183061467133-0.8405516449006413j),(0.6474822294044655-0.08942058206397537j),(0.7246096445824659-0.01549942854738013j),(0.7404608552935185-0.5382562917778969j)
0.96,(0.7537011175719777-0.5474257037207807j),(-1.6434425021040604-4.506507252503754j),(-2.4039567318332744-0.7336022709235129j),(0.6502516664680771-0.09059241968034902j),(0.7250889861811385-0.015991458817744063j),(0.7537011175719777-0.5474257037207807j)
0.97,(0.7671732904095012-0.5568564182780344j),(-1.9466323378223094-4.699440294923121j),(-2.4661337380631596-0.617599725645902j),(0.6530645775697183-0.09179791494442299j),(0.7255856533520659-0.016518941969445002j),(0.7671732904095012-0.5568564182780344j)
0.98,(0.7808718264385679-0.5665445665559952j),(-2.286688728615065-4.883942309888228j),(-2.518401565439696-0.4935703946049968j),(0.655919723732263-0.09302562295987782j),(0.726100234761079-0.01707264033475391j),(0.7808718264385679-0.5665445665559952j)
0.99,(0.7947897247162852-0.5764865564729296j),(-2.6627111719590286-5.053059057418134j),(-2.5593840819135485-0.3628706131091452j),(0.6588153755624457-0.09426410993229362j),(0.7266329897666138-0.017643235028927392j),(0.7947897247162852-0.5764865564729296j)
1.0,(0.8089184605014546-0.5866791526890749j),(-3.0715972696167646-5.199454422308909j),(-2.587961900785927-0.22714866606533163j),(0.6617493161868645-0.09550200717189124j),(0.7271838414961241-0.018221365915185472j),(0.8089184605014546-0.5866791526890749j)
1.01,(0.8232479188923371-0.5971195573809408j),(-3.508066562008093-5.316190877262656j),(-2.6033463124920098-0.08828124193333153j),(0.6647188495442745-0.09672806432074134j),(0.7277523740710348-0.018797671720316548j),(0.8232479188923371-0.5971195573809408j)
1.02,(0.8377663333442227-0.6078054910651515j),(-3.9650890810239936-5.397515395784376j),(-2.605133308775085+0.05171112413047126j),(0.6677208140821093-0.09793120144951349j),(0.7283378340591636-0.01936283003986042j),(0.8377663333442227-0.6078054910651515j)
1.03,(0.8524602301457878-0.6187352725001392j),(-4.434616774032835-5.439435052514626j),(-2.5933311174485887+0.19076246317206946j),(0.6707516018236789-0.09910055966813941j),(0.7289391361640574-0.019907596970134847j),(0.8524602301457878-0.6187352725001392j)
1.04,(0.8673143799811565-0.6299078965103629j),(-4.908408772564922-5.439950649462903j),(-2.5683561844432874+0.3268691746130405j),(0.6738071826894679-0.10022554989905105j),(0.7295548730908149-0.020422846107116317j),(0.8673143799811565-0.6299078965103629j)
1.05,(0.8823117577379757-0.6413231083936132j),(-5.378738097938859-5.3989526210422545j),(-2.5310076073281875+0.4581602680813697j),(0.6768831338727-0.10129589947135505j),(0.7301833294588497-0.02089960665933964j),(0.8823117577379757-0.6413231083936132j)
1.06,(0.8974335117386191-0.6529814733950984j),(-5.8388654053205915-5.317887242905174j),(-2.4824017459521284+0.5830202424914027j),(0.6799746739872515-0.10230169620975757j),(0.7308224995648616-0.0213291004335209j),(0.8974335117386191-0.6529814733950984j)
1.07,(0.9126589435702016-0.6648844395708676j),(-6.283259606033024-5.199329073846784j),(-2.423899238711373+0.7001238620957252j),(0.6830767016264904-0.10323342971339675j),(0.7314701087351765-0.021702777467250772j),(0.9126589435702016-0.6648844395708676j)
1.08,(0.9279654996685185-0.6770343922275738j),(-6.707621238825415-5.046567043823278j),(-2.3570214192413124+0.8084702673175899j),(0.6861838378962095-0.10408202954701759j),(0.7321236379466896-0.022012350102566372j),(0.9279654996685185-0.6770343922275738j)
1.09,(0.9433287757713589-0.6894346980259708j),(-7.108783389581511-4.863262054745524j),(-2.2833630850895883+0.9073950806382337j),(0.689290472414994-0.1048389000999332j),(0.7327803513409605-0.022249825317019557j),(0.9433287757713589-0.6894346980259708j)
