t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B01_z_0000_00,B01_z_0001_00,B01_z_0002_00,B01_z_0003_00,B01_z_0004_00,B02_z_0000_00
0.56,(-0.162141812146637-0.3338924431932219j),(0.4854536295800184-0.10534930239990137j),(-0.4233684346763557-0.26582661822646814j),(-1.3497235061675223-0.2307894019458712j),(-0.41982185544280004-0.6189429456166892j),(-0.8100186037414768-1.1803593597800182j),(0.9057661267396078-0.9286467002849808j),(0.22488099938959907-1.1717679290142688j),(0.12812228846166004-1.1866472714893042j),(-0.162141812146637-0.3338924431932219j),(0.8068601123696426-1.273531830396128j),(-0.3467516998789287-0.9279819667082911j),(0.1779591836114504-0.9327472880259455j),(0.7395932376336047-0.6819249418487623j),(-0.162141812146637-0.3338924431932219j)
0.5700000000000001,(-0.16443722065765154-0.33535477251493523j),(0.4829432747896227-0.11817789079198252j),(-0.42256190244143954-0.26903862981937454j),(-1.3488433502720978-0.23667372533880607j),(-0.4188479176437106-0.6208837360610737j),(-0.8091059558180953-1.1817527226996318j),(0.8984712547076293-0.9365257211169903j),(0.21971857622085386-1.1736072512035678j),(0.1236202083371658-1.1879842259306956j),(-0.16443722065765154-0.33535477251493523j),(0.7989200860456147-1.2792639813066848j),(-0.34695695832281515-0.9288945521977546j),(0.17312773687104177-0.9346820469887975j),(0.7329066503095987-0.6900775272556506j),(-0.16443722065765154-0.33535477251493523j)
0.58,(-0.16663800338007506-0.33689967993292047j),(0.4801201776661931-0.13109039760255775j),(-0.4216745799048204-0.27240232047289364j),(-1.3479048472855297-0.24276982593064997j),(-0.4177877599431849-0.6229089904237676j),(-0.8081003599472544-1.1832256867308857j),(0.8910375689576161-0.9444383522150179j),(0.21454978734414232-1.1754445429821758j),(0.11912775498527356-1.1893231904513768j),(-0.16663800338007506-0.33689967993292047j),(0.7909000228993568-1.284995887993099j),(-0.34709645508758985-0.9298538743607404j),(0.16830064857471455-0.9366132594499833j),(0.7260728846395316-0.6982523826722961j),(-0.16663800338007506-0.33689967993292047j)
0.59,(-0.16873713588950584-0.3385400931725567j),(0.476972703733604-0.14409747398271444j),(-0.4206959516195474-0.27593491543455495j),(-1.3468999412278277-0.24910710134967345j),(-0.4166309475804327-0.6250284953212607j),(-0.8069883860230892-1.1847894071408858j),(0.8834449700724647-0.9524007550455681j),(0.20937015641187726-1.177283235643193j),(0.11464338234069937-1.190667248811607j),(-0.16873713588950584-0.3385400931725567j),(0.7827891909052713-1.290735135250585j),(-0.3471609403083301-0.9308667102535083j),(0.16347549706688136-0.9385447980615172j),(0.7190800629585973-0.7064609552961834j),(-0.16873713588950584-0.3385400931725567j)
0.6,(-0.17072742009124917-0.3402888971472475j),(0.4734876056705694-0.1572088222675868j),(-0.41961567084702667-0.2796521598416324j),(-1.345820055435615-0.2557146325195463j),(-0.41536770922038746-0.6272512112109767j),(-0.8057567443933583-1.1864548332096396j),(0.8756795497571875-0.9604309266597931j),(0.20417551085209923-1.1791265140011489j),(0.11016589656306786-1.1920193520346438j),(-0.17072742009124917-0.3402888971472475j),(0.7745770787501762-1.2964885657343133j),(-0.34714121556451194-0.9319398167752292j),(0.1586503227375981-0.940480290656812j),(0.7119173276039128-0.7147130107395565j),(-0.17072742009124917-0.3402888971472475j)
0.61,(-0.17260148422031732-0.34215893395842156j),(0.46965002331064243-0.1704331959763561j),(-0.41842355955702043-0.28356831872114463j),(-1.3446560925621296-0.2626211836593375j),(-0.4139889369537063-0.6295852723912728j),(-0.804392285859443-1.1882327082300577j),(0.8677383059438845-0.9685398253161775j),(0.1989619818684762-1.1809773163920005j),(0.10569445603691152-1.193382318406742j),(-0.17260148422031732-0.34215893395842156j),(0.7662533958333049-1.302262279959411j),(-0.34702813388001-0.9330799306679853j),(0.1538236280225636-0.9424231202506788j),(0.7045748409145173-0.7230166330294197j),(-0.17260148422031732-0.34215893395842156j)
0.62,(-0.17435178284142958-0.3441630028955318j),(0.46544348364221555-0.18377839981225091j),(-0.4171096084276478-0.28769617698985483j),(-1.3433984345772239-0.26985520228351545j),(-0.41248618629677014-0.6320379870014396j),(-0.8028820016763477-1.190133569507952j),(0.8596109321578193-0.9767269304953892j),(0.1937231706540297-1.1828389043779808j),(0.10122857137167143-1.1947588334771542j),(-0.17435178284142958-0.3441630028955318j),(0.7578080722663056-1.308061636300961j),(-0.34681259972309747-0.93429376851677j),(0.14899437740311963-0.9443764250393273j),(0.6970437852313729-0.7313782246075364j),(-0.17435178284142958-0.3441630028955318j)
0.63,(-0.17597059684901234-0.3463138604360563j),(0.4608515674823515-0.19725068349431726j),(-0.41566397684538436-0.29204703945427074j),(-1.3420369427673646-0.27744481920194775j),(-0.4108516761916835-0.6346158370217013j),(-0.8012130235527001-1.1921677483620372j),(0.8512881323723357-0.9849910086689365j),(0.18845730666451657-1.1847137239407006j),(0.09676810540169659-1.1961514500581307j),(-0.17597059684901234-0.3463138604360563j),(0.7492312588732425-1.313891250994002j),(-0.3464855690064462-0.935588026749488j),(0.14416199740625102-0.9463430984003657j),(0.6893163628973643-0.7398025063304309j),(-0.17597059684901234-0.3463138604360563j)
0.64,(-0.17744956171748144-0.34862895217719786j),(0.4558701814611817-0.21084235403420656j),(-0.4140769929050623-0.2966307308106446j),(-1.3405609577356334-0.2854178485199011j),(-0.4090782890062746-0.6373244782732154j),(-0.7993726236507506-1.1943453701239304j),(0.842761850159934-0.9933302775786318j),(0.18316822265543845-1.186603114784666j),(0.09231327318624447-1.1975625882249192j),(-0.17744956171748144-0.34862895217719786j),(0.7405133271905944-1.3197549981335295j),(-0.3460380490871266-0.9369693816369555j),(0.13932637660458563-0.9483257888928008j),(0.6813857962572989-0.7482925174693863j),(-0.17744956171748144-0.34862895217719786j)
0.65,(-0.17878333953395528-0.351121647136986j),(0.4504885825390324-0.2245333307809118j),(-0.4123391534098702-0.30145559564497343j),(-1.3389592994017256-0.2938017876380419j),(-0.4071595705340954-0.6401687404180731j),(-0.7973482145863731-1.1966763541381504j),(0.8340252686922706-1.00174240623659j),(0.17785971970643735-1.1885082987058828j),(0.08786464200948069-1.1989945353157658j),(-0.17878333953395528-0.351121647136986j),(0.7316448694672559-1.325656009674495j),(-0.3454608508788006-0.9384446678536031j),(0.13448786561639436-0.950326900257038j),(0.6732463276579065-0.756849615710446j),(-0.17878333953395528-0.351121647136986j)
0.66,(-0.1799701910612646-0.3537919999278574j),(0.4446965414714583-0.23830242264678794j),(-0.41044112387135356-0.30652849843299856j),(-1.3372202670019515-0.30262381725243553j),(-0.4050897299944215-0.643152626959299j),(-0.7951285777206328-1.1991703324563574j),(0.8250728107401587-1.0102245149252307j),(0.1725355650821082-1.1904303799851161j),(0.08342085712181585-1.200449204193887j),(-0.1799701910612646-0.3537919999278574j),(0.722616698664537-1.3315966754318056j),(-0.3447482367151274-0.9400181405970208j),(0.12964727710559096-0.9523485914148808j),(0.6648932194478397-0.7654734771544132j),(-0.1799701910612646-0.3537919999278574j)
0.67,(-0.1810088909959074-0.3566394362197828j),(0.4384872701873149-0.25212761566694075j),(-0.4083737385094141-0.3118548235402062j),(-1.3353316448071064-0.3119107987061138j),(-0.40286364003225233-0.6462793152408514j),(-0.7927099089407602-1.201831910723945j),(0.8159001386735679-1.0187731751972757j),(0.1671994922319989-1.1923703453878927j),(0.0789827712648941-1.2019280026282835j),(-0.1810088909959074-0.3566394362197828j),(0.7134198484561627-1.337578643080325j),(-0.3439002350633228-0.9416898008305273j),(0.12480588578173235-0.9543927764695317j),(0.6563227539776739-0.7741620963168507j),(-0.1810088909959074-0.3566394362197828j)
0.68,(-0.1818986975373099-0.3596629132451794j),(0.4318574217887587-0.26598607299922705j),(-0.40612800025231033-0.31743847522182683j),(-1.333293344835141-0.3216784599444954j),(-0.4004768367183108-0.6495511564476217j),(-0.790089504155767-1.2046600259223426j),(0.8065041544616242-1.027384409875751j),(0.16185520079061014-1.1943290641644986j),(0.07455491347605948-1.2034322852158197j),(-0.1818986975373099-0.3596629132451794j),(0.7040455732282733-1.3436028181548734j),(-0.34291751353493394-0.9434592209229392j),(0.1199654284000184-0.9564611247055914j),(0.6475322335999069-0.7829117861280818j),(-0.1818986975373099-0.3596629132451794j)
0.6900000000000001,(-0.18263935238782664-0.3628609197989115j),(0.4248070905512468-0.2798541349242546j),(-0.4036951436859142-0.3232822043751949j),(-1.331098787660691-0.33192573208596793j),(-0.3979255195490437-0.6529696756054352j),(-0.7872652197443109-1.207652944229617j),(0.7968829996726099-1.0360536930539859j),(0.1565063565773956-1.1963072880499812j),(0.07014162376244991-1.204963266690792j),(-0.18263935238782664-0.3628609197989115j),(0.6944849123756156-1.3496699431577488j),(-0.3418011167109486-0.945325738904219j),(0.11512810376129202-0.9585550605890591j),(0.6385199806689591-0.7917171779331885j),(-0.18263935238782664-0.3628609197989115j)
0.7000000000000001,(-0.18323108075274044-0.36623147623829005j),(0.41733981192353764-0.293707318845382j),(-0.4010690419397103-0.32938952697727436j),(-1.3287283217554247-0.34265191483736535j),(-0.3952065514466215-0.6565355715810505j),(-0.7842357124215309-1.2108084722941128j),(0.7870360554739642-1.044775950095613j),(0.15115659159676187-1.1983056512641477j),(0.06574705037901189-1.2065220217719523j),(-0.18323108075274044-0.36623147623829005j),(0.684732044762272-1.3557822166477127j),(-0.34055246614179524-0.9472884584654758j),(0.110296572712039-0.9606757637673329j),(0.6292853375411739-0.8005712214920137j),(-0.18323108075274044-0.36623147623829005j)
0.71,(-0.18367459134026246-0.36977213448307267j),(0.4094625625276902-0.3075203192887187j),(-0.3982464984792482-0.3357492224415884j),(-1.326163702452793-0.3538544882221725j),(-0.39231722311859674-0.6602491089425682j),(-0.7810004392390476-1.2141239572344509j),(0.7769639426322824-1.0535455576345687j),(0.14580950403806842-1.2003246705115656j),(0.06137514982850057-1.2081094851625105j),(-0.18367459134026246-0.36977213448307267j),(0.674796746556504-1.361932434940376j),(-0.33917336034734313-0.9493462489589647j),(0.10547395814438842-0.9628241690692089j),(0.619828666574817-0.8094651849791592j),(-0.18367459134026246-0.36977213448307267j)
0.72,(-0.1839710763615321-0.37347997801546384j),(0.40118576015906443-0.3212670079031257j),(-0.39522548267582996-0.3423458028816057j),(-1.3233880919480288-0.365529112580526j),(-0.38925648180658695-0.6641098313507325j),(-0.7775596575849629-1.2175962866395293j),(0.7666685215133162-1.0623563435750925j),(0.1404686582756276-1.2023647449815635j),(0.05702968686147957-1.2097264515501318j),(-0.1839710763615321-0.37347997801546384j),(0.6646909648714849-1.3681117899418855j),(-0.33766597481690214-0.951497745398087j),(0.10066384499611206-0.9650009665048819j),(0.6101513501300768-0.8183886549839876j),(-0.1839710763615321-0.37347997801546384j)
0.73,(-0.18412221153061697-0.3773516218801148j),(0.3925232637863212-0.3349204334602143j),(-0.392005248918087-0.34916354172726966j),(-1.3203860592981476-0.37766962856921305j),(-0.38602959719652213-0.668110267923515j),(-0.7739144251838604-1.2212218885685233j),(0.756152892081974-1.0712015870917273j),(0.13513758486870464-1.2044261563482295j),(0.05271423447632122-1.2113735756069384j),(-0.18412221153061697-0.3773516218801148j),(0.6544265721991349-1.3743117379436856j),(-0.3360328620092227-0.9537413484573902j),(0.09587028025062483-0.9672066012659454j),(0.6002557905690645-0.8273295365106206j),(-0.18412221153061697-0.3773516218801148j)
0.74,(-0.1841301560645131-0.38138321268412345j),(0.3834923735514224-0.3484528218543468j),(-0.38858633661197994-0.3561864737249987j),(-1.317143580421948-0.3902680571616721j),(-0.3826429974520171-0.6722419304611463j),(-0.7700666000968049-1.2249967315508854j),(0.7454213939023207-1.0800740186293198j),(0.12981978056151786-1.206509068770413j),(0.048432173919206414-1.213051371989509j),(-0.1841301560645131-0.38138321268412345j),(0.6440153664101205-1.3805239996225187j),(-0.3342769513524963-0.9560752244725681j),(0.09109777293698468-0.9694412737253911j),(0.5901454102558138-0.8362740529779398j),(-0.1841301560645131-0.38138321268412345j)
0.75,(-0.18399755268314474-0.3855704285970346j),(0.37411383076963056-0.36183557610263684j),(-0.3849705701807984-0.363398394937686j),(-1.3136480381000104-0.4033145996479928j),(-0.3791035228634356-0.6764963054020401j),(-0.766018840721343-1.2289163245863448j),(0.7344796061375772-1.08896581990302j),(0.12451870828323826-1.208613528891723j),(0.04418669468412464-1.2147602153388786j),(-0.18399755268314474-0.3855704285970346j),(0.6334690707538546-1.3867405600404263j),(-0.33240154924435483-0.9584973054404605j),(0.08635129412989265-0.9717049394376096j),(0.5798226994838125-0.845210607223812j),(-0.18399755268314474-0.3855704285970346j)
0.76,(-0.18372752760936445-0.38990847935083967j),(0.3644118179295094-0.3750392763449486j),(-0.3811610590651613-0.3707828627446999j),(-1.3098882219746977-0.4167976376349161j),(-0.3754184258478908-0.6808648538227936j),(-0.7617746057915025-1.2329757171449078j),(0.7233343475501214-1.0978686238982815j),(0.11923779714798988-1.2107394658405293j),(0.03998079451287398-1.2165003402805386j),(-0.18372752760936445-0.38990847935083967j),(0.6227993338584967-1.392953668644748j),(-0.3304103390518709-0.9610052890190536j),(0.08163627694969255-0.9739973091383896j),(0.5692950313428864-0.8541324937348129j),(-0.18372752760936445-0.38990847935083967j)
0.77,(-0.18332369056895303-0.39439210623997695j),(0.35441395869292325-0.3880336798438974j),(-0.3771621977230166-0.37832319584188345j),(-1.3058543285501558-0.43070373304583376j),(-0.3715953709492448-0.685339011438187j),(-0.7573381543777927-1.237169499166858j),(0.7119936765014875-1.106773514870861j),(0.1139804424548496-1.2128866912299618j),(0.035817279395061095-1.2182718414244373j),(-0.18332369056895303-0.39439210623997695j),(0.6120177297309528-1.3991558392681207j),(-0.3283073811115579-0.9635966385274797j),(0.0769586165623714-0.9763178487449186j),(0.5585817226948291-0.8630236810260286j),(-0.18332369056895303-0.39439210623997695j)
0.78,(-0.18279013479061965-0.39901558212133137j),(0.3441513178950375-0.4007877209848496j),(-0.37297966562964163-0.38600247424155476j),(-1.3015379611923128-0.44501762812078904j),(-0.36764243483810877-0.6899101886011837j),(-0.7527145458872047-1.2414918010627558j),(0.7004668909523659-1.115671028346819j),(0.10875000568784726-1.2150548991579115j),(0.03169876356810129-1.2200746733649792j),(-0.18279013479061965-0.39901558212133137j),(0.6011357577568751-1.405339850128481j),(-0.3260971127293699-0.966268582946017j),(0.07232467017955918-0.9786657793557823j),(0.5477023046366689-0.8718684589391257j),(-0.18279013479061965-0.39901558212133137j)
0.79,(-0.18213143700600165-0.40377271141423476j),(0.33365840154431836-0.41326951127592215j),(-0.36862042727764266-0.3938035392725068j),(-1.296932130128879-0.45972224541647605j),(-0.3635681063118432-0.6945697703029302j),(-0.7479096400632105-1.2459362937134388j),(0.6887645284626036-1.1245511511225192j),(0.10354981451596558-1.2172436662070292j),(0.027627669517218435-1.221908650681025j),(-0.18213143700600165-0.40377271141423476j),(0.5901648427006625-1.411498743829063j),(-0.32378434818070173-0.9690181169160906j),(0.06774120022718122-0.9810401092011842j),(0.536676078966152-0.8806519713912796j),(-0.18213143700600165-0.40377271141423476j)
0.8,(-0.18135265744966475-0.4086568301004656j),(0.3229712682405159-0.4254483835473669j),(-0.36409273217695526-0.40170899358000745j),(-1.2920312524493474-0.4747986878062401j),(-0.3593812862945576-0.6993091161727566j),(-0.7429300969857641-1.2504961884700216j),(0.6768983661912045-1.1334033212646286j),(0.0983831627931402-1.219452451444726j),(0.023606227975444996-1.2237734479358928j),(-0.18135265744966475-0.4086568301004656j),(0.5791163347054603-1.4176258273583986j),(-0.3213742787103887-0.9718420007402713j),(0.06321078288186095-0.9834418396606978j),(0.525522118181742-0.8893602163751739j),(-0.18135265744966475-0.4086568301004656j)
0.81,(-0.18045933985910295-0.4136608057242493j),(0.31212276758627855-0.4373104193110824j),(-0.35940611485484397-0.40970120112579944j),(-1.2868311521049935-0.49022623848007796j),(-0.35509128783711064-0.7041195604781756j),(-0.7377833770713006-1.255164237153896j),(0.6648814208963282-1.1422164281101186j),(0.0932533105582596-1.2216805964231736j),(0.01963647792362201-1.2256685996773562j),(-0.18045933985910295-0.4136608057242493j),(0.5680015092931603-1.423714672090319j),(-0.318872472532707-0.974736760382276j),(0.05873539900157908-0.9858710646811173j),(0.5142592654826201-0.897980045959001j),(-0.18045933985910295-0.4136608057242493j)
0.8200000000000001,(-0.17945751147473848-0.41877703739225774j),(0.30115670109928444-0.44884603112995847j),(-0.3545713948559028-0.41776228718810055j),(-1.2813290599088756-0.5059823609446371j),(-0.35070783611711015-0.7089924121248836j),(-0.732477741072737-1.2599327320567306j),(0.6527279489352912-1.1509788122662628j),(0.08816348403516526-1.2239273251793041j),(0.015720266590399157-1.2275935004376457j),(-0.17945751147473848-0.41877703739225774j),(0.5568315673644009-1.4297591137839534j),(-0.3162848748313735-0.977698687466968j),(0.05431875330647784-0.9883264622507026j),(0.5029061347686853-0.9064991662864614j),(-0.17945751147473848-0.41877703739225774j)
0.8300000000000001,(-0.17835368303992194-0.4239974557736098j),(0.290116164066044-0.4600468037364833j),(-0.34960067674205464-0.4258741383616035j),(-1.2755236135358339-0.5220426990232164j),(-0.346241068438913-0.7139189546567599j),(-0.7270222500794712-1.2647935059404711j),(0.6404534462645666-1.159678265610639j),(0.08311687563265152-1.2261917442348103j),(0.01185924945223471-1.2295474047334485j),(-0.17835368303992194-0.4239974557736098j),(0.5456176351985664-1.4357532525837287j),(-0.31361780775954573-0.9807238392803568j),(0.04996424492191247-0.9908066390030655j),(0.491481110640554-0.9149061375767641j),(-0.17835368303992194-0.4239974557736098j)
0.84,(-0.17715484880093213-0.42931352309987103j),(0.27904184726356196-0.4709063018964361j),(-0.34450735009255173-0.4340184025574756j),(-1.2694148575224913-0.5383810768557655j),(-0.34170153423362526-0.7188904462558672j),(-0.7214267655173832-1.2697379320373405j),(0.6280746484397834-1.168302031291128j),(0.07811664394446569-1.2284728425961446j),(0.00805489023339552-1.2315294270659078j),(-0.17715484880093213-0.42931352309987103j),(0.5343707644537887-1.44169145301937j),(-0.3108779704398219-0.983808038769598j),(0.045674967378451226-0.9933101302171687j),(0.4800023483995606-0.9231903741246266j),(-0.17715484880093213-0.42931352309987103j)
0.85,(-0.17586848650697617-0.43471623316505376j),(0.267972036959337-0.48142007040888773j),(-0.33930608950397534-0.4421764890033596j),(-1.2630042432672532-0.5549694988988861j),(-0.33710019505910216-0.723898119742451j),(-0.7157019491488339-1.2747569240498386j),(0.6156095306157277-1.1768368037259151j),(0.07316591374930781-1.2307694917545209j),(0.00430846090595699-1.2335385419206237j),(-0.17586848650697617-0.43471623316505376j),(0.5231019321669447-1.4475683440059022j),(-0.3080724389642409-0.9869468745429937j),(0.041453708611875216-0.9958353998173263j),(0.46848777404775643-0.9313421443002751j),(-0.17586848650697617-0.43471623316505376j)
0.86,(-0.17450255741018947-0.4401961113256171j),(0.2569426149113626-0.49158563410619993j),(-0.33401285459023594-0.4503295682433728j),(-1.2562946290303079-0.5717781499258301j),(-0.332448424599948-0.7289331825749406j),(-0.709859263072666-1.2798409361507426j),(0.6030773075463416-1.1852687286034875j),(0.068267776010831-1.2330804456859124j),(0.0006210416898031618-1.2355735837676525j),(-0.17450255741018947-0.4401961113256171j),(0.5118220407536589-1.4533788188436465j),(-0.3052086663942824-0.9901357008699917j),(0.03730295096317871-0.9983808403732036j),(0.45695508428791104-0.9393525705494438j),(-0.17450255741018947-0.4401961113256171j)
0.87,(-0.17306550626563577-0.4457432145004669j),(0.24598705836812618-0.501402497854026j),(-0.3286448899825732-0.4584585721381075j),(-1.2492902799336254-0.5887753950265009j),(-0.32775800866751625-0.7339868168499479j),(-0.7039109697242036-1.284979962983106j),(0.5904984335847236-1.1935834028826373j),(0.0634252878776412-1.2354043408510533j),(-0.003006478947373284-1.2376332470615075j),(-0.17306550626563577-0.4457432145004669j),(0.5005419180083018-1.4591180352182236j),(-0.30229448276086673-0.9933696376811864j),(0.03322487117856889-1.0009447730998178j),(0.4454217465235113-0.9472136293933755j),(-0.17306550626563577-0.4457432145004669j)
0.88,(-0.17156626133130698-0.45134713117095565j),(0.23513644006860965-0.5108721465513104j),(-0.3232207253295559-0.4665441938646309j),(-1.2419968679609585-0.605927779607453j),(-0.32304114519990945-0.7390501793022684j),(-0.6978701318752523-1.2901635396602604j),(0.5778946026831295-1.2017658747924589j),(0.05864147268329736-1.237739696195438j),(-0.006573404290071139-1.2397160862411576j),(-0.17156626133130698-0.45134713117095565j),(0.48927231710399055-1.4647814152005518j),(-0.2993380950643548-0.9966435705683181j),(0.029221340409465946-1.0035254478575366j),(0.43390499885876177-0.9549181514288217j),(-0.17156626133130698-0.45134713117095565j)
0.89,(-0.17001423436812346-0.45699698138088285j),(0.2244194282422891-0.519998045130289j),(-0.3177601752970821-0.47456688791648527j),(-1.234421471957843-0.6232000293918922j),(-0.31831044426197935-0.7441144013048805j),(-0.6917506126340991-1.2953807417658136j),(0.5652887483929704-1.2098006438323508j),(0.053919319946311134-1.2400849131493217j),(-0.010079229374980528-1.2418205157300288j),(-0.17001423436812346-0.45699698138088285j),(0.4780239165925886-1.4703646452468484j),(-0.2963480872745484-0.9999521507842735j),(0.02529392421250306-1.0061210431520795j),(0.4224218500985845-0.9624598213280421j),(-0.17001423436812346-0.45699698138088285j)
0.9,(-0.1684193206399337-0.46268141673649454j),(0.21386228660913514-0.5287856385564889j),(-0.31228433956837887-0.4825068701036874j),(-1.226572577631596-0.6405550504196752j),(-0.31357892804532683-0.7491705888689462j),(-0.6855670754455127-1.3006201853536508j),(0.5527050438648146-1.2176716607720146j),(0.04926178537014736-1.2424382756277192j),(-0.013523640990983105-1.2439448099360038j),(-0.1684193206399337-0.46268141673649454j),(0.466807320404706-1.4758636761986281j),(-0.2933334203306899-1.0032897952430855j),(0.021443882549526394-1.0087296661345173j),(0.41098907974861953-0.9698331778388047j),(-0.1684193206399337-0.46268141673649454j)
0.91,(-0.16679189891351456-0.46838862040648366j),(0.20348887437961238-0.5372423518287284j),(-0.3068151435661013-0.4903445480771141j),(-1.2184600775513188-0.65795392904731j),(-0.3088600308683019-0.7542098226438101j),(-0.6793349840907428-1.3058700269479344j),(0.5401642084447102-1.2253674190009596j),(0.04467179084322351-1.2447979500304065j),(-0.016906517679151745-1.2460871032514214j),(-0.16679189891351456-0.46838862040648366j),(0.4556330578496991-1.4812747232827046j),(-0.29030343214146237-1.006650686519933j),(0.017672169787595123-1.0113493526012725j),(0.399623238015224-0.9770336137843865j),(-0.16679189891351456-0.46838862040648366j)
0.92,(-0.1651428314585712-0.47410630712198976j),(0.19332064625467998-0.5453775899791171j),(-0.30136649207450383-0.498070577728579j),(-1.2100952711478934-0.6753559319479556j),(-0.3041675991760036-0.7592231579170006j),(-0.6730706026875211-1.3111179635431034j),(0.5276728334683377-1.232894887446003j),(0.04015222443891017-1.2471619852419196j),(-0.02022792973275092-1.2482453900530766j),(-0.1651428314585712-0.47410630712198976j),(0.44451158361567106-1.4865942661111897j),(-0.2872678375849897-1.0100287728511412j),(0.013979434698981393-1.0139780669941176j),(0.38834064580547295-0.984057376063572j),(-0.1651428314585712-0.47410630712198976j)
0.93,(-0.16348346404773698-0.4798217231765993j),(0.18337665242579126-0.5532027380730563j),(-0.29595320236037764-0.5056792198434571j),(-1.2014908647139853-0.6927185061114225j),(-0.29951589154028024-0.7642016246142288j),(-0.6667909956900604-1.3163512326038742j),(0.5152474195051122-1.240252893721326j),(0.035705940415530685-1.2495283126315548j),(-0.023488139197236357-1.2504175247022216j),(-0.16348346404773698-0.4798217231765993j),(0.43345327776947107-1.491819048681493j),(-0.28423672850883624-1.0134177681341816j),(0.010366020461170349-1.0166137024001782j),(0.37715739472715903-0.9909015656506553j),(-0.16348346404773698-0.4798217231765993j)
0.9400000000000001,(-0.16182562595657365-0.48552164642634543j),(0.17367353857489395-0.5607311612092379j),(-0.29059147625857024-0.5131636489642856j),(-1.1926609714040421-0.7099972788441717j),(-0.2949195786597292-0.7691362272993894j),(-0.6605140278890551-1.3215566120652402j),(0.5029046734778347-1.247439426922359j),(0.03133575921636139-1.2518947460533691j),(-0.026687599870255305-1.2526012215445645j),(-0.16182562595657365-0.48552164642634543j),(0.4224684457566951-1.496946079376323j),(-0.2812205737300072-1.016811151927672j),(0.006831964656860111-1.0192540805519301j),(0.3660893470887923-0.9975641375954382j),(-0.16182562595657365-0.48552164642634543j)
0.9500000000000001,(-0.1601816299635712-0.49119238628970807j),(0.16422554587442997-0.5679782045196459j),(-0.2852965563878897-0.5205175518023396j),(-1.1836211112342945-0.7271460577693163j),(-0.29039341573182875-0.774018307143913j),(-0.6542583644116813-1.326720420332472j),(0.49066034406666204-1.254452782124273j),(0.027044467469631517-1.2542589818461798j),(-0.029826957301646265-1.2547940549102705j),(-0.1601816299635712-0.49119238628970807j),(0.4115673184016855-1.5019726309636858j),(-0.27823021903494854-1.0202021694513757j),(0.0033769992739618726-1.0218969518272005j),(0.3551521358996007-1.004043901023231j),(-0.1601816299635712-0.49119238628970807j)
0.96,(-0.15856427235014792-0.49681978374761393j),(0.15504451098733577-0.5749611931695546j),(-0.2800827261511049-0.5277351272376334j),(-1.1743882110827548-0.7441168308266193j),(-0.28594704184892966-0.7788439105279861j),(-0.6480430255398236-1.33182885584457j),(0.47852922170910617-1.2612915603819792j),(0.022834817988523243-1.2566185988335643j),(-0.03290704879343928-1.2569934591139604j),(-0.15856427235014792-0.49681978374761393j),(0.4007600519075311-1.5068962405968864j),(-0.2752768871795468-1.0235838315862031j),(5.50705599719481e-07-1.0245399952491685j),(0.34436116486952983-1.0103405191348525j),(-0.15856427235014792-0.49681978374761393j)
0.97,(-0.15698683005425587-0.5023892155421656j),(0.14614030064967742-0.5816969857886861j),(-0.27496330973494515-0.5348110863189195j),(-1.1649779727943304-0.7608761081718006j),(-0.281587637461306-0.783609238409141j),(-0.6418751331521482-1.3368781583792964j),(0.4665251386000346-1.2679546687301289j),(0.018709533938516577-1.2589710746816287j),(-0.035928903399855786-1.2591967284547123j),(-0.15698683005425587-0.5023892155421656j),(0.3900567278560672-1.511714709814528j),(-0.27237217788912915-1.0269489148742101j),(-0.0032982602498892455-1.0271808184863636j),(0.3337316084092422-1.0164545092066302j),(-0.15698683005425587-0.5023892155421656j)
0.98,(-0.15545305686310965-0.5078995337650363j),(0.13751848411283635-0.5881933132871372j),(-0.26995067211010065-0.5417406522636887j),(-1.1554126404613776-0.777414454412904j),(-0.2773223546591379-0.7883100320028825j),(-0.6357643664522777-1.3418647443283378j),(0.45466096869167055-1.2744413201831137j),(0.014671189816653711-1.2613181653893195j),(-0.038893741927308545-1.2614010172160606j),(-0.15545305686310965-0.5078995337650363j),(0.37946735320787534-1.5164261045405119j),(-0.26952806785846367-1.0302899615185996j),(-0.006520618388954916-1.0298169578526677j),(0.32327841163011883-1.0223872425903997j),(-0.15545305686310965-0.5078995337650363j)
0.99,(-0.1539614040608672-0.5133544092080973j),(0.12917823580193347-0.5944606277186687j),(-0.2650562190312222-0.5485195604581707j),(-1.145723679248262-0.7937062727945685j),(-0.2731579381985758-0.7929422464684683j),(-0.6297243032403674-1.346782235431753j),(0.4429486276935929-1.2807510337350652j),(0.010717572317346977-1.2636598945754929j),(-0.041802976934401825-1.2636033396659956j),(-0.1539614040608672-0.5133544092080973j),(0.369001860302284-1.5210287550840373j),(-0.26675660056834494-1.0335995337110833j),(-0.009668014102834202-1.0324458783073132j),(0.3130162903442578-1.0281409447135055j),(-0.1539614040608672-0.5133544092080973j)
