t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B01_z_0000_00,B01_z_0001_00,B01_z_0002_00,B01_z_0003_00,B01_z_0004_00,B02_z_0000_00
1.83,(-0.1866792469172934-0.7199770322784004j),(-0.1327178632703775-0.790429386951029j),(-0.21034909053322368-0.7664908538264121j),(-0.7727655367924886-1.2575899959053043j),(-0.23318039553293915-0.9580429236357826j),(-0.5320114688930475-1.4936108942319422j),(-0.059976496911982105-1.4633655229399822j),(-0.21386196316188563-1.3618441181012506j),(-0.23313676199485228-1.3590801123176643j),(-0.1866792469172934-0.7199770322784004j),(-0.12128001918338122-1.6631948342313516j),(-0.27053718218877193-1.1614135325942636j),(-0.1839937791856775-1.1482537444976646j),(-0.08506224270489762-1.1980413615149164j),(-0.1866792469172934-0.7199770322784004j)
1.84,(-0.18543601078695868-0.7232650714702037j),(-0.13285433120243756-0.7931777646378192j),(-0.20866824849377175-0.7697394375387835j),(-0.7668125321472786-1.2629848627015952j),(-0.23173423805286386-0.9606890021881823j),(-0.529541322523291-1.4961666380809489j),(-0.06329957143446653-1.464980487082045j),(-0.2145276092182578-1.363557970921481j),(-0.23350885987059533-1.3608347488470227j),(-0.18543601078695868-0.7232650714702037j),(-0.1245356644458771-1.6646011812726302j),(-0.26937572401145854-1.1636757059569898j),(-0.18418217848750554-1.150254241408963j),(-0.08713509850028714-1.199874127224611j),(-0.18543601078695868-0.7232650714702037j)
1.85,(-0.18413424768476858-0.7266149829036237j),(-0.1329249482447723-0.7959869043731438j),(-0.20693352327712056-0.7730456104411488j),(-0.760722777982936-1.2684591368683902j),(-0.2302284654808227-0.9633905706994275j),(-0.5269701667356987-1.4987868418962802j),(-0.0665624234126303-1.4666268953577934j),(-0.21512221968083362-1.3653199950892543j),(-0.23381023063247555-1.3626381334633282j),(-0.18413424768476858-0.7266149829036237j),(-0.12772775531290284-1.6660398564346677j),(-0.2681489272974023-1.1659904543941164j),(-0.18430611736624844-1.1523057865897672j),(-0.0891457294814299-1.2017477704497228j),(-0.18413424768476858-0.7266149829036237j)
1.86,(-0.18278002523652073-0.7300221329276513j),(-0.13293498951348307-0.7988526454786112j),(-0.20515179097136374-0.7764044251093637j),(-0.7545095430403502-1.2739998390134553j),(-0.22866876636432806-0.96614406782424j),(-0.5243056649459026-1.5014670067655236j),(-0.06976527866504251-1.4683036424140543j),(-0.21565024172325511-1.3671276750206847j),(-0.23404534424958964-1.364487802179862j),(-0.18278002523652073-0.7300221329276513j),(-0.13085704507460383-1.6675097988104461j),(-0.26686252577909686-1.1683545168301337j),(-0.18437058848230464-1.1544053420940867j),(-0.0910953258570053-1.2036608025780784j),(-0.18278002523652073-0.7300221329276513j)
1.87,(-0.1813795715087727-0.7334817179945853j),(-0.1328897119319927-0.8017707600638543j),(-0.20332997905076827-0.779810855330453j),(-0.7481871418542956-1.2795931163999992j),(-0.2270610772220827-0.9689457300082305j),(-0.521555882253867-1.5042024131022347j),(-0.07290852844879231-1.4700094678494067j),(-0.21611620668625348-1.3689783967523521j),(-0.23421879975226784-1.3663811679471867j),(-0.1813795715087727-0.7334817179945853j),(-0.13392442074403216-1.66900980123717j),(-0.2655224268927217-1.1707644881619899j),(-0.18438048109068644-1.156549852002259j),(-0.09298530847845789-1.2056115507796215j),(-0.1813795715087727-0.7334817179945853j)
1.8800000000000001,(-0.17993927500884202-0.7369887646600335j),(-0.13279435423104555-0.8047369530265303j),(-0.20147506637577425-0.7832597961026108j),(-0.7417709347534314-1.2852242429466743j),(-0.22541158254398008-0.9717915914878973j),(-0.5187292854438892-1.5069881206459375j),(-0.07599272945948944-1.47174295621418j),(-0.21652473007764902-1.370869447941303j),(-0.2343353252320736-1.3683155206531459j),(-0.17993927500884202-0.7369887646600335j),(-0.13693090305714659-1.6705385102962647j),(-0.26413471177814235-1.1732168192590915j),(-0.18434071233604893-1.1587361792056539j),(-0.09481732883999733-1.207598158006414j),(-0.17993927500884202-0.7369887646600335j)
1.8900000000000001,(-0.1784656846848061-0.7405381295829115j),(-0.1326541369487075-0.8077468620523208j),(-0.19959408319299513-0.7867460636352004j),(-0.7352773278603019-1.290877619227576j),(-0.22372671479110415-0.9746774842906271j),(-0.5158347429845997-1.5098189684621244j),(-0.0790186038312637-1.4735025370104553j),(-0.21688051157235125-1.3727980178650505j),(-0.23439977784180394-1.3702880271228655j),(-0.1784656846848061-0.7405381295829115j),(-0.13987764647281287-1.6720944263133775j),(-0.2627056352789104-1.175707816963303j),(-0.18425622725268986-1.1609611054066733j),(-0.09659326907859847-1.2096185829926351j),(-0.1784656846848061-0.7405381295829115j)
1.9000000000000001,(-0.1769655099255024-0.7441244995254437j),(-0.132474262430366-0.810796057614932j),(-0.1976941111352174-0.7902643953487545j),(-0.7287237730913358-1.2965367724722425j),(-0.22201315439572938-0.9775990382346944j),(-0.5128815250289616-1.5126895749422562j),(-0.08198703913676536-1.4752864846920641j),(-0.21718833501235865-1.3747611974215739j),(-0.23441714379548909-1.3722957311187518j),(-0.1769655099255024-0.7441244995254437j),(-0.14276593917280317-1.6736759033583777j),(-0.26124162594226313-1.178233644088948j),(-0.18413199876454966-1.1632213311187507j),(-0.0983152419740013-1.2116706002545823j),(-0.1769655099255024-0.7441244995254437j)
1.9100000000000001,(-0.1754456205605282-0.7477423913531626j),(-0.13225991482872995-0.8138800429760945j),(-0.19578228322140093-0.793809449874975j),(-0.722128330491954-1.302185145575925j),(-0.22027782976132088-0.9805516809292623j),(-0.5098793034142707-1.5155943378037624j),(-0.084899088387165-1.4770929186645898j),(-0.21745306840675901-1.3767559791293191j),(-0.23439253836839283-1.3743355533404935j),(-0.1754456205605282-0.7477423913531626j),(-0.14559720306179672-1.6752811492453556j),(-0.25974928601912417-1.1807903194228073j),(-0.1839730276852116-1.1655134756663519j),(-0.09998559094871089-1.2137518000906695j),(-0.1754456205605282-0.7477423913531626j)
1.92,(-0.17391304686024095-0.7513861520349087j),(-0.13201626010382983-0.8169942541855629j),(-0.19386578385667877-0.797375807056733j),(-0.7155016965812755-1.3078203894544622j),(-0.2185279172625343-0.9835306377743818j),(-0.5068381516621561-1.518527434090041j),(-0.08775597003215327-1.4789198032853657j),(-0.2176796639317291-1.3787792571271986j),(-0.23433120589701223-1.3764042914250598j),(-0.17391304686024095-0.7513861520349087j),(-0.1483729937673791-1.676908225532624j),(-0.25823539146410285-1.1833737177241208j),(-0.18378434271790148-1.1678340771849747j),(-0.10160689006799753-1.2158595885814296j),(-0.17391304686024095-0.7513861520349087j)
1.93,(-0.17237497953575773-0.7550499586428315j),(-0.13174844602301752-0.8201340600811168j),(-0.19195184883235708-0.8009579679480694j),(-0.7088571358577184-1.3134359071510204j),(-0.2167708412452157-0.9865309319609921j),(-0.5037685449785793-1.5214828201704578j),(-0.09055906795994162-1.4807649478634775j),(-0.21787315793053488-1.380827827174591j),(-0.23423851977907773-1.378498619946702j),(-0.17237497953575773-0.7550499586428315j),(-0.15109500064004322-1.6785550475227167j),(-0.25670689193549456-1.185979569724586j),(-0.18357100045548802-1.170179592621149j),(-0.10318194403989667-1.2179911875895124j),(-0.17237497953575773-0.7550499586428315j)
1.94,(-0.17083876973895587-0.7587278183523885j),(-0.13146160216096658-0.8232947622885597j),(-0.1900477653259154-0.8045503548141935j),(-0.7022101162328511-1.3190211324366377j),(-0.21501427402640186-0.9895473844709204j),(-0.5006813602538348-1.524454231740348j),(-0.09330993149726127-1.482626006659761j),(-0.2180386709135315-1.3828983866513418j),(-0.23411998247355323-1.3806150904169527j),(-0.17083876973895587-0.7587278183523885j),(-0.15376504675318817-1.6802193842623896j),(-0.25517091079528065-1.1886034621283597j),(-0.18333808538048246-1.1725463977324362j),(-0.10471378821520884-1.2201436347596857j),(-0.17083876973895587-0.7587278183523885j)
1.95,(-0.16931192906247244-0.7624135684423455j),(-0.13116083989967198-0.8264715952217199j),(-0.18816087190100644-0.8081473111314845j),(-0.6955758247986085-1.324565988850688j),(-0.21326613589432009-0.9925746140768822j),(-0.4975878760625501-1.5274351838210145j),(-0.09601027540936419-1.4845004788868033j),(-0.21818140755816307-1.3849875345577625j),(-0.233981225500636-1.3827501312846255j),(-0.16931192906247244-0.7624135684423455j),(-0.1563850889031201-1.6818988585426198j),(-0.25363474510912853-1.1912408376120553j),(-0.18309070986503892-1.1749307870874302j),(-0.10620568858749975-1.2223137835188345j),(-0.16931192906247244-0.7624135684423455j)
1.96,(-0.1678021295397046-0.7661008762947767j),(-0.13085125242845025-0.8296597260824498j),(-0.18629855850745608-0.8117431015874907j),(-0.6889691678272909-1.330060889700882j),(-0.21153459510838812-0.9956070373424811j),(-0.4944997726636855-1.5304189707597287j),(-0.09866197990002226-1.486385708708943j),(-0.218306656708963-1.3870917715146311j),(-0.23382800944175663-1.3849000479358158j),(-0.1678021295397046-0.7661008762947767j),(-0.15895721760905174-1.6835909468986066j),(-0.2521058656463915-1.1938869948247461j),(-0.1828340141709541-1.1773289740657564j),(-0.10766114179310021-1.224498303075962j),(-0.1678021295397046-0.7661008762947767j)
1.97,(-0.16631720364480937-0.7697832393950647j),(-0.1305379147439394-0.8328542548606264j),(-0.18446826648126344-0.8153319120809298j),(-0.6824047707715655-1.3354967380632663j),(-0.2098280678992145-0.998638868622209j),(-0.49142913200053406-1.533398666229731j),(-0.10126709061152805-1.488278885242269j),(-0.2184197913775537-1.3892074997631925j),(-0.2336662239395792-1.3870610226939004j),(-0.16631720364480937-0.7697832393950647j),(-0.16148365711310275-1.6852929796097706j),(-0.2505919168801088-1.196537088387963j),(-0.1825731664496675-1.1797370908580729j),(-0.10908387511110627-1.2266936784221885j),(-0.16631720364480937-0.7697832393950647j)
1.98,(-0.16486514429270374-0.7734539853319002j),(-0.13022588365009896-0.8360502143341508j),(-0.18267748854460092-0.8189078497216886j),(-0.675896978264465-1.3408649267822228j),(-0.208155218468598-1.0016641200614456j),(-0.4883884377007218-1.5363671232302298j),(-0.1038278186246942-1.490177042554622j),(-0.21852626874264683-1.3913310231651574j),(-0.2335018876980011-1.3892291148195375j),(-0.16486514429270374-0.7734539853319002j),(-0.1639667653802994-1.6870021406997546j),(-0.24910071698700578-1.1991861288956949j),(-0.18231336274226131-1.182151188466069j),(-0.11047784646337903-1.2288962103307526j),(-0.16486514429270374-0.7734539853319002j)
1.99,(-0.16345410483906464-0.7771062717972826j),(-0.12992019775821004-0.8392425700689492j),(-0.1809337688058141-0.8224649428308233j),(-0.6694598541193888-1.3461573384704704j),(-0.20652495898952822-1.0046766015964588j),(-0.4853905750762076-1.539316974086402j),(-0.10634654045885372-1.4920770596655935j),(-0.21863163015004305-1.393458547202704j),(-0.2333411484821531-1.3914002605106666j),(-0.16345410483906464-0.7771062717972826j),(-0.16640903409857483-1.6887154679364222j),(-0.2476402578474936-1.2018289829143893j),(-0.18205982697946047-1.1845672367024664j),(-0.11184724441454476-1.2311020153570098j),(-0.16345410483906464-0.7771062717972826j)
2.0,(-0.16209239908032902-0.7807330865865195j),(-0.12962587748687524-0.8424262204189714j),(-0.17924470275942178-0.8259971409405592j),(-0.6631071813301019-1.3513663455090634j),(-0.20494644960618516-1.007669920954405j),(-0.482448831123283-1.5422406304493927j),(-0.10882579807185994-1.4939756605465255j),(-0.21874150111263224-1.3955861789784754j),(-0.23319028311839943-1.3935702729025088j),(-0.16209239908032902-0.7807330865865195j),(-0.16881308867876868-1.6904298528318593j),(-0.24621870504566956-1.2044603729829522j),(-0.1818178109816325-1.1869811241910189j),(-0.1131964881719949-1.233307025838434j),(-0.16209239908032902-0.7807330865865195j)
