t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B02_A_0000
1.73,(-46.281074480795866-36.319374352959315j),(-52.31638467303122+165.25134242308013j),(-26.15197530019268-97.75627213714534j),(2.9970084490386313-0.4099134975037747j),(187.05547519558323-84.32594549644237j),(9.761802057546696-5.99215260927484j),(17.644116723250505+17.214067662941563j),(-388.9164320925778-942.6188600004714j),(296.2702252118441+984.8314406704768j),(0.2415211853882917+1.2988315251790232j),(0.04432945309270917+0.00919288095824121j),(0.44827273269450035+4.095950941429807j),(-1.9148550935939377-8.194415788776693j),(1.0968230683090985+3.1347531185455764j),(-0.08074839260581768-0.09442243883628548j)
1.74,(-48.03368195749366-36.33650437811359j),(-48.44625059762861+178.6645990128162j),(-34.638865115802865-103.9471368987756j),(3.2307574020434-0.6359709351219651j),(195.86021849386566-96.55367355257685j),(10.169193358298108-6.935112361430663j),(19.3776303133444+18.67669796732134j),(-447.1695564520607-1012.3850712941929j),(349.7131037320806+1059.3174149002696j),(0.2784587470540533+1.3194906898641756j),(0.04505301736066119+0.00871486079527623j),(0.6117839715354998+4.247312138356276j),(-2.212268361061166-8.464596346496185j),(1.1997459942700124+3.242527841385305j),(-0.08037852927060704-0.09297141930174045j)
1.75,(-49.84226768800184-36.326646946085454j),(-43.66957308979075+193.02239452464912j),(-44.09405774338829-110.39444223723648j),(3.4707687770330993-0.9001862455073011j),(204.79254337658867-109.88409281891222j),(10.554518537742222-7.978143965067048j),(21.290935271591344+20.275708023635893j),(-512.828514219928-1087.076500874746j),(410.3903524812906+1139.119164472236j),(0.3170393174831655+1.3392842340429925j),(0.04575682958601245+0.008214805562570232j),(0.7898567490481845+4.399743009151729j),(-2.5321891034006168-8.737931974180743j),(1.3095134486742854+3.353277521749603j),(-0.07996770764085896-0.09151716585727529j)
1.76,(-51.80688784503449-36.237116533956204j),(-37.70808664122341+208.41351783399318j),(-54.670398872765354-117.14202792375093j),(3.716679622243555-1.2125196997908283j),(213.79543792894003-124.48343860765259j),(10.90697790718066-9.141770009922546j),(23.426593756808437+22.044980398275108j),(-587.9521375671305-1167.8882251173534j),(480.3494197785782+1225.4900204722921j),(0.35749528898753424+1.3580147789704307j),(0.046442955452291816+0.007694455531644341j),(0.985152576092093+4.553342543752999j),(-2.8787296721034457-9.015288068576282j),(1.427474141098178+3.467884288539104j),(-0.07951590991762479-0.09006382137349078j)
1.77,(-53.785542512099674-36.111542033426915j),(-30.49889839733162+224.72024860349316j),(-66.45952853599235-124.0112526667824j),(3.9622869801297136-1.5754255081792483j),(222.7133648494924-140.3553770021722j),(11.21060377251739-10.424114777475953j),(25.791394389965767+23.978190373718377j),(-673.0809108783983-1254.0752367048533j),(560.2000412172226+1317.6815673442813j),(0.3998995661271992+1.375443244929635j),(0.04710751288191517+0.007154557418065884j),(1.1990526972924835+4.707199483478927j),(-3.25393913819332-9.295556572648687j),(1.5542873297345978+3.586321821735569j),(-0.07902354146243794-0.08861545633650834j)
1.78,(-55.69628625386317-35.936683045240734j),(-21.891665812884018+241.89407349646532j),(-79.60874456205427-130.91125123951429j),(4.20194678216656-1.9945572111620016j),(231.42306598332203-157.56499643132466j),(11.44940173794657-11.831367736328277j),(28.409578948948365+26.083029156328557j),(-769.6179118978806-1345.6030006841008j),(651.3905469923183+1415.6793592718377j),(0.4441534737923405+1.3912884316011283j),(0.04774043117296069+0.0065946256430366255j),(1.4315831061202848+4.859351267801707j),(-3.657667401354158-9.575567460337725j),(1.6898719732588168+3.7076095044440702j),(-0.07849143079731383-0.08717606884797005j)
1.79,(-57.76730215282793-35.74900762876292j),(-11.661300131333963+259.98738479528447j),(-94.06236609998788-137.77569230960287j),(4.430035354518174-2.4787060301998354j),(239.80055335519828-176.24612188558027j),(11.604569307917311-13.376621453674591j),(31.327007310759807+28.38099897759537j),(-879.8959842009347-1442.8913206315146j),(756.2803019900638+1519.9540567582146j),(0.49001335365393095+1.4052456235283999j),(0.048327266085950636+0.006012995359920566j),(1.6818132208750696+5.007205586827337j),(-4.088058821369279-9.850884613318875j),(1.8335019216128579+3.8301624519097555j),(-0.07792074476954132-0.08575013357282064j)
1.8,(-59.77487069830503-35.49363703035093j),(0.37250063162797+278.7078751029265j),(-110.0156416126495-144.3977509929417j),(4.635026728309125-3.029647775505426j),(247.5498073558328-196.32621812467545j),(11.64893299264641-15.05063779337964j),(34.54740969232911+30.852884847954407j),(-1004.3759294710101-1544.1463612386194j),(875.464538513922+1628.673817640126j),(0.537455918985249+1.4169735683292677j),(0.04886311798131419+0.0054086921889144515j),(1.950694933476703+5.148984752627683j),(-4.546529426893939-10.119148516191975j),(1.9857317974009587+3.953634390234967j),(-0.07731369419440731-0.08434009966261409j)
1.81,(-61.680321430002124-35.18013149032715j),(14.438196831157164+297.9946536866215j),(-127.60102500767981-150.63184157906804j),(4.806546365889353-3.655155998310849j),(254.49266749557518-217.91455218290318j),(11.556781234353691-16.861828284554484j),(38.11882911914903+33.50823303655221j),(-1144.8185323642979-1648.5348190060668j),(1010.7626097913239+1741.0476379446236j),(0.5865324765698172+1.426097777857114j),(0.04934603344331767+0.004782370215916678j),(2.2395567064654354+5.282710611767054j),(-5.035527609313163-10.377937375205446j),(2.147709427944829+4.077824229668064j),(-0.07667388405942661-0.0829427507621238j)
1.82,(-63.649725444227336-34.616311883943354j),(30.82967220803892+317.47936762042593j),(-146.77942807096022-156.32022542654013j),(4.930646759237428-4.358543087929729j),(260.29338677073804-240.93977747585598j),(11.295791657813512-18.802799924460793j),(42.067884032659435+36.33444723634864j),(-1302.3367121641202-1754.2565852384116j),(1163.418473742835+1855.24248969584j),(0.6371133920336196+1.4322912419256375j),(0.049769693349312784+0.004135590593410246j),(2.5486326560328303+5.406136174421313j),(-5.555405974106746-10.624053255444426j),(2.3197046924791622+4.2019984992828245j),(-0.07600483926208822-0.08155507771876548j)
1.83,(-65.62740928972651-34.28695522138267j),(49.508433150884926+337.1631324642829j),(-167.42887767835435-160.95294005678556j),(4.992584532658056-5.144279832026443j),(264.7665729327965-265.49080264014054j),(10.83469781192763-20.874170457163874j),(46.45631238119355+39.32661625358923j),(-1479.0470782814687-1859.9708532225898j),(1335.6116321887612+1969.966827587287j),(0.6888850659534166+1.4352761931346043j),(0.05012336039356984+0.0034708081007311813j),(2.8770534059169233+5.5167582636834j),(-6.104389971077615-10.853537169516011j),(2.5010901827009544+4.324892562419449j),(-0.07530992525581508-0.08017465059160296j)
1.84,(-67.89135943613552-33.7639627374802j),(70.92704700164671+356.6607190934308j),(-189.4242310519111-164.6738919327811j),(4.970591689169865-6.0099470298213795j),(267.43553775793697-291.34727145182376j),(10.130516764187924-23.051592136312227j),(51.29696219847111+42.44285056076795j),(-1676.008338878454-1962.7869590231269j),(1528.6115652347717+2082.2363914240445j),(0.7414165806956112+1.4348273582206568j),(0.05039381016024776+0.0027921199700735562j),(3.2233364544841354+5.612256585064741j),(-6.67940347289253-11.062720759960246j),(2.6906376778890646+4.445311207026094j),(-0.07459234804996405-0.07879961865134828j)
1.85,(-70.20920241757597-32.94784233864992j),(95.23293922076525+375.47477672009427j),(-212.9312521286809-167.15478332732684j),(4.842765782195862-6.952448139525694j),(267.95632413755095-318.3763346866579j),(9.142865215861317-25.31393982509438j),(56.6322685317129+45.6484959081001j),(-1895.0398131125687-2060.120805698429j),(1744.3795368547842+2189.4217432594924j),(0.7944806059532956+1.4305961545983203j),(0.05057474064245713+0.0021002748569097706j),(3.5869309869459727+5.689965853293876j),(-7.27963793627913-11.247488378151854j),(2.8883132451224793+4.562021384614271j),(-0.0738551542098259-0.07742871038036163j)
1.86,(-72.13079634660936-31.94986323421715j),(122.56313664535617+393.2622836765634j),(-238.27499862541154-167.83301360970583j),(4.58563372950892-7.970113983884284j),(265.9884282464918-346.6920949492609j),(7.825768864596401-27.648321978186406j),(62.555308147824206+48.90103556847851j),(-2139.498454606616-2149.0475182329455j),(1986.3898456431778+2288.6657199706547j),(0.8478354057720503+1.4222121353987522j),(0.050661482963924705+0.0013945072357723692j),(3.9668577373698444+5.746604842493509j),(-7.903926792524711-11.402445956574704j),(3.094152986640189+4.673137442058936j),(-0.07310123085662534-0.07606123347265138j)
1.87,(-74.11298544050551-31.098483290351872j),(153.17024396374688+409.53000935638033j),(-264.92374530184475-166.10141459949656j),(4.1702006484546965-9.051012974969954j),(260.9685054138101-376.02942053802684j),(6.127973637920755-30.010908204481407j),(69.10991740467531+52.120554498661626j),(-2410.6791287251535-2224.6098433031257j),(2256.166144068591+2374.9114356182054j),(0.9010985642098187+1.4094312537425404j),(0.050647736077093185+0.0006777210710021122j),(4.361334733554402+5.7794066610170995j),(-8.549436622336765-11.523259450304952j),(3.3074316841898774+4.777222535354751j),(-0.07233330566752101-0.07469707483387406j)
1.8800000000000001,(-76.06463691695524-30.48496506248101j),(187.0492029660786+423.62410432295707j),(-292.6336055895039-161.31418706189692j),(3.5648896870495683-10.180164016677043j),(252.37836219928536-406.20033508515854j),(3.9974428967280655-32.36038983052492j),(76.37924570646662+55.22197329765544j),(-2711.028818060634-2281.7141900509296j),(2556.3385860842523+2443.0290509970587j),(0.9537468494540032+1.3921366878127877j),(0.05052556415377894-4.347560792702758e-05j),(4.767779455059749+5.7861287004835384j),(-9.211666966086698-11.606676589564287j),(3.5266606984376327+4.873299759907564j),(-0.07155394687560544-0.07333670058133437j)
1.8900000000000001,(-78.08314601418492-29.977950448411974j),(224.0800131436241+434.5831410071793j),(-320.8133890579926-152.97947987513248j),(2.7369703298734733-11.330765410145078j),(239.63002565336075-436.66240500672376j),(1.3851222104257424-34.626112416608116j),(84.40687212778882+58.08641133985681j),(-3040.9165582600463-2313.595365705611j),(2887.5096508450906+2486.077997190356j),(1.0052103628030944+1.3702571022910042j),(0.05028650450351542-0.0007620833243589312j),(5.1828371253539105+5.764609020456716j),(-9.884948858795779-11.649284800177433j),(3.749984425745817+4.960118660894468j),(-0.07076556326990512-0.07198115604398524j)
1.9000000000000001,(-79.12487334957468-28.99991025461728j),(264.9751488464304+441.3357192165083j),(-350.8462371088941-140.5006851133753j),(1.6528649941910425-12.479799415636169j),(222.2669036099261-467.509047649148j),(-1.7645418259868375-36.75961485751297j),(93.35212276865896+60.59606697148159j),(-3404.414892012517-2313.7750735595646j),(3253.8726098943716+2497.6396864311455j),(1.0549992119381302+1.3437230214031672j),(0.04992580255988976-0.0014718770837844647j),(5.603803000112875+5.7128624823337155j),(-10.565049972401681-11.648212887173623j),(3.976259345466363+5.036768623655267j),(-0.06997040419538043-0.07063206576242767j)
1.9100000000000001,(-80.55063825158612-28.211967816690105j),(309.27729566681376+443.82129325392043j),(-380.67627755415685-123.50894984238283j),(0.2794020436114224-13.587437358168337j),(199.77474595921322-498.2332969453516j),(-5.49546700801073-38.67545858861715j),(103.3078340700763+62.59803198501436j),(-3802.455541879124-2273.9821896258272j),(3656.5334954916716+2469.3039826854565j),(1.102551962794609+1.3126035108092453j),(0.04943945872060942-0.0021627250922488742j),(6.027870307807792+5.629722887479624j),(-11.247274407836823-11.602447094126694j),(4.20402339935366+5.10326142923934j),(-0.06917055955292571-0.06929163348891093j)
1.92,(-82.64952877221346-26.987841831092886j),(357.2796052605271+440.89031301166125j),(-410.021820713484-101.63511865819599j),(-1.4218178082122193-14.612595524656342j),(171.60963925127894-528.5517590942789j),(-9.859553656691658-40.296097028537226j),(114.45447356429648+63.93209344527376j),(-4238.185512441434-2185.3513591422065j),(4098.747416979215+2392.164684181107j),(1.1473774170324393+1.2769391562354102j),(0.04882337676542549-0.0028282165560425576j),(6.450842517384528+5.5136523110085385j),(-11.925298164587291-11.508948805785012j),(4.431510625410484+5.158000008012746j),(-0.06836795979936922-0.06796264218733243j)
1.93,(-84.71024349603731-25.66063157349204j),(408.2771292092759+431.64825397926563j),(-438.7589671542123-74.16007435570265j),(-3.4797332242305177-15.49519362432821j),(137.55292442891306-557.7879831166816j),(-14.879712960474075-41.510311716255224j),(126.90095058964324+64.41989928091323j),(-4711.059493366774-2038.362890063747j),(4580.024175842098+2256.480160568051j),(1.189057525476847+1.2367385923924887j),(0.04807339748905745-0.0034658271713459495j),(6.867118016432265+5.362717716757923j),(-12.591161782331591-11.36258787447793j),(4.656656982319655+5.1977381147738j),(-0.06756437594747307-0.06664845403323769j)
1.94,(-86.19572410697066-24.495630865536132j),(462.42166672388225+415.03183265362003j),(-466.97459603017415-39.77917443895626j),(-5.9298725379551875-16.17715846821382j),(96.95348671144033-585.8204405479685j),(-20.600203428759077-42.223067745094845j),(140.88571338198471+63.841464850434754j),(-5224.489554763417-1821.3813755124443j),(5103.86149177212+2050.61786482845j),(1.2270587972281009+1.192108070213259j),(0.04718779310760388-0.004074135225456186j),(7.269846486307177+5.175423365677272j),(-13.234650573171786-11.158979572325658j),(4.87647924849477+5.2194631374409175j),(-0.06676105667284493-0.0653530730760139j)
1.95,(-87.74837624273111-23.1319019933309j),(519.8419075157514+389.4271746434757j),(-494.02739872897183+2.303646714766025j),(-8.801998720124306-16.58511542923549j),(49.264643025451456-612.1136284253403j),(-27.04699795602566-42.316840865559044j),(156.62799151797543+61.95864712014527j),(-5779.6486037603945-1521.7792029982838j),(5671.461756955758+1761.8280050890942j),(1.2607647393623673+1.1433260466218937j),(0.04616692097419273-0.00464892872360522j),(7.652246175564887+4.951996616513417j),(-13.845234555557424-10.897324969890176j),(5.087651618731919+5.221889770091944j),(-0.06595817846259618-0.06407761871987148j)
1.96,(-87.72110279860748-22.095356596413815j),(579.4029347284176+352.9395536514678j),(-520.1779848704289+54.27536703522368j),(-12.121216126744255-16.640156687241355j),(-5.865656918555206-636.2627887227674j),(-34.23894742299039-41.678854409051404j),(174.41186053078513+58.54187467906581j),(-6378.7894116968055-1126.766239303033j),(6284.995927744885+1377.252464344175j),(1.2896405081132742+1.0907552943413608j),(0.04501309670080924-0.005184614089090476j),(8.008238283394697+4.693559624355865j),(-14.413464437244103-10.578392307700977j),(5.287161175081635+5.204338738522649j),(-0.06516011681074185-0.06281770839315824j)
1.97,(-88.97068304060662-20.515389011188464j),(641.5387029244663+306.27297889042256j),(-542.9025657542873+114.25153182547888j),(-15.903183039248548-16.25433558944995j),(-68.69170145787533-657.8551615178933j),(-42.17328893312972-40.193203519321166j),(194.52957232845682+53.373356143929556j),(-7023.279472772166-623.6326200907075j),(6945.654198153961+884.0844342928854j),(1.3131720131778728+1.0348702168057955j),(0.04373191741900777-0.005674003083079729j),(8.332405916519123+4.402060141609445j),(-14.930595288221106-10.204827347501777j),(5.472034530697185+5.167085153024513j),(-0.06437034380690887-0.06157125034874154j)
1.98,(-89.2283269955487-17.199408848593905j),(705.709942916901+247.29683561617028j),(-564.1286665675834+182.97001433625368j),(-20.14367166738879-15.333543838664713j),(-138.8678530959373-676.4063437989842j),(-50.810179166982905-37.750316034298244j),(217.24438454183428+46.31708301512709j),(-7712.441425850205-2.555533948413391j),(7652.362609846153+272.2971806316415j),(1.3309064052130277+0.9761507125671376j),(0.04233078124093898-0.006113896261278325j),(8.618742902184334+4.079653143538194j),(-15.387284001744282-9.778779539709506j),(5.639238687274863+5.109719819777854j),(-0.06359048951644365-0.06033923882784956j)
1.99,(-90.00167514455836-13.716537604067156j),(771.9450154054313+177.1055981989594j),(-582.3328376082055+260.6989447505751j),(-24.848473879982905-13.783993803452631j),(-216.41776383419426-691.9646515186937j),(-60.13752625489745-34.257795037503726j),(242.9607085098741+37.20201051948065j),(-8449.597363442304+748.7946609349497j),(8408.086470015247-470.4507108640652j),(1.3425926863037252+0.9150038284655805j),(0.040817178817014986-0.00650642723032058j),(8.860906547552649+3.728994936772687j),(-15.774488172728937-9.301530892013163j),(5.786170736737598+5.030566662585315j),(-0.06282034198041209-0.059125754060071395j)
2.0,(-90.568864990951-13.667766964394948j),(835.4504314384944+93.72766601447819j),(-593.1793381810971+352.3201286140822j),(-30.007146902920997-11.500268666193266j),(-301.6619992459751-703.6297816807472j),(-70.1123336303634-29.603775742559673j),(271.96912686736806+25.825056555543792j),(-9232.927333941961+1643.9349179272713j),(9210.725366199584-1357.9004451857204j),(1.3480691609236326+0.8521394704455418j),(0.039204784079849626-0.00683714355340518j),(9.058694495561877+3.3550637815866176j),(-16.090909979954475-8.782492958838949j),(5.911770705019099+4.933449357229497j),(-0.062057847215599565-0.05793796226335695j)
