t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B02_A_0000
0.8300000000000001,(0.07657149792497424-0.1845024969575615j),(0.009915480443996864+0.04474271908022j),(0.057286899642023714+0.11517055609634609j),(9.074011268090762e-05+7.867365791342925e-05j),(-0.07560310385491258+0.09829648200579419j),(-0.0013124780003028402-0.0004943980729136775j),(-0.001262710898258758-0.0018017298318720992j),(-0.00871468431575436-0.10847022996830961j),(-0.047263621131041586+0.10000710922746982j),(-0.038842961277449475-0.049674983521710014j),(-0.00013144484336273908+0.0003597687340340084j),(0.00473137059375167+0.006439771251322793j),(-0.03119808653457004+0.01321744472438307j),(-0.00981315148604905+0.006667559916014986j),(-0.04706126450154642-0.37855304728534545j)
0.84,(0.03765040836208844-0.18740026694082149j),(0.014339276302241705+0.04452637905872171j),(0.0758785883747989+0.09751346437045574j),(0.00010271286732932484+4.539364209179726e-05j),(-0.05416200574373225+0.10702594507434575j),(-0.0014183117468690798-0.0001774743447848889j),(-0.0013832548071331513-0.0017560838733659493j),(-0.02030324545046215-0.10731328548513423j),(-0.03522512538963632+0.10462249211204888j),(-0.03365784947329885-0.04811153420407575j),(-7.495778145088732e-05+0.00032070057041407675j),(0.005155577788588402+0.00680436958375966j),(-0.030208141798703535+0.013247976847832679j),(-0.008738906660966812+0.007257445693655626j),(-0.04886184157812235-0.3719039879269931j)
0.85,(-0.0014539395805329008-0.18362425856204417j),(0.018860542551264296+0.04376249173111818j),(0.0918397164252724+0.0762755052085498j),(0.00010636260478667607+9.579124229056672e-06j),(-0.03130771408922534+0.11282922225867673j),(-0.001480920920208448+0.00016165022885145585j),(-0.0015131683863384296-0.0017148897268803147j),(-0.03243246518494755-0.1054438887989861j),(-0.02228303640328655+0.10864672237881316j),(-0.028821738594209133-0.04649977928594103j),(-1.7095517344364788e-05+0.000273186024904583j),(0.00543156793461323+0.007183293717570439j),(-0.029298880980893057+0.012772923017923547j),(-0.007473520997510763+0.007808861328705066j),(-0.050621251946675265-0.3651633999372678j)
0.86,(-0.040070768963681974-0.17330272047248277j),(0.023331497203994786+0.04250916362250444j),(0.10482391406064234+0.05159070228241863j),(0.00010103595512668965-2.7330186142280915e-05j),(-0.007190866445173637+0.11570433477973036j),(-0.0014990462909578283+0.0005195580519441301j),(-0.0016549736355250604-0.0016780086206965943j),(-0.04524462515228058-0.10286121496906041j),(-0.008318724641802385+0.1121315768828852j),(-0.02434137126962616-0.04473669004402999j),(4.219091143020404e-05+0.00021784306885729504j),(0.005533474621813891+0.007607082328650307j),(-0.028519642858615142+0.011734049583126283j),(-0.0059990669417647625+0.00831550625642383j),(-0.052281068194054585-0.3583801275127525j)
0.87,(-0.07765472451025972-0.15665365886355495j),(0.027606987176458406+0.040878633131195136j),(0.11453655727990497+0.023579279915377144j),(8.622371488653635e-05-6.385887564977084e-05j),(0.018116519968435232+0.1156778382783199j),(-0.0014716979459701658+0.0008936050149158793j),(-0.0018112584714995612-0.0016452971304995359j),(-0.05892258874794056-0.09954369124498696j),(0.006836404873794916+0.11512770000498158j),(-0.02021954018090487-0.04272572318907814j),(0.00010309794423580014+0.00015562777110648125j),(0.005439402432480218+0.008107828742389547j),(-0.027913974675672203+0.010078698691025834j),(-0.0043013960465628906+0.008774902606351352j),(-0.05381323042808685-0.35158722822840943j)
0.88,(-0.11323248604448258-0.1338735615241325j),(0.031599780861414885+0.0388571935958056j),(0.12036915211294057-0.007364205308755034j),(6.157224143428584e-05-9.854357310022737e-05j),(0.044377237076328464+0.11262997919415027j),(-0.0013967983884444974+0.0012809006602895602j),(-0.001987328818052654-0.001618888486327159j),(-0.07361944660404657-0.09544025360544652j),(0.023330446476595365+0.11762849948615568j),(-0.01644960083970824-0.04037670866492494j),(0.00016605539620689647+8.78918757713573e-05j),(0.005130526917397496+0.008719482819842932j),(-0.027520030950536567+0.007757196590625345j),(-0.002371995845417067+0.009187899033758613j),(-0.055201023735453214-0.34481166912276784j)
0.89,(-0.14660179071256818-0.10519648039550789j),(0.03520077176432885+0.03669009567049282j),(0.12210534588296479-0.04128872265814956j),(2.6829369008817802e-05-0.00012987117835048457j),(0.07175211909117656+0.10658291699944195j),(-0.001273390005191457+0.0016807489154694022j),(-0.0021859554435871395-0.0015993066088067951j),(-0.08961052889527053-0.09048343238014106j),(0.04144821969848488+0.11967934553580864j),(-0.013015471588007255-0.03760584964851375j),(0.00023172645824945826+1.638280225608595e-05j),(0.0045910945958464715+0.009477850957729732j),(-0.02737057347635049+0.004722853632346147j),(-0.0002079898525170331+0.00955867071964816j),(-0.056438375732085794-0.33807122737728457j)
0.9,(-0.17771993517740248-0.07078283800139723j),(0.038354457885673064+0.034683812028930595j),(0.11952114225525017-0.07834678639587803j),(-1.8251488060982232e-05-0.00015631880164450305j),(0.10051427227735829+0.09750414424326813j),(-0.001099856096648282+0.0020934177910699276j),(-0.002410027855678999-0.0015876053428264666j),(-0.10721314220156528-0.08457518642288026j),(0.06153235799760464+0.12131030162251116j),(-0.009894642014259268-0.034338851654768535j),(0.0003009487751056049-5.68192868777766e-05j),(0.003808981994255044+0.010418759718844605j),(-0.027493674411814932+0.0009365337882925643j),(0.0021905962417227685+0.009893462497537229j),(-0.057548826222898836-0.33137186132501917j)
0.91,(-0.20616096977824-0.030852600071949385j),(0.04103693657118178+0.033001122357541386j),(0.11216103031635198-0.11832769310315353j),(-7.400322389275497e-05-0.00017650895627087187j),(0.130744551183201+0.08521700762415294j),(-0.0008739355264875911+0.0025185254315765538j),(-0.0026662223332528674-0.0015842908731292867j),(-0.12668887430730816-0.07752675277257148j),(0.08389089074262238+0.12243225836521823j),(-0.00707111092124116-0.030523942972053093j),(0.0003746292562310868-0.00012930908695501942j),(0.002775986863263215+0.011574572179870825j),(-0.027896800263827178-0.0036347170925396105j),(0.004817985281873346+0.010210925625070751j),(-0.05855939023886698-0.32471983572561075j)
0.92,(-0.23224821707640944+0.014787297625273586j),(0.04334086156472579+0.032093509394231945j),(0.09972385991015205-0.16180134100915464j),(-0.0001406782087503645-0.00018885833855492685j),(0.16301302881053928+0.06955039711021765j),(-0.0005931251257557252+0.002958615505545245j),(-0.0029571059283156247-0.0015928548895096117j),(-0.1484524270028559-0.06922934938777627j),(0.10897664532226353+0.12309662248911814j),(-0.004529203010387799-0.026125055985613946j),(0.00045384888075303254-0.00019829666897860714j),(0.0014854759230536001+0.0129747736620499j),(-0.02856739840422351-0.009022027076030866j),(0.007658534077677935+0.01053908286681315j),(-0.05948386435177959-0.3181233993939136j)
0.93,(-0.2565210912145638+0.06659065400851309j),(0.045472543676674144+0.03248261749548497j),(0.08186395180824463-0.20961746331030995j),(-0.00021865937800839564-0.00019167231494140788j),(0.19804961735024287+0.05025364496220862j),(-0.00025409852801903596+0.00341754773224065j),(-0.0032845042703141384-0.0016189377030656042j),(-0.17297795104774005-0.0595999720533891j),(0.1372975943197206+0.12339677324881486j),(-0.002251528752016089-0.021119826275739568j),(0.0005397838238422642-0.00026079723525346634j),(-6.705517466398369e-05+0.014642256401944276j),(-0.029487578670126725-0.01523950819939334j),(0.010696536770443575+0.010901514895543139j),(-0.060322824719663-0.3115927849036232j)
0.9400000000000001,(-0.2790439935058411+0.124781552572174j),(0.04763233811394495+0.034460894320195966j),(0.05812427594307873-0.2620518079762191j),(-0.00030874582994939537-0.00018373718876438596j),(0.23622000686612554+0.027022663085134374j),(0.0001438386861018861+0.0038982015272335108j),(-0.0036531706114559096-0.0016640340741183584j),(-0.2004965486872745-0.048449616846212316j),(0.16913124995286816+0.12324095998470934j),(-0.0002192053813725828-0.01549978554593067j),(0.0006337106817756576-0.00031363001175474135j),(-0.0018839560063884666+0.01659286042731223j),(-0.030633614026739187-0.022283573457783735j),(0.013915802648623453+0.011317234571351547j),(-0.06107262457889474-0.3051382274480925j)
0.9500000000000001,(-0.3007703959499117+0.19045223045802473j),(0.05027352437691678+0.0387007806185282j),(0.027967914135387503-0.32073709229208164j),(-0.00041159395180493996-0.00016321509386996833j),(0.2786970111725336-0.0004674814421920916j),(0.000603800260364608+0.0044096497216447265j),(-0.004061593151743866-0.0017406383684046766j),(-0.23163508301614794-0.03596852674973826j),(0.20505152598389048+0.12303701613458284j),(0.0015732755515202894-0.009278247497544778j),(0.0007371082648714043-0.0003531650141847042j),(-0.00396956044735244+0.0188328710908968j),(-0.0319369373185927-0.03015124752282935j),(0.017277846229736507+0.011824352275333306j),(-0.06174391745113577-0.29877044866596547j)
0.96,(-0.32259788696349273+0.2646482868409835j),(0.05388905508636996+0.04575953304824124j),(-0.009062110458475645-0.3872045845223957j),(-0.000528436343370383-0.00012861170675416148j),(0.32653915706413067-0.032447861873623515j),(0.0011258758149302677+0.004962996295715282j),(-0.004506280923662429-0.0018613706444346942j),(-0.2668592186394792-0.022477088455677818j),(0.24541375110844993+0.12327356830731219j),(0.003106767712113071-0.002491239415529983j),(0.0008513594900362439-0.0003754210545398567j),(-0.006337545813465443+0.021368804998212598j),(-0.033272581311927125-0.03887056603587073j),(0.020727151848586773+0.012497849728567642j),(-0.06233785140729669-0.29250418544307066j)
0.97,(-0.3458243834550212+0.34872186863834315j),(0.05906591099912574+0.0563063308297763j),(-0.053377933378983035-0.4636393565123043j),(-0.0006608611591549473-7.833913204083154e-05j),(0.38120522313363586-0.0689765527130954j),(0.001709930598342906+0.005575932627682723j),(-0.004978507721692844-0.0020465718142588176j),(-0.3068133951097313-0.008752179602217835j),(0.2906023423155239+0.12494649151754367j),(0.004362073565949734+0.004816776080444184j),(0.000977930225501245-0.0003765077039775422j),(-0.009004391128977182+0.024187905982936693j),(-0.034509926256070494-0.048429468353285834j),(0.024206799259278225+0.013392602542466417j),(-0.0628573317014346-0.28635086200620796j)
0.98,(-0.37229407315847074+0.44415249239928345j),(0.06643703645062166+0.07107655620963159j),(-0.10505356654212702-0.55279765635199j),(-0.0008111597233975379-1.064924942763523e-05j),(0.44449218569264204-0.10977710475726188j),(0.002354879635587983+0.006273607832897528j),(-0.0054618585679983254-0.0023243620137760146j),(-0.352244627588271+0.0038504459624175112j),(0.34092083960763786+0.1296606615668626j),(0.005322233247903732+0.012593745859708485j),(0.0011184590327290925-0.0003526464200561865j),(-0.011988156404353486+0.027253043861000605j),(-0.03551448930610242-0.05876389148938015j),(0.027655835016955323+0.014536657499154256j),(-0.06330769845093018-0.28031834689741514j)
0.99,(-0.40430679819102855+0.5517530434845226j),(0.07643749266761252+0.09064958431336378j),(-0.1631715564029383-0.6572473168195948j),(-0.0009829457508096439+7.525895018557897e-05j),(0.5180747453569062-0.15383042293238236j),(0.003051126544951547+0.007089612248034938j),(-0.0059274229934333485-0.002722577979634313j),(-0.4034751083233705+0.013275235789102696j),(0.39602153280593744+0.13959406838606628j),(0.0059412148227056885+0.020770008277842436j),(0.0012744764396514059-0.00029992735984321514j),(-0.015321252693942532+0.030524546611631762j),(-0.03608465092404805-0.06984480754972557j),(0.030989348240931365+0.015997747258359004j),(-0.06369672663648769-0.27441095297396767j)
1.0,(-0.4456243978401979+0.6728102812340753j),(0.08946014155596098+0.11617365333784828j),(-0.22623627438026675-0.7815354888716324j),(-0.0011804514777739325+0.00018066582504369517j),(0.6049444505548826-0.1993639172510878j),(0.003791710428024452+0.008076249620042563j),(-0.006327629771055808-0.003288259456754386j),(-0.4614834033011895+0.016100986594579245j),(0.4557841575246554+0.15846947669726763j),(0.006138002545686796+0.029267803010089657j),(0.0014469048365380877-0.00021408478833127671j),(-0.019067891125928823+0.033984357358907265j),(-0.03593806490207188-0.08173476410539243j),(0.03410732189287755+0.017905060688126254j),(-0.06403462610213502-0.26862943740837875j)
1.01,(-0.5012004817163078+0.8076247575511509j),(0.10548018927089628+0.1488181338065065j),(-0.2908838583082442-0.9304175501717022j),(-0.0014098237275814692+0.0003065319519349711j),(0.7082076034037437-0.2433232809157165j),(0.0045642358454499165+0.009299898359974452j),(-0.006590080105303667-0.004071161491794104j),(-0.5268473097194114+0.007624336651082851j),(0.5193004519235045+0.19115935749853152j),(0.005842541223627993+0.03801371721818756j),(0.0016370332415997745-9.168579971177075e-05j),(-0.023291935177271683+0.03758086396766672j),(-0.034810208826537646-0.0944164597333505j),(0.03690989404133047+0.020337577665002292j),(-0.06433404155522364-0.26297100168839926j)
1.02,(-0.5773270124562973+0.9548176317096546j),(0.12374909839908557+0.1898505491133189j),(-0.3512707640501299-1.1086087640358964j),(-0.0016793311028111906+0.00045282680054097913j),(0.8310166807116862-0.28087887166671677j),(0.005345683135531812+0.010845530626071145j),(-0.00660654857675271-0.005116782875069j),(-0.5993715028516828-0.018550509694189605j),(0.5843869949875622+0.24396998213330734j),(0.00499201231406672+0.046937011506335446j),(0.0018465115904382674+6.987129568118332e-05j),(-0.028057734972426036+0.04123090881700219j),(-0.03244519146844535-0.10780239328494765j),(0.03929246929299028+0.023332913161900896j),(-0.06461004332634655-0.2574293033562897j)
1.03,(-0.6823003244571177+1.1116111380519604j),(0.14271344989581672+0.2411542801159302j),(-0.3988888286196919-1.3218889248607186j),(-0.001998989715482125+0.0006200646446634801j),(0.9772587963427863-0.30520776466332383j),(0.006110754671382573+0.012823204720874956j),(-0.006222574497402043-0.006470010658646666j),(-0.6783187423352767-0.07116531897750712j),(0.6476704688076906+0.3253824954777702j),(0.0034833521990612795+0.05596691198697287j),(0.0020761020208761873+0.00027348290201823275j),(-0.03347363695176974+0.04489589661835103j),(-0.028489866220404763-0.12195455240894723j),(0.041134879056284324+0.02701993480339663j),(-0.06485125362985851-0.2520301582746919j)
1.04,(-0.825439693942717+1.2718424510062514j),(0.15950347092520742+0.3044553991162085j),(-0.4214002751217809-1.5742641788358567j),(-0.002381077058268252+0.0008082092940908354j),(1.1497592300836317-0.30713214191491556j),(0.006820537335423024+0.015358224028385974j),(-0.005232233023381062-0.008143171740665995j),(-0.760892799187886-0.16087048270863777j),(0.7032549110016714+0.44514628539043666j),(0.0012268497634728651+0.06504291629724573j),(0.0023272581764066306+0.0005203859147429163j),(-0.03964073613340223+0.04850503106060509j),(-0.02262844988992366-0.1368582145256344j),(0.042323979103759346+0.031477529842974056j),(-0.06505304795788706-0.2467866146503991j)
1.05,(-1.0174023770339353+1.4266795986941003j),(0.16992020341295494+0.3821526149895117j),(-0.40313354333304485-1.869546001406628j),(-0.002838769659793947+0.0010200771584797732j),(1.3511930711815008-0.275196633098111j),(0.007438630205266324+0.018599920530190682j),(-0.003366381277716622-0.01011080815750259j),(-0.8424676499329965-0.3009584913657996j),(0.7428201739937695+0.6151142461679059j),(-0.0018751478364389031+0.07411590955937264j),(0.0026006931868763263+0.0008118169177923204j),(-0.04669403983844986+0.05202871865258546j),(-0.014497600521044731-0.15259530347924502j),(0.04273903837255823+0.03682652222480967j),(-0.06523491152820994-0.24167988210079497j)
1.06,(-1.2664793835079786+1.5616291921719119j),(0.16788594845909482+0.4750765738207033j),(-0.325016408215393-2.2046762751853293j),(-0.0033867888200575023+0.001257752627658659j),(1.5801388909883078-0.19637386675219326j),(0.00790581383331263+0.02269172393106745j),(-0.0003195643598672801-0.01224592177375268j),(-0.9139590084280631-0.5048577424269439j),(0.753793833928907+0.8459654162756416j),(-0.005945912916442738+0.08315796002768829j),(0.00289509618944168+0.0011507408815675175j),(-0.05484697132669853+0.055525427366152055j),(-0.0036123183350108-0.16946579045434437j),(0.042242750290901+0.04328851692062827j),(-0.06541036015233877-0.23669847470351293j)
1.07,(-1.5780448925408987+1.6589875011144977j),(0.14585263661229148+0.583489109062782j),(-0.16726340017762573-2.572378145104367j),(-0.004039133504475701+0.0015273653200176963j),(1.8326912810423228-0.057226528770927584j),(0.008165420473946527+0.027780925294281243j),(0.004236925954078965-0.014313425374603863j),(-0.9625780621669238-0.7862402715358413j),(0.7201664773417754+1.1476668213291146j),(-0.011062082074610173+0.09216959689260251j),(0.003212037636622202+0.0015361357777761353j),(-0.06424409949506135+0.058945349816955j),(0.010321875814024765-0.18750968481402408j),(0.04074955607805291+0.05092590303057716j),(-0.06558694023551905-0.23183821099643634j)
1.08,(-1.9512322186554674+1.6987699385952086j),(0.09555793896673909+0.7053488544959026j),(0.08736824318289285-2.9577804037707494j),(-0.004809293689799004+0.001838768477638718j),(2.1007726822313257+0.15339302318277317j),(0.008167580748718265+0.03399089152827223j),(0.01058690874322195-0.0159528742298161j),(-0.97197919802208-1.1557215506651934j),(0.623615044029014+1.526302268800344j),(-0.017277028790804984+0.10115306533536067j),(0.003553308356472871+0.001965492557198378j),(-0.07501190127592482+0.06225264140360718j),(0.027555938588493752-0.20675599605892434j),(0.03817612622296727+0.05978335958026054j),(-0.06576622877673016-0.2271022139776983j)
1.09,(-2.3797524442632993+1.6624539397100015j),(0.008645113047210742+0.8377423615271815j),(0.4510582950168933-3.3432741739145078j),(-0.005708456541465229+0.0022115634102924833j),(2.374976352334262+0.4433962441538045j),(0.007900969829767342+0.04144112256077468j),(0.01895335701431886-0.016692686722945077j),(-0.9238465660530037-1.6216170072969716j),(0.4449024679512463+1.9854567660618079j),(-0.0246562968790922+0.11011718111922898j),(0.003917987266476292+0.0024384117054853344j),(-0.08734687006968098+0.06554035984437163j),(0.048465324261523515-0.22749637345918966j),(0.03440995870173223+0.07002730303074045j),(-0.06594383336868538-0.22250091110568196j)
1.1,(-2.8504830771309484+1.5354850487529208j),(-0.12182143287994551+0.9753678828954895j),(0.9273096429108084-3.7074712007533037j),(-0.006747912109953242+0.002671493221406021j),(2.644687282387662+0.8147373504033097j),(0.00739362555863194+0.05022434158217538j),(0.029418837281257056-0.01600294066159083j),(-0.8003961840693727-2.186892542909534j),(0.1670796879314888+2.5239329820230654j),(-0.033243178697809725+0.11910730900871586j),(0.004305894006124758+0.002953101317830331j),(-0.10143188571553374+0.06888971409765855j),(0.07333108592050133-0.24999369067006133j),(0.029385097413445978+0.08178167652620179j),(-0.06610939219783189-0.21805203429902012j)
1.11,(-3.348005965564378+1.3099033573979464j),(-0.30157054562720254+1.1133382201989168j),(1.5125211991176932-4.032959069517743j),(-0.007936837982648949+0.003257910620034299j),(2.902252262267912+1.2652440883128282j),(0.006743608084696721+0.0604496284374673j),(0.04197027762375195-0.0133256605118979j),(-0.5856971624426666-2.8531192089918886j),(-0.22431668931381593+3.140174591190855j),(-0.043056248355714616+0.12818126521472922j),(0.004716725054842234+0.0035070595010034886j),(-0.11743472528752019+0.07240694990098015j),(0.10237755543439143-0.27452831671970224j),(0.023053177373732428+0.09515947860698562j),(-0.06625041057763849-0.21377548503565943j)
1.12,(-3.8563346437269344+0.9847532708152978j),(-0.5340798825744799+1.246647226569649j),(2.1961502112083697-4.306514852974149j),(-0.009285454124556222+0.004018860896558857j),(3.1437908245605826+1.7884692654171297j),(0.0061127121835029465+0.07223476624436195j),(0.056496202622165-0.008157650333718175j),(-0.2682956943987566-3.620496895222262j),(-0.7388514934989053+3.8328931453597135j),(-0.0540768790831655+0.13739678177896164j),(0.005150659814973159+0.0040963020645434865j),(-0.13547524227665234+0.07621562822750262j),(0.13572333792470825-0.3013502539340555j),(0.015389109291583238+0.11023720199700954j),(-0.066382654044523-0.20965180698081637j)
1.1300000000000001,(-4.361005999779923+0.5650993980161118j),(-0.821483851092743+1.370991842433521j),(2.963707300037725-4.5211617523048035j),(-0.010803176885620673+0.005006445274949688j),(3.3696296559299768+2.3762539009170482j),(0.005691735499259801+0.08570896577494248j),(0.07280591053357789-5.870127911769573e-05j),(0.15989901722012823-4.489061570444241j),(-1.3828048057350908+4.601897804313109j),(-0.06626557871736445+0.1468310510745095j),(0.005607795713972644+0.004716283157710418j),(-0.15564568611357796+0.08047005089288002j),(0.17339396216884778-0.33074847423981224j),(0.006412510915458318+0.12708680365701977j),(-0.06651428277404012-0.2056699132737697j)
1.1400000000000001,(-4.853077699811379+0.05948148228052508j),(-1.1654601219240566+1.4848081866959624j),(3.80171689138926-4.678025598563541j),(-0.01249634836877902+0.006289625264465748j),(3.5854612542891418+3.02132283219268j),(0.0057579365066595676+0.10105430425421538j),(0.09076915721537959+0.011373105605950272j),(0.7040628632036874-5.464853269258743j),(-2.160977326007353+5.454004809983423j),(-0.07958811695370711+0.15656511712853347j),(0.006084444431423951+0.005365942302413247j),(-0.178169863222392+0.08544227469958744j),(0.21566765563850304-0.3632356505777243j),(-0.003954274832093762+0.14588070784181134j),(-0.0666485831036371-0.20182503378208222j)
1.1500000000000001,(-5.326022012931322-0.5214308844502638j),(-1.5669322250995166+1.5867597097940964j),(4.69663178353797-4.781773388134056j),(-0.014369110805417688+0.007931788407649198j),(3.7990635342039267+3.717045112391997j),(0.006568774423537066+0.118437961948322j),(0.11021800145478015+0.026458935763781024j),(1.3672027398958182-6.5540962072885085j),(-3.0763191031965977+6.3968287844709995j),(-0.09397815471575358+0.16669254596967212j),(0.0065792257202665445+0.006041327466440662j),(-0.20315154069643565+0.09133700736718954j),(0.2625588534498771-0.39916201846335503j),(-0.01568884441297899+0.16669473967083906j),(-0.06678804624487276-0.19811338900791634j)
1.16,(-5.778236728971316-1.167271351313007j),(-2.027672960829444+1.6783621915703186j),(5.638594950398107-4.841991027409572j),(-0.01641713437540119+0.010019168105914435j),(4.021803808799147+4.458942139934497j),(0.00848850113239813+0.1380824288698728j),(0.13111779259974676+0.04556903362810641j),(2.1522771529313944-7.7716377379983985j),(-4.1334784484342535+7.446736204021592j),(-0.10926931136674682+0.17729775805040981j),(0.007098044459634499+0.0067299847895658915j),(-0.23026004743867556+0.09820336066723344j),(0.3132089848049015-0.4384329393717113j),(-0.028450156816385026+0.1893461018848922j),(-0.06693436828341749-0.19453219008803424j)
1.17,(-6.209347314090507-1.867648128367284j),(-2.5484950312363344+1.7604684276149816j),(6.618493776483326-4.868723773359801j),(-0.018632156313483673+0.012620865729635918j),(4.264560195148719+5.243586908540088j),(0.01181058031523037+0.16015145721899834j),(0.15339409175493202+0.06897837207632936j),(3.060641736498928-9.13034892735063j),(-5.335384767723187+8.618289084549648j),(-0.12537794858738355+0.18845015801426496j),(0.007633750192252578+0.007433453941240985j),(-0.25977895950060953+0.10646275096398432j),(0.36802086688140295-0.4817494352665289j),(-0.04239858155435953+0.21406802664355945j),(-0.0670884501790532-0.19107963879379755j)
1.18,(-6.621770982181008-2.614314032867576j),(-3.1320150757165672+1.8366312982486959j),(7.631168290855496-4.874107201177312j),(-0.0209907717365476+0.015834544106403538j),(4.540069621474845+6.069312557033949j),(0.016963790472532454+0.1848562575278259j),(0.17712046538870993+0.09710427307597058j),(4.0957394887003735-10.65243747880505j),(-6.6885580949461945+9.934994612615544j),(-0.1421589950112654+0.20023062808924139j),(0.008186205106707091+0.008145374557913154j),(-0.29157781185357246+0.11631305601470697j),(0.4265416044444378-0.529320721583657j),(-0.05734691633345574+0.240828074066854j),(-0.06725039776567336-0.18775492753116785j)
1.19,(-7.017938315819934-3.399147795477461j),(-3.7794035561088357+1.9092210577019093j),(8.671404823441888-4.8691619919145035j),(-0.02346379527457095+0.019732879618932775j),(4.859159440189046+6.9346958853616485j),(0.024277633786238633+0.21231400222680794j),(0.20230876571842324+0.13024921622761937j),(5.2588549409460565-12.355625241863914j),(-8.196688987302892+11.416007771111609j),(-0.159398364178589+0.21269683051579852j),(0.00875920688886026+0.008854852145338793j),(-0.3252292479970545+0.12786692699494734j),(0.4877470174604609-0.5810792567365817j),(-0.0729070238992743+0.2694352325581334j),(-0.06741952175128302-0.18455823934070628j)
1.2,(-7.401492846853151-4.216050374855604j),(-4.493657895954849+1.9831292786193495j),(9.73627003083036-4.865772488563452j),(-0.02600182223027816+0.024420167773332238j),(5.234387340662261+7.83872949846942j),(0.03424805150735527+0.24267827621495147j),(0.22911244086495147+0.1688891012155121j),(6.553024344710137-14.26725494381965j),(-9.866500772301828+13.089863500871774j),(-0.17698877670688498+0.22589608674348627j),(0.009344258674230768+0.009565221420936095j),(-0.36103332922439796+0.14159294273148507j),(0.552114533589272-0.6377606085313218j),(-0.08930322789653874+0.3001346720251136j),(-0.06759433771799875-0.18149074789757366j)
1.21,(-7.775375614011672-5.058997734859758j),(-5.2757322438501255+2.0616127495655463j),(10.82220077536887-4.873658805544095j),(-0.028549739394142654+0.029963586085058013j),(5.675192903601195+8.779976233894203j),(0.04722443442104385+0.2759701306060191j),(0.2576006981146572+0.21328925166037205j),(7.977377031260917-16.40663877970048j),(-11.699580000870052+14.977385992931085j),(-0.19475705629178838+0.2398823492248053j),(0.009941500839481731+0.0102697664042675j),(-0.39869862054486893+0.1576299744089708j),(0.6189111927684944-0.699410464434366j),(-0.10624863332255376+0.3328153300591667j),(-0.06777804844477896-0.1785450290994306j)
1.22,(-8.14343614727786-5.923127921784752j),(-6.129243614716113+2.1513304863687734j),(11.926970187790777-4.9044406619177625j),(-0.03102089793602216+0.03647903707226593j),(6.194376340610784+9.756363407817146j),(0.06382121438891845+0.3122675210492213j),(0.288017139178818+0.26399783122038184j),(9.53344861239039-18.806877904329994j),(-13.7015335885749+17.11310879622471j),(-0.21245062904686163+0.2546740554371453j),(0.010556295504409889+0.010955745735054728j),(-0.43750294872766554+0.1759561601670528j),(0.686581808182231-0.7656408226253282j),(-0.12315360000193337+0.36713667602893585j),(-0.06797960495547836-0.17570214973739728j)
1.23,(-8.507867408922351-6.8041006928661245j),(-7.048528690344352+2.252608966396037j),(13.044932718651118-4.961614504223086j),(-0.03336619359229087+0.043938886921980544j),(6.79416200812202+10.764708571436294j),(0.08402821915848066+0.35131066065865146j),(0.32040630478268983+0.3207753568817744j),(11.206971179200206-21.46918728730689j),(-15.858228718286673+19.500770197161874j),(-0.22995896049952108+0.270276545892316j),(0.011179490242022224+0.011628405152129461j),(-0.47775041936053886+0.19705415590742748j),(0.7556979226342068-0.8371720599737321j),(-0.14032173465491904+0.4033508606308098j),(-0.06820059725006519-0.1729553794329104j)
1.24,(-8.871384416113195-7.696730936693571j),(-8.041576399168907+2.3746891427293595j),(14.175860661647297-5.058505100981606j),(-0.03543764793403225+0.05250065093314954j),(7.488407448936232+11.80189228825193j),(0.10869958483790043+0.3931619050814208j),(0.35498804677053825+0.38452501272890366j),(13.005434936152625-24.435620152037245j),(-18.18132021662762+22.183278746217685j),(-0.2471215227717977+0.2867023280704155j),(0.011810318290707751+0.012282777975365785j),(-0.5191044789967847+0.22099952078152338j),(0.8255166569997382-0.913933116057296j),(-0.1574783816545015+0.44132387804804857j),(-0.06844173885373926-0.17029981684912288j)
1.25,(-9.236750004951732-8.5976725823873j),(-9.107102105847343+2.5234646274567307j),(15.314908494998893-5.201624774374065j),(-0.03712480884965593+0.06220694048164583j),(8.285017649221894+12.862393482632914j),(0.13827528445421688+0.4376099008154504j),(0.3920475630798552+0.45547059046046j),(14.91696730395475-27.729597632573835j),(-20.661349950768077+25.186862223825845j),(-0.2636872163670913+0.30392331751076995j),(0.012455338181299664+0.01290506568459494j),(-0.5606089943242114+0.2475699880702614j),(0.8940992581869699-0.995164645317588j),(-0.17388434740873587+0.4805800866644274j),(-0.06870297689100233-0.1677322034004266j)
1.26,(-9.605941709614608-9.503677346096818j),(-10.243140018290669+2.7044214637101858j),(16.456952013798627-5.39616914767797j),(-0.03831242370231592+0.07307548659420068j),(9.189873756005714+13.939901797063182j),(0.17312156255004896+0.48435070876523906j),(0.43183577064169054+0.5337680574363347j),(16.927246646089607-31.369870723986885j),(-23.285497416221467+28.53316832000242j),(-0.2795668846845389+0.32190549527082074j),(0.01310523612618899+0.013502506197540657j),(-0.6025920277953875+0.2772400837987809j),(0.9621533680987313-1.0815645614777465j),(-0.1899284466284379+0.5213856246902253j),(-0.06898349208565809-0.16525092325245247j)
