t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B01_A_0000
0.1,(0.8068070825853146-0.391978354903218j),(-3.210221968584576e-08+4.3019973135158813e-07j),(-0.0007169497980546943-0.00026991582500254286j),(-3.2938748259987e-05-3.180862319117487e-05j),(0.0010725639406984934-0.000661550496496489j),(0.8071945333893149-0.39286990805603916j)
0.11,(0.7710572037927597-0.41918152905130723j),(4.1476754043104834e-08+4.96147405292284e-07j),(-0.0009602297161552414-0.0003512858881108144j),(-5.03716672092953e-05-4.2504052708057847e-05j),(0.0013544094670503572-0.0008826121955056742j),(0.7715010723029209-0.42034899971006484j)
0.12,(0.7336203478438761-0.4435098879148409j),(1.33912351258462e-07+5.441573907952474e-07j),(-0.0012517542328117429-0.00044326290521795266j),(-7.424737946549017e-05-5.455926582710142e-05j),(0.0016619168245380369-0.0011464128940919054j),(0.7341064561461916-0.4449965651710702j)
0.13,(0.6948590038402231-0.46492006298940025j),(2.398963605835362e-07+5.689584323344091e-07j),(-0.0015944175656334137-0.0005443853679374208j),(-0.000105980264743742-6.742175274949348e-05j),(0.00198941175037377-0.0014546156916719084j),(0.6953654383429227-0.466767296210565j)
0.14,(0.6551293610514504-0.48340941686068395j),(3.524182109143192e-07+5.678823111126524e-07j),(-0.00199042402606774-0.00065260204429809j),(-0.00014705856642732446-8.02497496676002e-05j),(0.0023304024771642943-0.0018079478482912691j),(0.6556241721679639-0.48565255932847223j)
0.15,(0.6147711504628355-0.4990083203748635j),(4.647545143827016e-07+5.400905838435052e-07j),(-0.00244128960149762-0.0007653265491187374j),(-0.00019891776584104656-9.189099894886725e-05j),(0.002678045583125447-0.002206326952424579j),(0.6152185624023996-0.5016792974502383j)
0.16,(0.5741059473001469-0.5117793433687566j),(5.706831785747244e-07+4.864884738785701e-07j),(-0.0029478309004774238-0.0008794382369492104j),(-0.0002629258182868097-0.00010087564292116832j),(0.003025208314401433-0.0026488599028767516j),(0.5744664608961271-0.5149063819503406j)
0.17,(0.5334361647988266-0.5218158443615047j),(6.644479466686113e-07+4.0963589702293643e-07j),(-0.0035101661282334906-0.0009913025534792805j),(-0.0003403591981386135-0.00010542017658104982j),(0.003364537679615141-0.003133858195455149j),(0.5336641407850411-0.5254200621428544j)
0.18,(0.49303773067494383-0.5292353791247499j),(7.411721507429549e-07+3.136717948279365e-07j),(-0.004127669528895569-0.0010968842731338445j),(-0.0004322614040276789-0.0001034153689070649j),(0.0036889309158022908-0.003658853398187864j),(0.49308286088454695-0.5333289072321925j)
0.19,(0.45315894890716835-0.5341765325027922j),(7.976733315623146e-07+2.038274250999696e-07j),(-0.004799026952283268-0.0011918061378825943j),(-0.0005394011713138428-9.246591037806611e-05j),(0.003991640353545595-0.004220719802806216j),(0.4529684135254812-0.5387626212764312j)
0.2,(0.41401900815046766-0.5367905492968438j),(8.321085742144639e-07+8.52123116611761e-08j),(-0.005522350952501258-0.0012714539733376913j),(-0.0006621803438321118-6.997919542232333e-05j),(0.004266440752270965-0.004815908478783128j),(0.41353847636529617-0.5418665904743042j)
0.21,(0.37580773818657565-0.5372407188230788j),(8.439414920103309e-07-3.725314308857933e-08j),(-0.0062951856713968635-0.0013309846829310116j),(-0.000800625610254859-3.316972505966256e-05j),(0.0045076487315078555-0.0054404595683636234j),(0.374982269384537-0.5427973944179599j)
0.22,(0.338686068677046-0.5356995488838393j),(8.337920961931814e-07-1.5879159689903585e-07j),(-0.007114540968998067-0.0013653960099126025j),(-0.0009543597905418551+2.0889097431349097e-05j),(0.0047101861421810715-0.006090062097339715j),(0.3374610075453398-0.5417177645044775j)
0.23,(0.302785406383378-0.5323427821669806j),(8.034776389673876e-07-2.750329031536568e-07j),(-0.007976953155490876-0.0013697094152626582j),(-0.001122509035558231+9.516274478188231e-05j),(0.0048698215892920005-0.006760192114046421j),(0.3011081849545657-0.5387956372183116j)
0.24,(0.26821032135394485-0.527346121666058j),(7.555554036717717e-07-3.825035501475131e-07j),(-0.008878583849050825-0.0013389967826256555j),(-0.0013037372105722364+0.00019257055344261472j),(0.004983054707451071-0.007446251195568555j),(0.2660307630985524-0.5341997683251671j)
0.25,(0.23504102180579922-0.5208810379086242j),(6.927842664355407e-07-4.786018657337519e-07j),(-0.009815302691300473-0.001268441453327685j),(-0.0014962499745281802+0.0003158939751797767j),(0.005047070109278681-0.008143679256855146j),(0.23231099538799427-0.5280966757936019j)
0.26,(0.20333342044382965-0.5131147022759875j),(6.181205265583496e-07-5.615930684854747e-07j),(-0.010782688638964073-0.001153340002656648j),(-0.001697795409719512+0.000467774694223334j),(0.005059736663917754-0.008847955927006488j),(0.2000092653043275-0.5206473949969582j)
0.27,(0.17312225955480348-0.5042074809477658j),(5.346798092914305e-07-6.30412677397203e-07j),(-0.011776084700394365-0.0009892120368890079j),(-0.0019057000120936334+0.000650617378069362j),(0.005019596344014452-0.009554659739795157j),(0.16916465181386522-0.5120070167586905j)
0.28,(0.1444225930235129-0.49431064412614345j),(4.4556157192806214e-07-6.847923071945313e-07j),(-0.012790653910235917-0.0007719130847244278j),(-0.0021168779933992453+0.0008665014408143377j),(0.004925903899404468-0.010259558502317091j),(0.13979783984160243-0.5023225153434878j)
0.29,(0.11723458837360674-0.48356501123345175j),(3.535201441334334e-07-7.249866929455759e-07j),(-0.013821439835965958-0.0004976127288074434j),(-0.002327945020041915+0.0011171406154012512j),(0.004778408585249808-0.010958628163800986j),(0.11191346879680636-0.4917314378021288j)
0.3,(0.09154550265051928-0.4721001302802612j),(2.609060657330117e-07-7.516179461551736e-07j),(-0.014863390552996888-0.0001628097651903296j),(-0.002535255711703241+0.0014038537774161827j),(0.0045772931913557625-0.01164806287812418j),(0.08550372950712214-0.48036075534376016j)
0.31,(0.06732985937590295-0.46003429137255886j),(1.696724954351109e-07-7.656688085057266e-07j),(-0.015911359749032863+0.00023566505365910372j),(-0.0027349084529074345+0.0017275642157122343j),(0.00432317086877632-0.012324273598058228j),(0.06054885272569579-0.4683267361137698j)
0.32,(0.04455320854229508-0.447474398704618j),(8.148161361919779e-08-7.683564560149113e-07j),(-0.016960140005604397+0.000700548988558664j),(-0.002922850492863885+0.002088753413560114j),(0.004017045340659468-0.012983884266471816j),(0.03701979930987558-0.45573481425027107j)
0.33,(0.023173331464007366-0.4345154999624044j),(-2.40183406836668e-09-7.610857160045153e-07j),(-0.018004490928792714+0.00123409323512033j),(-0.0030949202217787097+0.0024874255083955406j),(0.0036602984344806713-0.013623763833183235j),(0.01488018434262249-0.4426794243800743j)
0.34,(0.003144038085496001-0.4212418787289464j),(-8.104619437393663e-08-7.452424158131868e-07j),(-0.019039152571555733+0.0018381100337985506j),(-0.003246951604740032+0.002923164237436673j),(0.003254534777420909-0.014240953152414072j),(-0.005910621356804632-0.4292445830967446j)
0.35000000000000003,(-0.015583701180563084-0.40772726423392514j),(-1.5381360033326438e-07-7.221428209718531e-07j),(-0.020058850281238952+0.0025139695670924386j),(-0.0033748046479339716+0.003395138466265875j),(0.002801550563555466-0.014832648846186793j),(-0.025396873947881718-0.415503971555485j)
0.36,(-0.03306171239212338-0.3940348669716631j),(-2.2035766233481842e-07-6.930337088406128e-07j),(-0.02105829516446161+0.0032625991010595532j),(-0.0034743667429738318+0.003902103313290231j),(0.0023033334823118925-0.015396202396798044j),(-0.043625352161846404-0.40152156568128716j)
0.37,(-0.04934241295071336-0.3802188982492357j),(-2.805198527904279e-07-6.59091372167936e-07j),(-0.022032206244769564+0.004084408175726635j),(-0.0035416338820342453+0.004442434709806297j),(0.0017620724671556804-0.015929086092066932j),(-0.06064352316050986-0.38735243344565196j)
0.38,(-0.06447791023357499-0.36632469785872857j),(-3.343320660615737e-07-6.213821206753874e-07j),(-0.022975322526838173+0.004979224077070116j),(-0.0035727623272290257+0.005014115217719234j),(0.0011801653781979803-0.0164289010431418j),(-0.07649823826085253-0.37304381859919244j)
0.39,(-0.07851850386781505-0.35239058931188455j),(-3.8193590438545156e-07-5.808313104770939e-07j),(-0.02388243032479149+0.005946346541807612j),(-0.003564088133177652+0.005614832162351014j),(0.0005601645125587259-0.016893322961850067j),(-0.09123462484008459-0.3586359877271132j)
0.4,(-0.09151182897027568-0.3384487238613547j),(-4.235332011177142e-07-5.382225449159446e-07j),(-0.024748374038742076+0.0069845466360492995j),(-0.0035121481713695528+0.006242011500980802j),(-9.523330456970725e-05-0.01732007883504859j),(-0.10489603860098486-0.3441623297355452j)
0.41000000000000003,(-0.1035028561475346-0.3245250805006987j),(-4.593860207324715e-07-4.941976745635889e-07j),(-0.02556805615479104+0.008092066755297922j),(-0.003413680130164104+0.006892817822844952j),(-0.0007831867199224996-0.017706946924623643j),(-0.11752317389350225-0.3296509127557926j)
0.42,(-0.11453369548623359-0.31064019783970537j),(-4.898009156939757e-07-4.4927484674894145e-07j),(-0.02633646095044203+0.009266602033748347j),(-0.003265627946137383+0.00756417659525048j),(-0.001500689695199962-0.018051759599090257j),(-0.1291536778273797-0.31512499381513154j)
0.43,(-0.12464272111602837-0.2968111803968232j),(-5.150851956304727e-07-4.038925347997203e-07j),(-0.027048713155928255+0.010505174740977579j),(-0.0030651910077816548+0.008252829300478819j),(-0.002244482025029041-0.018352406650688626j),(-0.13982166360076975-0.30060466646873957j)
0.44,(-0.13386476060689825-0.2830514454360769j),(-5.355533345059353e-07-3.5838168575784555e-07j),(-0.02770009044749357+0.011804178950014194j),(-0.002809806634890993+0.008955334415141153j),(-0.0030110849797512665-0.018606846677410048j),(-0.14955756201520143-0.2861072514101561j)
0.45,(-0.1422309302281474-0.26937287191265674j),(-5.514819088328133e-07-3.1301079368758417e-07j),(-0.028286112100514203+0.013159423666167479j),(-0.002497122298774336+0.009668143888522421j),(-0.0037967937996468363-0.018813127440072776j),(-0.15838814518128383-0.27164740873316173j)
0.46,(-0.14976861664800153-0.25578590891258457j),(-5.631072916339516e-07-2.679884870622871e-07j),(-0.028802542905987976+0.014566132569539484j),(-0.0021249953004079114+0.010387606696983038j),(-0.004597675976236988-0.01896938654186864j),(-0.16633670888567845-0.25723874210462205j)
0.47000000000000003,(-0.15650147693360805-0.2422995756527137j),(-5.706256524425897e-07-2.2346352876438842e-07j),(-0.02924539317053433+0.01601894401502503j),(-0.0016914927704352347+0.011109968843958904j),(-0.005409571252284009-0.019073851428363056j),(-0.17342302257323894-0.24289401119100834j)
0.48,(-0.16244981415581597-0.2289221502302318j),(-5.74195346246767e-07-1.7954459222455432e-07j),(-0.02961096916907877+0.017511915848682j),(-0.0011948824797390434+0.011831381345596765j),(-0.006228082342928254-0.019124879210647153j),(-0.17966395847205316-0.22862645501582995j)
0.49,(-0.16763109929660885-0.21566281491828893j),(-5.739489091481874e-07-1.3634309789187238e-07j),(-0.029896014418022886+0.019038406643202405j),(-0.0006336270218562385+0.012547927395329887j),(-0.007048464711922319-0.019121054441038357j),(-0.1850736033231536-0.21445013645615102j)
0.5,(-0.17205986760593206-0.20253099958107376j),(-5.69989877460568e-07-9.394880186850389e-08j),(-0.030097697695596327+0.02059113223207811j),(-6.383500437748962e-06+0.01325561100514621j),(-0.007865686019511198-0.019061182125953556j),(-0.189663258380517-0.2003799422425912j)
0.51,(-0.1757490041906437-0.18953786046183288j),(-5.62391833686382e-07-5.247293295547152e-08j),(-0.030213723929923594+0.022162326612823243j),(0.0006880357182473134+0.013950364831444805j),(-0.008674513349800768-0.0189443888230384j),(-0.19344219608537824-0.1864322081456712j)
0.52,(-0.17870978978159904-0.17669634648558818j),(-5.511985033419081e-07-1.2050138327324027e-08j),(-0.030242338940766254+0.023743745520368325j),(0.0014506642875429085+0.014628050751102344j),(-0.009469514496596615-0.018770126678778087j),(-0.19641828453744198-0.17262558503086814j)
0.53,(-0.18095190073365036-0.16402119925913708j),(-5.364237549572304e-07+2.7161516467863658e-08j),(-0.030182329439522898+0.02532666642706026j),(0.002282381880406078+0.015284459861473105j),(-0.010245057963404032-0.01853817342849736j),(-0.19859857091167207-0.15898091553929503j)
0.54,(-0.1824834602772667-0.15152896159384013j),(-5.180521223715424e-07+6.498022077263832e-08j),(-0.03003302387018168+0.026901894062351106j),(0.003183913214827316+0.01591531119046396j),(-0.010995317714741534-0.018248634644903082j),(-0.19999030912387145-0.14552170938621706j)
0.55,(-0.18331312945662845-0.13923858283697962j),(-4.9607905072813e-07+1.0117467494386104e-07j),(-0.029794418779568024+0.028459885891438483j),(0.0041558053490772205+0.016516198978522294j),(-0.011714394162188854-0.017902103025545534j),(-0.20060096166276198-0.13227414452875946j)
0.56,(-0.18344964951933498-0.12717166521703088j),(-4.705539954074684e-07+1.3544840305138773e-07j),(-0.029467374291917765+0.029990538609283746j),(0.005198460641004959+0.017082606207311068j),(-0.012396168848173917-0.017499777672682074j),(-0.20043821643440435-0.11926706365754333j)
0.5700000000000001,(-0.18290296789529473-0.11535188263268373j),(-4.4156809915305376e-07+1.6746543577643057e-07j),(-0.029053477217707638+0.03148355326390334j),(0.006312068416909107+0.01760987942563501j),(-0.013034610242997544-0.01704338646129905j),(-0.19951163707558753-0.10653188530048666j)
0.58,(-0.18168514727325885-0.10380499669168333j),(-4.0925677442325257e-07+1.9685061197818598e-07j),(-0.028555019540595916+0.03292858013641413j),(0.007496579131858416+0.01809320620522992j),(-0.013623894655117853-0.016535197895777422j),(-0.19783328655236146-0.0941028839368797j)
0.59,(-0.17981036560082111-0.0925588567108297j),(-3.737997033913008e-07+2.2318957869383614e-07j),(-0.027974998417422372+0.034315218741033465j),(0.008751704369691884+0.01852761514076271j),(-0.014158406231150309-0.01597802110989274j),(-0.19541833378221143-0.08201623310626582j)
0.6,(-0.17729491608441805-0.08164339971597828j),(-3.354208379453056e-07+2.4602879113854653e-07j),(-0.027317116178208315+0.03563301782507907j),(0.010076916843018664+0.018907975849831355j),(-0.014632736955867665-0.015375205866815166j),(-0.19228578213969577-0.07030968071100444j)
0.61,(-0.17415727861692065-0.07109059036989421j),(-2.9438931675553887e-07+2.648757337090842e-07j),(-0.026585778154462867+0.036871485510714896j),(0.011471442594510035+0.019228997876475605j),(-0.015041698130847818-0.014730642252632823j),(-0.18845846945644565-0.05902254901627042j)
0.62,(-0.170420437851366-0.060932816829358596j),(-2.511218524005557e-07+2.792206804228771e-07j),(-0.025786169546555257+0.03802034987130101j),(0.01293405809991105+0.019485182515887343j),(-0.015380665823512808-0.014048844604248035j),(-0.18396310644965305-0.04819568358054677j)
0.63,(-0.16611173786573943-0.05120304703800762j),(-2.0628241653872724e-07+2.886067562289474e-07j),(-0.024924408620478566+0.03906957567548919j),(0.014463133416882759+0.019670831939272205j),(-0.015645615424240884-0.013335008141729466j),(-0.1788318252240414-0.037869789942695575j)
0.64,(-0.16126251435100958-0.04193380394635164j),(-1.606159091801436e-07+2.926594639768143e-07j),(-0.02400715788472866+0.040009632571273254j),(0.016056506585471142+0.019780113718186172j),(-0.01583324342236524-0.012594706855133357j),(-0.1731025220602027-0.028084879087397995j)
0.65,(-0.15590852808880465-0.033156623352011604j),(-1.1492688039133364e-07+2.9108820678920325e-07j),(-0.023041550080862026+0.04083159679329171j),(0.017711412972898615+0.0198070615484896j),(-0.015941057725060697-0.01183384857732472j),(-0.16681831324682495-0.018879243162029012j)
0.66,(-0.15008996495141236-0.024902053899718904j),(-7.007953029526533e-08+2.83686288062046e-07j),(-0.022035188183495737+0.04152715116282776j),(0.019424485273564045+0.019745575250347196j),(-0.01596737765734369-0.011058674983977331j),(-0.1600277325213862-0.01028896329517355j)
0.67,(-0.14385143384779228-0.017199467868981574j),(-2.6996751101632754e-08+2.703225607361655e-07j),(-0.020996130232776324+0.042088605330148805j),(0.02119173035166357+0.019589432814388824j),(-0.015911347886678175-0.010275743839264141j),(-0.1527847049096521-0.0023477916513851885j)
0.68,(-0.13724216573458448-0.010074404970484499j),(1.3226908865947994e-08+2.5106725678136395e-07j),(-0.01993286094644238+0.04250922970037518j),(0.02300825045335419+0.019332439317917918j),(-0.015773218116625385-0.009491759565359388j),(-0.1451484947051242+0.004914912543033207j)
0.6900000000000001,(-0.130315557089772-0.0035484452157222117j),(4.933074066980389e-08+2.2649163666630972e-07j),(-0.01885430535572638+0.04278340318873045j),(0.0248682804729722+0.018968483741133264j),(-0.015554391680972076-0.008713516231077571j),(-0.1371833247883393+0.011475184965096353j)
0.7000000000000001,(-0.12312811270537687+0.0023613882401621322j),(8.022163541411077e-08+1.9732607975326915e-07j),(-0.017769329602120434+0.042906685482477544j),(0.0267650493361613+0.018491678638563717j),(-0.015257292400714887-0.007947589921921835j),(-0.12895695463895046+0.017315115211709625j)
0.71,(-0.11573936034947813+0.007642927819529577j),(1.050057722308948e-07+1.6440840604686177e-07j),(-0.016686674859473196+0.04287584556585924j),(0.028690735776628812+0.017896386952647853j),(-0.014885369100455115-0.007200289051385958j),(-0.12054051377044989+0.02242306550427664j)
0.72,(-0.10821183129339879+0.012288878762098424j),(1.229852737317489e-07+1.2867239584471314e-07j),(-0.015614952905718323+0.04268886141524866j),(0.030636464931259114+0.01717722578484422j),(-0.01444309293472316-0.006477650649365589j),(-0.11200827887090149+0.02679387966578088j)
0.73,(-0.10060966842114827+0.016298327316516693j),(1.335030842383323e-07+9.110357369968625e-08j),(-0.014562541244288874+0.042345111896897644j),(0.0325921519647886+0.016329353382262476j),(-0.013935931448633495-0.005785236210734057j),(-0.10343554948057813+0.030431140321637167j)
0.74,(-0.09299686940563201+0.019677870833221076j),(1.3619974867057343e-07+5.3884775536917986e-08j),(-0.013537673425738438+0.04184586088342566j),(0.03454659159088772+0.01534879833569653j),(-0.013370466024211512-0.005128015307002121j),(-0.09489734388534789+0.03334691718978432j)
0.75,(-0.08543640471765793+0.022440457534317233j),(1.3122558746276086e-07+1.9099845332422553e-08j),(-0.012547881465805676+0.04119390666249585j),(0.03648742807593334+0.014232529716979971j),(-0.012753959420788313-0.004510201067454477j),(-0.08646714896383782+0.035561208144682395j)
0.76,(-0.07798986487867994+0.02460543177985866j),(1.1919683321236627e-07-1.1744675037358986e-08j),(-0.01159982700435283+0.04039348936666249j),(0.03840108494960887+0.01297851077627138j),(-0.012094234817531618-0.003935168297810108j),(-0.07821676306772136+0.0371019955452912j)
0.77,(-0.07071746046079794+0.026198534067846682j),(1.0119563068004449e-07-3.771954579555848e-08j),(-0.010699301305365727+0.03945029097337097j),(0.040272765004904315+0.011585698942054313j),(-0.011399675813445784-0.0034054534802222783j),(-0.07021440294921416+0.03800546509645098j)
0.78,(-0.0636762205000397+0.02725214137384765j),(7.82692008938164e-08-5.807595588450164e-08j),(-0.009851283664795882+0.03837154289158456j),(0.04208654377053139+0.010054409796578432j),(-0.010679071768914222-0.00292272014859969j),(-0.0625217851760651+0.038315624731975154j)
0.79,(-0.056915890952491346+0.027804783496729272j),(5.228826132761363e-08-7.10022494650353e-08j),(-0.00905987249292091+0.037166507216791975j),(0.043825887264610924+0.008387042621411456j),(-0.009941409487141065-0.002487720811362527j),(-0.05519421613849333+0.03808253941986707j)
0.8,(-0.05048064128650394+0.027899284741385103j),(2.578214116243161e-08-7.544851358197197e-08j),(-0.00832795831119432+0.035845803365508064j),(0.04547366165977143+0.006587717395770467j),(-0.009195588009917887-0.002100334418380297j),(-0.04828029534353069+0.03736206309804551j)
0.81,(-0.04440889865682158+0.027582596581929898j),(8.365027904928391e-10-7.177142258005284e-08j),(-0.007657209884690663+0.03442110738760523j),(0.047012054048485616+0.0046623436039298655j),(-0.00845018394427319-0.0017595482695121284j),(-0.04182038557875856+0.0362149449877343j)
0.8200000000000001,(-0.038733283622982666+0.026905768943487174j),(-2.093663326223445e-08-6.167181617140169e-08j),(-0.007048084670534704+0.0329051497389562j),(0.04842258672674528+0.00261863605240431j),(-0.007713441777452968-0.001463464269147978j),(-0.03584433978605566+0.0347043949542614j)
0.8300000000000001,(-0.03347775138807038+0.025922017690147625j),(-3.8208184754843125e-08-4.6309669305916305e-08j),(-0.00650000914275919+0.0313118107530246j),(0.04968693939038009+0.0004666968591648781j),(-0.006993013735516588-0.0012095563459631462j),(-0.030373028699482902+0.03289499539037514j)
0.84,(-0.028656815709255743+0.02468391613735005j),(-4.8505731003502397e-08-2.7073165859040384e-08j),(-0.006011155495849191+0.02965602051911836j),(0.05078780308087075-0.0017809874752106047j),(-0.006295875135343134-0.0009948510074832776j),(-0.025418376160834505+0.03085237482941395j)
0.85,(-0.024278158902079912+0.02324392375836704j),(-5.069624420843339e-08-6.266846638591443e-09j),(-0.005578730475717268+0.027952995895989874j),(0.051708468382032136-0.004109946213709459j),(-0.005628088985350706-0.0008159158954287275j),(-0.020982224607875737+0.02864051814409299j)
0.86,(-0.020342614344129643+0.021654421041538294j),(-4.557129540910318e-08+1.3241965130044562e-08j),(-0.005199091968432507+0.02621813251498874j),(0.05243281713197612-0.006503677593420923j),(-0.004994719557980639-0.0006688890559008096j),(-0.017057103116831777+0.02631949632341541j)
0.87,(-0.016843436418823562+0.01996591343807284j),(-3.475905985723943e-08+2.9190894892859993e-08j),(-0.004867839790804832+0.02446694070098993j),(0.05294603948794036-0.00894354376644021j),(-0.004399799837197483-0.0005497158152825191j),(-0.013627845362147313+0.02394612562373129j)
0.88,(-0.01376637511969166+0.01822261794547854j),(-1.8930632693432047e-08+3.945160123754235e-08j),(-0.004579669278175066+0.02271480099593036j),(0.05323625245750182-0.011409214025179205j),(-0.003846496829273751-0.0004545288750656147j),(-0.010671730722021232+0.021572876573160503j)
0.89,(-0.011092206114393646+0.016465053249613518j),(-5.36629977878644e-11+4.221173286397215e-08j),(-0.0043289690569932844+0.02097647293701467j),(0.05329370961314224-0.013879014079974474j),(-0.0033369363564938748-0.00037952346364102487j),(-0.008159790396086334+0.01924426525343313j)
0.9,(-0.00879685761431963+0.014730619716057526j),(1.8320207195989787e-08+3.724620447050115e-08j),(-0.004110142802642134+0.019265954937879037j),(0.05311069364392852-0.01632980366234459j),(-0.0028720653411427708-0.0003210143219018107j),(-0.006058506524439384+0.016998666740772113j)
0.91,(-0.006851880795486679+0.013051356931933695j),(3.299128341636872e-08+2.5711520071568042e-08j),(-0.003917515263795857+0.017596344729631657j),(0.05268242172231651-0.018737409130695923j),(-0.0024518703924089873-0.00027563188222133107j),(-0.004330245479032687+0.014868583594655798j)
0.92,(-0.005226915828469361+0.011450977755322347j),(4.1685117355978176e-08+8.468328209392393e-09j),(-0.0037450913617408754+0.015979466171029605j),(0.05200826190558226-0.021078149357777173j),(-0.0020758945140211416-0.00024044503292453104j),(-0.0029356372148033995+0.012877873411459826j)
0.93,(-0.0038899517965216585+0.009948917396634309j),(4.232915082062915e-08-1.2146349999615322e-08j),(-0.003587485217628338+0.014425796856612763j),(0.0510906137067568-0.023328257560796293j),(-0.00174281460773082-0.0002129071993574927j),(-0.0018348036008456752+0.011043452653976073j)
0.9400000000000001,(-0.00280718571981605+0.008560749571873664j),(3.3858585822016334e-08-3.17670372306069e-08j),(-0.0034401480108680097+0.012944451649739792j),(0.04993487213232692-0.02546367885340918j),(-0.0014503604387253695-0.00019092093391089032j),(-0.0009871511639221358+0.00937678880757463j)
0.9500000000000001,(-0.001945670987052234+0.007295451101375067j),(1.706106569910315e-08-4.6608693296081414e-08j),(-0.0032988093011351825+0.011542907431299005j),(0.04855041455423109-0.027462058934510366j),(-0.0011960361062929056-0.00017279962439433047j),(-0.0003541573743757829+0.007882390965769662j)
0.96,(-0.0012748733254000842+0.006156490530073097j),(-6.682663361446617e-09-5.362392210326253e-08j),(-0.0031595640514831443+0.010226892787841656j),(0.04695023501399824-0.029303781595738293j),(-0.0009773083293790467-0.00015714884894714847j),(9.984365232411168e-05+0.006559402978947616j)
0.97,(-0.0007646296806599353+0.005144691545777103j),(-3.3821077402778934e-08-4.975162201210005e-08j),(-0.0030197366780556805+0.009000681280080459j),(0.0451502339308538-0.030970109367001793j),(-0.0007910336478469093-0.0001430622338523032j),(0.000409017101331826+0.005403324778099179j)
0.98,(-0.0003860798076847761+0.004257679199205695j),(-5.884604167347657e-08-3.3095205828359506e-08j),(-0.0028776584487906166+0.007867039014761658j),(0.04316935986233331-0.03244394943622718j),(-0.00063372328397823-0.0001300472190213145j),(0.0006033113575649686+0.004405568277290628j)
0.99,(-0.000115474946661684+0.003489026977904975j),(-7.683806602980611e-08-4.248803867103546e-09j),(-0.0027317186850802076+0.0068269383345735315j),(0.04102919290802482-0.03371346623520337j),(-0.0005024633205523937-0.00011756990667786184j),(0.000708276635303456+0.0035549212270851076j)
1.0,(6.879848236875845e-05+0.0028308820524102474j),(-8.267490180291791e-08+3.4464423904959277e-08j),(-0.0025812242663960606+0.005880052141758059j),(0.038753243847849166-0.03476933487833296j),(-0.0003942228835349761-0.00010537969284412328j),(0.0007472904090277496+0.002838625204277198j)
