t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,A_0011,A_0012,A_0013,A_0014
1.22,(-171.14764198371432+41.197922135474194j),(2.1383506932989076-4.653164764541469j),(740.7794556341446-695.5558043696068j),(3.551397671581441e-05-1.364907058964538e-05j),(-0.001520009774423482+0.003316116954206686j),(-0.01136904798945734-0.005927859648174152j),(-0.0010268650682914726+0.0016558859806105161j),(0.31560174263313895-0.9126474262029126j),(-6.685071068065056-10.247229117561846j),(-0.030261769022794364+0.005266143508006983j),(0.2785213475330697+0.19688579603990572j),(4.727822532900376-251.28481026148324j),(-566.8264472809715+917.6783467480697j),(-3.6234901907453025+3.563060813639361j),(-0.005004889452640165-0.03121370978953909j)
1.23,(-192.41517459712463+59.19425652297121j),(2.736052098607701-5.667966579186383j),(816.6106673352035-848.0928408712397j),(3.7619034177788536e-05-1.8692835845012768e-05j),(-0.0019236953417695437+0.0035459178051238955j),(-0.013779549796060138-0.005296173719614753j),(-0.0012943109428648976+0.0017753897163787034j),(0.25592319280559683-1.1455759739971039j),(-8.947153439103632-11.567157688585997j),(-0.034658482134281604+0.0032528006303208564j),(0.3253791402370305+0.23945896590656554j),(-3.3537670326358295-296.63774258377987j),(-611.0644099516704+1099.3587561813688j),(-4.160975121657797+4.320804471608666j),(-0.007692524345054762-0.03543920877952646j)
1.24,(-214.4203692170754+78.36109400672731j),(3.477125375980382-6.790835934911906j),(897.3025553255785-1010.2932893405186j),(3.952701584303431e-05-2.370055320338269e-05j),(-0.002368527580177833+0.0037321348489758426j),(-0.016274182409637118-0.004528180709803392j),(-0.0015941032738738114+0.0018651062157172952j),(0.17313929318596483-1.4019734312110426j),(-11.468497721409705-12.940318120571897j),(-0.03916012794575922+0.0005913853084431476j),(0.3733128563108963+0.29003296043349674j),(-11.197709595155786-346.1107167092324j),(-659.4643439008875+1293.782578539452j),(-4.775164634934807+5.122720908461076j),(-0.01044306285529964-0.039839859011931864j)
1.25,(-237.16798103283463+98.07308264426385j),(4.397229867425284-7.999994487006061j),(984.9875563488083-1178.6266325434515j),(4.1341517033219396e-05-2.850389539030464e-05j),(-0.0028525662071780585+0.00384715617021251j),(-0.01888752022350983-0.003736410957861187j),(-0.0019243477376561634+0.0019084722199242477j),(0.06885783959279608-1.680838277594908j),(-14.21056528975655-14.389861933236121j),(-0.04356001949842689-0.0028547791660657675j),(0.41997752623104556+0.3499718729287249j),(-17.566124766724258-399.46123345283536j),(-715.4574815796062+1497.8249895089793j),(-5.484774944435503+5.943824142371884j),(-0.013099467623993593-0.044411808856148j)
1.26,(-260.6567390489332+117.51938181212722j),(5.571472862823803-9.252200159191375j),(1083.2691629456358-1348.7092717189207j),(4.3170663311568285e-05-3.299755384165049e-05j),(-0.0033686053425687505+0.0038598980557485243j),(-0.02160105869987383-0.002812097867909147j),(-0.002277970733967734+0.001883728214867565j),(-0.055789283015890784-1.9853149275213182j),(-17.149769404270366-15.974671066331158j),(-0.04754288206619829-0.007257298367163902j),(0.4619543598897304+0.42144739411987137j),(-20.500442311157038-456.7225517191772j),(-784.654607461761+1707.990443686807j),(-6.318307025154084+6.755491322974651j),(-0.015495929253022178-0.04919730644682673j)
1.27,(-284.31549682332434+136.03283277152633j),(7.025958406475502-10.478742454504621j),(1191.3534523064527-1515.1502056834927j),(4.507396300692072e-05-3.7062274092342287e-05j),(-0.0038832556916041684+0.0037549621211694427j),(-0.024267497683745427-0.0015793351505466978j),(-0.0026320301250422245+0.001779039659521473j),(-0.19934089820133907-2.3139645076156796j),(-20.229781305408025-17.705512071326854j),(-0.05077584058877901-0.012463837904971246j),(0.49549414177494955+0.5037449600853818j),(-18.886893473778663-516.6289732685336j),(-868.0158396025337+1918.2591571394032j),(-7.277854259956173+7.518816999125488j),(-0.017496812541016454-0.05411075501009141j)
1.28,(-307.5565817563085+153.21847585096856j),(8.748591490435906-11.618225419592898j),(1306.9793705860538-1673.732726936706j),(4.709729813803338e-05-4.0631916568300856e-05j),(-0.004364220169004536+0.0035307082007008245j),(-0.026865943167597613-3.516967048867309e-05j),(-0.0029644576517124646+0.0015924440618962509j),(-0.35905030659928305-2.663777308545183j),(-23.38980012903224-19.57616617051275j),(-0.053039668251812236-0.01823042838495629j),(0.517897492593509+0.5948662287334561j),(-12.272408154457334-577.6993034124051j),(-964.3762573280651+2123.295800695889j),(-8.351318415249875+8.201105299404805j),(-0.01900918781179199-0.05905657911578052j)
1.29,(-329.780438615522+168.95381764094773j),(10.689331750725225-12.616783543931032j),(1426.4492479193723-1821.429400577569j),(4.9273219655558025e-05-4.3694110675968104e-05j),(-0.004780509337872425+0.0031992114941636588j),(-0.02950368838283466+0.0016492820711556935j),(-0.003254186335159264+0.0013318232781400242j),(-0.5308819507496515-3.030212021453737j),(-26.5648510751937-21.563805347706715j),(-0.05422946977699874-0.0242236539055806j),(0.5275224974915665+0.6915467418036694j),(-0.8603491187599612-638.2471826741053j),(-1070.4756958618748+2318.4752043422895j),(-9.512558926567944+8.775995361081051j),(-0.019982872901103628-0.06393035278668971j)
1.3,(-350.3756295359371+183.3888309939441j),(12.760193467328351-13.428081759821552j),(1544.6287984214807-1956.4020643045606j),(5.162094744204154e-05-4.6290254802307026e-05j),(-0.005102441409692746+0.0027862625669743605j),(-0.03241621379979215+0.003128833936882766j),(-0.0034811504769114102+0.001014903512538767j),(-0.7095114150965667-3.407195737961971j),(-29.685785408131103-23.628992348254982j),(-0.05435468142209681-0.03002065205829879j),(0.5237847060546318+0.7892559248669732j),(14.489488002047867-696.3810867887612j),(-1180.9587463248606+2499.8823572215383j),(-10.721392898567794+9.223461330110737j),(-0.02041043315664545-0.06861879949857176j)
1.31,(-369.21028534303304+196.607949285167j),(14.922986187348837-14.017195080847378j),(1659.9468326491838-2078.03083706864j),(5.416716534922498e-05-4.8431301536677874e-05j),(-0.005310571014324477+0.0023118714431789606j),(-0.035535311214886074+0.0046424941566108125j),(-0.0036313246099561685+0.0006542183244771628j),(-0.894324376352469-3.793507869767833j),(-32.73422795320633-25.76175520797733j),(-0.05339761455925343-0.035401665603475886j),(0.5060411929454569+0.8856412437661813j),(33.508816042823376-751.3633508193399j),(-1294.183882998244+2666.0600310530326j),(-11.959100178854214+9.534400229530188j),(-0.020312315133118212-0.07310250317843092j)
1.32,(-386.5340039170075+208.4119239409473j),(17.223123464620524-14.347512774282118j),(1774.9313193158625-2186.379160652322j),(5.6922227827485496e-05-5.021409865078611e-05j),(-0.005399394303377818+0.0017819185011191635j),(-0.03873400388074093+0.006492018249778079j),(-0.0036972165789802857+0.0002528149085321641j),(-1.0898832086041135-4.1974995510270325j),(-35.74696594473473-28.029785572132322j),(-0.05130441758829869-0.04035256655507964j),(0.47244560455501483+0.9816152886005926j),(57.263219705072714-803.8492417766465j),(-1413.4683504054237+2817.9091915995423j),(-13.249795121200366+9.699258947246426j),(-0.019672467277564016-0.07748426006232366j)
1.33,(-402.1360635916915+218.91451005856072j),(19.623966847597828-14.387973572624583j),(1887.6377636892732-2281.8138333712436j),(5.985977830826129e-05-5.183369445156141e-05j),(-0.005361976635250713+0.001219506574851882j),(-0.04231549024122515+0.008169321414140967j),(-0.003671245742658711-0.00017221198293584754j),(-1.295207324403097-4.621886949426364j),(-38.71559047161953-30.460703761127718j),(-0.04820730834212891-0.044608348364471924j),(0.42267262060208277+1.0752232302367961j),(85.61592111544626-853.3915844054775j),(-1536.814921556626+2955.197849698284j),(-14.587194008841426+9.708576313462373j),(-0.018493011860765286-0.08178020427497543j)
1.34,(-415.90277045494054+228.301600473833j),(22.075768629850337-14.128954367924015j),(1996.5897269510815-2365.1539198830155j),(6.29558406269057e-05-5.338695225467498e-05j),(-0.005197448233758107+0.0006478152537472545j),(-0.04634603950138925+0.009565280779457397j),(-0.003551566340924965-0.0006042242422041933j),(-1.50960753954931-5.06641281783002j),(-41.638997322576-33.051321464598296j),(-0.04427362724487661-0.04797422349155474j),(0.35763120617081434+1.1646135154321402j),(118.01116922596883-899.6720951362568j),(-1662.2298181712185+3078.2222250154146j),(-15.95634673973478+9.566559819961256j),(-0.016821172982633307-0.08599973684025797j)
1.35,(-427.820931000631+236.8292754271059j),(24.5162037902954-13.582326567151409j),(2100.8118688122045-2437.6714896875j),(6.618900682362145e-05-5.487170635240603e-05j),(-0.0049110590643020365+8.997975086567651e-05j),(-0.0506515120100648+0.010975969792330814j),(-0.0033421024117036365-0.001027137518867146j),(-1.7327256489682696-5.527879424576302j),(-44.52374764823639-35.76785228411842j),(-0.0397048777987942-0.05032763421467047j),(0.2794593816306652+1.2480593876856694j),(153.48127908600335-942.510098307468j),(-1787.7599377542977+3187.8183433553954j),(-17.33383590474437+9.29114001284239j),(-0.014749293982537905-0.09014615361292029j)
1.36,(-437.97785212866023+244.82380256323714j),(26.870369993198146-12.781456092199498j),(2199.829947512809-2501.0916171268104j),(6.954043714346063e-05-5.618676201364176e-05j),(-0.00451417883387163-0.0004309090970422017j),(-0.054817359259864425+0.013102658216210188j),(-0.003052547790910383-0.0014254212198359293j),(-1.96453442671112-6.000148553477618j),(-47.3840679611499-38.545911733202026j),(-0.034736726584254-0.05161825263060196j),(0.19152422263639357+1.3239588872381252j),(190.64663184225137-981.8625261656553j),(-1911.492853596687+3285.3620366609916j),(-18.68777678764069+8.913970492521194j),(-0.012414837439307451-0.09421664527858865j)
1.37,(-446.7863483339208+252.29438052584584j),(29.13793618574768-11.728837271621511j),(2295.028700516107-2556.7852397158954j),(7.30089307092983e-05-5.739039816384663e-05j),(-0.00401302002814438-0.0009058302805404527j),(-0.05815962247055353+0.016238296345561322j),(-0.0026879147913714367-0.0017936836224733558j),(-2.209684623514324-6.485345030964367j),(-50.26374075378372-41.39377131335734j),(-0.0294672078173041-0.05186813576009073j),(0.0944324549535148+1.3928066255767337j),(229.43373170788522-1018.3383004335648j),(-2034.4132961083933+3372.791570229507j),(-20.0254060142296+8.448251190377707j),(-0.009882336871110313-0.09828436149147568j)
1.3800000000000001,(-454.4726898498842+259.0888660179932j),(31.37676340771844-10.373724020571979j),(2388.5487487995692-2605.1586817324915j),(7.653092359392867e-05-5.8723189360722015e-05j),(-0.003404944803668888-0.0013386076346375j),(-0.06107316575921276+0.019684227347334833j),(-0.0022442481344699815-0.002132461149157137j),(-2.4757786265739936-6.995314339009346j),(-53.21861786323641-44.41274507527867j),(-0.02384017189412431-0.05106227558012152j),(-0.014673340262455953+1.4561742301848766j),(271.25616837217166-1052.749481543365j),(-2159.691894659263+3451.495192371517j),(-21.391780570413033+7.873889970515064j),(-0.00710136154452603-0.1024738412618596j)
1.3900000000000001,(-460.9154705586946+265.4009625149004j),(33.5662787166227-8.710177659131826j),(2480.598632196208-2647.1443084258185j),(8.00003211797655e-05-6.021452603475661e-05j),(-0.0026985630193644655-0.0017220895996075823j),(-0.06434970305541453+0.023260094878232822j),(-0.0017266017948743845-0.0024340683132239123j),(-2.765688541546181-7.531207061656653j),(-56.27755749688957-47.61178421201407j),(-0.01794577558489657-0.04916526836283929j),(-0.13521292939776391+1.5138235122075512j),(315.987987431759-1085.3215413925557j),(-2287.306829892402+3522.5156605192683j),(-22.789391027431876+7.197795620994242j),(-0.00411628535950001-0.10681840650300554j)
1.4000000000000001,(-466.14359811011883+271.31588997089233j),(35.692944826785144-6.745812919929732j),(2570.936941361468-2683.825746319784j),(8.333346954495771e-05-6.19098107428783e-05j),(-0.0019061223588495223-0.0020505853965502607j),(-0.06828713912766403+0.026915152926883196j),(-0.0011421083493942403-0.002693379477244443j),(-3.081877354610406-8.091822247192919j),(-59.46784165039712-50.982427297679806j),(-0.01188517577029852-0.0461753373490104j),(-0.26620177404230205+1.566000024268155j),(363.301820045991-1116.3566168154807j),(-2416.572478606015+3587.144608198346j),(-24.21929129626011+6.435164796538146j),(-0.0009878463493107094-0.11133920367156863j)
1.41,(-470.3375069610218+276.8089384165215j),(37.75056246313841-4.501647045626054j),(2658.8774463014333-2716.435750122791j),(8.646928358617001e-05-6.387130569969936e-05j),(-0.0010434745754680703-0.0023199118846616504j),(-0.07268816091519609+0.030726094651498777j),(-0.0004999480862542542-0.0029078642828237276j),(-3.4264143545234025-8.67364243725602j),(-62.815260273611905-54.49911896303617j),(-0.005769982875493504-0.04212442288626966j),(-0.40626351201432953+1.6134404745094253j),(412.6743285968231-1146.2355674249366j),(-2546.149095041689+3646.9235585441984j),(-25.68125562890616+5.609390142001011j),(0.002207204363229451-0.11604548980849116j)
1.42,(-473.82586885989576+281.7620601443854j),(39.74042014469728-2.0091935202614786j),(2743.4089528951454-2746.3062659386123j),(8.936755749414444e-05-6.616479328247234e-05j),(-0.00012861879087001205-0.0025272283381364935j),(-0.07689644437074349+0.03497166789936496j),(0.00018936093593659333-0.003077383455306278j),(-3.801204572371494-9.271176359809076j),(-66.34548080783465-58.12191116749699j),(0.0002812324376153361-0.03707280404362333j),(-0.5537438034942928+1.6573188408794692j),(463.43928540466874-1175.4126218868214j),(-2674.2096168280577+3703.587527588711j),(-27.174549260046838+4.750340426203063j),(0.005378970392719127-0.12093704857765222j)
1.43,(-476.8204090593439+286.3059153192328j),(41.6718138414971+0.7458353504692345j),(2825.2843698729735-2773.8723980179484j),(9.199966813676936e-05-6.863034152794896e-05j),(0.0008463178363798546-0.002670191368445534j),(-0.08051294285922492+0.040574694953383644j),(0.0009272919467271594-0.0032016595537556394j),(-4.210294929129306-9.88421529222326j),(-70.08892783911918-61.8567147395997j),(0.006249514407470253-0.03100193056024277j),(-0.7089884320016415+1.6981699515757835j),(515.8162212242333-1204.2150349749274j),(-2801.52431646472+3757.851381413915j),(-28.710575088801296+3.860994534531084j),(0.00850624748185847-0.12604166379773565j)
1.44,(-479.2074494384976+290.5348298742381j),(43.55350924705726+3.7746233483140887j),(2904.6600637820743-2799.5195527114633j),(9.437756511633123e-05-7.118719733834191e-05j),(0.0018860780339919597-0.0027507866543476345j),(-0.08309247257399861+0.04657362298335903j),(0.0017137706333079101-0.003283560207141025j),(-4.654124025789548-10.51287222054497j),(-74.03665389779191-65.71640670644969j),(0.012182221462968736-0.02389295646648628j),(-0.8723979051260705+1.7366160377860365j),(569.9608752343343-1232.817092777545j),(-2928.364790753852+3810.2506157266134j),(-30.29617078740358+2.9468584642530717j),(0.0116096985197424-0.13136253368012377j)
1.45,(-480.9487351075187+294.42108498790316j),(45.394965661724505+7.084262957138705j),(2981.470250801738-2823.7102519299638j),(9.647199125224201e-05-7.38307360758845e-05j),(0.002987137437735627-0.002768291230910611j),(-0.08444268860397366+0.0521367145629881j),(0.002546537640014783-0.0033239322046386285j),(-5.134771132648874-11.156235002839026j),(-78.19147956198013-69.69964669089055j),(0.018084330040319244-0.015724884350185188j),(-1.044095579947753+1.7732859813868291j),(625.8784194034401-1261.4461123252145j),(-3054.622342213247+3861.4610093711826j),(-31.936983506199677+2.017295081774112j),(0.014683268191381361-0.13689629490294122j)
1.46,(-482.12600000833015+297.88629039509993j),(47.20750318383638+10.691895280817475j),(3056.0763480783135-2846.75406115792j),(9.819433221021547e-05-7.656283774930121e-05j),(0.00414444640036753-0.002717566700292211j),(-0.08482318292635337+0.057230667538317244j),(0.003424630454358269-0.0033199856724345058j),(-5.657802631286318-11.813847525536055j),(-82.58186181293514-73.80127129846382j),(0.02392129406160227-0.006448522164865467j),(-1.2244477064686217+1.8085497706035232j),(683.6761076092031-1290.3864496279436j),(-3180.654293961415+3912.065502472668j),(-33.6418336065749+1.077223517251578j),(0.01769898933704027-0.1426476090153868j)
1.47,(-482.9409669146158+300.8013843870702j),(49.00430270972119+14.62471004323359j),(3129.266973725207-2868.8075894534677j),(9.939661650226717e-05-7.939188701380754e-05j),(0.005351429991631702-0.002589059231740112j),(-0.08494548440663524+0.06262061502774229j),(0.004348383407023416-0.003265294073724573j),(-6.232272014563286-12.485709703432512j),(-87.26189403503224-78.01229411740886j),(0.02961904493477035+0.004013516770252294j),(-1.4140634276123711+1.8425185000102415j),(743.5632756384597-1319.9794996752075j),(-3307.2839897175813+3962.5541964367835j),(-35.422714660953886+0.12711916459511663j),(0.020606982952238513-0.14862916243773336j)
1.48,(-483.58609105803544+302.9569151906002j),(50.80225836722156+18.904505950071407j),(3201.6037096141827-2890.108770741699j),(9.978658434151307e-05-8.235268441046111e-05j),(0.0066024166183073635-0.0023882198725105725j),(-0.08649782577400278+0.0697454379728948j),(0.0053154999370479475-0.0031568389922676196j),(-6.868117819097062-13.169976484223666j),(-92.28349914760474-82.3089960585935j),(0.035111032647077135+0.01576858755946973j),(-1.6133274641673356+1.8752641662270133j),(805.5866655421088-1350.5742635834831j),(-3434.9480422218294+4013.4988297959385j),(-37.288690136593495-0.8290865546707953j),(0.023345520560330273-0.15483242380205856j)
1.49,(-483.96254619032584+304.6790269600521j),(52.60023336046115+23.539375261889035j),(3272.5756794735103-2910.84682035586j),(9.924553021577422e-05-8.526467372413757e-05j),(0.007891753253222108-0.0021345112897084555j),(-0.08963098212159681+0.0788740746035597j),(0.006317139008295104-0.003000000961531158j),(-7.5640488687351475-13.862100527981132j),(-97.62583795050507-86.66826754245791j),(0.04036469513904171+0.028827204108971775j),(-1.8218798829753906+1.9070287945176139j),(869.5509852976238-1382.1708071269945j),(-3563.0002575507006+4064.971070471082j),(-39.23579920258643-1.7790038142710278j),(0.025893657198176812-0.16118372648907223j)
1.5,(-484.25170528579383+306.6708534780244j),(54.397824983509935+28.586224743095933j),(3343.5752013034726-2930.8607719675115j),(9.828172929610552e-05-8.771146248436276e-05j),(0.00920933258770541-0.0017734553504101694j),(-0.0901854166346347+0.0887503458867168j),(0.0073591624374895834-0.0027798999382762984j),(-8.323443243543542-14.564918091099134j),(-103.34249153555788-91.11438686838291j),(0.04522522783187753+0.043114471467238645j),(-2.0408493767609643+1.938029850100066j),(936.1301216233355-1415.0495971897435j),(-3693.444967890963+4116.956192731877j),(-41.281581854318006-2.7290842166812044j),(0.028221474807214493-0.16770968253609211j)
1.51,(-484.4299010140222+308.7893315240975j),(56.25594605707011+34.05504406077081j),(3414.7302997687966-2951.8987543279095j),(9.710096982568913e-05-8.954233575931035e-05j),(0.010562426636610488-0.0013055054786463482j),(-0.08618430732229121+0.0975537705867671j),(0.00844401994479224-0.0025033939526391234j),(-9.156283139758347-15.274430174231998j),(-109.48771449558348-95.62513151909235j),(0.049730473381976746+0.05866385333648766j),(-2.2705576907446434+1.970204625586257j),(1005.1708706388644-1450.2119573762823j),(-3826.1657133847834+4172.138772378604j),(-43.44333741801729-3.6532464211404623j),(0.0302833950658815-0.1744271158879582j)
1.52,(-484.26788295390827+310.0722690126725j),(58.284811135477064+39.908595291412695j),(3484.7914858969198-2977.2556095252285j),(9.56760330179577e-05-9.083567160803798e-05j),(0.01197115523303166-0.0007856838678050787j),(-0.07802451662622725+0.10240787256913224j),(0.009569551241062759-0.0021968560515593203j),(-10.078583560080087-15.97889530180813j),(-116.1057140438253-100.12613084976338j),(0.05408241861149999+0.07561537321512121j),(-2.5104717954281353+2.0068654515907913j),(1075.6626278906654-1489.1964294303643j),(-3958.7808475357688+4235.341456914717j),(-45.73422949519094-4.495186733229138j),(0.0320179819860414-0.1813274274228777j)
1.53,(-483.9827147641024+310.5497134303501j),(60.44138765562015+46.174220990956975j),(3553.5187190295037-3005.1622204201467j),(9.376834740212881e-05-9.180195036715917e-05j),(0.01341648333200857-0.00020858428995956476j),(-0.07091288148612032+0.10462465590005389j),(0.010731517674646512-0.0018482347056482714j),(-11.092971867829103-16.667561084561015j),(-123.17842664663226-104.55194915195703j),(0.05809320426001893+0.0940913654882187j),(-2.7603520017150247+2.046420822319616j),(1147.412599419961-1531.3332307304652j),(-4090.764474952493+4304.012362734549j),(-48.13765618091532-5.259073293346579j),(0.033380586648884755-0.18831050799916635j)
1.54,(-483.8244158875291+311.1184620407781j),(62.683409259433404+52.89444634938113j),(3620.840684320774-3033.6418813309656j),(8.965760833877501e-05-9.310499542063488e-05j),(0.014897927822717066+0.0004248174531427816j),(-0.07321886018887014+0.116292868268487j),(0.011922554921843798-0.001456594476860004j),(-12.183900146642916-17.331444008838858j),(-130.65155404477662-108.85754519819818j),(0.061679024520400305+0.11416796222135787j),(-3.018704899854706+2.0872345471786207j),(1220.4302776414036-1575.6733925008439j),(-4222.303449735739+4375.107840264219j),(-50.62799724136155-5.954047113905323j),(0.034340475408360674-0.195239365367709j)
1.55,(-483.74659756987376+311.8928675455581j),(65.09966333864611+60.05103049879496j),(3685.902140570977-3063.8532829480946j),(8.343992089204362e-05-9.420114596792893e-05j),(0.0164084152172205+0.001115055079663136j),(-0.08128099806323881+0.13517714747315474j),(0.013141244706217328-0.0010287354040016167j),(-13.359085217884243-17.949273694121437j),(-138.54017190034594-112.9030236573301j),(0.06488748965417296+0.13578228975338402j),(-3.2838275181660044+2.1317093896195285j),(1293.664868135928-1623.024576805139j),(-4351.551842940703+4450.371635505343j),(-53.19844532279677-6.5320516723010735j),(0.03472211330854487-0.20200496430094791j)
1.56,(-483.62645975337745+312.0981449888252j),(67.87829966214275+67.58167965081286j),(3747.409711343516-3099.187717385029j),(7.708192632958715e-05-9.327696892503983e-05j),(0.017933975419945913+0.0018833391887878527j),(-0.08035998607418576+0.1454112763975076j),(0.014396758453135473-0.0005693234088347598j),(-14.64993883467015-18.489511461637786j),(-146.92362988409923-116.46617368496115j),(0.06781615995851617+0.1587791901402699j),(-3.554322806809459+2.1852939112273857j),(1365.249759157731-1675.5825695167048j),(-4475.152409880845+4535.05032265788j),(-55.85879852963268-6.901798376426362j),(0.03422591911666975-0.20852477240326248j)
1.57,(-483.5218327844004+312.13611076890385j),(71.0156401259311+75.5490254472439j),(3806.3134383509996-3137.8825965294554j),(7.102589633459718e-05-9.08981376637406e-05j),(0.01948281419975354+0.0027630952038572706j),(-0.07539671669267699+0.1491434084975288j),(0.0156974030591916-6.947215598099808e-05j),(-16.05496886826182-18.947968547911124j),(-155.74711302121253-119.5412657233454j),(0.07048363590927034+0.18347639497304702j),(-3.8313901364583893+2.2467486525900284j),(1435.58663116143-1732.8320951116484j),(-4594.592140965252+4626.806131483896j),(-58.59860962457755-7.077508640032462j),(0.03291958835683981-0.21469944824027132j)
1.58,(-483.33418773902326+312.3370346032577j),(74.55313250612146+83.99226552202731j),(3863.8308351926685-3180.50860088309j),(6.366524513981022e-05-8.706331395925131e-05j),(0.021059004446888407+0.0036652269138371988j),(-0.06960645657215268+0.15408583070151885j),(0.017028077283692034+0.0004454571957300371j),(-17.566968214284426-19.320607311244178j),(-165.0782958457793-122.09780716936166j),(0.07290505832076048+0.20985207636171063j),(-4.114071093354809+2.3176993477411645j),(1504.8892058551824-1795.3274071387664j),(-4711.235392742653+4726.609552077171j),(-61.42152715912445-7.051638224311446j),(0.030792232875467687-0.22053244012081247j)
1.59,(-482.8005984734547+311.72966528008266j),(78.63671135282696+92.86634423595353j),(3918.4559883378506-3227.4495706718394j),(5.4907735760239065e-05-8.081360040790177e-05j),(0.022639055498790406+0.004621122184609161j),(-0.0644476085073442+0.15844446689250447j),(0.0183937522728751+0.0009898674135671672j),(-19.192441072299196-19.57133122946959j),(-174.8728709258235-123.89842514644873j),(0.07508395909064232+0.2380884433877959j),(-4.399303619322787+2.400642282158699j),(1571.255583579589-1863.6348332052469j),(-4821.918593013521+4835.293822062664j),(-64.29322950506541-6.7640711194821925j),(0.027648237767929087-0.22577661996846088j)
1.6,(-482.03524009108713+311.78010197019347j),(83.3594233435452+102.10096413761754j),(3968.773633020412-3279.6802550911625j),(4.496171120083965e-05-7.351683939617551e-05j),(0.024247671711477795+0.005609981275323032j),(-0.06590705307684246+0.166492034567865j),(0.01979519913446011+0.0015365837363692876j),(-20.914897774616435-19.669311512470575j),(-185.0881834574302-124.74174409101556j),(0.07729949055056214+0.2679495550690651j),(-4.682792500187994+2.499194477136528j),(1633.0531298948572-1938.2254169321618j),(-4923.861995475551+4953.779356645038j),(-67.17825045540962-6.1597418293658155j),(0.023357359845754627-0.23024985935121958j)
1.61,(-482.4374680779113+310.8734224983829j),(88.77522752067941+111.6872575062831j),(4015.3655487592055-3335.508093061988j),(3.458854296112165e-05-6.338120280298539e-05j),(0.02592162850251023+0.006611632470859041j),(-0.06469375813155243+0.16880790235290438j),(0.02124832056827344+0.0020663247012574007j),(-22.71607200504054-19.579895048276928j),(-195.59792398724397-124.44861776816457j),(0.07975293123106396+0.2998605240386999j),(-4.962396197457362+2.6148847709002196j),(1689.2822476933552-2018.7636790550725j),(-5016.548202895752+5079.777817213672j),(-70.0345169969913-5.209049725032351j),(0.017856639286844105-0.23370441745263595j)
1.62,(-482.2117141209534+311.66271651588545j),(95.069962211704+121.75115231831128j),(4060.926708517898-3394.798210645724j),(2.5906108757020915e-05-4.918804423749623e-05j),(0.027650016077662324+0.007543272890589476j),(-0.053441046765739825+0.1630143191483304j),(0.022740043758910103+0.0025659839952004732j),(-24.593867300765165-19.299078518321487j),(-206.44112982050652-123.03285721622267j),(0.08275080774479648+0.33423167157367717j),(-5.240870223123749+2.751139532097048j),(1741.0275336563468-2106.2739099219307j),(-5104.237247448236+5214.217879761133j),(-72.88562669274022-3.9064143600338905j),(0.011217775736607238-0.236156546982526j)
1.6300000000000001,(-482.5284232125699+310.5495788511123j),(102.4285201419627+132.11990852055598j),(4103.7540542748575-3458.914028410815j),(1.5042421621811423e-05-3.241190432562269e-05j),(0.02945433456930315+0.00854928327097103j),(-0.052358075871947594+0.16606203701202119j),(0.02432500200328747+0.003060449618478085j),(-26.52431702241259-18.774737255793315j),(-217.46844547847405-120.09306406515255j),(0.08623645237134608+0.3714394784336662j),(-5.510417141984026+2.9131329263060253j),(1784.7539990739178-2201.335960315977j),(-5181.768157920324+5358.420389022734j),(-75.6465733987544-2.160972708863932j),(0.0032423569319798735-0.23715326105311962j)
1.6400000000000001,(-483.2528220754694+309.30029070179575j),(110.9927390665324+142.63183325357252j),(4139.773526513706-3526.1216016939384j),(3.459073264581046e-06-1.1626830725205412e-05j),(0.031374777090966206+0.00947558330605348j),(-0.05596684450717411+0.1679843339819247j),(0.025982488945859895+0.0034737613559113183j),(-28.436636223939303-17.957310817950887j),(-228.35125819077768-115.31516506645539j),(0.0911397071036214+0.41138662003326454j),(-5.761931117269176+3.1058093472251382j),(1817.3378462111732-2302.582036905158j),(-5242.815059100529+5509.095279509621j),(-78.20662500434783+0.09777108981267912j),(-0.006138014607907606-0.23628421189150922j)
1.6500000000000001,(-485.445629940999+306.99239186204414j),(120.80014430329634+153.21492803167558j),(4170.2045095685735-3593.590447945109j),(-7.002225154497927e-06+1.5453941210652598e-05j),(0.03338913332905741+0.010422794668352038j),(-0.04528365146254024+0.167678125524268j),(0.027744873296622504+0.003841919034985819j),(-30.264092972199883-16.836481328732514j),(-238.7633205795539-108.64424987895883j),(0.09763843728989723+0.454344719899279j),(-5.992081120191869+3.329492380814425j),(1838.4637406863121-2408.2764306855506j),(-5288.208932114587+5661.467886237986j),(-80.48791818914654+2.8557957799232523j),(-0.016703664629142113-0.23325703575697299j)
1.6600000000000001,(-487.29775510639763+306.0257966657623j),(132.34959346363868+163.85902385304854j),(4193.649598853194-3662.2433172226965j),(-1.4996540970796249e-05+4.503115535845934e-05j),(0.03554005245459601+0.01132822406887108j),(-0.05781451393183068+0.15961302096894228j),(0.029645966155873196+0.004148530412876622j),(-31.96124791529061-15.353958157933047j),(-248.57683835813762-99.59780052125392j),(0.10646342424666919+0.5015712641738667j),(-6.196280471105761+3.5967605311107356j),(1845.1693578918805-2520.1596734202994j),(-5315.299908632606+5817.7851054416415j),(-82.4354112531999+6.230022705650352j),(-0.02868489250098899-0.22767751304074615j)
