t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,A_0011,A_0012,A_0013,A_0014
0.0,(0.18757497724627709+2.3247127680037747e-11j),(4.862575162681396e-14-2.24882281044561e-14j),(1.186293465711467e-13+1.0981333923359779e-13j),(7.657308515724375e-19+9.07373771978165e-19j),(1.8845008677909576e-16+3.42379268051567e-16j),(-1.282548869279451e-14+8.891441647103752e-15j),(-1.5731821196711735e-17-8.755966609715428e-18j),(1.4758393243423545e-17+2.631886127136206e-17j),(-1.0053958608782382e-18+1.436424770264879e-17j),(-2.1599393903831563e-15+7.642337252120348e-15j),(-6.800724858087548e-18+8.588034964383136e-18j),(4.3913335967332164e-16-8.971407751011995e-17j),(-9.90076179995809e-16-1.8086686899269085e-16j),(1.3160058476995945e-17+2.963506385141251e-18j),(-3.2886051904939e-20+2.0389648834125292e-19j)
0.01,(0.20987333488533222-0.027709118321819593j),(0.0012274835615163665+0.0031482308470334925j),(0.0007542876847320105+0.00016023668593593594j),(1.4780536732247677e-07-1.8191496336004368e-08j),(0.00016851347346340782+0.0001587791530527902j),(-0.00272327276813968+0.0011129543421114117j),(3.971287219183211e-05-1.9588410710394506e-05j),(-8.65908064650012e-05+6.833426126810731e-05j),(3.0264885132920026e-06-7.097677890856501e-06j),(-0.0018083362916885657+0.003208879750668154j),(-2.9246594702573336e-06-8.967168468198077e-07j),(6.267708184805525e-05+9.404513406466852e-05j),(4.8442584560247594e-05-0.000231192288095141j),(1.7664793193266862e-06+1.8270020386436078e-06j),(3.0418892014808215e-08-2.145173599250079e-08j)
0.02,(0.22911706121844042-0.05977998345038322j),(0.0030208107412784306+0.006143978766191454j),(0.0018389886078564498+0.0004651494806546947j),(3.132515236999543e-07-1.1116089707728545e-07j),(0.00038236300078173415+0.00029714543084619787j),(-0.005074508745064207+0.0030931677634516716j),(8.041210649858323e-05-4.734045166605138e-05j),(-0.00014287634946205202+0.00018528747788223684j),(2.2310087506554477e-06-1.784391723990007e-05j),(-0.0028968114223687684+0.00690812551323945j),(-6.2292759446828735e-06-2.1018461141752673e-06j),(0.00013017735317514043+0.00022626683025771027j),(0.00010829946256996721-0.0006005874766686855j),(4.268042141207343e-06+4.281075968168968e-06j),(6.52163464514725e-08-6.456397449710202e-08j)
0.03,(0.24444143833071305-0.09550317855422583j),(0.005295117812988414+0.008882357564791735j),(0.0033062302224920433+0.0010230285308220808j),(4.6734019525286397e-07-2.9126632803779996e-07j),(0.0006346967195410725+0.0004063662679407294j),(-0.006804297140906849+0.005794893783241855j),(0.00012062359350260303-8.277924547786666e-05j),(-0.0001484509678636169+0.00033771372352032044j),(-4.813641589691395e-06-3.0567378690550835e-05j),(-0.0031761456316972553+0.010891650345539756j),(-9.81768632443487e-06-3.7036124453639986e-06j),(0.0001919324896229198+0.00040247168947346823j),(0.0001914407539699708-0.0011601396139418276j),(7.553793152567791e-06+7.5332045514143645e-06j),(9.840642765405883e-08-1.362981540459031e-07j)
0.04,(0.2552471351628821-0.13396738641981099j),(0.007910546956499166+0.01128006639363136j),(0.00520223175118889+0.0019706751032149286j),(5.782348446897372e-07-5.575201364333436e-07j),(0.0009142497801052292+0.0004810795604962347j),(-0.00773921101211254+0.00896989018752904j),(0.00015902313846373787-0.0001245656466902967j),(-9.031432668220257e-05+0.0005045691057683708j),(-1.9645070699204594e-05-4.257803610502592e-05j),(-0.0026508032034511923+0.014912873246205691j),(-1.3545970121968826e-05-5.804776043876926e-06j),(0.0002333086076521095+0.0006271658937478791j),(0.00031102282085249935-0.0019702490153087836j),(1.1615679296074831e-05+1.1778225417586987e-05j),(1.219394033145183e-07-2.4164954137997927e-07j)
0.05,(0.26107681527827353-0.17410727079482316j),(0.010767730670859005+0.013273858897139596j),(0.007614819509763732+0.0034058233251018665j),(6.130991175443488e-07-8.981489986808552e-07j),(0.0012106534428425824+0.0005152842922399124j),(-0.007745168043972048+0.01235738580368881j),(0.0001941932018902062-0.00017179085665816103j),(3.801471338851893e-05+0.0006613644362055957j),(-4.26887816030191e-05-5.052413693798895e-05j),(-0.0013285189027280326+0.018743205962599985j),(-1.7368044469066532e-05-8.476542951483855e-06j),(0.00024546684816973357+0.0009062119627862255j),(0.00045667457515664883-0.0030986044710138634j),(1.6538446565856484e-05+1.713585400858814e-05j),(1.2506059868737892e-07-3.829165954654466e-07j)
0.06,(0.2616471686581628-0.21470289534753753j),(0.013804837395915977+0.014818521596818486j),(0.010678307434114007+0.005374806373021723j),(5.386762795960506e-07-1.2903535886120342e-06j),(0.001514030834396667+0.000502230515278788j),(-0.006729000169611827+0.015680221116057116j),(0.00022455407282165468-0.00022392997064218665j),(0.0002363611416533343+0.0007803478902715314j),(-7.325103330826682e-05-5.049001425297497e-05j),(0.0007771115382160594+0.022166565643905956j),(-2.1341992097642856e-05-1.1758837668407542e-05j),(0.00022627454798490674+0.001247508835138888j),(0.0005896832970079205-0.004615657848109345j),(2.251252505513009e-05+2.3627613803559272e-05j),(9.47456612090886e-08-5.592165367319219e-07j)
0.07,(0.25706611552977054-0.2545707646098446j),(0.01692595499089499+0.015886204821360328j),(0.0145211790825991+0.007951901824873715j),(3.322604650655337e-07-1.6983456393884594e-06j),(0.0018121312398249388+0.0004391276540336687j),(-0.004732567149235603+0.018642537252421373j),(0.0002486767520757133-0.0002797636983280663j),(0.0004913681510759468+0.000835258210670615j),(-0.00010880252700401479-3.872868435594431e-05j),(0.0035612927193243546+0.024985702507631283j),(-2.5425393996972107e-05-1.567873910710215e-05j),(0.0001683787225650391+0.0016560346974984924j),(0.0006633177225571809-0.006602439215795522j),(2.9668884962088095e-05+3.129686950770035e-05j),(1.7397602544310936e-08-7.658966739561744e-07j)
0.08,(0.24747530673707344-0.29280140218258605j),(0.019997085219994104+0.01649322009410933j),(0.019167395937413245+0.011456452826431332j),(-1.3438618161121928e-08-2.0809574494131625e-06j),(0.0020948476142649947+0.00033211240652520236j),(-0.001957554871482565+0.021022863661671134j),(0.0002665613391474587-0.00033733595634737935j),(0.0007766829991543789+0.0008076952358294546j),(-0.0001448187506741851-1.1864474519102946e-05j),(0.006820964221105017+0.027117158579935227j),(-2.9266841092583813e-05-2.025463729546844e-05j),(3.9259292106254615e-05+0.002120715512309106j),(0.0006968101909696638-0.009214928188752853j),(3.779325271569769e-05+4.0601000485615766e-05j),(-1.245246881592743e-07-9.997791988894806e-07j)
0.09,(0.2332113171060839-0.32851904236873064j),(0.022917696443391665+0.01666302268730196j),(0.024720681802457442+0.016081218291163216j),(-4.9303486688305e-07-2.396041559031382e-06j),(0.002352484044157123+0.00018639091340114414j),(0.0013835974224182838+0.022646899313015355j),(0.0002779370380092881-0.00039498550690309604j),(0.0010642547472393044+0.0006879089674367695j),(-0.00017609715594192583+3.151416299647698e-05j),(0.01036763376227448+0.028493163907971446j),(-3.2691289235203e-05-2.5465228775187014e-05j),(-0.00018072317448839637+0.0026351672245095437j),(0.0006450680998541836-0.012583348235454655j),(4.68521782525491e-05+5.1770051896099235e-05j),(-3.4588205725508516e-07-1.2501584460648498e-06j)
0.1,(0.21486141281607965-0.36085398171094857j),(0.02562395811641912+0.01642029243865552j),(0.03138782953177101+0.021842369743668454j),(-1.0882545387949644e-06-2.6003911227008693e-06j),(0.002575077435271289+5.151959175587269e-06j),(0.005079486969071877+0.02337873173900479j),(0.0002820130299424785-0.00045138830173120566j),(0.0013251519772861271+0.0004748712684260586j),(-0.00019686640493378038+9.062704588712849e-05j),(0.014034569426560435+0.02904514996412326j),(-3.57534702533208e-05-3.124703862382733e-05j),(-0.000493624097121857+0.0032005065621151683j),(0.0003807131825745445-0.0167972777513409j),(5.705863261009603e-05+6.4718168263412e-05j),(-6.577620936831324e-07-1.4974041685756001e-06j)
0.11,(0.19322002471569968-0.3889601103400945j),(0.028085244080867565+0.015791707472945733j),(0.03946800708640358+0.02861658510309032j),(-1.7686064077084253e-06-2.6501732973238364e-06j),(0.0027527844030436916-0.00020988913844731323j),(0.008918767639323923+0.023124505001531074j),(0.0002776329230899385-0.00050553013426744j),(0.001529733259876395+0.00017605081377243477j),(-0.00020082818929366297+0.0001626158537759492j),(0.017675508087278365+0.028709788541322622j),(-3.86866887351951e-05-3.749905828046271e-05j),(-0.0008877518509198014+0.003823385965174856j),(-0.0002987099978575581-0.021917938473207055j),(6.883443807570178e-05+7.911576694972204e-05j),(-1.0682231343748642e-06-1.7134885210397737e-06j)
0.12,(0.16897697586196736-0.4123481887813127j),(0.030252102404458095+0.014799483987651813j),(0.04923342373139371+0.03643191170591968j),(-2.490661355375926e-06-2.5158110350476905e-06j),(0.0028797356587244435-0.0004510518491721785j),(0.012651982593237474+0.02189775391160067j),(0.00026490987533928724-0.0005561310289411426j),(0.0016507553943310416-0.00019039790152397377j),(-0.00018225084459309242+0.00024275354446290451j),(0.021123851069114997+0.027520678682912608j),(-4.138503269738803e-05-4.412188536526803e-05j),(-0.0013721029850932765+0.0044989931755396225j),(-0.001603958165286661-0.028053847901261766j),(8.242292494981388e-05+9.496278899795944e-05j),(-1.5828364432157614e-06-1.867377454668145e-06j)
0.13,(0.14319272672231137-0.4308419410434614j),(0.03207671030006019+0.013448283573870097j),(0.06101104443427041+0.044961149188925874j),(-3.1922183703702305e-06-2.1922638617433708e-06j),(0.002950319788220947-0.0007093266949179313j),(0.016010683699430327+0.019795165183923744j),(0.00024367378999189365-0.0006016927603249004j),(0.0016678813462135062-0.0005927835858004527j),(-0.0001375128943076536+0.0003229970170842503j),(0.02419756515234417+0.02556547975891255j),(-4.396154353721477e-05-5.097332705052783e-05j),(-0.001930601209498048+0.005235521646682563j),(-0.003829318008800419-0.03514974493255713j),(9.826284355245893e-05+0.00011164792865671031j),(-2.186472958212897e-06-1.9236925407532545e-06j)
0.14,(0.11676759988769896-0.44438641660338196j),(0.03352440309885781+0.011762111752552215j),(0.07513071363529172+0.053800727886233565j),(-3.816875081162598e-06-1.6882419189565727e-06j),(0.0029615150162357064-0.0009759215648529859j),(0.01878806381231071+0.016952646264511734j),(0.00021407064251790256-0.0006409259080977435j),(0.0015713080421570183-0.000998440759734554j),(-6.55574514992466e-05+0.0003947826898278603j),(0.02675876463917109+0.022953230782642924j),(-4.652931298551717e-05-5.791551900702592e-05j),(-0.002546155763080618+0.006041215909551714j),(-0.007301834013143404-0.043089695144037585j),(0.00011681062976791586+0.00012851833415044887j),(-2.8547582914799227e-06-1.8493813528047992e-06j)
0.15,(0.09030938810598375-0.45305775426022993j),(0.03456879276201987+0.00978944457741283j),(0.09190128068910249+0.06257036748882483j),(-4.317580672344631e-06-1.0254931071286157e-06j),(0.0029138215710876646-0.0012414305816095886j),(0.020844525550811174+0.013547502174258956j),(0.00017690537189805948-0.0006727475394682852j),(0.0013622210978577868-0.0013753636455278268j),(3.205229734307239e-05+0.0004495133809119334j),(0.028717272222108403+0.01982181348418869j),(-4.908443931923768e-05-6.48279248652877e-05j),(-0.0032102928082647997+0.006919344191703571j),(-0.012363039173823991-0.051732563728646895j),(0.00013845407650569171+0.00014507460401699004j),(-3.556897952072766e-06-1.6151970152551207e-06j)
0.16,(0.06413335428190553-0.45706318213547514j),(0.03519176788070025+0.007603228634929604j),(0.11161059986473457+0.07091307704453925j),(-4.656635884628279e-06-2.3880308559643636e-07j),(0.002811261684712201-0.0014958341012838222j),(0.02210768129838863+0.009798435508942568j),(0.00013364188062371012-0.0006962812091747224j),(0.001052794818074998-0.0016922061669058187j),(0.00015113309230309233+0.00047855830858499395j),(0.030030618983976184+0.01633795231039924j),(-5.150602736141937e-05-7.160733621558015e-05j),(-0.003923155430951728+0.007868198417303095j),(-0.01936895499711443-0.06091201549532824j),(0.0001635123337005216+0.00016097078710748945j),(-4.255677345989638e-06-1.1956982034592039e-06j)
0.17,(0.038502278172629426-0.4567778050286375j),(0.03538171395555106+0.005278854591197828j),(0.13441772747711261+0.07827846972956545j),(-4.804616983330563e-06+6.251545483648184e-07j),(0.002659612581474055-0.0017292201078720568j),(0.02255707146325587+0.005947094881554069j),(8.595763191662773e-05-0.0007108060468509999j),(0.0006643774619387867-0.00191939915320001j),(0.00028506904583396254+0.0004739800595925409j),(0.030687285414656075+0.012678567049980365j),(-5.374328632096928e-05-7.814414489929928e-05j),(-0.004670660887855523+0.00888997580037644j),(-0.028620826111452273-0.07032642220467097j),(0.00019222349395849742+0.0001755315289486295j),(-4.905020231545813e-06-5.757968719768012e-07j)
0.18,(0.014143658877602203-0.45254917318230703j),(0.035136115173569196+0.002848884516495104j),(0.16040355585074384+0.08344040313468878j),(-4.744086517384653e-06+1.5105278168417323e-06j),(0.0024625389188568532-0.001934541082132132j),(0.0222039575670969+0.002179915904366195j),(3.470854705085418e-05-0.0007157936448312932j),(0.0002258751590330369-0.0020376797737996946j),(0.0004226849406184569+0.0004308466298161607j),(0.030676207875318478+0.008968301008663672j),(-5.613435325984862e-05-8.43054030701559e-05j),(-0.005397694128778223+0.010013184365149396j),(-0.040418179012398414-0.07927214614357123j),(0.00022507701841288915+0.00018700850402437715j),(-5.429932561885524e-06+2.3803430031334946e-07j)
0.19,(-0.008718357324610862-0.4445272340477611j),(0.034469508791030654+0.00039019581542986195j),(0.18982028804334056+0.0854555086780332j),(-4.477467653535225e-06+2.3592444495639736e-06j),(0.0022281509098752822-0.002105458496331861j),(0.02113560028456675-0.0013307209401863963j),(-1.8376282854269752e-05-0.0007111726620112906j),(-0.0002262261398089597-0.0020384706795399934j),(0.000549796691635798+0.00034660454981587385j),(0.030045536163435107+0.005340007087604124j),(-5.862292072543571e-05-9.002841607480704e-05j),(-0.0060987505827574985+0.011251880909511503j),(-0.0551903254489786-0.08710997733799651j),(0.00026261740842554993+0.00019455390141735252j),(-5.750343039235466e-06+1.2338537513169748e-06j)
0.2,(-0.02988970547228123-0.4330231208792518j),(0.03340344377074657-0.0020229316735007347j),(0.22244902430937463+0.08330799673864167j),(-4.0206293894464515e-06+3.12056759515667e-06j),(0.0019652170717388245-0.0022369404635164776j),(0.019459935679474242-0.004442507914569717j),(-7.155629640306563e-05-0.0006971067224261002j),(-0.0006586933224970637-0.0019225655399649425j),(0.0006538483267637181+0.00022319605597240482j),(0.028857708566334524+0.0019127885093945338j),(-6.120053336587692e-05-9.52352182464115e-05j),(-0.006747432961024499+0.012616390880280246j),(-0.07304242845522019-0.09309495091257447j),(0.0003048667051792417+0.0001969609637490179j),(-5.801571178704956e-06+2.371461003616516e-06j)
0.21,(-0.04916248670934724-0.4185254609335777j),(0.031965934459231175-0.004322947023950171j),(0.2575673229462111+0.07587173567290184j),(-3.4025214997095267e-06+3.751457148016312e-06j),(0.0016828353275313453-0.0023253608333660383j),(0.01730208379574758-0.007045661821565222j),(-0.00012315962854920334-0.0006739806453965352j),(-0.0010420608435788247-0.0017001804271527105j),(0.000724068952623893+6.719694373182055e-05j),(0.027186062699512424-0.0012108132560499623j),(-6.39434509781855e-05-9.982697421211474e-05j),(-0.007291446255241946+0.014114747737065794j),(-0.09373352604764398-0.09635757577120857j),(0.0003513059194495331+0.00019256534145617937j),(-5.534604880642641e-06+3.5809528006943692e-06j)
0.22,(-0.0663149682854141-0.40170037547008336j),(0.03019146058670183-0.006449028221722587j),(0.2939492002941083+0.061910251814545784j),(-2.6651745358426567e-06+4.21656974831076e-06j),(0.0013904330062110915-0.002368499192195425j),(0.014804348657434298-0.009062924004269808j),(-0.00017158311059570154-0.0006424004455291117j),(-0.001350630724239483-0.001390953815715595j),(0.0007514727545819407-0.00011018343239447138j),(0.02511483550663161-0.003944818491491907j),(-6.701264850824159e-05-0.00010368397889304888j),(-0.0076525977375041365+0.015752692952271004j),(-0.11667653122526446-0.09590383459707805j),(0.00040087503160480035+0.00017924509279098653j),(-4.916100430636482e-06+4.762723106932889e-06j)
0.23,(-0.0811115835557536-0.3833914797506603j),(0.02812096726707901-0.008347082164772755j),(0.32986513073621765+0.04007672947465024j),(-1.8636998262910706e-06+4.488258781979234e-06j),(0.0010977668426106937-0.0023655408629543405j),(0.012126218268701331-0.010449560346095786j),(-0.00021529227019492688-0.0006031933327160509j),(-0.001562472552301968-0.0010239465828000252j),(0.000728858996747421-0.00029310215882972016j),(0.02273916325952201-0.006219809232371502j),(-7.065381605079216e-05-0.0001066656575043327j),(-0.007726796960336927+0.0175336760110914j),(-0.14093823196958946-0.09061518385263792j),(0.00045197299160622565+0.0001544206838209327j),(-3.92838249951377e-06+5.787463107614374e-06j)
0.24,(-0.09345782676348603-0.3645000205807013j),(0.025806293825955146-0.009963817193290203j),(0.3632565043946568+0.00920318999086217j),(-1.0629223071896345e-06+4.5486654088345045e-06j),(0.0008151997577927879-0.0023172762104352322j),(0.009441820485726397-0.011195486267189305j),(-0.0002527473310129052-0.0005574829236909143j),(-0.0016603166709677148-0.0006357540448150478j),(0.0006510120064483677-0.00046262057529514384j),(0.020169175876493986-0.00798407477283885j),(-7.50925992339515e-05-0.00010862670023447107j),(-0.007404321796504418+0.019448957628803026j),(-0.16534952858221572-0.07944069267535057j),(0.000502498700892938+0.00011557678031806474j),(-2.5715120239703643e-06+6.51052016729364e-06j)
0.25,(-0.10391052760871863-0.34529224833587757j),(0.0233344829769282-0.011246146379633526j),(0.3922491743091656-0.030348439994583094j),(-3.1401525219800595e-07+4.416865470384691e-06j),(0.0005526738210282337-0.002228928421804399j),(0.006893701196225741-0.011364196444004385j),(-0.000282661440454922-0.0005071832678210475j),(-0.0016484887992572828-0.0002580158302661256j),(0.0005235137972210094-0.0006038044534447601j),(0.017531837585835146-0.009237345842685913j),(-8.003704025298209e-05-0.00010952797599153177j),(-0.006657931742754435+0.021435725109722144j),(-0.18869231775219616-0.062214151674826246j),(0.0005498099575583458+6.265229805010857e-05j),(-9.23567230877844e-07+6.832848148577299e-06j)
0.26,(-0.1127582260654513-0.32594357191433226j),(0.020794011984603872-0.01218352627021417j),(0.41458148411979784-0.07798895490577457j),(3.4245632064948226e-07+4.135724067704313e-06j),(0.00031648057523916517-0.002108496366190344j),(0.004575726631632348-0.011065601333411418j),(-0.0003046802935770263-0.0004543596624672228j),(-0.0015484855180950214+8.223254849427995e-05j),(0.0003621535469965321-0.0007025633320736993j),(0.014928133059920376-0.010023979479449583j),(-8.523329499607889e-05-0.00010937434113191829j),(-0.005452085523509851+0.023429951545465524j),(-0.20930118348914692-0.03885436652527258j),(0.0005908608747773442-4.241016003610725e-06j),(8.701443811345587e-07+6.6600948209119235e-06j)
0.27,(-0.12024085525808306-0.30664890719796045j),(0.018262486044559954-0.012779174031705988j),(0.42827260617578855-0.13272817603590734j),(8.770814278814268e-07+3.7469453833783947e-06j),(0.00011111742012202028-0.00196375693600767j),(0.0025571403256125936-0.010405274328622087j),(-0.00031877384255602355-0.0004008619802059329j),(-0.0013819686709489458+0.0003646792314475174j),(0.0001826250779049382-0.0007494352552583354j),(0.012441122862872078-0.010394076235870775j),(-9.047480168778682e-05-0.00010818395237810924j),(-0.0037643660899080392+0.025360603207830318j),(-0.22564482776198075-0.0096374651261487j),(0.0006227756304337684-8.439021745095662e-05j),(2.665340061955226e-06+5.936853135128951e-06j)
0.28,(-0.12659650860673968-0.2876009892737722j),(0.015807226985622105-0.013047281372580377j),(0.4316887865510441-0.19310300173932515j),(1.272235590442562e-06+3.2904595783790818e-06j),(-6.054493317407582e-05-0.001802183440017455j),(0.0008834058257383235-0.009482847199592893j),(-0.0003251886094012327-0.0003483283434969573j),(-0.001170204929796688+0.0005761564867053109j),(1.0530130571076868e-07-0.0007400545992092612j),(0.010137492766024344-0.01040200828448116j),(-9.557849014044014e-05-0.000105990348842353j),(-0.0015909323671287855+0.027147089040958375j),(-0.23637549375936612+0.02474900993613495j),(0.0006428796153099421-0.00017634697153399442j),(4.321349303723439e-06+4.651111361721853e-06j)
0.29,(-0.13206143982727364-0.26899037243389257j),(0.013485273269863879-0.013013014543106306j),(0.4235433450441416-0.2571774074315199j),(1.5220808336937594e-06+2.804422792065637e-06j),(-0.0001972624620473107-0.0016309456033272544j),(-0.0004237933065131521-0.00839201009302515j),(-0.0003244476859544855-0.0002981851246833624j),(-0.0009340657951254959+0.000710640710509762j),(-0.00017074578221218546-0.000675152072271289j),(0.008067553747922956-0.010106419417603173j),(-0.00010038478175416233-0.00010284245202666759j),(0.0010534807456057012+0.02869926066133627j),(-0.24032896588972763+0.06320610138821645j),(0.0006486994330866785-0.0002779275531289905j),(5.701113840829384e-06+2.8342530908461406e-06j)
0.3,(-0.13687006293126427-0.2510054301755607j),(0.011343379992606633-0.012712514335350287j),(0.4028966751783293-0.3225424455891335j),(1.6325656874120315e-06+2.3252171421844346e-06j),(-0.0002994178324431855-0.0014569095673910978j),(-0.0013665534957590791-0.007220511532364964j),(-0.00031735073389012715-0.0002516469459915002j),(-0.0006940275959322296+0.000769252427233351j),(-0.00031578508283030876-0.0005605547149234494j),(0.006265241994325342-0.009570225047349997j),(-0.00010475758951686623-9.880456582284067e-05j),(0.004135562375030851+0.029917412357795315j),(-0.23652456978124553+0.10422343726978336j),(0.0006379629003432797-0.0003862128467464151j),(6.671187649914166e-06+5.610572323193241e-07j)
0.31,(-0.14125495222601742-0.23383235520113135j),(0.009418018882419658-0.012192896083176388j),(0.36915624420152615-0.3863162457499551j),(1.6214251857905266e-06+1.8874507248689742e-06j),(-0.00036902039885451307-0.0012866378900094925j),(-0.001970751152711215-0.00605015841780327j),(-0.0003049739847150157-0.00020971667953101033j),(-0.0004701714897233694+0.0007602562893789315j),(-0.0004213864215007326-0.00040718589977899275j),(0.004748118898200662-0.008860612205625583j),(-0.0001085843180042539-9.395637651242967e-05j),(0.00760342567383963+0.0306922810915115j),(-0.22416517228185603+0.14587923093357122j),(0.0006085990465575368-0.0004975483465309378j),(7.101736949869776e-06-2.0503019843790185e-06j)
0.32,(-0.14544684231456592-0.21765515941807365j),(0.007735378301120085-0.011512249662246234j),(0.32207659308632264-0.445144014512923j),(1.5181808674385275e-06+1.523957614639871e-06j),(-0.0004097062043214206-0.001126389545329423j),(-0.0022860426741758595-0.004956816026275803j),(-0.0002886702397685224-0.00017318544729481877j),(-0.00028218346251500967+0.000699061077579737j),(-0.00047444052994605245-0.00023106533158538778j),(0.00351737105972973-0.008049039544124639j),(-0.00011177586337981674-8.839295276676163e-05j),(0.011386607820682607+0.030905046496005555j),(-0.20263718145925125+0.1858402810453645j),(0.0005587381141057303-0.0006075441562614318j),(6.8665402018391105e-06-4.838255010107291e-06j)
0.33,(-0.14951530433464574-0.20247067548148237j),(0.00630351756870225-0.010733177038604451j),(0.26184090132559407-0.49600252595793043j),(1.3590268797608145e-06+1.2606396174611032e-06j),(-0.00042663863625366766-0.0009811038699297939j),(-0.0023787812219689523-0.0040021208842401425j),(-0.0002699158039176541-0.00014242464944225414j),(-0.0001463834600600733+0.0006053338246740915j),(-0.0004638434285400138-5.0332262572212635e-05j),(0.0025548294924810245-0.00720488438054093j),(-0.00011423969794079098-8.226560414643257e-05j),(0.01540550751259683+0.030472664785883122j),(-0.1716041250002381+0.2219368981575167j),(0.00048751304132336093-0.0007122027139925064j),(5.862637286990066e-06-7.630249716117037e-06j)
0.34,(-0.15333960726971244-0.18794067093410805j),(0.005101445521210722-0.00989660877532728j),(0.19046537699249352-0.5371275665741885j),(1.1724317621526622e-06+1.0928342772227841e-06j),(-0.00042506121238391375-0.0008517083203759382j),(-0.0023055449314798473-0.0031986665730906177j),(-0.0002497602583784068-0.00011699983195700568j),(-6.121265340805425e-05+0.0004943850212091578j),(-0.0003941956339015788+0.00012022639079000086j),(0.0018243096015128455-0.006367668913170854j),(-0.0001158704882515905-7.58073048192285e-05j),(0.019534287187850035+0.029407275444293453j),(-0.13222077797442328+0.25272454908482067j),(0.0003973127791910729-0.000808272337072459j),(4.135856305998569e-06-1.0266347557856467e-05j)
0.35000000000000003,(-0.15706943336917192-0.1739663532919894j),(0.004110946024249917-0.009035342245486175j),(0.11102389749593203-0.5661861590032142j),(9.856607046079531e-07+1.005900897133447e-06j),(-0.0004094599461601025-0.000738577792423242j),(-0.002118579360298171-0.002542777356667401j),(-0.00022910827270654954-9.648366389830773e-05j),(-1.8902921099865302e-05+0.00038075525575731077j),(-0.00027841446902468773+0.0002650508548543247j),(0.0012923427602385368-0.005564587924505073j),(-0.00011663179735431048-6.919129900589899e-05j),(0.02360279823780707+0.02769279014766383j),(-0.08650300555609078+0.27626167438627625j),(0.00029103960026093004-0.000890950220658347j),(1.8019626486462665e-06-1.2552748419642068e-05j)
0.36,(-0.1608306274189053-0.16045041822658793j),(0.003313756601603355-0.008177656261657828j),(0.026505070259045804-0.58145273038646j),(8.208477334366101e-07+9.851840057964738e-07j),(-0.00038383673574373165-0.0006417564877874869j),(-0.001863249376888127-0.0020280612119882584j),(-0.00020873402484401232-8.04356595255596e-05j),(-1.1775656888504611e-05+0.00027630672303238985j),(-0.00012909006339611377+0.00037204503380992637j),(0.0009275955713187187-0.004817739040235164j),(-0.00011651163954973046-6.258138583427511e-05j),(0.027457509300419125+0.02533534644424023j),(-0.03644090434750391+0.29106767965000974j),(0.00017183234651936032-0.0009563591528907692j),(-1.0174060465080697e-06-1.433334496482932e-05j)
0.37,(-0.16471607348077638-0.1472878798889296j),(0.0026912657815967795-0.007347186550178215j),(-0.060200720450696577-0.5818491442030415j),(6.948086249024389e-07+1.0159906337516468e-06j),(-0.000351713707303588-0.0005609293455118159j),(-0.0015778333203649226-0.0016453377922479285j),(-0.000189277308213278-6.83950527807244e-05j),(-3.2237534731668134e-05+0.00019012248814878597j),(4.158946275740897e-05+0.0004327152866588864j),(0.0007007371553542584-0.0041440426342440675j),(-0.00011552100602375371-5.613395289163421e-05j),(0.030962607243281495+0.022365387981159994j),(0.016010514791661157+0.2961530427585749j),(4.308749623171623e-05-0.0010016151434478879j),(-4.1950393437752416e-06-1.5491615300792093e-05j)
0.38,(-0.16878569489263168-0.13436607090960517j),(0.00222451309709818-0.006562925751142629j),(-0.1463013135214914-0.5669447002697371j),(6.190409052231346e-07+1.0835903134751482e-06j),(-0.00031613321501574806-0.0004954220419667386j),(-0.0012935230004947754-0.0013826384268181384j),(-0.00017124353171738324-5.9880797288329706e-05j),(-7.278050879174977e-05+0.0001285064866214452j),(0.00022183799846917963+0.00044217042721619594j),(0.000584439150886277-0.003555241828606128j),(-0.00011369386484740719-4.999797622470024e-05j),(0.03399999716363347+0.018837664504451915j),(0.0689313267443136+0.2910193138889526j),(-9.154083605772086e-05-0.0010248274235454258j),(-7.598154010335544e-06-1.5950622978922587e-05j)
0.39,(-0.17306645426830045-0.12156464239876974j),(0.0018941890855177718-0.005839223418405654j),(-0.2291027709972015-0.5369561347409884j),(5.997238505702751e-07+1.17321507937956e-06j),(-0.0002796578410635779-0.0004442009908501263j),(-0.0010344236976949119-0.001225206121247587j),(-0.00015500371973991797-5.439156635546688e-05j),(-0.0001259818134358409+9.498352436586625e-05j),(0.0004002714420325344+0.000399121724109759j),(0.0005533757143961365-0.0030579024935870587j),(-0.00011108716097684152-4.431502033964353e-05j),(0.03646930238835846+0.0148312318590362j),(0.12043669213594924+0.2756591155125511j),(-0.0002281408995257456-0.0010250984459366692j),(-1.1088394016238822e-05-1.567301699463138e-05j)
