t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,z_0011_00,z_0012_00,z_0013_00,z_0014_00
0.66,(0.17117750486686067-0.392484086385669j),(0.9236998796908293+0.22127523764461868j),(-0.21404569449498784-0.5886064218972412j),(-1.9450857542667466+0.6082488777341462j),(0.7389103807845224+1.2960009925483245j),(-0.5170111795363619+0.8196701053460473j),(1.120245281342422+1.1923309183374657j),(-1.1632719127104851+0.05133841883429964j),(-0.8873118325999145-0.8073483314341103j),(0.30526041148303307+1.051719719148741j),(1.1862614804567615-0.8521114077432983j),(0.09365352866245505-0.8938183395559844j),(-0.2491157174073057-0.674776239489728j),(0.17057538103556613-1.3200709513620534j),(-0.79287279062594-1.6087841348899077j)
0.67,(0.15926241337118927-0.3997799793516811j),(0.9277549017408893+0.20242872267722165j),(-0.21663377394359465-0.5891990985964745j),(-1.9463942423347274+0.6055203083835132j),(0.7509505115992141+1.2882270919889045j),(-0.5179194675959969+0.8181336098983751j),(1.1327529164156749+1.179656980498343j),(-1.1638140793483291+0.04329997258743345j),(-0.8848065493792934-0.8112532358098921j),(0.31438616831873806+1.0480887947877153j),(1.1756284121896907-0.8678328406828216j),(0.08697833350232911-0.8953559756900901j),(-0.2509061527711783-0.6754491578451499j),(0.16214419631106464-1.3218741312429403j),(-0.7954274473345205-1.6080740895488883j)
0.68,(0.1473667723906573-0.4066919674889008j),(0.9314545507109636+0.18291727604300145j),(-0.21901411404718663-0.5899224683040476j),(-1.9477862387448437+0.6023636374893995j),(0.7632467063360496+1.2801252075924634j),(-0.5190749815406195+0.816395907647616j),(1.1455149369396407+1.1664964043336596j),(-1.1642585337347202+0.03474058493349075j),(-0.8820796052835512-0.815367403232205j),(0.3237248981377847+1.0442564886399028j),(1.164636195995477-0.883589477776551j),(0.08035708311993325-0.8968697952858199j),(-0.25252568740552817-0.6762255480104783j),(0.15376248095101086-1.3236489081602025j),(-0.7978320133300317-1.6074465047784878j)
0.6900000000000001,(0.13551997192079654-0.4132326288132531j),(0.9347662475402124+0.16272945672810282j),(-0.2211892224904032-0.5907751387985793j),(-1.9492631547344565+0.5987455320777686j),(0.7758189755450917+1.2716780199178068j),(-0.520492671632004+0.8144429278638385j),(1.158570154865931+1.1528346796159004j),(-1.1645857182053572+0.025646200696057636j),(-0.8791257336502029-0.8196843409914208j),(0.33329017828445257+1.040212202515976j),(1.1532792169381392-0.8993657657220098j),(0.07379107349171674-0.898363434107541j),(-0.25397294669669257-0.6771075487791526j),(0.14543550985977635-1.3253965303423498j),(-0.8000797956131346-1.6069066612014926j)
0.7000000000000001,(0.12375142439919856-0.4194159779732889j),(0.9376584552941286+0.14185895901224901j),(-0.22316191644894745-0.5917555182340363j),(-1.9508261874971586+0.5946320580382023j),(0.7886879675196449+1.262867728857481j),(-0.5221860713392527+0.8122611872433538j),(1.1720261267822714+1.1387370233867282j),(-1.1647771100047564+0.016005260793400408j),(-0.8759405342522565-0.8241973838396691j),(0.343096057416772+1.0359450777750305j),(1.1415531930076024-0.9151464187214085j),(0.06728191404005246-0.8998404036602727j),(-0.2552471203411711-0.6780968480364263j),(0.13716830756618323-1.3271181867102653j),(-0.8021641308319125-1.6064598923726157j)
0.71,(0.11209056470551482-0.42525746625018523j),(0.9401006791645385+0.12030461246874241j),(-0.22493532258958618-0.5928618151397334j),(-1.9524763201827737+0.5899886801239023j),(0.8018749682962563+1.253676053637773j),(-0.5241672973387953+0.8098377899087156j),(1.1858572470037283+1.1241726485032595j),(-1.1648152212862524+0.0058087022384655795j),(-0.8725204732982139-0.8288996939908377j),(0.35315705550652415+1.0314439953245866j),(1.1294551751196957-0.930916418481644j),(0.06083152763323729-0.9013040911896857j),(-0.25634796234562496-0.6791946827593676j),(0.1289656482235046-1.3288150068772047j),(-0.8040783852818707-1.6061115847784957j)
0.72,(0.10056685016145583-0.4307739815577458j),(0.9420634664696017+0.09807038196446305j),(-0.22651287707014994-0.5940920384203335j),(-1.9542143218973584+0.5847802619516873j),(0.8154172459260975+1.2441113357506635j),(-0.5264470495143896+0.8071604274087201j),(1.2000123554500413+1.1090914913731542j),(-1.1646835991119973-0.004950041861120427j),(-0.8688628834320702-0.8337842611205724j),(0.36348816383924115+1.026697575620588j),(1.116983547116154-0.9466610142143014j),(0.054442150585491456-0.9027577596821028j),(-0.2572757910268779-0.6804018390168587j),(0.12083205560946389-1.330488061148797j),(-0.805815954905937-1.6058671778376978j)
0.73,(0.08920976053079233-0.4359838484424005j),(0.943518406653811+0.0751653676598707j),(-0.22789832553953296-0.5954439973558477j),(-1.9560407477032002+0.5789710660019967j),(0.8293903074534628+1.234268870897574j),(-0.5290346109571208+0.8042173787184064j),(1.2144415616296078+1.09344706010128j),(-1.164366825452961-0.016275042303050796j),(-0.8649659637333145-0.8388439023662768j),(0.37410484501420577+1.021694178667402j),(1.104138025764617-0.9623657226356521j),(0.04811633265695914-0.904204547864499j),(-0.25803148901191547-0.6817186519695962j),(0.11277180312623555-1.3321383605230437j),(-0.8073702652944611-1.6057321639007136j)
0.74,(0.07804879801935471-0.44090682808320536j),(0.9444381312879926+0.05160380500900341j),(-0.22909572313769316-0.596915301601635j),(-1.9579559386188188+0.572524753618887j),(0.8437739621836138+1.22410547650374j),(-0.5319378479654019+0.8009975102390559j),(1.2290962446394846+1.077196434489713j),(-1.1638505171889315-0.028167873790338527j),(-0.8608287797169292-0.8440712623271128j),(0.3850230329444516+1.0164219040178204j),(1.0909196607586298-0.9780163279666544j),(0.04185693705370763-0.9056474702045008j),(-0.2586165032378854-0.6831450058700912j),(0.10478891380044464-1.3337668566903198j),(-0.8087347716852152-1.6057120882499603j)
0.75,(0.0671134872750328-0.44556411829184295j),(0.9447963140693055+0.027405064759477904j),(-0.23010943449565224-0.5985033611884024j),(-1.9599600216189652+0.5654043850100348j),(0.8585363720912226+1.2135622692310968j),(-0.5351632100449737+0.7974902757981928j),(1.2439290531653873+1.0603002660377359j),(-1.1631213261085145-0.0406276149313165j),(-0.8564512633333903-0.8494588130640002j),(0.39625913285676356+1.0108685907730581j),(1.0773308347176425-0.9935988819329544j),(0.03566714042772867-0.9070894169103868j),(-0.25903284495209733-0.6846803340626685j),(0.09688716028316716-1.3353744420333726j),(-0.8099029589633935-1.6058125490997814j)
0.76,(0.05643337538777632-0.4499783535126219j),(0.9445676708212425+0.002593652952489589j),(-0.23094413373549552-0.6002053865222052j),(-1.9620529096346224+0.5575724192467348j),(0.8736459312106406+1.202583983718144j),(-0.5387157299089043+0.7936857166495838j),(1.2588939054816894+1.0427227779418402j),(-1.1621669389091334-0.05365084823963742j),(-0.8518342129686676-0.8549988540996168j),(0.4078300212916769+1.005021817582754j),(1.0633752631870106-1.0090997037648848j),(0.029550432876937094-0.9085331539310875j),(-0.25928308971202313-0.6863236189834677j),(0.08907006484992949-1.3369619496273226j),(-0.8108683416616121-1.6060391975964468j)
0.77,(0.046038031889594655-0.4541736048224772j),(0.9437279594936292-0.0228007890771873j),(-0.2316048044703721-0.6020183883844468j),(-1.964241204363538+0.5489884105879782j),(0.8890712656358988+1.191118972579946j),(-0.5425990234775899+0.7895744614732382j),(1.273945989451425+1.0244317650957244j),(-1.1609760771970297-0.06723166013427387j),(-0.8469792934442242-0.8606835124183985j),(0.4197705571810773+0.998887456016165j),(1.0490579946379945-1.024505380197465j),(0.023510617945171675-0.9099813229561853j),(-0.2593703773852968-0.6880733921604427j),(0.08134089940070904-1.3385301532396634j),(-0.81162446395991-1.6063977378181522j)
0.78,(0.03595704875455663-0.45817537993097024j),(0.9422539801626246-0.04874348470120016j),(-0.23209673980449477-0.6039391779318781j),(-1.9665656044881459+0.5396258072605495j),(0.9047812335207074+1.1791192064081322j),(-0.5468152898787544+0.785147726375408j),(1.2890417625262849+1.0053985940902948j),(-1.1595384974872622-0.08136164093951814j),(-0.8418890360170168-0.8665047424665391j),(0.4322767494129561+0.9926411134424042j),(1.0343854104677597-1.0398027654704025j),(0.017551812622194685-0.9114364414159144j),(-0.25929841214971416-0.6899277342133614j),(0.07370268545993375-1.3400797673302611j),(-0.8121648996857477-1.6068939267750195j)
0.79,(0.026220040398791278-0.4620106231802885j),(0.940123575030721-0.07519452199761728j),(-0.23242554233314006-0.6059643666965989j),(-1.9690171266215089+0.5295173558389391j),(0.9207449250784562+1.1665402737708959j),(-0.551365311447449+0.7803973148885875j),(1.3041389517466206+0.9855982032136652j),(-1.1578449912037083-0.09602988488498249j),(-0.8365668383794961-0.8724543261519905j),(0.44535923727241605+0.9862627178968915j),(1.0193652249993768-1.054978981328091j),(0.011678447343692222-0.912900902481161j),(-0.2590714624932334-0.6918842748538062j),(0.06615819417648236-1.3416114470513552j),(-0.8124832523140084-1.607533574409097j)
0.8,(0.01685510139740302-0.46570883945411207j),(0.9373156284267439-0.10210885375092854j),(-0.23259712414264816-0.6080903665860565j),(-1.9715773556907317+0.5187021628468877j),(0.9369316625822143+1.1533413812129956j),(-0.556248453726053+0.775315617971514j),(1.3191965537414414+0.9650091024511575j),(-1.1558873846790627-0.11122299010559894j),(-0.8310169646596056-0.8785238728444626j),(0.4589685843096191+0.9796718647283278j),(1.004006485481822-1.0700214170196116j),(0.005895265991273935-0.9143769750634633j),(-0.25869436121397454-0.6939401928851736j),(0.058709946323684314-1.3431257882475578j),(-0.8125731549669973-1.608322543594359j)
0.81,(0.00782527358043179-0.4693373771742562j),(0.9338100668058521-0.12943629745204538j),(-0.23261770681042296-0.6103133898830466j),(-1.9742285442792396+0.5072188639550934j),(0.95331100036473+1.1394853532557545j),(-0.5614626654642733+0.7698956140091673j),(1.3341748347284155+0.9436133734853007j),(-1.153658539154838-0.12692505864161932j),(-0.8252445454207831-0.8847048193754236j),(0.47305630655291936+0.9727926793586281j),(0.9883195720899762-1.0849177292987322j),(0.0002073258924731869-0.9158668038150112j),(-0.2581725054202199-0.6960922162026748j),(0.05136021229931992-1.3446233274558537j),(-0.8124282704144417-1.6092667501367062j)
0.8200000000000001,(-0.0008892589358196999-0.4729204445690687j),(0.9295878587495374-0.15712153529829975j),(-0.23249382140493216-0.6126294492457126j),(-1.976953612626779+0.49510562398121094j),(0.9698527248184314+1.1249386323970603j),(-0.567004478619144+0.7641308688127695j),(1.3490353305138703+0.9213966696958322j),(-1.1511523507813646-0.14311769643861527j),(-0.8192555776619597-0.8909884300380991j),(0.4875748725088632+0.9655538172829216j),(0.9723161979246255-1.0996558424239085j),(-0.005380002179252941-0.9173724091286465j),(-0.25751185653041364-0.6983366217933347j),(0.044111012125619964-1.3461045419056015j),(-0.812042291073491-1.6103721627739649j)
0.8300000000000001,(-0.009279387269688702-0.4764551214669329j),(0.9246310149656252-0.18510411419344586j),(-0.23223230848570706-0.6150343577075462j),(-1.979736148629418+0.482400136889852j),(0.9865268543954258+1.1096712791113654j),(-0.5728690083550279+0.7580155356197855j),(1.3637408464927911+0.8983482161596963j),(-1.1483637506177908-0.15978001334747838j),(-0.8130569248175599-0.8973657965874733j),(0.5024777031621892+0.9578884640695506j),(0.9560094090124613-1.114223948158282j),(-0.010861034004523706-0.9188956871378633j),(-0.25671894027316217-0.7006692357359929j),(0.0369641154492662-1.3475698495185315j),(-0.8114089390087172-1.6116448031758877j)
0.84,(-0.017337582461910764-0.47993880403031225j),(0.9189225882882739-0.21331844574765813j),(-0.23184031810334277-0.6175237286773874j),(-1.982560407839545+0.46913962579258545j),(1.0033036396074995+1.093656971849687j),(-0.5790499530436144+0.751544355093923j),(1.3782554576488235+0.8744608096510459j),(-1.1452887046320828-0.17688862312441966j),(-0.806656316757502-0.903827838240288j),(0.5177191719758282+0.9497343353600721j),(0.93941358430608-1.1286105057696827j),(-0.016229771918034763-0.9204384097168069j),(-0.2558008466872338-0.7030854332013033j),(0.029921041541390914-1.3490196089087483j),(-0.8105219659321145-1.613090745944154j)
0.85,(-0.02505789547562002-0.48336920475575057j),(0.9124466736779752-0.24169380627753367j),(-0.231325309799498-0.6200929759394237j),(-1.9854113134658695+0.4553608429479366j),(1.0201535630261191+1.0768730070396062j),(-0.5855395942639214+0.744712655325132j),(1.3925445085542707+0.8497308186412402j),(-1.1419242137010244-0.194417643430971j),(-0.8000623497871978-0.9103653016750435j),(0.5332546048909035+0.9410336768692564j),(0.9225444356839834-1.1428042420306268j),(-0.02147990480855827-0.9220022244802752j),(-0.2547652301215591-0.7055801384517341j),(0.022983059297577157-1.350454119382728j),(-0.8093751532030988-1.6147161186123684j)
0.86,(-0.032435957196348696-0.48674435247387166j),(0.9051884082215539-0.27015433680609036j),(-0.23069505260689527-0.6227373136531912j),(-1.9882744563734223+0.4411000697613881j),(1.0370473392824298+1.0593002990852698j),(-0.5923287968022942+0.7375163518296051j),(1.4065746133700952+0.8241581832988473j),(-1.1382683136102176-0.2123386958339828j),(-0.7932844866475528-0.9169687610319976j),(0.5490402803267302+0.9317332643850882j),(0.905419007950578-1.156794151218318j),(-0.02660480811894217-0.9235886547837178j),(-0.25362030923523066-0.7081478248415674j),(0.016151187237858855-1.3518736209393207j),(-0.8079636978288213-1.6165257481162847j)
0.87,(-0.039468978432027464-0.49006259234937977j),(0.8971339711321682-0.29861904306276665j),(-0.22995762504932077-0.6254517563535739j),(-1.9911360950835553+0.42639311678537944j),(1.0539559150672566+1.040923380367389j),(-0.5994070086524057+0.7299519475497775j),(1.4203136558459182+0.7977464154896425j),(-1.134320075054082-0.23062090580562605j),(-0.7863330565149659-0.9236286179131666j),(0.5650334291808163+0.9217844037687655j),(0.8880556788361758-1.1705694951146464j),(-0.0315975438461113-0.9251990997232357j),(-0.252374866997503-0.7107825148168999j),(0.009426193506720637-1.353278294269749j),(-0.8063413158488768-1.6184692994133412j)
0.88,(-0.04615574991298532-0.49332258588105915j),(0.8882705837493097-0.3270017954834231j),(-0.22912141514162437-0.6282311189508036j),(-1.9939831557739411+0.411275323719307j),(1.0708504691311036+1.021730401243239j),(-0.6067622610152565+0.7220165328543275j),(1.4337307893200197+0.7705025987766088j),(-1.130079603635855-0.2492309027233915j),(-0.7792192550013296-0.9303351013823246j),(0.5811922348288614+0.9111429309547008j),(0.8704741589969938-1.1841198030061897j),(-0.03644878383475688-0.9268346814485656j),(-0.25103825068779284-0.7134777799156428j),(0.002808595873097508-1.3546682607576084j),(-0.8045532193239334-1.620510043553879j)
0.89,(-0.0524966422919497-0.49652331090177443j),(0.8785865095388029-0.3552113292103416j),(-0.22819512038971976-0.6310700167304607j),(-1.996803232278574+0.395781559409524j),(1.0877024122841548+1.0017131300466606j),(-0.6143811682991752+0.7137077855381753j),(1.4467964367193387+0.7424373884199369j),(-1.1255480398675914-0.26813281987008947j),(-0.7719551441540301-0.9370782679650034j),(0.5974758331247575+0.89976921195052j),(0.8526954920151542-1.1974348716842127j),(-0.04114774210763176-0.9284938299713015j),(-0.24962052199234377-0.7162267276865241j),(-0.003701338269624377-1.3560435824788675j),(-0.8026196190796193-1.6226363515648414j)
0.9,(-0.058493606144046265-0.4996640615784704j),(0.8680710540928057-0.3831512440922249j),(-0.2271877477905842-0.6339628653534732j),(-1.9995845860877688+0.37994622184934074j),(1.104483387396273+0.9808669530880589j),(-0.6222489281198177+0.705023970822484j),(1.4594822905594729+0.7135650113770251j),(-1.1207275591701649-0.28728829443385046j),(-0.764553652455947-0.9438480016484934j),(0.6138443124005892+0.887628142837063j),(0.8347420543986843-1.2105047654446675j),(-0.0456993670751036-0.9301728436772018j),(-0.24814047972389353-0.7190212298975552j),(-0.010103591903608156-1.3574042622018674j),(-0.8005601526204813-1.6248369142358983j)
0.91,(-0.06415017196679908-0.5027444484121718j),(0.8567145651298094-0.4107200046841968j),(-0.22610861383225875-0.6369038808561175j),(-2.0023161463481616+0.3638032381790243j),(1.121165269397001+0.9591908746544031j),(-0.6303493213001679+0.6959639413546594j),(1.4717613129446783+0.6839032663024797j),(-1.1156213718732664-0.30665646750812436j),(-0.7570285748254536-0.9506340138818427j),(0.6302587134666331+0.874689149768384j),(0.8166375555815168-1.2233198160881926j),(-0.05011001766746783-0.9318680516448947j),(-0.24661431898470582-0.7218530066294874j),(-0.01639839838656665-1.3587502433873226j),(-0.7983938841299856-1.627100742119446j)
0.92,(-0.06947145018013058-0.5057643982379841j),(0.8445084324946381-0.4378109402478041j),(-0.22496734449384817-0.6398870796500177j),(-2.004987509862709+0.34738606468579886j),(1.13772016527556+0.9366875170092278j),(-0.638664711870537+0.6865271372083496j),(1.483607735567871+0.653473523548114j),(-1.110233723215404-0.3261939840916814j),(-0.7493945726164168-0.9574258435758574j),(0.6466810296113579+0.8609261889717506j),(0.7984070379234893-1.2358706229201137j),(-0.05438597599664691-0.9335758813142178j),(-0.24505341213700294-0.7247143394461972j),(-0.022586241451761413-1.3600814101883205j),(-0.7961393044705165-1.6294171655306087j)
0.93,(-0.07446413112636162-0.5087241542250927j),(0.8314450881584498-0.46431224475101285j),(-0.22377387524552092-0.6429062785221463j),(-2.007588941090689+0.33072768680384546j),(1.154120414080852+0.913363120392632j),(-0.6471760470685644+0.6767135858834457j),(1.4949970597106246+0.6223007251629497j),(-1.104569893343905-0.3458549930886112j),(-0.741667173618197-0.9642128571031018j),(0.6630742066014247+0.8463177467476444j),(0.7800768767103443-1.248148052750444j),(-0.058533447356190364-0.9352928584862175j),(-0.24346874391274598-0.7275977611244423j),(-0.02866785520800369-1.3613975874503212j),(-0.793814331183378-1.6317758345472364j)
0.9400000000000001,(-0.07913648507021122-0.5116242758767628j),(0.8175756683350577-0.49012843358848485j),(-0.22253845104850914-0.6459550946348238j),(-2.0101113721477017+0.3138606191143019j),(1.1703385869214573+0.8892275430212795j),(-0.6558628573392167+0.666523902306081j),(1.5059060562431719+0.5904133848932155j),(-1.0986361973149135-0.3655911473083234j),(-0.7338627720556483-0.9709842482978981j),(0.6794021426816871+0.830846839469761j),(0.76167478015373-1.2601432398938837j),(-0.06255856022127479-0.9370156073231495j),(-0.2418709114136347-0.7304960556538614j),(-0.03464422413965379-1.3626985407111576j),(-0.7914363084887922-1.6341667190099072j)
0.9500000000000001,(-0.08349836219879686-0.5144656390303408j),(0.8030619052901384-0.5152388864286725j),(-0.22127162635510877-0.6490269455257187j),(-2.012546402805667+0.2968169053452632j),(1.1863474869656363+0.8642942610883984j),(-0.6647032563347887+0.6559592888286316j),(1.516312765624405+0.5578435881823485j),(-1.0924399850933917-0.38535160346554753j),(-0.725998628589118-0.9777290384563265j),(0.6956296885751905+0.8145010135850097j),(0.7432297893911991-1.2718475861698195j),(-0.06646736624870386-0.9387408503484788j),(-0.2402701241111077-0.7334022582369744j),(-0.04051658310662137-1.363983976201036j),(-0.7890220072859006-1.636580108521925j)
0.96,(-0.08756119262163438-0.5172494358572522j),(0.7879866325360082-0.5396270683970614j),(-0.21998426510867938-0.6521150491078476j),(-2.0148863004928255+0.27962811837178114j),(1.2021201494413278+0.8385803687637821j),(-0.6736739409149023+0.6450215352297166j),(1.5261964979018747+0.5246269921709933j),(-1.0859896415531196-0.40508302218033265j),(-0.7180928703144477-0.9844360763362253j),(0.7117226474831724+0.7972723456135143j),(0.7247722784862103-1.283252760902326j),(-0.07026584027690824-0.9404654084468792j),(-0.2386762038463423-0.7363096552891818j),(-0.04628641734436528-1.365253540842535j),(-0.7865876251527634-1.639006612449321j)
0.97,(-0.09133798637063804-0.5199771748630035j),(0.7724262841421231-0.5632778251537044j),(-0.21868754074364427-0.6552124236695751j),(-2.01712400029374+0.2623253602158643j),(1.2176298416361515+0.8121065781937876j),(-0.6827501911465078+0.6337130187141966j),(1.53553783271179+0.49080282569700107j),(-1.0792945864766952-0.4247295679780484j),(-0.7101644907629716-0.9910940381571909j),(0.7276477750850636+0.7791574421486115j),(0.7063339544281266-1.2943507009201642j),(-0.07395988032594582-0.9421862008642342j),(-0.23709858483025456-0.7392117844387655j),(-0.05195546246389393-1.3665068222506067j),(-0.7841487863463594-1.641437159920854j)
0.98,(-0.09484333340012033-0.5226506808871813j),(0.75645405851774-0.5861780853226061j),(-0.21739293618549047-0.6583118878746141j),(-2.0192531049492937+0.24493926204647837j),(1.2328500628974053+0.7848972195013375j),(-0.6919058703038826+0.6220367039131758j),(1.544318619279019+0.45641388929543225j),(-1.0723652745555339-0.4442329092893834j),(-0.7022333499015183-0.9976914276005774j),(0.7433727795384861+0.7601574398568525j),(0.6879478571322164-1.3051336105567826j),(-0.0775553075975014-0.9439002452076359j),(-0.23554631364349926-0.7421024345268883j),(-0.05752570445176458-1.3677433487325759j),(-0.7817205418025868-1.6438629998280088j)
0.99,(-0.09809340358679203-0.5252720951034519j),(0.740139918411915-0.6083168604917241j),(-0.2161122438507687-0.6614060607620253j),(-2.0212678848566914+0.22749998417954592j),(1.2477545446320668+0.7569802407859192j),(-0.701113424868632+0.6099961428840007j),(1.552521976417089+0.42150655519855373j),(-1.0652131953898696-0.4635322184503464j),(-0.6943201741324095-1.0042165758094974j),(0.7588663214792546+0.7402780054780025j),(0.6696483594396536-1.3155939616503165j),(-0.08105786647488689-0.9456046574453859j),(-0.23402804923647008-0.744975645607594j),(-0.0629993796700839-1.36896258928814j),(-0.779317369136262-1.6462757008249973j)
1.0,(-0.1011059467297625-0.5278438750195623j),(0.7235505909135044-0.6296852452129688j),(-0.21485756564709338-0.6644873617462177j),(-2.0231632780694584+0.21003721607794634j),(1.2623172503067932+0.7283872081235838j),(-0.7103438845296891+0.5975954751102603j),(1.560132292528186+0.3861307673358412j),(-1.0578508734887537-0.48256417170226584j),(-0.686446556293461-1.0106576413888209j),(0.7740980140213758+0.7195293358250401j),(0.6514711671175172-1.3257244935435886j),(-0.08447322452304129-0.9472966519069947j),(-0.23255206292929928-0.7478257089478076j),(-0.06837897485650812-1.3701639536093702j),(-0.7769531726411207-1.6486671513287587j)
1.01,(-0.10390029255053922-0.5303687944773396j),(0.7067495674511642-0.6502764170022034j),(-0.2136413129731427-0.6675480106169481j),(-2.024934890297441+0.19258017635151625j),(1.2765123754479208+0.6991533055669478j),(-0.7195668621833144+0.5848394275017862j),(1.5671352256031543+0.3503400413339768j),(-1.050291868270055-0.5012629491917905j),(-0.6786349556579815-1.0170026104051764j),(0.7890384227570489+0.6979261577841581j),(0.6334533188587906-1.335518213084108j),(-0.08780697248853064-0.9489735412831823j),(-0.23112623841185803-0.7506471670273349j),(-0.0736672271242424-1.3713467920807094j),(-0.7746412832898176-1.6510295595189586j)
1.02,(-0.10649735069302818-0.5328499436526912j),(0.6897971037933506-0.6700856363392438j),(-0.21247620671865852-0.6705800275393216j),(-2.026578994906807+0.17515761275704889j),(1.2903143476414658+0.669317335145192j),(-0.7287505539330965+0.5717333143946528j),(1.5735177032214978+0.3141914645168514j),(-1.042550774060461-0.5195602349708883j),(-0.6709086979347737-1.0232392963869505j),(0.8036590657566651+0.6754877283147636j),(0.6156331862823631-1.3449683946240714j),(-0.09106462429954804-0.9506327366258777j),(-0.22975807174375615-0.7534348135388629j),(-0.07886712396204126-1.3725103957789746j),(-0.7723944587339258-1.6533554533379902j)
1.03,(-0.1089196107235337-0.5352907290556044j),(0.6727502200483189-0.6891102466678588j),(-0.2113752772644464-0.6735752330537913j),(-2.0280925329200445+0.15779780219829448j),(1.3036978265331232+0.6389217168640623j),(-0.7378617390899513+0.5582830375511769j),(1.5792679225513782+0.27774569590556275j),(-1.0346432200954758-0.5373852169968479j),(-0.6632919752681339-1.0293553403242877j),(0.8179324135688082+0.6522378344494767j),(0.5980504739330289-1.3540685800203631j),(-0.09425161706591365-0.9522717473482188j),(-0.22845467135434228-0.7561836933879593j),(-0.08398190323420857-1.373653996473355j),(-0.7702248833039373-1.6556376804909725j)
1.04,(-0.11119114213075834-0.537694873530147j),(0.6556627006641249-0.7073496743957696j),(-0.21035186448237567-0.6765252480761583j),(-2.029473113015964+0.1405285507259605j),(1.3166377038282677+0.6080124887058691j),(-0.7468657801721228+0.544495086159918j),(1.584375350349617+0.24106696621841717j),(-1.0265858705194228-0.5546645871322766j),(-0.6558098462378515-1.03533821066909j),(0.8318318892202539+0.6282047932941318j),(0.5807462192814876-1.362812578634553j),(-0.09737331107907476-0.953888181224553j),(-0.22722275804270375-0.7588891026930735j),(-0.08901505318059738-1.3747767666254127j),(-0.7681441680092636-1.6578694084457528j)
1.05,(-0.11333759432580315-0.5400664162544668j),(0.6385850944286242-0.7248054288946504j),(-0.2094196177353793-0.679421493897572j),(-2.030719011529696+0.1233771935377107j),(1.3291091032919535+0.5766393066294869j),(-0.7557266229051822+0.5303765368356781j),(1.588830722961694+0.20422307787092708j),(-1.0183964486915653-0.571322599754536j),(-0.6484882358592103-1.041175203335018j),(0.8453318682159702+0.6034214520277776j),(0.5637627927243433-1.3711944673328993j),(-0.10043498981210562-0.9554797443904367j),(-0.22606866497766676-0.7615465887855353j),(-0.09397031241661002-1.375877819389083j),(-0.7661633505382341-1.660044124432904j)
1.06,(-0.11538619664216737-0.5424097127407922j),(0.621564714469472-0.741481102500128j),(-0.20859249587745393-0.6822551921845297j),(-2.031829172452692+0.10637059497816648j),(1.3410873807489136+0.5448554445703557j),(-0.7644067962220289+0.5159350536195018j),(1.5926260463217483+0.16728540497581434j),(-1.010134707662412-0.5873896384229855j),(-0.6413539355829869-1.0468534416974904j),(0.8584076785391177+0.5779251879026761j),(0.547143897584106-1.379208590486347j),(-0.10344185991970764-0.9570442413426354j),(-0.22499833769779612-0.7641519502095556j),(-0.09885166993319844-1.3769562086106744j),(-0.7642928952580978-1.6621556354457272j)
1.07,(-0.11736575833574878-0.5447294348354312j),(0.6046456382541237-0.7573823705117819j),(-0.2078845009354864-0.6850175170128675j),(-2.0328032074327247+0.08953514853890548j),(1.3525481240835617+0.5127177944404797j),(-0.7728533245432132+0.5011865066649615j),(1.595754595952577+0.1303288933430078j),(-1.0018632760848765-0.6029381828476127j),(-0.6344346032954519-1.0523598765936835j),(0.8710356006510487+0.5517579082443034j),(0.5309345701091905-1.386849559970528j),(-0.10639905123820922-0.958579574939124j),(-0.22401733411139552-0.7667012367222267j),(-0.10366336509686319-1.3780109288288676j),(-0.7625426932150224-1.664198068240249j)
1.08,(-0.11930666858484332-0.5470305707187726j),(0.587868707589834-0.7725169911931448j),(-0.20727624464000965-0.6877184287584346j),(-2.0336413957738886+0.07289677685846302j),(1.3634671532399891+0.48028686612842764j),(-0.7809665779629598+0.4862009807908308j),(1.5982109169656367+0.09343206047964303j),(-0.9936095830209318-0.6179677145071697j),(-0.6277587633183694-1.057681286322532j),(0.8831928674913083+0.5249660504513494j),(0.5151811794739164-1.3941122551657612j),(-0.10931161678556583-0.9600837463990864j),(-0.22313082449650734-0.7691907492935216j),(-0.10840988764965465-1.3790409152747167j),(-0.7609220621340942-1.6661658693352241j)
1.09,(-0.1212408964901455-0.549318424905285j),(0.571271528623658-0.7868948057717013j),(-0.20675206889132097-0.690364943552208j),(-2.0343446844365984+0.056480931722330485j),(1.3738205202219684+0.44762678749933327j),(-0.7887398143545573+0.4710405158140232j),(1.5999908240610423+0.05667699559006567j),(-0.9853997505925162-0.6324783057335968j),(-0.6213558064089968-1.0628042766447283j),(0.8948576644776334+0.4976005819957182j),(0.4999220906041137-1.4009963065756907j),(-0.1121845327613601-0.9615548553029156j),(-0.22234359150091274-0.7716170401062945j),(-0.11309597770917229-1.3800450438716487j),(-0.7594397464193186-1.6680538050121336j)
