t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,z_0011_00,z_0012_00,z_0013_00,z_0014_00
1.54,(-0.2570925054769812-0.5857379966690345j),(0.11083391980152729-1.00966268924282j),(-0.2837012937717024-0.7281420668916303j),(-2.0248183271795743-0.2178207586797105j),(1.3247661732193377-0.5905115138634619j),(-0.9060052812708129+0.0566295752414827j),(1.3023740836429312-0.9533088609354039j),(-0.8312791951774124-0.8643319840629448j),(-0.5864506416733959-1.1232673908617659j),(0.8964809487265304-0.4567329590744372j),(0.03921131507581621-1.5222194480999898j),(-0.25568695369153305-0.9814945551541671j),(-0.29443833751612625-0.8052567646641761j),(-0.32897714772269016-1.3831427553761848j),(-0.8661323602085708-1.6476772761685918j)
1.55,(-0.26021398669113077-0.585346710175497j),(0.10426493609530021-1.010921963589337j),(-0.2863761321039589-0.7278868321058332j),(-2.024942370334124-0.21754733740899107j),(1.3180921372888992-0.6061036399131758j),(-0.9062729558642861+0.05277889813027346j),(1.2929351148214963-0.9666930934637129j),(-0.8310975155448396-0.8651457179342813j),(-0.5882542147784453-1.1228368891867913j),(0.8898428742259951-0.47028142035460385j),(0.031593823945133936-1.5228761999399951j),(-0.25889436808377164-0.9813338547746698j),(-0.2968776568859062-0.8051591717504589j),(-0.33319818524308764-1.3827312283065538j),(-0.8705484966045826-1.6457641494249038j)
1.56,(-0.263224145194423-0.5850086516736389j),(0.09774402286291303-1.012144190082283j),(-0.2889694897264812-0.7276701086397788j),(-2.025050673355018-0.2175182364982263j),(1.3112396951422018-0.621674969740016j),(-0.9065565963924721+0.048764463713275245j),(1.2833665455500434-0.9800012393618097j),(-0.8308282554111447-0.8660541923990571j),(-0.5900052632286802-1.1224404812762836j),(0.8830153892319974-0.4838031581259234j),(0.0240300750086051-1.5235079921798091j),(-0.26201188624856886-0.9812053070522895j),(-0.2992291135571764-0.8051040131042441j),(-0.33731889114728625-1.3823380554691949j),(-0.8748674400316457-1.64389565998642j)
1.57,(-0.2661121795402786-0.5847352935833011j),(0.09126898779133472-1.0133337639817435j),(-0.29146913207646985-0.7275009122477434j),(-2.0251392966701123-0.2177619945592741j),(1.3041977795908684-0.6372410309263293j),(-0.9068458911709509+0.044539533379959376j),(1.2736537184605472-0.9932498906066745j),(-0.8304536453281018-0.8670716766468064j),(-0.5916905696809277-1.1220871937938237j),(0.8759911439989183-0.4973086087017651j),(0.016518935103639776-1.5241170264470116j),(-0.2650339965994792-0.9811126539548689j),(-0.30148567571189083-0.8050962206013383j),(-0.3413361172550623-1.3819653008965758j),(-0.8790735224321947-1.6420838281497414j)
1.58,(-0.26886804817439347-0.5845373687333958j),(0.08483809089095362-1.0144948736706032j),(-0.2938624615918391-0.7273885519749426j),(-2.025204234815177-0.21830558548306206j),(1.2969541045529078-0.6528168624332896j),(-0.9071304490998183+0.04006039716004228j),(1.2637808335002418-1.0064552940099174j),(-0.8299569838383296-0.8682114798385544j),(-0.5932966860730621-1.1217862167266175j),(0.8687617115872053-0.5108069373123388j),(0.009059496816812285-1.5247053494882519j),(-0.26795552204268724-0.9810594496634599j),(-0.3036406451893354-0.8051405293560234j),(-0.34524693264812767-1.3816149611684796j),(-0.8831519695291129-1.6403400202533334j)
1.59,(-0.27148246943473875-0.5844248703619065j),(0.0784500444955776-1.0156315006545455j),(-0.29613651771121685-0.7273426301575308j),(-2.0252414164339045-0.21917441843958743j),(1.289495165052716-0.6684170146008962j),(-0.9073997996636859+0.035286373723485503j),(1.2537309479316203-1.01963335121778j),(-0.8293226374752899-0.8694859511068168j),(-0.5948099336240049-1.1215469033854957j),(0.8613175878633713-0.5243060381046962j),(0.0016510784838608128-1.52527485316925j),(-0.27077161997700816-0.9810490605723233j),(-0.30568765748612764-0.8052414777210558j),(-0.3490486236701301-1.381288965412005j),(-0.8870889008257323-1.6386749486775258j)
1.6,(-0.27394692155156064-0.5844070521158878j),(0.07210401326243404-1.0167474195620525j),(-0.2982779768739444-0.7273730424226019j),(-2.0252467042779028-0.2203923378779172j),(1.2818062372210748-0.6840555491479756j),(-0.9076433929316807+0.030179810380495678j),(1.2434859763324349-1.032799618711136j),(-0.8285360407632887-0.8709064795556003j),(-0.5962164028337251-1.1213787704049132j),(0.8536481914999957-0.5378125341427304j),(-0.0057067758103125366-1.5258272744747954j),(-0.2734777822938871-0.9810846652889291j),(-0.3076206817562169-0.8054034072876662j),(-0.35273869392665297-1.3809891753015673j),(-0.8908713296058337-1.637098671844513j)
1.61,(-0.27625364264738084-0.5844924280514661j),(0.06579961417216951-1.0178461981444047j),(-0.3002731525200769-0.727489977688189j),(-2.025215895206699-0.22198162352618797j),(1.2738713782951534-0.6997460391721801j),(-0.9078505995574458+0.024706083081524513j),(1.2330266905956964-1.0459693078054881j),(-0.8275836962174757-0.8724834942604018j),(-0.5975019534832386-1.1212914977429507j),(0.8457418639757238-0.5513317774071755j),(-0.013014296231641742-1.5263641955087484j),(-0.2760698353773997-0.9811692546339562j),(-0.3094340208108843-0.8056304628855605j),(-0.3563148642852155-1.3807173850588967j),(-0.8944871629336464-1.6356205942183548j)
1.62,(-0.278395630736996-0.5846887726338384j),(0.059536916528850514-1.0189311972756823j),(-0.3021079950903831-0.7277039181632645j),(-2.0251447201877397-0.22396299039160616j),(1.2656734266185066-0.715501569149988j),(-0.9080107107791396+0.018833596417268846j),(1.2223327199296756-1.0591572846509725j),(-0.8264531743438447-0.8742264642682093j),(-0.5986522146346089-1.1212949286813125j),(0.8375858695752673-0.5648678487956076j),(-0.020271487196896976-1.5268870434940391j),(-0.2785439401042519-0.9813056316412921j),(-0.3111223111187426-0.8059265925829188j),(-0.35977507287527277-1.3804753214530396j),(-0.8979252016538486-1.6342494663049745j)
1.6300000000000001,(-0.2803666437274782-0.5850031207372738j),(0.05331644195996238-1.0200055709527631j),(-0.3037681829791856-0.7280256092358944j),(-2.025028844296388-0.22635558876044767j),(1.2571940016410759-0.7313347349367045j),(-0.9081129384194365+0.012533783618670573j),(1.211382550857902-1.0723780702323542j),(-0.8251331136392331-0.8761438985975014j),(-0.5996525846309467-1.1213990698253282j),(0.8291663953894034-0.5784235581224435j),(-0.027478127373684713-1.5273970907726682j),(-0.2808965918437799-0.9814964115580339j),(-0.31268052280573666-0.806295547686396j),(-0.3631174750882154-1.3802646438003578j),(-0.9011751403915672-1.6329933846521605j)
1.6400000000000001,(-0.2821611994181745-0.585441767645112j),(0.04713916441641042-1.0210722662953244j),(-0.3052494427824636-0.7284615014497507j),(-2.024863866715927-0.22917700419805825j),(1.2484135039191895-0.7472576437664614j),(-0.9081464148855265+0.005781106556916729j),(1.2001535272191635-1.0856458403690314j),(-0.8236132205913224-0.8782433462382472j),(-0.6004882310964098-1.121614091103952j),(0.820468551314976-0.5920004441189421j),(-0.03463376968044718-1.5278954548057058j),(-0.28312462045795017-0.9817440218444872j),(-0.31410395965514265-0.8067408827411215j),(-0.36634044357736983-1.3800869439645291j),(-0.9042275675523775-1.6318597918495654j)
1.6500000000000001,(-0.2837745755007075-0.5860102690497646j),(0.04100651017251916-1.0221340235458425j),(-0.3065533224840851-0.7290125452821982j),(-2.024645320737557-0.23244325754885325j),(1.2393111151155616-0.7632819142522156j),(-0.9081001931691153-0.001446944256560584j),(1.1886218501675085-1.0989744257150313j),(-0.8218842696786374-0.8805313961519066j),(-0.6011440909362032-1.1219503257697632j),(0.8114763700548947-0.605598774433203j),(-0.041737741286463015-1.528383098173293j),(-0.2852251903013597-0.9820507021741667j),(-0.3153882591075689-0.8072659555306998j),(-0.36944256825799837-1.3799437463565474j),(-0.9070739653223041-1.630855476528707j)
1.6600000000000001,(-0.2852028095589746-0.5867134410527141j),(0.03492035782603259-1.0231933760695915j),(-0.307678520679431-0.7296797864842658j),(-2.0243686737603968-0.2361688049363177j),(1.2298647979992932-0.779418676385751j),(-0.9079632468464242-0.009169849670084135j),(1.1767625781722433-1.112377311759014j),(-0.8199381033705474-0.8830136772714303j),(-0.6016048703365797-1.1224182703989654j),(0.8021728071181353-0.6192175456301677j),(-0.04878914361184683-1.5288608285746403j),(-0.2871958002212355-0.9824185044337962j),(-0.31652939226095517-0.8078739270772095j),(-0.3724226563072989-1.3798365079347217j),(-0.9097067096678196-1.6299865733629673j)
1.67,(-0.2864426990691488-0.5875553601645143j),(0.02888303829811434-1.024252650354645j),(-0.30862424459556814-0.7304639402690293j),(-2.0240293272914833-0.24036653776300637j),(1.220051296445872-0.7956785715376775j),(-0.9077244700781903-0.01740406189173145j),(1.1645496270179343-1.1258676388242694j),(-0.8177676321272653-0.8856948585012594j),(-0.6018550447648385-1.1230285848913868j),(0.7925397408197401-0.6328544831916186j),(-0.0557868523275491-1.5293292988280294j),(-0.2890342835574349-0.9828492927233083j),(-0.31752366387057324-0.8085677616412041j),(-0.3752797321644053-1.379766618204677j),(-0.9121190703358459-1.6292585630675926j)
1.68,(-0.2874918013996781-0.5885393633047905j),(0.02289733483334705-1.0253139660118755j),(-0.30939021009124973-0.7313653913116108j),(-2.023622616945773-0.24504778271054373j),(1.2098461354371715-0.8120717524574325j),(-0.9073726776096664-0.026163004489335492j),(1.1519557698044054-1.1394582020687198j),(-0.8153668343998478-0.8885786487173261j),(-0.6018788589693269-1.1237920924704807j),(0.7825579722808162-0.6465060415161809j),(-0.06272951735535759-1.529789006870811j),(-0.29073880814244574-0.983344743355845j),(-0.31836771234902655-0.8093502267217118j),(-0.378013037530387-1.3797353992193544j),(-0.9143052108537533-1.6286762723996944j)
1.69,(-0.2883484338112859-0.5896680478022392j),(0.016966482999733246-1.0263792357749535j),(-0.30997664165691513-0.732384193749179j),(-2.0231438124461403-0.2502223017396239j),(1.1992236210614522-0.8286078832732782j),(-0.9068966047706212-0.035457072390483596j),(1.1389747739403453-1.1531518726485834j),(-0.8127307566301953-0.8916677967670529j),(-0.601660326979439-1.1247197796833253j),(0.7722072254285383-0.660167403919319j),(-0.06961556286789439-1.5302402957594068j),(-0.2923078763013861-0.9839063448577566j),(-0.3190585097662503-0.8102238930562352j),(-0.38062203136824924-1.3797441055790103j),(-0.9162601885293608-1.6282438741582483j)
1.7,(-0.28901167345697054-0.5909432713946285j),(0.011094170688694782-1.0274501655003487j),(-0.3103842724146898-0.7335200711809485j),(-2.022588117623376-0.25589829209001075j),(1.188156840513361-0.8452961394923035j),(-0.9062849074753386-0.04529363188251816j),(1.1256365628321279-1.1669241435613738j),(-0.8098555132510524-0.8949640914693531j),(-0.6011832321056163-1.1258227964006229j),(0.7614661469961461-0.6738324826333401j),(-0.07644122738466691-1.530683928660578j),(-0.2937403248520043-0.9845353979686029j),(-0.31959336184951137-0.8111911346207518j),(-0.383106389902933-1.379793924431217j),(-0.9179799544509362-1.6279648871840946j)
1.71,(-0.28948135738200576-0.5923661522287973j),(0.00528453811507279-1.02852825416733j),(-0.3106143441183855-0.7347724166681813j),(-2.021950670416192-0.26208238628053754j),(1.1766176620939308-0.8621452080004243j),(-0.9055261622226186-0.055677020612536404j),(1.1119489412093002-1.180752307890417j),(-0.8067382866860072-0.8984683616146308j),(-0.6004367945491724-1.1271088604320099j),(0.7503123065229462-0.6874939188073926j),(-0.08318200398602425-1.531127045427998j),(-0.29503532510467895-0.9852330156411525j),(-0.31996990798340863-0.8122541286297137j),(-0.385466006621315-1.3798859754708628j),(-0.9194613534871958-1.627842176359938j)
1.72,(-0.2897580825239406-0.5939370688606562j),(-0.0004578221828717144-1.029614793877964j),(-0.3106686071535001-0.7361402927341849j),(-2.021226542871217-0.26877965210910765j),(1.1645975949607978-0.8791559249184704j),(-0.9046088660957768-0.06660854758739071j),(1.0979199130198924-1.1946144588088412j),(-0.803377327349492-0.9021804759647807j),(-0.5994585202536007-1.1285540578467732j),(0.7387221963543107-0.7011430825074666j),(-0.0898272040810612-1.5315736186859312j),(-0.296192382862419-0.986000123041383j),(-0.3201861212098725-0.8134148555360474j),(-0.3877009922722079-1.3800213109401511j),(-0.920702124287305-1.6278779526103482j)
1.73,(-0.2898432057125991-0.5956556602551868j),(-0.0061278653434587715-1.0307108698571172j),(-0.31054932053721773-0.7376224313643139j),(-2.0204107411429977-0.27599359265269374j),(1.152135311331817-0.8962966184513832j),(-0.9035214367626446-0.07808649317368804j),(1.0835582452844554-1.208489321565259j),(-0.7997719536467827-0.906099343253188j),(-0.5982621672978302-1.1301477748556463j),(0.7266749695974289-0.7147703666679739j),(-0.0963722883540534-1.5320258778028573j),(-0.2972113384208637-0.9868374575484808j),(-0.3202403082281652-0.8146750990311545j),(-0.38981167486636-1.3802009156286021j),(-0.9217008992808777-1.6280737729017591j)
1.74,(-0.2897388436700807-0.5975208257864423j),(-0.011720094181588647-1.031817360452454j),(-0.31025925191840864-0.7392172340059691j),(-2.019498205494001-0.2837261462673385j),(1.1392398988668306-0.9135328035015289j),(-0.9022522124755689-0.09010610909779049j),(1.0688734680960605-1.2223562534837662j),(-0.795922551973999-0.910222912184729j),(-0.5968525694983421-1.1318850038148855j),(0.7142177022658212-0.728363142451869j),(-0.10281315182969783-1.5324858806964132j),(-0.29809236656828264-0.9877455687548418j),(-0.3201311093948808-0.8160364460449108j),(-0.39179859967645514-1.3804257068730508j),(-0.9224572046779762-1.6284305402424695j)
1.75,(-0.2894478730107599-0.5995307252375469j),(-0.01722855918874222-1.0329349371344383j),(-0.3098016775776293-0.7409227715685975j),(-2.01848381029461-0.2919776865881541j),(1.1259197776399157-0.9308313838662918j),(-0.9007894520714123-0.10265961844581498j),(1.0538758746202999-1.236195243963943j),(-0.7918305767181046-0.9145481714357702j),(-0.5952350290905202-1.1337605546568474j),(0.7013921707191251-0.741892345334609j),(-0.10914612387311273-1.5329555138333952j),(-0.2988359765855757-0.9887248184660702j),(-0.3198574987239451-0.8175002867456669j),(-0.3936625292371132-1.3806965345576485j),(-0.922971460469112-1.6289485036826425j)
1.76,(-0.28897393024128665-0.6016827788006965j),(-0.02264622361857078-1.0340640060968598j),(-0.30918038242712237-0.7427367844236932j),(-2.017362364023127-0.3007470225293225j),(1.1121845063597902-0.9481603143175032j),(-0.8991213349715533-0.11573621566363329j),(1.038576521095286-1.2499869144808535j),(-0.7874985502569071-0.9190711496541693j),(-0.5934153167286511-1.1357690548899877j),(0.6882245676084583-0.7553272588266382j),(-0.11536796818983765-1.5334364922297568j),(-0.299443012246273-0.9897753807009796j),(-0.31941878388661554-0.8190678145402482j),(-0.39540444334488967-1.3810141811138619j),(-0.9232449804252452-1.6296272583143057j)
1.77,(-0.2883214117605858-0.603973667077158j),(-0.027960606289809356-1.0352046603607399j),(-0.30839966001081665-0.7446566824047962j),(-2.0161286092657735-0.31003139828409515j),(1.0980447823698158-0.9654886006014411j),(-0.8972359611818861-0.12932206655687217j),(1.0229872268316513-1.2637125185850457j),(-0.7829300629590576-0.923786915459274j),(-0.5913996714859245-1.1379049495988613j),(0.6747410429841485-0.7686389075221567j),(-0.12147588282583346-1.5339303594506102j),(-0.299914651816535-0.9908972416915925j),(-0.3188146062114815-0.8207400260739545j),(-0.39702553905827587-1.381379361520474j),(-0.9232799720977841-1.6304657452713514j)
1.78,(-0.2874954738598577-0.6063993310772696j),(-0.033166406408648375-1.0363581593578033j),(-0.30746431250432726-0.7466795448074931j),(-2.014777222716688-0.31982649332479335j),(1.0835124416479953-0.9827862994388303j),(-0.8951213512928203-0.14340030829091324j),(1.0071205742125502-1.2773539419025515j),(-0.7781297731840516-0.9286895774419237j),(-0.5891948008544332-1.140162501444123j),(0.6609677042957334-0.7818000570991205j),(-0.12746750016748237-1.5344384876102264j),(-0.3002524080551525-0.9920901998831405j),(-0.31804494068446404-0.8225177212305604j),(-0.39852723069769896-1.3817927233035827j),(-0.9230795368185865-1.6314622517295365j)
1.79,(-0.28650203272257774-0.608954972220441j),(-0.03826080795273617-1.0375258418017772j),(-0.3063796507149554-0.7488021203894171j),(-2.0133028151779273-0.3301264224028083j),(1.0686004588069749-1.0000245185248424j),(-0.8927654464792816-0.15795104939089308j),(0.9909899086936562-1.2908937021348867j),(-0.773103407282228-0.9337722841644474j),(-0.5868078807451723-1.1425357906625269j),(0.6469306163919606-0.7947852143192418j),(-0.13334088694158777-1.534962077372034j),(-0.30045812821354656-0.9933538659340638j),(-0.317110095948816-0.8244015031323151j),(-0.39991114984552156-1.3822548465366025j),(-0.922647669699958-1.6326144109064828j)
1.8,(-0.2853477644244966-0.6116350523351531j),(-0.04324144063367524-1.0387088618142246j),(-0.30515149408168835-0.7510208273702476j),(-2.0116999315594684-0.3409237355486002j),(1.0533229470940424-1.0171754165290954j),(-0.8901561085007109-0.17295136974170308j),(0.9746093388031641-1.3043149490590513j),(-0.7678577595947699-0.9390272241606653j),(-0.5842465554880403-1.145018715066926j),(0.6326558015207882-0.8075706270279884j),(-0.13909454421537448-1.5355021579486205j),(-0.3005339940357686-0.9946876627160119j),(-0.31601071430512195-0.8263917781399424j),(-0.4011791453460424-1.3827662438402635j),(-0.921989259634654-1.633919202061676j)
1.81,(-0.2840401049336402-0.614433293658958j),(-0.048106379897022364-1.039908188924544j),(-0.30378617067519986-0.7533317534317105j),(-2.0099630508792043-0.3522094180716997j),(1.0376951583911282-1.0342122030956546j),(-0.8872811197010654-0.1883753205879895j),(0.9579937361417891-1.3176014645275294j),(-0.7624006924537036-0.9444456259358885j),(-0.5815189378318384-1.1476049900462735j),(0.6181692393293838-0.8201342841545844j),(-0.14472740739648854-1.5360595871017315j),(-0.30048252175850027-0.9960908253138433j),(-0.3147477717112982-0.8284887558526408j),(-0.40233328330549556-1.3833273603826108j),(-0.9211100892958777-1.6353729504964667j)
1.82,(-0.2825872501103096-0.6173426788384794j),(-0.05285414692228841-1.0411246080699692j),(-0.30229051719784966-0.7557306557175786j),(-2.0080865862629476-0.3639728905607068j),(1.0217334832148055-1.051109138843032j),(-0.8841281830088177-0.2041939245341537j),(0.9411587353827668-1.3307376624682885j),(-0.7567411361819-0.9500177579669185j),(-0.5786336089442707-1.1502881485656216j),(0.6034968668641257-0.8324559157120097j),(-0.15023884623299738-1.5366350511422706j),(-0.30030656211105355-0.9975624010256253j),(-0.3133225777825929-0.8306924491080835j),(-0.4033758470920512-1.3839385738790064j),(-0.9200168351372812-1.6369713275540703j)
1.83,(-0.2809981557070812-0.6203554509294119j),(-0.057483708622938556-1.0423587195955697j),(-0.3006718789836837-0.7582129608336704j),(-2.006064884944429-0.37620200888329114j),(1.005455450716289-1.0678415353641861j),(-0.8806849219369558-0.22037517554435182j),(0.9241207342718537-1.3437085888847806j),(-0.7508890890930735-0.9557329287020472j),(-0.5755996184119443-1.1530615411661218j),(0.588664578570602-0.8445169927970002j),(-0.1556286648133896-1.5372290649303j),(-0.3000093003153708-0.9991012493626343j),(-0.3117506732254382-0.8329925663881841j),(-0.4043093373358154-1.3846001945921274j),(-0.9187170673929654-1.6387093506195665j)
1.84,(-0.2792825373688065-0.6234631133965217j),(-0.06199447764639208-1.0436109392542507j),(-0.2989381099984342-0.7607737648478513j),(-2.003892228265298-0.3888830641861922j),(0.9888797286814364-1.0843857552265221j),(-0.876938880582984-0.23688403894249482j),(0.9068968936273263-1.356499921855941j),(-0.7448556174917822-0.9615794865610579j),(-0.572426484240369-1.1559183359650256j),(0.5736982262936108-0.8563007275900475j),(-0.16089710156657522-1.5378419718750402j),(-0.2995942560860246-1.0007060420493554j),(-0.3100651474624192-0.8353661859822968j),(-0.4051364719288295-1.3853124653319664j),(-0.9172192500774803-1.6405813831198994j)
1.85,(-0.2774508706326122-0.6266564301136464j),(-0.06638631237402254-1.044881498206753j),(-0.29709757283951943-0.7634078332900333j),(-2.0015628316751215-0.40200078289521823j),(0.9720261235307475-1.1007192119718925j),(-0.8728775236289219-0.2536824514122488j),(0.8895051373399823-1.36909797153619j),(-0.7386528556734285-0.9675448199352238j),(-0.5691241928539577-1.1588515186556834j),(0.5586236192771604-0.8677920733553997j),(-0.16604482926188557-1.53847394393487j),(-0.2990652836302177-1.0023752630234835j),(-0.308277938029185-0.8378058763497976j),(-0.4058601860250708-1.3860755614558327j),(-0.9155327409858239-1.642581134523878j)
1.86,(-0.2755143909279003-0.6299254253636944j),(-0.07065951692115766-1.0461704430216525j),(-0.295159138736044-0.7661096011521744j),(-1.9990708447313852-0.4155383267152493j),(0.9549155803193643-1.1168203701165962j),(-0.8684882363413049-0.2707293209970345j),(0.8719641523731392-1.3814896801554306j),(-0.7322940059242583-0.9736153571873094j),(-0.5657031990960258-1.1618538925075452j),(0.5434665241644691-0.8789777244410601j),(-0.17107295500907319-1.5391249816173265j),(-0.2984265716477835-1.004107208435921j),(-0.30640033896078-0.8403047091391751j),(-0.40648363204045257-1.38688959086835j),(-0.9136677916934433-1.644701660342176j)
1.87,(-0.27348509357634804-0.633259383838646j),(-0.07481484113707933-1.0474776356753608j),(-0.29313218754879855-0.7688731728882795j),(-1.9964103510994933-0.42947729263023293j),(0.9375701827370717-1.132668745151379j),(-0.8637583245711841-0.2879805271000276j),(0.8542933887626355-1.393662622019051j),(-0.7257933385213613-0.9797765666515698j),(-0.5621744262287923-1.1649180783661603j),(0.5282526649979653-0.8898461162787888j),(-0.17598302025831192-1.539794913979105j),(-0.29768264333118544-1.005899986650781j),(-0.30444353847672706-0.8428558673497227j),(-0.4070101796528235-1.3877545940214595j),(-0.9116355475562341-1.6469353621273313j)
1.8800000000000001,(-0.2713757337919078-0.6366468506395525j),(-0.0788534806050237-1.0488027535521256j),(-0.29102660777026007-0.7716923224143996j),(-1.9935753685527682-0.44379771290318726j),(0.9200131531082966-1.148244903541433j),(-0.8586750147541262-0.30538892048415917j),(0.8365130596168304-1.4056050035079222j),(-0.7191661917326713-0.9860129566337502j),(-0.5585492659333784-1.1680365146531777j),(0.5130077232192877-0.9003874253841012j),(-0.18077700080019704-1.5404833986260593j),(-0.29683835636551736-1.0077515182453844j),(-0.30241861898102795-0.8454526453315396j),(-0.4074434158019682-1.3886705439144162j),(-0.9094480477105409-1.6492739874737465j)
1.8900000000000001,(-0.2691998266808072-0.6400756312765364j),(-0.0827770766421811-1.0501452894440293j),(-0.2888527965245916-0.7745604931086323j),(-1.9905598489724508-0.458478055076201j),(0.9022688523921079-1.163530462726398j),(-0.853225453910214-0.322904323272114j),(0.8186441411166032-1.4173056630784j),(-0.7124289718169657-0.9923080754110872j),(-0.5548395783098085-1.1712014573663456j),(0.49775733766928465-0.910593569356269j),(-0.18545730676574496-1.5411899217132015j),(-0.29589890292850324-1.0096595360102614j),(-0.30033655706216295-0.8480884487855304j),(-0.4077871446896071-1.3896373460937927j),(-0.9071182250731569-1.6517086300176889j)
1.9000000000000001,(-0.2669716472415491-0.643532791668792j),(-0.08658771629969604-1.0515045515509904j),(-0.2866216595676425-0.7774707978111217j),(-1.9873576783476996-0.47349522197043026j),(0.8843627801822174-1.1785080911203598j),(-0.8473967096440453-0.3404735289463334j),(0.8007083725153538-1.428754071262324j),(-0.7055991530238659-0.9986445112323079j),(-0.5510576918770099-1.1744049800795118j),(0.48252710458801484-0.9204582068783198j),(-0.19002678262639355-1.5419137979447017j),(-0.2948698096904977-1.011621584949151j),(-0.2982082234930912-0.8507567947634048j),(-0.40804538777939625-1.390654838653476j),(-0.9046599063413236-1.6542297294372899j)
1.9100000000000001,(-0.2647062303649116-0.6470046581445841j),(-0.0902879323626672-1.0528796634807627j),(-0.2843446112869482-0.7804160188240583j),(-1.9839626767755927-0.4888245516861034j),(0.8663215747069792-1.1931615081118516j),(-0.8411757701447344-0.35804030234901235j),(0.782728256139003-1.439940330667017j),(-0.6986952775938371-1.0050038923176299j),(-0.5472164035728128-1.1776389739426234j),(0.4673425776147473-0.9299767377170368j),(-0.19448870719400185-1.5426541705738888j),(-0.29376414324468286-1.0136308852530114j),(-0.2960443832312505-0.8534513116676781j),(-0.40822238379692766-1.3917227922346695j),(-0.9020878119927319-1.6568270714525464j)
1.92,(-0.26241803071400044-0.6504855806212009j),(-0.09388070335014749-1.054269564248936j),(-0.28203357470173046-0.7833886079116789j),(-1.9803685984611255-0.504439817602516j),(0.84817301282939-1.207475484063852j),(-0.8345495441859109-0.3755453796821005j),(0.7647270573859923-1.450855175975287j),(-0.6917369557581888-1.0113668868587613j),(-0.5433289787539503-1.1808951476817267j),(0.4522292677879609-0.9391463027229596j),(-0.19884679362085023-1.5434100114032496j),(-0.29261403516138373-1.015669621254323j),(-0.2938556954185574-0.8561657392516706j),(-0.40832258872972876-1.3928409100258925j),(-0.899417556285521-1.6594897878253188j)
1.93,(-0.26011916490552933-0.6539751383193093j),(-0.09736945351514414-1.0556730082789347j),(-0.279700981462897-0.786380686300267j),(-1.976570048869263-0.5203117487185565j),(0.8299460100470875-1.2214358403137886j),(-0.8275048611257196-0.39292646850730417j),(0.7467288047272826-1.4614899739454255j),(-0.6847448657390731-1.0177132030189013j),(-0.5394091511960581-1.1841650275989681j),(0.437212643545344-0.9479657838303839j),(-0.20310518939964053-1.5441801207844292j),(-0.2914312313511904-1.0177315604507682j),(-0.2916527133814071-0.8588939286195086j),(-0.40835067582726314-1.3940088277629792j),(-0.8966656472582787-1.6622063563593328j)
1.94,(-0.2578215577603835-0.6574653403891465j),(-0.10075805284461843-1.0570885654020197j),(-0.2773597718530419-0.7893840446781526j),(-1.9725932010598428-0.5363611069562687j),(0.811670620492353-1.2350294491735343j),(-0.8200781625423659-0.41014003221246054j),(0.7287582897063565-1.4718367234112075j),(-0.6777407537494873-1.0240215889327402j),(-0.5354711230936752-1.1874399575725927j),(0.42231813072379604-0.9564358040573607j),(-0.20726847636349566-1.5449631276182316j),(-0.29022538645857904-1.0198116406660196j),(-0.28944588463067356-0.8616298422261234j),(-0.4083115356009298-1.3952261137290807j),(-0.8938494867300416-1.6649646009001786j)
1.95,(-0.25553666707603717-0.6609485540668292j),(-0.10405081705948584-1.058514620857287j),(-0.2750233947864454-0.7923901431957119j),(-1.9684569242418732-0.5525274218405031j),(0.7933780369321102-1.2482442339294086j),(-0.812363012198655-0.4271691124560256j),(0.7108410669392164-1.481888055281892j),(-0.6707474339932719-1.0302698327064577j),(-0.5315295650602433-1.1907110990569456j),(0.40757111255942585-0.9645587275056975j),(-0.21134167068595994-1.5457574893546182j),(-0.28900596490399433-1.0219048822997918j),(-0.2872455508617094-0.8643675538772515j),(-0.40821027582406344-1.396492268754663j),(-0.8909873703002953-1.6677516913353105j)
1.96,(-0.25327548241082953-0.6644175173668249j),(-0.1072525076146161-1.0599493752916684j),(-0.27270580780907394-0.7953901114653675j),(-1.964168140306818-0.5687725385441761j),(0.7751005907679247-1.2610691688421787j),(-0.8043866495375116-0.443971583987005j),(0.6930034541143861-1.4916372325422227j),(-0.6637887886651113-1.036434762417725j),(-0.527599616128107-1.1939694310824709j),(0.39299692968755284-0.9723386593609575j),(-0.21533022288099898-1.5465614919927093j),(-0.2877822408838493-1.02400638832784j),(-0.2850619479543461-0.8671012487294351j),(-0.4080522215319351-1.3978067262175085j),(-0.8880984873489736-1.670554143594048j)
1.97,(-0.251048525083965-0.6678653390819514j),(-0.11036833169883313-1.061390844759931j),(-0.2704214770985801-0.7983747485615889j),(-1.9597349583594597-0.5850584663917522j),(0.7568717520360047-1.2734942791470576j),(-0.7961767466174533-0.4605077732672656j),(0.675272531992909-1.5010781502524264j),(-0.6568897679505337-1.0424922461157042j),(-0.5236968837485139-1.1972057502557123j),(0.378620880142706-0.9797814458924601j),(-0.21924001780299968-1.5473732500807837j),(-0.2865632983705255-1.026111344301961j),(-0.28290520597289365-0.8698252232900214j),(-0.40784291502175096-1.3991688520427144j),(-0.8852029210364595-1.673357819647575j)
