t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010
1.1400000000000001,(0.0066288128804518585-0.0084314915912255j),(-0.004480029963655274-0.05425578204427499j),(0.01570802543784595+0.015254839293769971j),(0.0007414604080185829-8.12970637690044e-05j),(0.11008948167257877+0.13563648250617166j),(-0.05454490201983479-0.07280327297939472j),(-0.054951210868986106-0.0789534799894252j),(-0.015249812996519119+0.04899189891275902j),(3.1756186535676624e-06-2.6032178579483734e-05j),(-0.0009028960627748432+0.004894525020711016j),(-0.0022241741157152553+0.004104992248114266j)
1.1500000000000001,(0.0048624523680701-0.006872048479180376j),(-0.005305007517609652-0.0504111873559307j),(0.012814725145616676+0.013507056532278013j),(0.0006804266522112408-8.8758409724511e-05j),(0.10298364310145416+0.1170284291671752j),(-0.054160061976042194-0.06471690681626965j),(-0.04733602298567191-0.06886800776246144j),(-0.01094621836057583+0.04704275281528206j),(8.216956973086241e-07-2.5226898594873074e-05j),(-0.0009318143097963242+0.004329240259573141j),(-0.0018248070932020029+0.0038747703408171926j)
1.16,(0.0031652378547661654-0.0052366459447942635j),(-0.0057448097087918985-0.04623853318551195j),(0.009668902177513084+0.011857009635634084j),(0.000622135845269868-9.091790602970521e-05j),(0.09401932358212785+0.09854295934844179j),(-0.052915402967459765-0.05669904394030612j),(-0.03847927485415655-0.05882317385835238j),(-0.00691602221934641+0.04456393821451164j),(-1.3747534666941176e-06-2.4197581092947847e-05j),(-0.0010254274558984128+0.003754303024919853j),(-0.0014696329027402521+0.003619531025903378j)
1.17,(0.0015778714104390905-0.00351215349438303j),(-0.005691316758450736-0.041776246963213984j),(0.006278952571978753+0.01038545755579776j),(0.0005672402735193676-8.816912456721795e-05j),(0.08297368821622297+0.08051019826217781j),(-0.05078333346491313-0.048883472688572766j),(-0.02828023082271689-0.0491209528766544j),(-0.003235553869287429+0.041582985562098114j),(-3.3895195571285593e-06-2.2963807281059797e-05j),(-0.001187083671673685+0.003181001173779747j),(-0.001161934126713872+0.003349469045887521j)
1.18,(0.00014966671151940949-0.0016855685250611882j),(-0.005023692510837849-0.03707661440735695j),(0.0026657199750830312+0.009191247583572733j),(0.000516348786436044-8.097005207180168e-05j),(0.06961189354421493+0.06333669934363606j),(-0.04774005260335228-0.04141817351383524j),(-0.016652892203016367-0.04013573695202298j),(1.4540771282335477e-05+0.038133467951678955j),(-5.198847756769038e-06-2.1549148641859915e-05j),(-0.0014189123174517778+0.002622424799878357j),(-0.0009041532503350692+0.0030755045615159992j)
1.19,(-0.0010650479604620896+0.00022246565968101102j),(-0.0036915222786329375-0.03224129023192032j),(-0.0010515204861619356+0.008369652363975369j),(0.0004694670356138727-7.003900726044365e-05j),(0.05405006031232214+0.04754098467356737j),(-0.04378839846915238-0.03441611247615594j),(-0.0038554907008744345-0.03229681241004128j),(0.0027485503302996936+0.034249021056838184j),(-6.774480373380066e-06-2.000682529564045e-05j),(-0.0017103139727673148+0.002092018627354739j),(-0.0006923206123005835+0.002798104026405539j)
1.2,(-0.0020293631264959307+0.002158497706581471j),(-0.001725613104444005-0.0274263257511452j),(-0.004717529433266211+0.007940903513563304j),(0.0004262617646674206-5.5903952734334266e-05j),(0.036784908168026036+0.0336000651970097j),(-0.03899293268298279-0.02798348551629365j),(0.009552292726431662-0.025865598198876537j),(0.004900503970734397+0.030003785024931673j),(-8.114329950239266e-06-1.840319519968531e-05j),(-0.0020448299151961074+0.0015978592047185512j),(-0.0005235668570050419+0.002518022378533712j)
1.21,(-0.002721041744698685+0.004071744585387643j),(0.0008192535571050303-0.02278370860810286j),(-0.008205105191670614+0.007899603495346585j),(0.0003865974396946335-3.897057457621649e-05j),(0.018344900562702326+0.021885496277087822j),(-0.03345378003006876-0.02222754741181118j),(0.023060527770347575-0.0210007127028767j),(0.006426185283182345+0.025494742206489587j),(-9.226616315097403e-06-1.679240751176723e-05j),(-0.0024085800545112783+0.0011462105940744875j),(-0.0003961170075763102+0.0022381852434283133j)
1.22,(-0.0031309999071623307+0.005915552207035036j),(0.0038649153539729447-0.018456784671784947j),(-0.011411410555249399+0.008223800530907415j),(0.0003505369556629598-1.957816925079076e-05j),(-0.000723681109011512+0.01266864150869678j),(-0.027303013789694495-0.017251369594946726j),(0.03622140798936638-0.017779446067129518j),(0.0073016722116770565+0.020836269028627594j),(-1.0125385412278815e-05-1.5216567746280017e-05j),(-0.0027898540358044996+0.000742225794125985j),(-0.0003082974278561402+0.0019622236495229926j)
1.23,(-0.0032633068399542465+0.007647395423647211j),(0.007309829036701219-0.014580258037103465j),(-0.014257972786310236+0.008874988600400154j),(0.00031834163640935+2.0003563952849146e-06j),(-0.019856737509216113+0.006120672718501877j),(-0.020704655735203106-0.013153840152613908j),(0.04864925080902848-0.0161977601974626j),(0.007523337053689662+0.016160135995046898j),(-1.0830509302681391e-05-1.3705737774238532e-05j),(-0.003179111239485991+0.000389946740175224j),(-0.0002585358224001697+0.0016944740281572615j)
1.24,(-0.0031351849031172213+0.009228878028535772j),(0.011029070458414034-0.01128019102489079j),(-0.01669068361559424+0.009798107442551322j),(0.0002904712346402574+2.5558485133395182e-05j),(-0.03847235135675044+0.002312569964938574j),(-0.013854676133996664-0.010029663826401733j),(0.060020497521921755-0.016170288760443404j),(0.007107846460128919+0.011615507686034195j),(-1.1367686163776602e-05-1.2277935823278702e-05j),(-0.003568980781284521+9.230430412312911e-05j),(-0.000245361236477922+0.001439978213576488j)
1.25,(-0.0027770095906694504+0.010625732756200384j),(0.014874334574818265-0.008674004181899654j),(-0.018679799242275922+0.010921542554659592j),(0.0002675839319316373+5.095608935296709e-05j),(-0.05597078742719139+0.0012151215382126407j),(-0.0069809937475361905-0.007969362012574609j),(0.07007371328768144-0.017530337183379215j),(0.0060921614353411846+0.0073689427584617065j),(-1.1768440289609474e-05-1.0939136477657517e-05j),(-0.003954261512247405-0.0001488817055306335j),(-0.0002674040560728063+0.0012044834429318992j)
1.26,(-0.002236539091420688+0.011812177143233361j),(0.018677517429721714-0.006839897283070438j),(-0.020231680545745697+0.012158217273407271j),(0.0002503721985014467+7.796569823499957e-05j),(-0.07179291764393754+0.002621651938048142j),(-0.000333384835584915-0.007022640372128014j),(0.07865051586578209-0.020003043712373814j),(0.00454801086243108+0.0035852822277900225j),(-1.2066728104448806e-05-9.68484644829801e-06j),(-0.004331466008842039-0.0003338813392632686j),(-0.00032251936141149714+0.0009937833207127838j)
1.27,(-0.0015824866248793667+0.012801411196051837j),(0.02232039500159516-0.005646969387292897j),(-0.021433813622561696+0.013440513843403376j),(0.0002385320061601004+0.00010551262012551817j),(-0.08586235247402527+0.005851336754949551j),(0.005931764160734222-0.007001029951978186j),(0.08592127536964851-0.023183687715755942j),(0.002634296510551386+0.00028945399322930204j),(-1.2276589699621412e-05-8.512086363374173e-06j),(-0.004696823801385657-0.00046946491914261104j),(-0.0004033003948108579+0.0008093263841463234j)
1.28,(-0.0008540678817143411+0.013613239973866138j),(0.02574989100013031-0.004992207286416582j),(-0.022342311422978125+0.01473662425506265j),(0.00023180006273512704+0.00013285528576649228j),(-0.09822374672951849+0.010464546917210125j),(0.011730236517083301-0.007759567771423352j),(0.09204081084749516-0.02685462840431842j),(0.00046007323585190926-0.0025198814999391663j),(-1.2411459983170436e-05-7.4155224301446654e-06j),(-0.005048836300876017-0.0005604137484127986j),(-0.0005039243504738397+0.0006521283883672412j)
1.29,(-8.111772455161263e-05+0.014265040758969172j),(0.028928882773422405-0.00479617329899137j),(-0.02300039215815335+0.016021792137565286j),(0.00022994025143604558+0.00015939310875465705j),(-0.10892498963718242+0.016121115208206326j),(0.016997129718992383-0.009179261333489572j),(0.09713463751638834-0.030853326592457122j),(-0.0018859862590069592-0.0048466693137594555j),(-1.2483894870097769e-05-6.389055723021396e-06j),(-0.005386484387708447-0.0006106707745358367j),(-0.0006194144777062932+0.0005229422498095701j)
1.3,(0.0007123345763221101+0.014773316415599218j),(0.031834243689384756-0.004987852043714403j),(-0.02344557951429625+0.01727668620867825j),(0.0002326668918435327+0.00018458021898570714j),(-0.1180369988463007+0.022532163217443325j),(0.021687608299120427-0.011148228096875169j),(0.10131853595483181-0.03504945201068339j),(-0.0043263405591896014-0.006704751640928054j),(-1.2504021498885535e-05-5.426542568533151e-06j),(-0.0057089150378910585-0.0006239021389389198j),(-0.0007451677504784523+0.0004219677795267859j)
1.31,(0.001508065342959416+0.01515369538993994j),(0.034456843135748746-0.005504650439430084j),(-0.023709702652666233+0.01848740027475527j),(0.00023964473990942267+0.0002079254626542972j),(-0.12565372042867548+0.029460101340555014j),(0.025776903837255238-0.013561695475950725j),(0.1046985521027668-0.03934488330562405j),(-0.00679457953768517-0.008117867804793857j),(-1.2479538231496092e-05-4.521794545325594e-06j),(-0.006015441323044739-0.0006034971770144316j),(-0.0008769548674249332+0.000348851683191807j)
1.32,(0.002293656489752186+0.015420931710120376j),(0.03680154652006379-0.006292397705130079j),(-0.023818896209573216+0.01964545323073685j),(0.0002504889879567074+0.00022899240225404135j),(-0.13189212887862722+0.036718628779304j),(0.02926031496031349-0.01632200084075907j),(0.10737099726157195-0.043673708040021395j),(-0.00923542435530757-0.009119654259358179j),(-1.241571465337203e-05-3.6685784841612685e-06j),(-0.00630554241040316-0.0005525684181199449j),(-0.0010109202518447354+0.0003026875610969951j)
1.33,(0.003062495523431604+0.015588904986214942j),(0.03888721526969739-0.007305345359953319j),(-0.023793600296377643+0.020747789060150262j),(0.0002647652646795363+0.0002473993165775135j),(-0.1368922271129951+0.04417273354158161j),(0.03215320734234074-0.019338591517015308j),(0.10942244809406342-0.048002222692733215j),(-0.011604727460695491-0.009753644589274734j),(-1.231539157343618e-05-2.8606164679195965e-06j),(-0.006578863562812773-0.00047395158557822216j),(-0.0011435820517012416+0.00028201590815415305j)
1.34,(0.003809975665655258+0.015671755261602707j),(0.04073527416200965-0.00849816804350595j),(-0.02365371792430873+0.021794526226950016j),(0.0002819641219529504+0.00026287619418116637j),(-0.14080266218214485+0.051710044355568204j),(0.03449152821643281-0.02252918457810387j),(0.11093756389793191-0.05230407999602968j),(-0.013874571901145428-0.010069002116348166j),(-1.2181605182488916e-05-2.0939379096632714e-06j),(-0.006835492957139212-0.0003706352981823764j),(-0.0012719340613679285+0.0002848070629241243j)
1.35,(0.004531164754750803+0.015682009949187763j),(0.042355841753136544-0.00983082395099052j),(-0.023418594930681248+0.022785880617882132j),(0.0003015682466047315+0.0002753492134147057j),(-0.1437370786803777+0.059234743731272424j),(0.036317009560243745-0.02583343380739954j),(0.11198826361895774-0.056545192264271314j),(-0.01603453295402908-0.010104357340207114j),(-1.201945037020434e-05-1.3677441479782295e-06j),(-0.007075888942702016-0.0002454616316623961j),(-0.0013938961217274735+0.0003087025474542j)
1.36,(0.0052249392071827975+0.01562912496056503j),(0.04376415994330737-0.01127766886780829j),(-0.023100565047772168+0.023723709012641248j),(0.0003231318155358207+0.00028477873686522706j),(-0.145796238469029+0.06669286712630235j),(0.03766662197618363-0.029204287538859387j),(0.11262679822207719-0.06071465076461013j),(-0.01807519320393182-0.009893235641510035j),(-1.1831917901100147e-05-6.797766304308242e-07j),(-0.007300291703758321-0.0001005348429943128j),(-0.0015078579163627778+0.0003514299522394506j)
1.37,(0.005890503565628676+0.015521602269865244j),(0.044974825676854346-0.012815855262331814j),(-0.02271078456698032+0.0246098583133823j),(0.00034624000952571636+0.0002911492258905183j),(-0.14707324170463237+0.07403850893718238j),(0.0385759387073837-0.03260022802229863j),(0.11290063457587127-0.06480343875243043j),(-0.019989309373585736-0.009466614997124922j),(-1.1621662380860337e-05-2.7909212658738096e-08j),(-0.007508972746022528+6.217848864019561e-05j),(-0.0016124586931507822+0.00041083061450528937j)
1.3800000000000001,(0.00652737286188421+0.015366997918757412j),(0.04600174785739479-0.01442528449319249j),(-0.02225925933967128+0.025446156465018882j),(0.00037050883237212985+0.0002944693916058003j),(-0.14765350271964464+0.08123367328594158j),(0.039079149078144026-0.03598525804293283j),(0.11285251009150937-0.06880431821270672j),(-0.02177183170318875-0.008852921751498976j),(-1.1391013391240509e-05+5.898414867152467e-07j),(-0.007702236284970477+0.00024084691095885763j),(-0.0017065871031045872+0.00048485948889815257j)
1.3900000000000001,(0.007135372616863504+0.01517192201644882j),(0.04685814734783106-0.01608860680928057j),(-0.021754844777177384+0.026234412455223236j),(0.0003955851108909858+0.00029477219488372694j),(-0.1476147500224461+0.08824827402011369j),(0.03920905849393357-0.03932890092137793j),(0.1125204327227494-0.07271182986000357j),(-0.023419903950404664-0.008078030616658582j),(-1.1141975490067857e-05+1.1753160860832486e-06j),(-0.007880419245839447+0.00043377409857880885j),(-0.0017893812003734527+0.000571585147485499j)
1.4000000000000001,(0.0077146388405989995+0.014942038739685023j),(0.04755655697035061-0.017791221349745152j),(-0.021205245850797718+0.026976416314426252j),(0.0004211464949164221+0.0002921148463543851j),(-0.14702702629734038+0.09506013471273711j),(0.03899708844139017-0.042606200513650244j),(0.11193768096593776-0.0765222931384758j),(-0.024932863390363103-0.007165264672209336j),(-1.0876228211241168e-05+1.7302124408522898e-06j),(-0.008043891263628151+0.0006393988530165907j),(-0.0018602284422427984+0.0006691897797558106j)
1.41,(0.008265618032241464+0.014682066332749854j),(0.04810882150642597-0.019521276143994133j),(-0.020617017091798133+0.027673939115817475j),(0.00044690145730078907+0.0002865788064052951j),(-0.14595268840455464+0.10165498866235473j),(0.03847327648832051-0.045797721211166396j),(0.1111328038600093-0.08023380622186822j),(-0.026312240815659544-0.006135395365336046j),(-1.0595126064730838e-05+2.2560856434442806e-06j),(-0.008193054683096742+0.0008562951026881477j),(-0.001918765689134202+0.0007759691926185897j)
1.42,(0.00878906718006003+0.014395777107465407j),(0.048526097696814735-0.021269668111694392j),(-0.0199955625914112+0.028328732975345126j),(0.00047258929391465226+0.0002782697851814095j),(-0.1444464073802392+0.10802647889301459j),(0.03766627628370016-0.04888954794074357j),(0.11012962098648729-0.08384624601351606j),(-0.02756176053635539-0.005006642510802652j),(-1.0299698536578833e-05+2.7543480232960663e-06j),(-0.008328344558766814+0.0010831719029088442j),(-0.0019648792046054048+0.0008903328104043687j)
1.43,(0.009286053761442141+0.014085997443192059j),(0.04881885424155959-0.023030043062771517j),(-0.01934513600083628+0.02894253105171605j),(0.0004979801236467885+0.0002673177425851147j),(-0.14255516843646795+0.11417615815426885j),(0.03660335755767355-0.05187328616459914j),(0.10894722246948357-0.08736126814634444j),(-0.028687340379977822-0.0037946742909523608j),(-9.990650088898736e-06+3.2262691468593637e-06j),(-0.008450228654921392+0.0013188734358934374j),(-0.0019987046553503027+0.0010108036748646954j)
1.44,(0.009757955742893573+0.013754607786828459j),(0.04899687179998827-0.024798795697409996j),(-0.01866884053123947+0.029517047546395746j),(0.0005228748884041885+0.0002538768882762296j),(-0.14031827096123808+0.1201134889211746j),(0.035310406121554-0.054746061880350874j),(0.10759996897569836-0.0907823069828687j),(-0.02969709169151989-0.0025126072557075524j),(-9.668360159875723e-06+3.6729758176007938e-06j),(-0.008559207445604941+0.001562379010756096j),(-0.002020627111198954+0.0011360184451721434j)
1.45,(0.010206211046377976+0.013403739030771621j),(0.049069482258923165-0.026572932833248707j),(-0.017969567744542142+0.030054491840757973j),(0.000547110127010974+0.00023811547614036044j),(-0.137771452154338+0.12584857350502168j),(0.033810250026226216-0.057507388038083855j),(0.10610223105177129-0.09411420553156455j),(-0.03059874566782146-0.0011707905633859628j),(-9.333428884785009e-06+4.09530577706287e-06j),(-0.0086558067820735+0.001812852383079007j),(-0.002031140930892367+0.0012648087459127704j)
1.46,(0.010631585647789576+0.013036712324661495j),(0.049044001779222045-0.028346993096569614j),(-0.01725086558408528+0.030557250158033112j),(0.0005705680590624475+0.00022016660709388533j),(-0.13494781221275698+0.13137895344038877j),(0.03211883355452424-0.06015260934676776j),(0.10447171762563869-0.09735965507226078j),(-0.031394846133047286+0.00022315569229390368j),(-8.986994690865551e-06+4.493638303631848e-06j),(-0.008740456845159224+0.0020696374680528626j),(-0.002030457059899161+0.0013963169697394143j)
1.47,(0.011034767898123361+0.01265516310984681j),(0.0489256709632565-0.03011786881701696j),(-0.016514894964606057+0.031026526473381773j),(0.0005931447609189105+0.00020014658791309023j),(-0.13187052708681418+0.13670689069335396j),(0.030250760590779028-0.06267930085403432j),(0.10271865988673054-0.10051979036208207j),(-0.03208910982920933+0.0016624357001478714j),(-8.629435134874765e-06+4.868360567621795e-06j),(-0.008813501691171071+0.0023320625347605555j),(-0.0020187985137918784+0.001529710186867325j)
1.48,(0.011416400484161952+0.012260562148956053j),(0.048719375249715015-0.03188286274076518j),(-0.01576364196705782+0.03146341380109881j),(0.0006147420137992846+0.0001781661873692739j),(-0.12856091747375203+0.1418349894144729j),(0.02821957845840493-0.06508543631280207j),(0.10085238214621928-0.10359573951131175j),(-0.03268508464108816+0.0031408068659519346j),(-8.261140543851011e-06+5.219774214192497e-06j),(-0.00887526230187712+0.002599493344261173j),(-0.001996389061492348+0.0016642045821284891j)
1.49,(0.011777075834919158+0.011854256845386345j),(0.04842966839607799-0.03363962383124208j),(-0.014998950015744406+0.03186891703412454j),(0.0006352673486287275+0.00015433057655597163j),(-0.1250386181571954+0.14676600137893592j),(0.026037744641454377-0.06736930722969352j),(0.09888147056415095-0.10658863513887569j),(-0.03318608259579205+0.004652583970519074j),(-7.88253375601218e-06+5.548091130477198e-06j),(-0.008926037183380722+0.0028713349096031403j),(-0.00196345039936404+0.0017990675492697433j)
1.5,(0.012117336121639972+0.011437471243303434j),(0.0480607724786177-0.03538614726912886j),(-0.014222519878320133+0.032243952944044744j),(0.0006546340460386337+0.00012873932888895508j),(-0.1213215780071519+0.15150282598656814j),(0.02371662678461789-0.06952952286503516j),(0.09681377314944532-0.10949961437234233j),(-0.033595179862757035+0.006192639169699258j),(-7.4940701207557025e-06+5.853433445582596e-06j),(-0.008966102366120492+0.00314703149582422j),(-0.0019202021512120626+0.0019336176909527732j)
1.51,(0.012437673257800578+0.011011306027641702j),(0.0476165778923983-0.037120774452360075j),(-0.013435909665789789+0.032589350181090666j),(0.0006727611363666339+0.0001014864201062327j),(-0.11742605998001149+0.15604851026182934j),(0.021266502693224068-0.07156501023285754j),(0.09465639975989582-0.11232981884792265j),(-0.033915216753746834+0.0077564019943794395j),(-7.0962374986585395e-06+6.135833530588853e-06j),(-0.008995711404870316+0.0034260666199515113j),(-0.0018668618682831655+0.0020672248187541143j)
1.52,(0.012738528899108342+0.01057673852410416j),(0.04710064335127585-0.03884219299612369j),(-0.012640534832508652+0.03290584927413902j),(0.000689573399656596+7.26602282680491e-05j),(-0.11336664111854677+0.16040624885381405j),(0.018696560333239586-0.07347501410089512j),(0.09241572210216953-0.11508039471047019j),(-0.034148797722852925+0.00933985935048357j),(-6.689556261477193e-06+6.395233998549586e-06j),(-0.009015095378739353+0.003707963051001451j),(-0.0018036450292657383+0.0021993099531651523j)
1.53,(0.013020294443501824+0.010134622699162456j),(0.04651619588789828-0.040549436732861016j),(-0.011837668176182474+0.033194102630711986j),(0.0007050013656586234+4.234353375688575e-05j),(-0.10915621255191287+0.16457938403625152j),(0.016014897831269213-0.07525909699058642j),(0.09009737373180726-0.11775249261348103j),(-0.0342982913664945+0.010939555518972573j),(-6.274579292147694e-06+6.631487704491872e-06j),(-0.00902446289117202+0.003992282809979815j),(-0.0017307650402898101+0.002329345323592122j)
1.54,(0.013283311031150762+0.009685689160056861j),(0.04586613085370542-0.04224188571226679j),(-0.011028439837867485+0.03345467453697719j),(0.0007189813138290571+1.0613519277460334e-05j),(-0.10480597949564745+0.16857140570750576j),(0.013228523474555803-0.0769171391770739j),(0.08770625005322347-0.12034726771909383j),(-0.034365830423418495+0.012552592155844363j),(-5.851891984785611e-06+6.844357745416242e-06j),(-0.009024000069948015+0.004278627169881712j),(-0.0016484332349270506+0.0024568543683561065j)
1.55,(0.013527869544456084+0.009230545154796285j),(0.04515301191892897-0.04391926620128907j),(-0.010213837301970398+0.03368804115774774j),(0.0007314552733304738-2.245823014327287e-05j),(-0.10032546125167072+0.1723859513905754j),(0.010343355710980287-0.07844933868920406j),(0.08524650831970626-0.12286587969808976j),(-0.03435331177469954+0.014176628292133854j),(-5.422112244686051e-06+7.033517460296692e-06j),(-0.009013870567182293+0.004566636655691594j),(-0.001556858874190769+0.0025814117346930412j)
1.56,(0.013754210608049907+0.008769674572158263j),(0.04437907107259254-0.04558165068412935j),(-0.009394705396248405+0.0338945905364822j),(0.0007423710230316872-5.680572715612296e-05j),(-0.09572249120828547+0.17602680623309386j),(0.0073642231490616585-0.07985621130952737j),(0.08272156763341748-0.12530949272989259j),(-0.034262396443740024+0.015809880333912923j),(-4.985890488323651e-06+7.19855043008067e-06j),(-0.008994215559325086+0.004855991044383243j),(-0.001456249146535915+0.002702643278753709j)
1.57,(0.013962524588795532+0.008303437941688967j),(0.043546208622511615-0.04722945786224246j),(-0.008571746291809174+0.03407462259528461j),(0.0007516820915077472-9.236858208966261e-05j),(-0.09100321684017693+0.17949790300732932j),(0.004294864557957044-0.08113859057429829j),(0.0801341089453926-0.12767927550256858j),(-0.03409450959627005+0.017451122062290464j),(-4.543909643352584e-06+7.338950477689085e-06j),(-0.008965153747161891+0.005146409364919787j),(-0.0013468091678590782+0.0028202260656037433j)
1.58,(0.01415295159578745+0.00783207243370319j),(0.04265599319529357-0.04886345265433664j),(-0.007745519503110856+0.034228349134904454j),(0.0007593477570399403-0.0001290920029502281j),(-0.086172099708413+0.1828033221101846j),(0.0011379288674616059-0.08229762777347528j),(0.07748607505554075-0.12997640121282666j),(-0.03385084054034745+0.019099684633412335j),(-4.096885148606563e-06+7.454121668016308e-06j),(-0.008926781355813472+0.005437649898253684j),(-0.0012287419814984882+0.0029338883692236264j)
1.59,(0.014325581480351332+0.007355691859284373j),(0.04170966173633766-0.05048474619637351j),(-0.006916441887962081+0.0343558938347367j),(0.00076533304761579-0.0001669267954219189j),(-0.08123191546044406+0.1859472915631973j),(-0.0021050248319913756-0.08333479195072081j),(0.07477867061264483-0.13220204756601814j),(-0.033532342726357786+0.02075545657846138j),(-3.645564954098832e-06+7.543378307930159e-06j),(-0.008879172134735868+0.005729510177326734j),(-0.0011022485582340147+0.0030434096725086915j)
1.6,(0.014480453836044044+0.006874286670284572j),(0.04070811950983504-0.05209479584156803j),(-0.006084787647521959+0.034457292252821764j),(0.0007696087409290556-0.0002058293628665983j),(-0.07618375383010302+0.18893418701253972j),(-0.005433527289330581-0.08425186990340129j),(0.07201236211436131-0.13435739677613703j),(-0.033139733747014344+0.02241888380365746j),(-3.1907295210221656e-06+7.605944946271925e-06j),(-0.008822377357720375+0.006021826987070072j),(-0.0009675277962871672+0.0031486206672691197j)
1.61,(0.014618199865463545+0.006388330514096938j),(0.03965472483534197-0.05369410926578234j),(-0.005251016325698449+0.03453389193836456j),(0.000772188897624299-0.0002457109204647665j),(-0.07103523354212775+0.19177026013159285j),(-0.008844394271322534-0.08505245835295806j),(0.06919099685717964-0.13644518145291723j),(-0.032675121868418505+0.02408882038176112j),(-2.7330789511396932e-06+7.641561218429283e-06j),(-0.008756689120702956+0.006314429588393416j),(-0.0008252399592519418+0.0032495074385688783j)
1.62,(0.014738531134939154+0.005898750003375908j),(0.03854872475361071-0.055279874559753965j),(-0.0044159822255168705+0.03458552251145868j),(0.0007729629050233645-0.00028653025909724833j),(-0.06579298837949804+0.19444635044683328j),(-0.012334654824879495-0.08572719251574039j),(0.06631646394938773-0.138461944912128j),(-0.032135270710351556+0.02576044483904509j),(-2.274255209387e-06+7.649976793289226e-06j),(-0.008681849545406583+0.0066069095430652605j),(-0.0006753212607303167+0.003345421870979145j)
1.6300000000000001,(0.014839869862043083+0.0054060032263160696j),(0.03738383870690945-0.056848826763589995j),(-0.003580447016331695+0.034609401215702926j),(0.0007717017574872474-0.00032831870628255487j),(-0.06045374925574567+0.19694282418966358j),(-0.015905027547606712-0.08625786049171073j),(0.0633846735904384-0.14039862551892215j),(-0.03151241196669691+0.027429266164163617j),(-1.8165813061969337e-06+7.630326005451773e-06j),(-0.008596964713058926+0.006898713006736623j),(-0.0005168194053035342+0.0034351860381507384j)
1.6400000000000001,(0.014920812519426455+0.004910641644221014j),(0.03615468406667777-0.05839743953366024j),(-0.0027452907771715763+0.03460301400533813j),(0.0007681885927237854-0.00037107418874519134j),(-0.05501638017572957+0.19924148292160782j),(-0.019554331025026926-0.08662756054878946j),(0.06039244090605379-0.14224641187012665j),(-0.03079987722508083+0.029090359808463195j),(-1.3623532799195912e-06+7.582005372092725e-06j),(-0.008501203750757157+0.007189205489217901j),(-0.0003490303413626846+0.0035176270194414226j)
1.6500000000000001,(0.014980133168346763+0.004413312024495329j),(0.03485679067287589-0.059921923095085816j),(-0.0019115128846791994+0.03456412237361151j),(0.0007622189542376599-0.0004147609862061662j),(-0.04948191084976806+0.20132558421953345j),(-0.023279468871327084-0.08682071881408963j),(0.057337503596175364-0.14399675431548467j),(-0.02999210915708835+0.030738362685224167j),(-9.13838945799692e-07+7.504675971668079e-06j),(-0.008393800346034435+0.007477671879781154j),(-0.000171500774317226+0.00359157789275412j)
1.6600000000000001,(0.015016783458667873+0.003914756440644594j),(0.03348660083398471-0.061418224241739136j),(-0.0010802320131112807+0.03449076335277669j),(0.0007536007913303951-0.00045930973138299093j),(-0.04385353669363885+0.20317984167565153j),(-0.02707542972935838-0.08682308927391698j),(0.05421852193496374-0.14564136495765556j),(-0.029084661518263256+0.032367473169660765j),(-4.732778959765762e-07+7.398263443914035e-06j),(-0.008274052746859906+0.007763316447160109j),(1.5971833405018974e-05+0.003655877734536911j)
1.67,(0.015029892628860023+0.00341581227227539j),(0.0320414693270058-0.06288202633624392j),(-0.00025268613433858736+0.03438124951409369j),(0.0007421544591003588-0.0005046174099896791j),(-0.038136618828579195+0.20479042489751648j),(-0.03093528727063611-0.08662175377376992j),(0.05103507877079887-0.14717221765221492j),(-0.028074199148108138+0.03397145109892104j),(-4.2881499484217775e-08+7.262957989846998e-06j),(-0.008141323761638704+0.00804526283955015j),(0.0002133392623578556+0.0037093716197830326j)
1.68,(0.015018767505999824+0.002917412205095263j),(0.030519663397461268-0.06430874930997525j),(0.0005697674821541383+0.03423416896782892j),(0.0007277127184427614-0.0005505473607367499j),(-0.03233868408128535+0.20614495950802636j),(-0.034850200195340075-0.08620512201833952j),(0.047787679526279735-0.14858154800765463j),(-0.026958497970084254+0.03554361777208702j),(3.75167097748815e-07+7.099214371763561e-06j),(-0.00799504075921194+0.00832255408460835j),(0.0004203025360767364+0.003750910622030885j)
1.69,(0.014982892505770255+0.0024205842309127827j),(0.028920362759393997-0.06569354966305947j),(0.0013856522692680647+0.034048385363255176j),(0.0007101207360496565-0.000596929275331223j),(-0.026469424983913345+0.20723252714542256j),(-0.03880941223231404-0.08556293157150957j),(0.04447775219822471-0.14986185338538277j),(-0.0257364449916117+0.0370768559501745j),(7.787129728993049e-07+6.90775191324053e-06j),(-0.00783469566885672+0.00859415258945342j),(0.0006363119210787348+0.00377935181336402j)
1.7,(0.014921929632460675+0.0019264516476374992j),(0.027243659595367467-0.06703132046437422j),(0.0021933723622903512+0.03382303788865167j),(0.0006892360844099415-0.0006435591984766218j),(-0.0205406997740785+0.20804366546329003j),(-0.042800252139066026-0.08468624785635652j),(0.04110764735767139-0.15100589289972358j),(-0.02440803830406931+0.03856360985613316j),(1.16562942624942e-06+6.689554499134907e-06j),(-0.0076598449802861256+0.008858940140665753j),(0.0008605669268625621+0.0037935582644111517j)
