t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00
0.71,(-0.39117979838583317-0.702078492723338j),(-0.35871146006608834+0.885798984256356j),(-1.2457518623312536-0.3066732931775517j),(0.8493261085090765+1.610813598545275j),(-0.02876624095590534+0.12913951284868386j),(0.713556888838929+0.6233703486422308j),(-0.9829803866626807-0.15416205448414605j),(1.152578321200138-0.1062060500345532j),(1.1405617849239884-2.3950615655671172j),(-1.4719102724675626+0.4699593479898496j),(1.441109196653536+0.5689259325428443j)
0.72,(-0.40159557514941585-0.7077595437193034j),(-0.35402783000782073+0.8869776137341825j),(-1.2498178779862492-0.3049728751308998j),(0.8499345753128202+1.6092598678613426j),(-0.036141348038948834+0.125794980760601j),(0.7125964007572907+0.6177569597328632j),(-0.9874178511598678-0.15131038638099537j),(1.1464527525780401-0.1054390504009993j),(1.141755218913399-2.3944586767626816j),(-1.472407516801195+0.4722718822204738j),(1.4388482559010183+0.5670607541301357j)
0.73,(-0.4122263487929203-0.713085868931906j),(-0.3492368692796204+0.8879312114847115j),(-1.2538907822126915-0.3030601913913111j),(0.8505101325087846+1.6076708858481779j),(-0.04372675091858702+0.12261461514257735j),(0.7114808827352529+0.6120998687028708j),(-0.9917671106056704-0.1481940255699516j),(1.1401298933433597-0.10460755633249355j),(1.1430010023948274-2.393861988210652j),(-1.4728139042589314+0.474651273249304j),(1.4365092376775541+0.5651930677444208j)
0.74,(-0.42305210438391727-0.7180239653621369j),(-0.3443545734844766+0.8886497327669185j),(-1.2579566335484993-0.3009270727589892j),(0.8510509281946775+1.6060483769983964j),(-0.05151282395507158+0.11961283927499766j),(0.7102074225032835+0.6064076952309584j),(-0.996008208753475-0.1448156824897288j),(1.1336007567221478-0.10370087205030407j),(1.1443013124545187-2.3932717258046803j),(-1.473122351786751+0.47709242128958856j),(1.4340911142058428+0.5633236648415969j)
0.75,(-0.4340508127123065-0.7225447080660505j),(-0.3393969659263406+0.8891253683415465j),(-1.2620011242256226-0.29856714511038507j),(0.851555435775158+1.604394199614288j),(-0.059488142176248766+0.11680195697607042j),(0.7087748894581991+0.6006888569729532j),(-1.0001222652460597-0.1411800151905071j),(1.1268584717370815-0.10271256958403814j),(1.1456579092201598-2.3926884270621787j),(-1.4733266715577733+0.4795897718909871j),(1.4315937171392965+0.5614536128473905j)
0.76,(-0.4451984302903162-0.7266233501547643j),(-0.33438009761012544+0.8893525444711065j),(-1.2660095801700413-0.29597582939819667j),(0.8520224539618363+1.6027103458078171j),(-0.0676394812775594+0.11419215260182777j),(0.7071839346631649+0.5949515695618045j),(-1.0040914756155945-0.13729362933393274j),(1.119898283207463-0.10164048877164232j),(1.147072135860877-2.3921129411243203j),(-1.4734215709722562+0.48213731593957054j),(1.429017737562042+0.5595842551573569j)
0.77,(-0.45646889935250357-0.7302395227944587j),(-0.3293200472417058+0.8893279229198766j),(-1.269966961001765-0.29315034165136905j),(0.8524511067732735+1.6009989415006223j),(-0.07595181762203893+0.11179149104612564j),(0.7054369908476952+0.5892038466075843j),(-1.0078991112836402-0.13316507819311804j),(1.1127175517492194-0.10048673725940231j),(1.1485449185872374-2.391546428756039j),(-1.473402652657598+0.4847285896578212j),(1.4263647259889207+0.5577172111368808j)
0.78,(-0.4678341478557545-0.7333772352063772j),(-0.32423292122791847+0.889050400953903j),(-1.2738578600348343-0.29008969297509457j),(0.8528408435349822+1.5992622464240167j),(-0.08440832824031734+0.1096059177406436j),(0.703538272407653+0.5834534996974868j),(-1.0115295195611493-0.1288048626526414j),(1.105315753774903-0.09925769050194308j),(1.1500767666512486-2.3909903623460296j),(-1.473266414468337+0.4873566746046326j),(1.4236370923654873+0.5558543761211758j)
0.79,(-0.47926408947928345-0.7360248746668269j),(-0.31913485367656186+0.888521111340999j),(-1.2776665042773192-0.28679468955081266j),(0.8531914388794262+1.5975026541189885j),(-0.09299039083061925+0.107639258654885j),(0.7014937754052499+0.5777081383958287j),(-1.0149681236484658-0.12422543120854732j),(1.0976944814936915-0.0979639917622288j),(1.151667772346358-2.3904465259067478j),(-1.4730102494861497+0.4900141976753097j),(1.4208381060680104+0.5539979214152847j)
0.8,(-0.4907266236246338-0.7381752065071773j),(-0.3140420063963963+0.8877434223507459j),(-1.2813767544313208-0.2832679326362098j),(0.85350299274602+1.5957226919361998j),(-0.10167758375876376+0.10589322029617684j),(0.6993112775690467+0.5719751702440486j),(-1.0182014226353253-0.11944117996834636j),(1.0898574429113879-0.09662055211156285j),(1.1533176110074541-2.3899170150744102j),(-1.4726324460198532+0.49269333110156877j),(1.4179718959034733+0.5521502942940795j)
0.81,(-0.5021876354156778-0.7398253741138616j),(-0.3089705688971439+0.8867229377544924j),(-1.2849721048929694-0.2795138185652198j),(0.85377593038113+1.5939250210359868j),(-0.11044768605816467+0.1043673897096699j),(0.6970003382939525+0.5662618007607082j),(-1.0212169915008547-0.11446845265101523j),(1.08181046183042-0.09524655042958785j),(1.1550255410108652-2.3894042371089945j),(-1.472132187605404+0.49538579245153735j),(1.4150434501095732+0.5503142180022609j)
0.8200000000000001,(-0.513610995698616-0.7409768989283758j),(-0.30393675838948875+0.885467496825355j),(-1.2884356837524262-0.2755385387480234j),(0.854011002338073+1.592112436388361j),(-0.11927667742983031+0.10305923447833865j),(0.6945722986412255+0.5605750334414908j),(-1.024003481113572-0.10932554058699667j),(1.0735614778498412-0.0938654334042856j),(1.1567904037743606-2.3889109108942383j),(-1.4715095530058984+0.4980828446297544j),(1.4120586163547209+0.5484926917543591j)
0.8300000000000001,(-0.5249638679240578-0.7416361452772148j),(-0.29895390613863587+0.8839861254306909j),(-1.291752353172029-0.2713479724349622j),(0.8542090316842634+1.5902861970698097j),(-0.12814291074339831+0.10196196276772368j),(0.6920389755461375+0.5549184996598785j),(-1.0265512679559838-0.10403003235416358j),(1.0651274351166362-0.09250751798344678j),(1.1586131817490204-2.3884424722723763j),(-1.4707649114671202+0.5007767648120498j),(1.4090203118400058+0.5466902982990024j)
