t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,z_0011_00,z_0012_00,z_0013_00,z_0014_00
0.5750000000000001,(0.26909704099796194-0.3137750735122378j),(0.5940326655996246+0.5802563745527227j),(0.6360149801571663+0.0782892776576794j),(-0.8635737110473883+1.6933416963762589j),(0.061269965429394446-1.078514862572712j),(0.05546986824664736+0.06016508545733459j),(0.6996532344324512-1.0410945224545447j),(0.23039417658360534-0.582784813782669j),(0.09769920303477644-0.7399564142327864j),(-0.03486370355619278-1.2618457834273615j),(0.36528153127909424-1.4749200122622779j),(-1.1758894313648685-0.4753280732280184j),(-0.30788845823396793-0.4682070639614011j),(-1.3536414999972888-0.8534607257499311j),(-0.5474854816117788-1.0872560198579126j)
0.58,(0.2636790617931269-0.31926109567677174j),(0.5984267592556451+0.5752501521789828j),(0.6367885813321678+0.06985506174893613j),(-0.8617090644321176+1.6942759939108407j),(0.05803860009131413-1.0790200309554643j),(0.05805109522578972+0.055043803929890396j),(0.694653745944837-1.0447883181393889j),(0.2257562989487103-0.5851624302760916j),(0.09411753128484623-0.7408336520625849j),(-0.03788761246515543-1.2620494777415328j),(0.36044357134618116-1.4763682044596773j),(-1.17538896881711-0.4769332888234358j),(-0.30902533752281286-0.46811420822317307j),(-1.353570099224613-0.8539400953814453j),(-0.5483178867352061-1.0871170676088056j)
0.585,(0.2582000698496442-0.3246389807679383j),(0.6028380428457936+0.5701603268244418j),(0.6374518663843431+0.061325079459031456j),(-0.8598602524077251+1.6952025078362027j),(0.0548226812968763-1.0795196470532067j),(0.06041244172928172+0.04973853454718251j),(0.6896244351941963-1.0484680564069284j),(0.22110115584245982-0.5875094505569546j),(0.09055102084749997-0.741697301578824j),(-0.04090540007921513-1.262249442762714j),(0.35559571971180715-1.4778051653772122j),(-1.1748517208704439-0.4786038089778112j),(-0.3101226380697327-0.46805553982644854j),(-1.3534707483841946-0.8544646659318837j),(-0.5491250229321297-1.0869946212253958j)
0.59,(0.252663712968324-0.32990863993125374j),(0.6072687653537308+0.5649845839794847j),(0.6380029736898406+0.052698541278106775j),(-0.8580282484273244+1.6961204294809054j),(0.051622596849819416-1.0800140744165696j),(0.06254245251646663+0.044256937954636894j),(0.6845647352153712-1.0521335128448366j),(0.21642588902794774-0.5898269859584463j),(0.08699961586689656-0.7425481820988123j),(-0.0439121135251439-1.262445702839312j),(0.3507385693287316-1.4792309271391284j),(-1.1742745167643194-0.4803452355779351j),(-0.31117937606286955-0.4680320300027846j),(-1.3533406569768849-0.8550382216905537j),(-0.5499049847992178-1.0868899376222747j)
0.595,(0.24707364035260498-0.3350700741017737j),(0.6117213703990128+0.5597220292199855j),(0.6384400217109846+0.04397490036319379j),(-0.8562140203935522+1.6970289474730966j),(0.04843872629371562-1.0805036700204664j),(0.06443039611758927+0.038607929713613355j),(0.6794741229128421-1.0557844618006809j),(0.2117275354456572-0.5921160613881069j),(0.08346329877308031-0.7433870919080612j),(-0.04690668579970629-1.2626387540279487j),(0.3458727124962583-1.4806455220523187j),(-1.1736562234398702-0.48216310489851477j),(-0.3121946126235498-0.4680446068908955j),(-1.3531769858386151-0.8556645841862653j),(-0.5506558472016138-1.0868042864742553j)
0.6,(0.24143350260855453-0.34012337400409287j),(0.6161993105514473+0.5543893955969966j),(0.6387611089962758+0.03515385253821443j),(-0.8544185306585678+1.6979272477405136j),(0.045271440911970884-1.0809887842640957j),(0.066066264833796+0.03280168030140554j),(0.6743521190607272-1.0594206763819243j),(0.20700743275322536-0.5943746619698077j),(0.07994209028198077-0.7442148082602846j),(-0.04988820726385068-1.2628290935079103j),(0.34099874086023535-1.4820489826063212j),(-1.1730126392592473-0.4840605871618123j),(-0.31316745380628436-0.46809415553665307j),(-1.352976847140397-0.856347612187333j),(-0.5513756652729377-1.0867389502163736j)
0.605,(0.23574695174486882-0.34506872015234513j),(0.6207024917909839+0.5489832065687612j),(0.6389643141803909+0.02623533629398095j),(-0.8526427360240534+1.6988145135104813j),(0.04212110372782496-1.081469760970939j),(0.06744077473713467+0.026849615111241107j),(0.6691982883027829-1.063041928455925j),(0.20227637751728691-0.5965961737044265j),(0.07643604939541304-0.7450320873773999j),(-0.052855792108812-1.263017207166735j),(0.3361172454130555-1.4834413414733207j),(-1.1723454912922375-0.4860393387673952j),(-0.31409705059876875-0.4681815178930862j),(-1.3527373043883226-0.8570912017015746j),(-0.5520624744152859-1.0866952240438867j)
0.61,(0.23001764117287277-0.3499063828502035j),(0.6252297224815211+0.5434923595560126j),(0.6390476959841828+0.017219532788195824j),(-0.8508875877412143+1.6996899253099125j),(0.038988069504351394-1.0819469373887622j),(0.06854536567055469+0.02076441445228154j),(0.6640122391524035-1.066647988649936j),(0.1975372574516955-0.5987810201231178j),(0.07294527340107768-0.7458396644495263j),(-0.05580857835611175-1.2632035696002117j),(0.33122881649365576-1.4848226315081485j),(-1.1716521232736838-0.488100986682232j),(-0.3149825989218827-0.46830749282038125j),(-1.3524553724235646-0.8578992859763115j),(-0.5527142902992304-1.0866744159122745j)
0.615,(0.22424922570652-0.35463672219088j),(0.6297796599387888+0.5379061521047291j),(0.63900929321468+0.00810686584545195j),(-0.8491540315107787+1.7005526609653085j),(0.035872684744457484-1.0824206441896154j),(0.06937220124790691+0.01456001354962215j),(0.6587936239926211-1.0702386263511061j),(0.192792436179632-0.6009299783117888j),(0.06946989787256064-0.7466382536349867j),(-0.058745727857557994-1.2633886441123812j),(0.32633404378751774-1.4861928857482816j),(-1.1709299568799432-0.490247062243481j),(-0.3158233396296906-0.46847283608588197j),(-1.3521280174223758-0.858775835498369j),(-0.5533291088638198-1.0866778465372389j)
0.62,(0.21844536156239283-0.359260188057126j),(0.6343508104303487+0.5322142818861341j),(0.638847124765088-0.0011019980427676712j),(-0.8474430074829975+1.7014018956027595j),(0.032775287690884364-1.0828912054698325j),(0.06991416885394382+0.008251602544292302j),(0.6535421390761064-1.073813609706478j),(0.18804423014785748-0.6030438177270236j),(0.06601009666933341-0.7474285480603061j),(-0.06166642629524535-1.2635728827155346j),(0.3214335163266672-1.4875521374138432j),(-1.1701764917288882-0.49247900115849014j),(-0.3166185585094413-0.46867826036408927j),(-1.3517521568960893-0.8597248579940755j),(-0.5539049063165785-1.0867068493947032j)
0.625,(0.2126097063597024-0.36377732012123204j),(0.6389415291755938+0.526406846696696j),(0.6385591896147876-0.010406149718089508j),(-0.8457554502576446+1.7022368016479426j),(0.02969620832620698-1.0833589387500318j),(0.0701648796443193+0.001855626493255172j),(0.6482575245251674-1.077372705622991j),(0.18329490862671366-0.6051233001960833j),(0.06256608193675275-0.7482112198202125j),(-0.06456988318155502-1.2637567261302152j),(0.3165278224896747-1.488900419907603j),(-1.169389305379906-0.4947981435047968j),(-0.317367586281568-0.46892443523666155j),(-1.3513246596911188-0.8607503984292637j),(-0.5544396391335072-1.0867627707208134j)
0.63,(0.2067459191202884-0.3681887478450276j),(0.6435500203457488+0.5204743444581286j),(0.6381434668293361-0.019804437355249838j),(-0.844092288884017+1.703056548826124j),(0.026635768372833976-1.0838241549751144j),(0.07011866854558885-0.0046102146305921216j),(0.6429395643317507-1.0809156797674777j),(0.17854669371012258-0.6071691799169061j),(0.05913810410606099-0.7489869199776369j),(-0.06745533185915473-1.2639406037852172j),(0.31161755000165503-1.4902377668149769j),(-1.168566053333899-0.4972057337301281j),(-0.3180697985996886-0.4692119871924144j),(-1.3508423459889582-0.8618565390092696j),(-0.5549312440590829-1.0868469695119376j)
0.635,(0.20085766026861948-0.37249519047988133j),(0.6481743370638698+0.5144076732173903j),(0.637597915560467-0.029295466462094855j),(-0.8424544468609341+1.703860304162158j),(0.023594281293007835-1.0842871585142673j),(0.06977059425520943-0.011126965938418637j),(0.6375880863574408-1.0844422965666678j),(0.1738017603155868-0.609182203458107j),(0.05572645189438594-0.7497562785637127j),(-0.07032202950099876-1.2641249338175862j),(0.3067032859342674-1.4915642119040267j),(-1.1677044690332845-0.4997029206524008j),(-0.31872461605060515-0.4695414996273209j),(-1.3503019873061823-0.8630473991789328j),(-0.5553776381062583-1.0869608175246657j)
0.64,(0.1949485916317929-0.3766974570667012j),(0.6528123814048448+0.508198131146685j),(0.6369204750460894-0.038877599879579894j),(-0.8408428421367389+1.7046472319804873j),(0.020572052288804876-1.0847482471609595j),(0.06911643924153954-0.017674417625459377j),(0.6322029623334599-1.0879523192071843j),(0.16906223618418934-0.6111631097589784j),(0.052331452304740705-0.7505199045777764j),(-0.07316925711032803-1.2643101230726188j),(0.3017856167057156-1.4928797891254606j),(-1.1668023638619944-0.5022907574597213j),(-0.3193315041543044-0.46991351284451127j),(-1.3497003064944455-0.8643271356225967j),(-0.5557767185564627-1.0871056992758097j)
0.645,(0.1890223764395346-0.38079644643593413j),(0.6574619043953929+0.5018374165434616j),(0.6361090646102892-0.04854895778177065j),(-0.8392583871092967+1.705416493905142j),(0.017569378302135147-1.0852077121329455j),(0.06815270974383919-0.024231104971015646j),(0.6267841078606685-1.0914455096355467j),(0.16433020188059358-0.613112630129489j),(0.04895347062602398-0.7512783859873671j),(-0.07599631952066993-1.2644965671038635j),(0.2968651280807476-1.4941845326126333j),(-1.1658576271454761-0.5049702017103855j),(-0.31988997336395747-0.4703285240542732j),(-1.3490339777404832-0.865699942264108j),(-0.5561263629596013-1.0872830120424037j)
0.65,(0.1830826793241994-0.3847931472075664j),(0.6621205060140648+0.49531762783041405j),(0.6351615836633278-0.05830741767584208j),(-0.837701988625996+1.7061672488597412j),(0.014586548014742504-1.085665838072263j),(0.06687663577226995-0.03077430833845468j),(0.6213314824095653-1.0949216285581684j),(0.15960769079304338-0.6150314882502853j),(0.04559291043301983-0.7520322897282266j),(-0.07880254539583846-1.264684650173119j),(0.29194240517065617-1.4954784766815452j),(-1.1648682261506915-0.5077421153328792j),(-0.32039957906592004-0.4707869873740517j),(-1.3482996265661105-0.8671700502668175j),(-0.5564244291340553-1.087494165861704j)
0.655,(0.1771331663207707-0.38868863779112317j),(0.6667856351912431+0.4886312635554813j),(0.634075911701643-0.06815061440207898j),(-0.8361745479837482+1.7068986530674923j),(0.011623841848204558-1.086122903045234j),(0.06528617110789482-0.037280053175209826j),(0.6158450893202865-1.098380435441359j),(0.1548966891333631-0.6169204001726901j),(0.04225021358639772-0.7527821617042996j),(-0.08158728722993419-1.2648747452504367j),(0.2870180324332782-1.496761655830843j),(-1.163832206086118-0.5106072646258774j),(-0.3208599215797321-0.4712893138284491j),(-1.3474977001532864-0.8687398008729413j),(-0.5566687551666825-1.0877405835311889j)
0.66,(0.17117750486686067-0.392484086385669j),(0.6714545898091416+0.48177122239184755j),(0.6328499083078487-0.07807594013387581j),(-0.8346769609289875+1.7076098600511904j),(0.008681531963932787-1.0865791785424646j),(0.06337999330267835-0.0437231100127807j),(0.6103249758026067-1.1018216885113228j),(0.15019913593695747-0.6187800743187036j),(0.03892586023271266-0.7535285267877335j),(-0.08434992134734422-1.2650672140141181j),(0.2820925936729953-1.49803410474182j),(-1.162747690101747-0.513566320258245j),(-0.3212706461581183-0.4718358713492249j),(-1.3466416813894921-0.8704036918211633j),(-0.5568571594128163-1.0880237006085587j)
0.665,(0.16521936380271032-0.3961807509798073j),(0.676124516701806+0.47473080313794197j),(0.6314814131507349-0.08808054437773694j),(-0.833210117657671+1.7083000206332188j),(0.0057598822631723945-1.0870349294788442j),(0.061164805600556364-0.050079718116179735j),(0.6047712329359385-1.1052451447541585j),(0.1455169230628117-0.6206112114810028j),(0.035620368804405-0.7542718888188787j),(-0.08708984790274221-1.2652624068507166j),(0.2771666720407332-1.4992958582784155j),(-1.161612879289086-0.5166198572690366j),(-0.32163144298698765-0.4724269847752962j),(-1.345731925206656-0.8721609880396693j),(-0.5569874404962667-1.0883449654117356j)
0.67,(0.15926241337118927-0.3997799793516811j),(0.6807924116551128+0.46750370471743885j),(0.6299682459852678-0.09816133397327614j),(-0.8317749028152788+1.7089682829355495j),(0.0028591483870023526-1.0874904141935473j),(0.058682637934568994-0.05634214799676789j),(0.5991839956693323-1.108650559915861j),(0.14085189519349145-0.6224145048229418j),(0.0323342960198007-0.7550127306062882j),(-0.08980649088108841-1.2654606628550367j),(0.27224085003396226-1.5005469514872145j),(-1.1604260526811567-0.5197683550674962j),(-0.32194204718543357-0.4730629358527373j),(-1.3447671534579837-0.8740116515120634j),(-0.5570573773093196-1.0887058390188642j)
0.675,(0.15331032521779586-0.40328320906897186j),(0.685455119406771+0.46008402617925764j),(0.6283082066525894-0.10831497309321686j),(-0.8303721954968137+1.7096137923797425j),(-2.0422283664445207e-05-1.0879458844500314j),(0.05594884689324114-0.06249891801413736j),(0.5935634428214769-1.1120376885023195j),(0.13620584983514283-0.6241906398785517j),(0.029068236883110887-0.7557515139267175j),(-0.09249929809762962-1.265662309830134j),(0.2673157094966973-1.5017874195974492j),(-1.159185567252496-0.5230121974330575j),(-0.32220223880573406-0.47374396323477974j),(-1.3437461563152149-0.8759555802250077j),(-0.557064729012737-1.089107795268311j)
0.68,(0.1473667723906573-0.4066919674889008j),(0.6901093336463203+0.4524662666975628j),(0.6264990750800179-0.11853788324339276j),(-0.8290028692468019+1.710235691686946j),(-0.0028785906280814344-1.0884015854360387j),(0.052974174404073544-0.06853818074161357j),(0.5879097970806987-1.1154062837793188j),(0.13158053731749242-0.6259402945525404j),(0.02582282468443242-0.7564886795251253j),(-0.09516774119789917-1.265867664287316j),(0.2623918316194975-1.5030172980209973j),(-1.1578898579191557-0.5263516725153439j),(-0.3224118428333516-0.47447026248181257j),(-1.3426677922686223-0.8779926081682229j),(-0.5570085792992842-1.0895515826745938j)
0.685,(0.14143542934052927-0.41000787175822817j),(0.6947515970151328+0.4446453255717639j),(0.624538611281048-0.12882624326274655j),(-0.8276677920592919+1.710833120877896j),(-0.005715125785668351-1.0888577557635952j),(0.04976992214741058-0.07444929663345551j),(0.5822233250049624-1.1187560977725384j),(0.12697766079384712-0.6276641391202931j),(0.022598730999747296-0.7572246471146731j),(-0.09781131565771702-1.2660770314461405j),(0.25746979693946653-1.5042366223523826j),(-1.1565374375387023-0.5297869728341683j),(-0.3225707291869331-0.475241986061382j),(-1.3415309881270123-0.8801225053344872j),(-0.5568973238447986-1.0900326746709161j)
0.6900000000000001,(0.13551997192079654-0.4132326288132531j),(0.6993783011064112+0.4366165022265156j),(0.6224245553553501-0.13917598932333108j),(-0.8263678263778554+1.7114052172729175j),(-0.008529805156010845-1.0893146274690104j),(0.046347951556440246-0.08022283402485583j),(0.5765043370218705-1.1220868812675535j),(0.12239887624109443-0.6293628362278716j),(0.01939666569092341-0.7579598153767247j),(-0.10042954078318961-1.2662907052344177j),(0.2525501853402524-1.5054454283687757j),(-1.155126896910218-0.5333181952795335j),(-0.3226788127183098-0.47605924334819166j),(-1.340334739017725-0.8823449777196376j),(-0.556732986003478-1.0905497664142039j)
0.6950000000000001,(0.1296240773874723-0.41636803537981415j),(0.7039856864651906+0.42837549621171767j),(0.6201546274887707-0.14958281493030867j),(-0.825103829095587+1.7119511154919234j),(-0.011322414398861114-1.0897724260128785j),(0.042720683817194155-0.08585056913194075j),(0.570753187428664-1.1253983838098336j),(0.11784579245970224-0.6310370408920151j),(0.016217376905713565-0.7586945619608472j),(-0.10302195971071001-1.266508968288208j),(0.24763357605204783-1.506643752029993j),(-1.153656904774299-0.5369453411116314j),(-0.3227360532124976-0.47692210062410256j),(-1.3390781083866332-0.884659667322569j),(-0.556515777143371-1.0911025271465844j)
0.7000000000000001,(0.12375142439919856-0.4194159779732889j),(0.708569842588337+0.419918407202515j),(0.6177265279533327-0.1600421709219515j),(-0.8238766515551044+1.7124699474544147j),(-0.014092747434137326-1.0902313702800774j),(0.038901099868547576-0.09132548605177006j),(0.564970274392221-1.128690353704744j),(0.11331997107371884-0.6326874005001395j),(0.013061651077756309-0.7594292434848101j),(-0.10558813940695778-1.2667320919518241j),(0.24272054765158954-1.5078316294784972j),(-1.1521262078130574-0.5406683159608441j),(-0.32274245538769686-0.47783058107813287j),(-1.337760227998144-0.8870661521452345j),(-0.5562459414994482-1.0916906105800956j)
0.705,(0.11790569301724638-0.4223784328985938j),(0.7131267079245482+0.4112417349992976j),(0.6151379371072349-0.1705492654696414j),(-0.8226871395485476+1.7129608423794804j),(-0.01684060644192384-1.0906916725797688j),(0.03490274040221947-0.09664177676233708j),(0.5591560399490588-1.1319625380175442j),(0.10882292653077315-0.6343145548103377j),(0.009930312926575757-0.7601641955345859j),(-0.1081276706688991-1.266960336277829j),(0.23781167806215917-1.5090090970393972j),(-1.1505336306501193-0.5444869298277429j),(-0.3226980688952923-0.47878466480645826j),(-1.3363802979351975-0.8895639461926456j),(-0.5559237561736022-1.0923136548966879j)
0.71,(0.11209056470551482-0.42525746625018523j),(0.7176520698743538+0.40234237952770024j),(0.612386515394852-0.1810990640778699j),(-0.8215361333175799+1.7134229267857983j),(-0.019565801862471532-1.091153538645399j),(0.030739705862772165-0.10179484112256908j),(0.5533109700053317-1.1352146825733902j),(0.10435612610207416-0.6359191359513798j),(0.006824225457581101-0.7608997326643498j),(-0.11064016812378674-1.267193950027038j),(0.23290754455358229-1.510176191220448j),(-1.1488780758506267-0.548400897083089j),(-0.3226029883198531-0.4797842888124117j),(-1.3349375865992676-0.8921524994728716j),(-0.555549531134648-1.0929712827482219j)
0.715,(0.10630972233053232-0.4280552339120578j),(0.7221415647901144+0.3932176408386032j),(0.6094699033467352-0.1916862895842381j),(-0.8204244675533878+1.7138553244916341j),(-0.0222681523961972-1.0916171676346975j),(0.026426656447611878-0.1067812868723265j),(0.5474355943368325-1.138446531957332j),(0.09992098988241163-0.6375017684227129j),(0.00374428996206716-0.7616361483964798j),(-0.11312527022915998-1.267433170668517j),(0.2280087237422293-1.5113329487120513j),(-1.1471585239212356-0.5524098364678331j),(-0.3224573531791331-0.4808293470064834j),(-1.3334314307103612-0.8948311979970405j),(-0.5551236092183225-1.0936631012564701j)
0.72,(0.10056685016145583-0.4307739815577458j),(0.7265906779760227+0.3838652191081316j),(0.6063857215796118-0.2023054221594573j),(-0.8193529713966802+1.7142571566148415j),(-0.024947485003683934-1.0920827521296785j),(0.02197881210698839-0.11159892963240363j),(0.5415304865889919-1.1416578295143152j),(0.0955188907901557-0.6390630690944606j),(0.00069144601721427-0.7623737152215564j),(-0.11558263927284464-1.2676782243795828j),(0.22311579159101494-1.5124794063872544j),(-1.145374033310118-0.5565132710931154j),(-0.3222613479240704-0.48191969020632097j),(-1.3318612353070192-0.897599363779338j),(-0.5546463661272844-1.0943887020131164j)
0.725,(0.09486563387007105-0.4334160446503226j),(0.7309947436881026+0.3742832146376558j),(0.603131570796385-0.2129506993073476j),(-0.8183224684376891+1.714627541572863j),(-0.027603634905681046-1.0925504781366397j),(0.017411952543995073-0.1162467929045282j),(0.5355962642768789-1.14484831734918j),(0.09115115456725692-0.6406036472074242j),(-0.0023333285139119364-0.7631126845983635j),(-0.1180119613729531-1.2679293260458049j),(0.2182293234093983-1.513615601301751j),(-1.1435237404069598-0.5607106284402661j),(-0.3220152019387877-0.4830551261367293j),(-1.3302264737463154-0.9004562548370083j),(-0.5541182104311149-1.095147661079756j)
0.73,(0.08920976053079233-0.4359838484424005j),(0.7353489451342093+0.3644701278537912j),(0.599705031786134-0.22361611586483965j),(-0.8173337767161692+1.7149655950827285j),(-0.030236445583104038-1.093020525086163j),(0.012742417214568959-0.12072510807136166j),(0.5296335887852001-1.148017736326662j),(0.08681905977924628-0.6421241043730814j),(-0.005327616946895833-0.763852684841688j),(-0.1204129464778844-1.2681866792610026j),(0.21334989385338304-1.514741570693881j),(-1.1416068595429627-0.5650012403608046j),(-0.321719189540592-0.4842354194296707j),(-1.3285266877038575-0.9034010651903537j),(-0.5535395835663169-1.0959395389878948j)
0.735,(0.08360291862066299-0.43847990797613123j),(0.7396483144740303+0.3544248593083983j),(0.5961036654241144-0.23429542400197334j),(-0.8163877087213989+1.715270430161057j),(-0.0328457687770346-1.0934930658331146j),(0.007987105327490682-0.125035314396499j),(0.5236431653683004-1.151165826071392j),(0.08252383781523526-0.6436250345735873j),(-0.008288492235679058-0.7645931774510722j),(-0.12278532836632403-1.268450476327247j),(0.20847807692551712-1.5158573519846308j),(-1.1396226829908427-0.56938434307644j),(-0.321373629979975-0.48546029162426474j),(-1.3267614871737867-0.9064329248627345j),(-0.5529109598363159-1.0967638807389508j)
0.74,(0.07804879801935471-0.44090682808320536j),(0.743887732819084+0.3441467096785825j),(0.5923250126717577-0.24498213322189866j),(-0.8154850713921781+1.715541157124055j),(-0.035431464488720754-1.093968266656644j),(0.0031634758443845334-0.12918005902446889j),(0.5176257431501625-1.1542923249678958j),(0.07826667288791567-0.6451070241617737j),(-0.011215297655881829-0.7653346136468238j),(-0.12512886464724407-1.2687208982548612j),(0.20361444597489306-1.5169629827776325j),(-1.1375705809648313-0.5738590771790714j),(-0.32097888744061265-0.4867294211667883j),(-1.3249305504687772-0.9095508998805696j),(-0.5522328464114588-1.097620215804253j)
0.745,(0.0725510900091682-0.443267303384853j),(0.7480619302327207+0.33363537976669466j),(0.5883665945766717-0.2556695103608747j),(-0.814626666116831+1.715776883587518j),(-0.0379934009795766-1.0944462872601852j),(-0.0017104525202816315-0.13316319698073348j),(0.5115821151244073-1.1573969701605946j),(0.07404870203356001-0.6465706518611495j),(-0.014107434859244625-0.7660774360577722j),(-0.12744333675990321-1.2689981147624185j),(0.19875957369714775-1.518058500859165j),(-1.1354500016206748-0.5784244876307869j),(-0.3205353710393655-0.4880424434106756j),(-1.3230336242200373-0.9127539922733358j),(-0.551505783329015-1.0985080581250415j)
0.75,(0.0671134872750328-0.44556411829184295j),(0.7521654857301219+0.32289097050033044j),(0.5842259122726403-0.2663505795882708j),(-0.8138132887332039+1.7159767144668288j),(-0.040531454771182446-1.094927280771456j),(-0.006616101299196243-0.13698979117168858j),(0.5055131181542938-1.160479497553804j),(0.06987101511202087-0.6480164887659006j),(-0.016964341722701042-0.7668220689748848j),(-0.12972854997384664-1.2692822842767442j),(0.1939140321344625-1.5191439441981527j),(-1.133260471055634-0.583079523763865j),(-0.3200435348262786-0.48939895061651834j),(-1.3210705233773083-0.9160411400735681j),(-0.5507303434931758-1.099426906112468j)
0.755,(0.061739683904506626-0.4478001470044835j),(0.756192827278301+0.31191398293233075j),(0.5799004469796231-0.27701812240656576j),(-0.813045729528666+1.7161397519769588j),(-0.043045510645284946-1.0954113937424586j),(-0.01153433227220415-0.1406661123846636j),(0.4994196329727188-1.1635396418117354j),(0.0657346548067316-0.6494450983408898j),(-0.019785492348377804-0.7675689183512664j),(-0.13198433338890617-1.2695735539329143j),(0.18907839267556314-1.5202193509461668j),(-1.1310015933084854-0.5878230392807731j),(-0.3195038777845814-0.49079849195206526j),(-1.319041131208865-0.9194112173168597j),(-0.5499071326750549-1.1003762426475954j)
0.76,(0.05643337538777632-0.4499783535126219j),(0.7601382317961025+0.3007053182407814j),(0.5753876600037563-0.2876646776513482j),(-0.8123247732401102+1.7162650956324679j),(-0.045535461643796765-1.0958987661494786j),(-0.0164454474663066-0.14419963928792157j),(0.4933025841822172-1.166577136358495j),(0.06164061662470588-0.6508570364216573j),(-0.022570397063594757-0.7683183718021591j),(-0.1342105399352001-1.2698720595742565j),(0.18425322605571984-1.5212847594374246j),(-1.1286730503595197-0.5926537922541686j),(-0.31891694383068775-0.4922405734922227j),(-1.316945399301516-0.922863034041862j),(-0.5490367895126875-1.101355535081398j)
0.765,(0.05119825861765759-0.45210179159564456j),(0.7639958251542031+0.2892662777290135j),(0.570684992737352-0.2982825414913163j),(-0.8116511990539512+1.7163518422475041j),(-0.04800120906879704-1.096389531393086j),(-0.021329189155661142-0.147599058430659j),(0.487162940254962-1.1695917133780838j),(0.05758984889653784-0.6522528512144196j),(-0.025318602420864873-0.7690707986049428j),(-0.13640704637313333-1.2701779257523498j),(0.17943910235674734-1.5223402081887893j),(-1.1262746021305434-0.5975704451268983j),(-0.31828332181419605-0.4937246582190542j),(-1.314783347560603-0.9263953362902848j),(-0.5481199855110314-1.1023642352347613j)
0.77,(0.046038031889594655-0.4541736048224772j),(0.7677595821751104+0.277598562825603j),(0.5657898666588983-0.3088637674282777j),(-0.8110257806061273+1.7163990859358034j),(-0.050442662482530876-1.0968838162981347j),(-0.02616473986158175-0.1508742642430062j),(0.4810017135327639-1.1725831038143988j),(0.053583252776402024-0.6536330832960707j),(-0.028029691197894252-0.7698265496991347j),(-0.13857375329339733-1.2704912657270242j),(0.1746365910070046-1.5233857358997707j),(-1.123806086484877-0.602571564711999j),(-0.3176036455178892-0.4952501660217806j),(-1.3125550642100012-0.9300068061068958j),(-0.5471574250419661-1.1034017793984825j)
0.775,(0.04095639490166042-0.4561970265515844j),(0.7714233266331639+0.2657042750843714j),(0.5606996833330599-0.3194001662971506j),(-0.8104492859820995+1.7164059181106899j),(-0.05285973970740962-1.0973817411137625j),(-0.030930722352538777-0.15403635903602692j),(0.4748199602270722-1.1755510373712308j),(0.04962168224205338-0.6549982656141815j),(-0.030703282397582098-0.7705859576863897j),(-0.1407105851169701-1.2708121814663615j),(0.16984626078139523-1.5244213814525245j),(-1.1212674192273566-0.6076556221926968j),(-0.3168785936577346-0.4968164736967802j),(-1.3102607057921198-0.9336960615395209j),(-0.5461498453442933-1.1044675883332693j)
0.78,(0.03595704875455663-0.45817537993097024j),(0.7749807312545346+0.25358591618438464j),(0.5554118244106767-0.3298833062659621j),(-0.8099224777168517+1.7163714274850763j),(-0.05525236682601109-1.0978834195133913j),(-0.03560519964415892-0.15709765300171857j),(0.46861878041897365-1.178495242512267j),(0.045705944094827505-0.6563489234869998j),(-0.03333903124802076-0.7713493368305003j),(-0.1428174900951163-1.271140763646694j),(0.16506867980136722-1.5254471839118529j),(-1.1186585941043334-0.6128209931224073j),(-0.3161088898828839-0.4984229149475885j),(-1.3079004971679007-0.9374616566390443j),(-0.545098016523737-1.1055610672697416j)
0.785,(0.03104369595161388-0.46011207789817754j),(0.7784253177172249+0.2412463879299543j),(0.5499236516287657-0.34030451283584917j),(-0.8094461127948909+1.7162947000714637j),(-0.057620478181078905-1.098388958594727j),(-0.04016567499922526-0.16007166421301214j),(0.4623993180591935-1.1814154464610889j),(0.04183679795964018-0.6576855746034503j),(-0.03593662920249571-0.7721169830573964j),(-0.144894440309387-1.2714770916526061j),(0.16030441553491295-1.526463182525204j),(-1.1159796828036728-0.6180659574247365j),(-0.3152953027756734-0.5000687803848984j),(-1.3054747315168196-0.9413020814594085j),(-0.5440027415529429-1.10668160590843j)
0.79,(0.026220040398791278-0.4620106231802885j),(0.7817504566510689+0.22868899225063682j),(0.5442325068105193-0.3506548688410589j),(-0.8090209426502466+1.7161748191819406j),(-0.05996401637552318-1.0988984588797595j),(-0.04458909192767723-0.16297311862377223j),(0.45616276096809455-1.1843113752011734j),(0.038014956284987855-0.659008729023135j),(-0.03849580393948553-0.7728891739551453j),(-0.14694143167161988-1.2718212335769328j),(0.15555403479656935-1.5274694167226721j),(-1.1132308349547557-0.6233886993934787j),(-0.31443864585162395-0.50175331752656j),(-1.3029837703368858-0.945215762057614j),(-0.5428648562714791-1.1078285784197766j)
