t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,A_0011,A_0012,A_0013,A_0014
0.5650000000000001,(-1.0996539174250841+0.9021504646959666j),(-0.0004443066642844739-0.0003560750356809714j),(-0.008599452079068643-0.007972350765138803j),(-4.622206121442653e-08-1.2947549974883567e-07j),(-0.4060522463457545+0.46288056631849067j),(-0.19262446588661727+0.2207820265673856j),(0.002394705436786184+0.006283238037684862j),(1.638207179893983+2.7770829353614443j),(0.9993673513113187-3.312586713099567j),(0.1008008659606477-0.014009296659270448j),(-0.0004749398389560112-0.0030424619976051554j),(0.0004170606468518426-0.0004288857915709631j),(-0.45168982193689855-0.36719643729591034j),(6.584672568485123e-05-6.945922768855705e-05j),(-0.015588966309970842+0.008971054646950569j)
0.5700000000000001,(-1.0931939944898759+0.9848552209618993j),(-0.0004157205132305112-0.00034715420816679697j),(-0.008401819478526695-0.007693856807277062j),(-5.0736555298212785e-08-1.255120029680943e-07j),(-0.3726533654780286+0.500524508726012j),(-0.18288417721903108+0.22310200055467372j),(0.0027668675375853605+0.006145238113058535j),(1.8717377970037863+2.7382781213501635j),(0.7714592182411688-3.4480807969798715j),(0.10062825875979244-0.022476069001269354j),(-0.0006873329600480826-0.003010500723042114j),(0.00037972178766998866-0.00047128778544782584j),(-0.4777149919144631-0.34057973939995523j),(5.964061867668272e-05-7.563622144972763e-05j),(-0.015019397469382492+0.010511870606851888j)
0.5750000000000001,(-1.0809920011803962+1.0678215546801613j),(-0.00038702057494104515-0.0003418236906810782j),(-0.00815910365949875-0.0074455407072155245j),(-5.485764299279436e-08-1.2132776585301732e-07j),(-0.33672784703818154+0.5350605566017745j),(-0.1726290371944011+0.22515220578181233j),(0.0031158327510632075+0.0059916893552536335j),(2.102988834431434+2.682107821454234j),(0.5338466917827329-3.565893049568651j),(0.09980196942161186-0.03081877870702207j),(-0.0008911337173327179-0.0029656934043636586j),(0.0003386477017897947-0.0005100612762769809j),(-0.5019091904799114-0.3125762939107264j),(5.295910403208801e-05-8.119945001950538e-05j),(-0.014319490021273302+0.012002511307527034j)
0.58,(-1.0630487250906553+1.1503276990131743j),(-0.0003585333294802109-0.00034006986371392105j),(-0.007870451507037851-0.007231533663636571j),(-5.858335293192378e-08-1.1697038997882961e-07j),(-0.2987325894907614+0.5663379455986413j),(-0.16180962330308746+0.226873939774899j),(0.003440019172414747+0.005827226735042573j),(2.3301270887503813+2.6093022790475904j),(0.2886291629831652-3.665564564946553j),(0.09836819991618646-0.03897136111103395j),(-0.0010850718842848326-0.0029100037136116645j),(0.0002942430176234429-0.0005449812869178494j),(-0.5242421675534823-0.28338467417848434j),(4.587748503996572e-05-8.612863673499088e-05j),(-0.01349769424846273+0.013432891000725481j)
0.585,(-1.0395151046430233+1.2316466332794247j),(-0.0003305424008195312-0.00034182203553057564j),(-0.0075350588611317135-0.007054991731901574j),(-6.19139434464603e-08-1.1248589755051262e-07j),(-0.25912048550497757+0.5942672787029588j),(-0.15038294169245175+0.22819664534517883j),(0.003738240807776941+0.005656383528500078j),(2.5514762818931453+2.5208888972797947j),(0.0379233066814435-3.7469605250858455j),(0.09637806671501552-0.046876289002250264j),(-0.0012681071984921703-0.0028453978607961596j),(0.0002469223093507644-0.0005758708405759392j),(-0.544702286762719-0.2532141592605174j),(3.8469250094245674e-05-9.041089105664019e-05j),(-0.012563216288806982+0.014794460603245454j)
0.59,(-1.010692229088233+1.3110460829534558j),(-0.00030328855683792107-0.00034695244217143595j),(-0.00715217051670276-0.006918095824050931j),(-6.485190256436942e-08-1.0791873140280513e-07j),(-0.21834042195470593+0.6188205262345533j),(-0.13831242716685826+0.2290379105890442j),(0.004009707574228657+0.0054835913170032j),(2.7655170611512725+2.4181922390760495j),(-0.216136918491594-3.810270199850402j),(0.09388760079101731-0.05448457262405503j),(-0.0014394293616552768-0.0027738445938953337j),(0.0001971100969192464-0.0006026009608028399j),(-0.5632965254424649-0.22228473392114567j),(3.0806072693889946e-05-9.404070856826414e-05j),(-0.011526018135199127+0.016080207696933736j)
0.595,(-0.9770313385053773+1.387788519665873j),(-0.0002769697093216844-0.00035527624745204043j),(-0.006721080223608095-0.006822051708804033j),(-6.74019480107232e-08-1.033117550002028e-07j),(-0.17683727991848502+0.6400310258467332j),(-0.1255679431876732+0.22930346888803516j),(0.004254025299790695+0.005313179987231309j),(2.9708869991753604+2.302834027137191j),(-0.47140027011327756-3.8560069469957114j),(0.09095774761852901-0.061755759674272j),(-0.0015984580395875178-0.0026973151988555306j),(0.00014524084604402633-0.0006250906714962263j),(-0.5800504746348669-0.1908270886317186j),(2.2957811442892077e-05-9.701997097702892e-05j),(-0.010396817635569006+0.017284656528685792j)
0.6,(-0.939133823801911+1.461131161203342j),(-0.00025174091396451515-0.0003665515429630714j),(-0.006241130686639515-0.006767090011559282j),(-6.957102720770026e-08-9.870625243695828e-08j),(-0.1350519346795177+0.6579934825262882j),(-0.11212578187326484+0.2288871989088391j),(0.004471195723425773+0.0051493777311660905j),(3.1663805939750516+2.176733143939689j),(-0.7256982219690928-3.8850082121688763j),(0.0876543671733067-0.06865793530516417j),(-0.001744842862215074-0.0026177834995912527j),(9.175896820789488e-05-0.0006433069968998579j),(-0.595008339089374-0.1590826195706152j),(1.4992510050277467e-05-9.935794611345572e-05j),(-0.009187088492883282+0.01840386801044573j)
0.605,(-0.8977512267136496+1.5303259715085906j),(-0.0002277143703674973-0.00038047934807035517j),(-0.005711713565523505-0.0067524662143940845j),(-7.136831727458563e-08-9.41419284370811e-08j),(-0.09342125572566973+0.6728639685934901j),(-0.09796866399900345+0.22767112460329106j),(0.004661616495038535+0.0049963110460915505j),(3.3509492689190363+2.0421056317356494j),(-0.9768449640526882-3.898435528908613j),(0.08404823393252536-0.07516772212343406j),(-0.0018784634235769434-0.002537225857985157j),(3.71188206612945e-05-0.000657264961603578j),(-0.6082329372627382-0.12730342862324412j),(6.9763973301031e-06-0.00010107128793142104j),(-0.007909060265145406+0.01943543971920634j)
0.61,(-0.8537852398047701+1.594619660680407j),(-0.00020495942203910446-0.00039670360991486225j),(-0.005132269474921238-0.006776460656064851j),(-7.280522502777089e-08-8.965690835433792e-08j),(-0.05237810674947213+0.6848599237020919j),(-0.08308573899726154+0.22552541520837338j),(0.00482608117547555+0.004858004734594013j),(3.523701372735049+1.9014646925528118j),(-1.2226374025658662-3.8977745186452486j),(0.08021503687477893-0.08127028019022345j),(-0.001999429281824937-0.002457621173888059j),(-1.821529357767999e-05-0.0006670275905433146j),(-0.619805701319013-0.09575232338204426j),(-1.026112798542208e-06-0.00010218403650815638j),(-0.00657571836539564+0.020378505897009028j)
0.615,(-0.8082877064678096+1.6532536849736403j),(-0.0001835025563952002-0.0004148112034127073j),(-0.004502287984428579-0.006836378532006999j),(-7.389538698075416e-08-8.528773817225219e-08j),(-0.012351345648118128+0.6942601548393281j),(-0.06747258495741362+0.22230838524621602j),(0.004965779236525309+0.0047383819045621195j),(3.6839021795098708+1.75762068819455j),(-1.4608551599185926-3.884834890700725j),(0.0762353794800802-0.0869593070211136j),(-0.0021080799592236832-0.00238095088511893j),(-7.376912572328162e-05-0.0006727059090010797j),(-0.6298266771295555-0.0647028171464839j),(-8.95242131153799e-06-0.00010272761804424852j),(-0.005200804061711041+0.021233737450943868j)
0.62,(-0.7624606209236682+1.7054642467992003j),(-0.00016332740475903825-0.00043433193125514894j),(-0.003821307618576084-0.006928549894334954j),(-7.465466934413992e-08-8.106938450410454e-08j),(0.02623417547653395+0.7014048363259152j),(-0.051131208625836255+0.21786649452409634j),(0.00508229606091823+0.004641263969186835j),(3.8309738886893268+1.613681140239875j),(-1.6892605747289897-3.8617504422885975j),(0.07219477972986094-0.09223703758612514j),(-0.002204984942150624-0.0023091989674649j),(-0.00012905848122211016-0.0006744589426049706j),(-0.6384145242730244-0.0344391289230615j),(-1.6741744079732055e-05-0.00010274084486363926j),(-0.0037988144772054793+0.022003341953149597j)
0.625,(-0.7176561282216048+1.7504822947240584j),(-0.0001443747423612616-0.0004547385239085898j),(-0.003088915856828988-0.00704832965184214j),(-7.51011680256393e-08-7.703523459293237e-08j),(0.06295761031796254+0.7066955098160507j),(-0.03407004540590816+0.21203434813443925j),(0.005177612942326646+0.004570370646961436j),(3.964495625078291+1.473050730043429j),(-1.9055987018233402-3.8309790585140338j),(0.06818367010697175-0.09711424430971816j),(-0.0022909436810960196-0.002244351934681253j),(-0.00018358921975311485-0.0006724937173291676j),(-0.6457065160353812-0.005256183425304595j),(-2.4335111868940465e-05-0.0001022699154136257j),(-0.0023850025900296213+0.02269106364081358j)
0.63,(-0.6753765242392415+1.7875335234712462j),(-0.00012654248833990388-0.0004754466396145769j),(-0.002304749133587228-0.007190097570000992j),(-7.525520863006985e-08-7.321709631153023e-08j),(0.09740211836498269+0.7105950842974138j),(-0.01630395935801013+0.20463469645481705j),(0.005254107085364824+0.004529319961681522j),(4.08420343884068+1.3394312987354913j),(-2.107597312236085-3.7953027123738146j),(0.06429739759568219-0.101610237070792j),(-0.002366985590662943-0.00218839883849143j),(-0.00023685725522759116-0.0006670652594939362j),(-0.6518585394098897+0.022540388926228616j),(-3.1675370339947535e-05-0.00010136841426485992j),(-0.0009753772333709419+0.023302183416171872j)
0.635,(-0.6372742556825604+1.8158383739198563j),(-0.00010968570574038848-0.0004958148643898009j),(-0.0014684928381854282-0.007347258270962952j),(-7.513934645935561e-08-6.964519816244953e-08j),(0.12915486490174444+0.7136278360911658j),(0.0021457568004750738+0.19547843514794966j),(0.005314551605588947+0.0045216282424450135j),(4.189990305499458+1.2168218472219756j),(-2.2929668932098237-3.7578274647563354j),(0.0606362236816808-0.10575286320268545j),(-0.002434370049567284-0.002143331268587033j),(-0.0002883485557891828-0.0006584765957656259j),(-0.6570450950971161+0.04863425200395055j),(-3.870718004850594e-05-0.00010009731211134927j),(0.0004132969045462821+0.023843518846509128j)
0.64,(-0.6040959465273821+1.834192421296925j),(-9.35196321277291e-05-0.0005149522611020383j),(-0.0005831003299924647-0.0074957923841385485j),(-7.471259831859086e-08-6.633742599517223e-08j),(0.15800338725965618+0.7157522111042106j),(0.021345554734644803+0.18459650930137472j),(0.005356453265357843+0.004543418952406426j),(4.280428075171368+1.107577321714151j),(-2.4595393952604727-3.7192441871403585j),(0.057216932879149224-0.10950693395294997j),(-0.0024919721669851894-0.0021079325823171804j),(-0.00033750997110194414-0.000646623528462258j),(-0.6611157472597925+0.07269406304135693j),(-4.536912771986284e-05-9.84299804766574e-05j),(0.0017698079719312065+0.024309888844821527j)
0.645,(-0.5752250281035125+1.8428882976641974j),(-7.794260756946328e-05-0.0005322651110387388j),(0.000336403933737995-0.007613870412307632j),(-7.392250710240815e-08-6.328868578220895e-08j),(0.18428106072909667+0.7163638877414956j),(0.04112614735052251+0.1721189569647719j),(0.005377641426838477+0.004582737934854947j),(4.355249856820546+1.009677671876025j),(-2.6080463399537788-3.677187063888327j),(0.0539309516484138-0.11280725805747381j),(-0.0025381555469821257-0.0020774330080159703j),(-0.00038377613400523037-0.0006311489207385705j),(-0.6637204179034192+0.09467386247004064j),(-5.15933102437434e-05-9.62783318022098e-05j),(0.0030955112743628077+0.024681479956976345j)
0.65,(-0.550461019026805+1.8434120202712387j),(-6.305467275839323e-05-0.0005475824542040749j),(0.001273656638877144-0.00769980249664613j),(-7.278624354402901e-08-6.049442794613736e-08j),(0.20834862753103991+0.7152762102989183j),(0.061102721732825147+0.15799319014569038j),(0.005381995289606103+0.004632171920409038j),(4.416303856742626+0.9210459531736404j),(-2.7404477752795753-3.630791865729279j),(0.050710323994339314-0.11565141047865941j),(-0.002573797891774363-0.0020490644229534767j),(-0.00042666247858462903-0.0006121130710387368j),(-0.6648073907150083+0.1146767256308743j),(-5.732236579289613e-05-9.363521859346197e-05j),(0.004390619820318357+0.024947382542785876j)
0.655,(-0.5295949962249917+1.8371527282779558j),(-4.893473782274687e-05-0.0005607792708467711j),(0.002214225075646761-0.0077522508166739884j),(-7.132437264785295e-08-5.7950389347209745e-08j),(0.23051237831615579+0.7123410856273096j),(0.08090837087308887+0.1421961990544326j),(0.005372897776170523+0.004685132466763144j),(4.465281600309051+0.8398244445678438j),(-2.8584928486570322-3.579375898277058j),(0.04749946516574627-0.11803784799234432j),(-0.0025996604916119375-0.002020439052637248j),(-0.0004657544870454897-0.0005896486519313991j),(-0.6643568924260488+0.13279245688070146j),(-6.250652011533878e-05-9.050552570450136e-05j),(0.005654099027698049+0.025099228059091514j)
0.66,(-0.5124093087223058+1.8254023627410523j),(-3.564052157551626e-05-0.0005717763719941987j),(0.003145607067995114-0.007770222642774972j),(-6.956082835207232e-08-5.56525910604772e-08j),(0.2510241771598849+0.7074487885931029j),(0.10019415508142133+0.12473463678490491j),(0.005353233210886291+0.004735853805514847j),(4.503717223590506+0.7643743136985892j),(-2.963719572356349-3.5224372149432286j),(0.044255138710025316-0.11996588363570532j),(-0.002616387224317167-0.001989548525901244j),(-0.0005007076806382853-0.0005639605553725944j),(-0.6623809750087326+0.14909755885836362j),(-6.710358432521183e-05-8.69061386280876e-05j),(0.006883667969826045+0.025131185172800816j)
0.665,(-0.49867757763948184+1.8093556666140287j),(-2.320855151445746e-05-0.0005805403994523749j),(0.004057230973596956-0.0077530703361966755j),(-6.752291352867228e-08-5.359733837578967e-08j),(0.27008146156243906+0.7005279620783339j),(0.11862910198650171+0.10564481931461757j),(0.0053253873199527015+0.004779392842164873j),(4.532987473356914+0.693275616884939j),(-3.0574548234987535-3.4596546169370765j),(0.04094645647313721-0.12143568670725846j),(-0.0026245045552846552-0.001954763874905832j),(-0.0005312476196586118-0.0005353258927057549j),(-0.6589235156759555+0.1636552324847001j),(-7.107895490277854e-05-8.286594349565251e-05j),(0.00807579937545048+0.02503995976088752j)
0.67,(-0.48816469619375524+1.790110184747183j),(-1.1654163822090598e-05-0.0005870838258059633j),(0.004940455683853525-0.007700491349050513j),(-6.52412999834308e-08-5.178122079779592e-08j),(0.2878272424488008+0.6915456169806407j),(0.1359002065355806+0.0849927255046847j),(0.005291247231413804+0.004811629156117088j),(4.554311707077438+0.6253272991250631j),(-3.1408143440565044-3.3908876532656085j),(0.03755487859961283-0.12244828276685911j),(-0.0026244215374812887-0.0019148355351377882j),(-0.0005571699034471887-0.0005040939946617078j),(-0.6540602168813167+0.17651537696254796j),(-7.440561369442494e-05-7.842582707730005e-05j),(0.009225719628743436+0.024824794910391527j)
0.675,(-0.4806268296988631+1.7686662638876092j),(-9.715033656998722e-07-0.0005914649544182737j),(0.005788570623892548-0.007612528224311723j),(-6.275002845591863e-08-5.0201112045943553e-08j),(0.3043501041687238+0.6805071322132634j),(0.15171243099448015+0.06287399709982444j),(0.005252201475158391+0.004829265000678502j),(4.568751892920482+0.5595471940962392j),(-3.2147027408528883-3.316176620733553j),(0.03407421353255323-0.12300555363570181j),(-0.0026164298114462387-0.0018688933454102995j),(-0.0005783401703898581-0.0004706864113586751j),(-0.6478986063191184+0.1877145897767423j),(-7.70641279126598e-05-7.363867678180641e-05j),(0.010327408769300975+0.024487470918418897j)
0.68,(-0.47581141556504336+1.7459270526791986j),(8.866476302666571e-06-0.0005937879194312619j),(0.006596795752568232-0.0074895685958193715j),(-6.008650861949937e-08-4.8854170054479005e-08j),(0.3196842044967327+0.6674562547050449j),(0.16578870494759407+0.03941393872835869j),(0.005209139982920004+0.004829825303059263j),(4.577212609753692+0.49517202415485273j),(-3.2798134855622205-3.235742563943359j),(0.030510618013629514-0.12311023739632047j),(-0.0026007036052909604-0.00181644654786296j),(-0.0005946940979175859-0.0004355969123022742j),(-0.6405780369243669+0.19727616669411605j),(-7.90426501361146e-05-6.856938065661989e-05j),(0.01137360049214312+0.024032305292141877j)
0.685,(-0.4734571632990354+1.72269850166264j),(1.7908012946196353e-05-0.0005942026857655305j),(0.007362281562461276-0.0073323451882763456j),(-5.729151908132942e-08-4.773783697244756e-08j),(0.33380927463212284+0.65247509940043j),(0.17786992529788734+0.014767517902213478j),(0.005162454088276932+0.0048116576643726615j),(4.580441047143952+0.43165740033639777j),(-3.3366289147098476-3.1499872752951976j),(0.02688259708308298-0.12276592839258818j),(-0.0025772997346991925-0.001757383787961774j),(-0.0006062374025064606-0.0003993914863855175j),(-0.6322696868727714+0.20521010176349974j),(-8.033691830954363e-05-6.3294827387861e-05j),(0.012355782147713858+0.023466152748798864j)
0.6900000000000001,(-0.4732940545040798+1.699689363275418j),(2.6222535643313213e-05-0.0005929050491203276j),(0.008084109079878866-0.007141935817249357j),(-5.4409207382357976e-08-4.684983916369331e-08j),(0.3466506191989606+0.6356841492594664j),(0.18771495626689674-0.010880634983081533j),(0.0051120365266522135+0.00477393235963513j),(4.579027005357387+0.36867782235547475j),(-3.3854202296721434-3.05949329498696j),(0.023221004079725008-0.12197707722971733j),(-0.002546157602926957-0.0016919731144991535j),(-0.0006130458396776941-0.0003627083418888123j),(-0.6231765595807447+0.21151308731572216j),(-8.095025574382392e-05-5.790390630032247e-05j),(0.013264194741881136+0.02279840521569444j)
0.6950000000000001,(-0.47504334287991834+1.6775111918518146j),(3.3900664787676714e-05-0.000590136635973548j),(0.008763289864854664-0.006919763389168941j),(-5.1487089997327034e-08-4.61881872068592e-08j),(0.3580791162460837+0.6172422552578033j),(0.19510062939473033-0.03731622664839257j),(0.0050572814353136335+0.00471664233776624j),(4.573402895359362+0.30612667860579346j),(-3.4262474966765124-2.96502391101426j),(0.01956904064093712-0.12074899077425959j),(-0.0025070992008025613-0.001620861979593921j),(-0.0006152652039976218-0.000326257906479961j),(-0.6135334837054032+0.21616851396360962j),(-8.089357111595525e-05-5.2497507357469096e-05j),(0.014087832935936876+0.022040991830199336j)
0.7000000000000001,(-0.4784175542227938+1.6566783436229093j),(4.1054212088182496e-05-0.0005861849035817328j),(0.009402766011148835-0.006667595901329458j),(-4.857605233477145e-08-4.5751175895386984e-08j),(0.3679112172471003+0.597346636386693j),(0.19982174354006763-0.06429530093098199j),(0.004997084353373722+0.004640603221588709j),(4.563843738814483+0.24411624616017025j),(-3.4589596468013863-2.8675231591704313j),(0.015982256702670977-0.11908783215410586j),(-0.002459829106726596-0.001545077238691308j),(-0.0006131113290777019-0.00029082282721416125j),(-0.6036071131445666+0.2191464706019864j),(-8.018535846906016e-05-4.718852116143797e-05j),(0.014814445046596961+0.021208378939750472j)
0.705,(-0.48312048642545047+1.6376079767165779j),(4.7816180568961805e-05-0.0005813831399800691j),(0.010007410146247994-0.006387546441889098j),(-4.57303487370189e-08-4.5537384237517286e-08j),(0.37590894710038947+0.5762328796529903j),(0.20169106488015984-0.09154423878450754j),(0.004929842221789765+0.0045474533078283955j),(4.550467168086596+0.1829776907705314j),(-3.4831944759762274-2.768115823046532j),(0.012528550499448426-0.11700062075848638j),(-0.002403934486671937-0.0014660251505629553j),(-0.0006068700875745159-0.00025725797053400613j),(-0.5936959270367583+0.22040374440767466j),(-7.885169721238397e-05-4.210183895303835e-05j),(0.015430533046001225+0.020317570101850944j)
0.71,(-0.4888472094771339+1.6206200511574926j),(5.4340764569382494e-05-0.00057611046398239j),(0.010584025431365305-0.006082073189869857j),(-4.300760248018969e-08-4.554567545628954e-08j),(0.3817799041291021+0.5541749400791507j),(0.20053932691082962-0.11875975827902527j),(0.004853453383363783+0.004439653567114289j),(4.533233426238785+0.12326106686790705j),(-3.498378644981529-2.6681074340313344j),(0.009288168564361175-0.1144952322379705j),(-0.00233888509418374-0.001385491377306908j),(-0.0005968973911897682-0.00022649042226948173j),(-0.5841302297612045+0.2198838208394945j),(-7.692625212129467e-05-3.7374352611751414e-05j),(0.015921352561713502+0.019388106084069955j)
0.715,(-0.4952820290748837+1.6059317619371103j),(6.079928321649851e-05-0.0005707816154291838j),(0.011141143562908207-0.0057541045272178695j),(-4.046748112632488e-08-4.5774448695383676e-08j),(0.3851815022591952+0.5314802484248429j),(0.19621632924059362-0.14561194043298906j),(0.004765352145646177+0.004320303713499124j),(4.511933327575698+0.06572436696257702j),(-3.5037291034721423-2.5689609275662915j),(0.006352636142841808-0.11158007642425721j),(-0.0022640340192519384-0.0013055725913701456j),(-0.0005836226183660626-0.00019950729715175193j),(-0.5752644139305779+0.2175156982115102j),(-7.445109315294794e-05-3.3153095511913075e-05j),(0.01627108748507672+0.018442062006769105j)
0.72,(-0.5020772785337194+1.593452319035744j),(6.722491011285631e-05-0.0005655058623340321j),(0.011681693253459817-0.0054088342636692995j),(-3.8126313614206424e-08-4.619467024185749e-08j),(0.385974785448355+0.5083579904231854j),(0.18869730264419382-0.17177887993672997j),(0.004664427145848421+0.004188076583038523j),(4.486260850265634+0.01087444975781171j),(-3.498883548393789-2.4715614231515226j),(0.0037741794392275826-0.10827082665067536j),(-0.002179117451930444-0.001226530590089502j),(-0.0005677147684282419-0.0001768127052519342j),(-0.5672445433213442+0.21326109648448205j),(-7.151212457747623e-05-2.9514626081967976e-05j),(0.01647424009381325+0.017502028390565177j)
0.725,(-0.5089938271450823+1.5829372290587151j),(7.357813269542632e-05-0.0005603252668139159j),(0.012206778299555639-0.005047255782537551j),(-3.598615623143866e-08-4.676664545759247e-08j),(0.3843057122521039+0.48505725125900806j),(0.17816987870348006-0.19680434487096993j),(0.004551504087605089+0.0040429098970619255j),(4.4568500524498385-0.04103595301932515j),(-3.484793258634182-2.376716340068182j),(0.0015638974846760864-0.10462183118415491j),(-0.002084954614809251-0.001148505988014527j),(-0.0005500289214896397-0.00015847075437933964j),(-0.5602171133489809+0.20727941039231026j),(-6.822508682241147e-05-2.6475063404044208e-05j),(0.016540200071790117+0.016586652665056816j)
0.73,(-0.5158524403323494+1.5741832933573727j),(7.985063711197216e-05-0.0005553641333617459j),(0.012719899379463844-0.004669870668854352j),(-3.405658384881864e-08-4.745845433840968e-08j),(0.3803003118859275+0.4618347844850954j),(0.16486790520692407-0.22024300847332287j),(0.004427265278995236+0.0038859242502833607j),(4.424412964590799-0.08978712704294442j),(-3.4624250558098604-2.285249043432954j),(-0.00026421825446266197-0.10068744935130056j),(-0.001982348683723113-0.0010720805459444017j),(-0.0005313706932818193-0.00014454798208977303j),(-0.5543680296795355+0.1997540159168284j),(-6.469601304454734e-05-2.4052716049437798e-05j),(0.01647827332152869+0.015712987042027615j)
0.735,(-0.5225007797017428+1.566997325802762j),(8.603991950737819e-05-0.0005507454978727861j),(0.013225532026877745-0.004278687645511767j),(-3.234429613912696e-08-4.824090611477401e-08j),(0.37405516360867375+0.43889922145698024j),(0.14905302388799285-0.24171564190654032j),(0.00429223842668317+0.0037174523486968253j),(4.389452864623474-0.13525825189592405j),(-3.4325416239373254-2.1977762492955213j),(-0.0016965274271821696-0.09651200712039205j),(-0.0018719000620305612-0.000997650131051365j),(-0.0005124970799571969-0.0001350644182235889j),(-0.5498473871623483+0.19084804446546816j),(-6.1023823371868985e-05-2.2259743237770772e-05j),(0.01629688267057394+0.014897051504281902j)
0.74,(-0.528813403042329+1.5611961527856242j),(9.214928602364943e-05-0.0005465911276446534j),(0.013729126630915786-0.0038772225732622064j),(-3.085311757712775e-08-4.908753925179419e-08j),(0.3656373967225528+0.41641107133294364j),(0.13101467042514858-0.2609091142585113j),(0.004146796635918449+0.0035370390095762847j),(4.352264277955293-0.1774274010699089j),(-3.3957015094330405-2.1147080246385688j),(-0.0027197407978194667-0.09212979710138419j),(-0.0017540063806139048-0.0009254247168807126j),(-0.0004941164580890412-0.00012999358490569168j),(-0.5467694698300529+0.18070438287125923j),(-5.730032490355306e-05-2.1102154836991165e-05j),(0.016003567871494408+0.01415383380564475j)
0.745,(-0.5346917643260197+1.556606613216397j),(9.818785279991161e-05-0.0005430215213773179j),(0.01423710843612155-0.0034704984507184134j),(-2.958399743956869e-08-4.997462144922279e-08j),(0.3550846905731371+0.3944827210740153j),(0.11107007444184883-0.2775763925422624j),(0.003991158410535882+0.0033434411614756735j),(4.312932977466164-0.216371541965311j),(-3.3522591211134305-2.0362477873777793j),(-0.0033209202460551084-0.08756507854590684j),(-0.0016288624978792314-0.0008554283833507984j),(-0.0004768885846714735-0.00012926249654553526j),(-0.5452127508985762+0.1694456733928293j),(-5.3610211709967764e-05-2.0579811363373014e-05j),(0.01560498560188224+0.01349728947096197j)
0.75,(-0.5400642137075712+1.5530655585252142j),(0.00010417054597241116-0.0005401559091731024j),(0.014756877542463758-0.003065045414353475j),(-2.853500980518099e-08-5.08811496414562e-08j),(0.3424052745493613+0.3731784354439729j),(0.08956425950654626-0.2915365416959579j),(0.0038253876529555303+0.003134627844228895j),(4.271335983508463-0.2522665358913091j),(-3.302364730194884-1.9623923063618374j),(-0.003487478766913174-0.08283207734726489j),(-0.0014964604997564062-0.0007874993167530335j),(-0.0004614245971194679-0.00013275165983712354j),(-0.5452198927671382+0.15717431371440416j),(-5.003106483267281e-05-2.0686423981516343e-05j),(0.01510690946435317+0.012940341796100114j)
0.755,(-0.5448859975245843+1.5504198526619064j),(0.00011011810167451522-0.0005381122525366833j),(0.015296808905336263-0.002668900738500816j),(-2.7701353554679407e-08-5.178884999753466e-08j),(0.3275779280835222+0.35251435700934275j),(0.06687004313268888-0.30267472458289946j),(0.0036493936641827057+0.00290778020894982j),(4.227141563907039-0.2853871380658495j),(-3.24596447029375-1.8929317013724258j),(-0.0032071804707612707-0.07793498604043826j),(-0.0013565896996990724-0.0007212898097518862j),(-0.0004482870132688509-0.00014029507375901005j),(-0.5467977470182521+0.14397245694580768j),(-4.663335228441939e-05-2.14095545043472e-05j),(0.014514229986546515+0.012494881847946473j)
0.76,(-0.5491392582975053+1.548526372096j),(0.00011605706603671164-0.0005370072443750893j),(0.015866252335558058-0.0022916088353542034j),(-2.7075352370762238e-08-5.2682177921142244e-08j),(0.31055198065127915+0.33245850613939937j),(0.04338803677871997-0.3109422019915264j),(0.003462931143807973+0.00265929151803229j),(4.179809233959217-0.31610699761564487j),(-3.1828003374263414-1.8274494431242294j),(-0.0024681405833105238-0.07286796380208203j),(-0.0012088366386846514-0.0006562662613848825j),(-0.0004379897313763017-0.00015168022957429798j),(-0.5499173544177243+0.12990201162246162j),(-4.348042904915024e-05-2.273061539311761e-05j),(0.013830954621125189+0.012171768464409078j)
0.765,(-0.5528330347296246+1.5472520058167178j),(0.00012201979518660897-0.0005369563089977029j),(0.01647553249937327-0.0019442212549677404j),(-2.6646454738111305e-08-5.3548318050606857e-08j),(0.29124731177165336+0.3129307810061656j),(0.019546645848078026-0.31635633263541574j),(0.0032656001900071476+0.0023847671451501136j),(4.128589756434794-0.3448986575761755j),(-3.112410190008932-1.7653223532649311j),(-0.001258825445615586-0.0676151364505262j),(-0.001052585085214342-0.0005917091770626061j),(-0.00043099803011935236-0.00016664811083064044j),(-0.5545139449146542+0.11500464170538598j),(-4.062853708199962e-05-2.4624869757405617e-05j),(0.013060207745775688+0.011980828254416702j)
0.77,(-0.5560032617070779+1.5464736553329788j),(0.00012804445524893643-0.0005380736021162591j),(0.01713594891845116-0.0016392966852558713j),(-2.640123394339199e-08-5.4377184258900236e-08j),(0.2695543510070285+0.2938029575844126j),(-0.00419793031080315-0.3190005731532817j),(0.003056846299541296+0.002079024575257069j),(4.072525141576039-0.3723335548916881j),(-3.034127748857758-1.7057206043752147j),(0.0004319474859253618-0.062150596445775926j),(-0.0008870160353131227-0.0005267131685686977j),(-0.00042772856859638715-0.00018489319336024017j),(-0.5604869376414346+0.09930176658119866j),(-3.812680530929329e-05-2.7061431355115276e-05j),(0.0122042306632081+0.01193085559791885j)
