t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B01_z_0000_00,B01_z_0000_01
1.22,(2.097140260499353-2.4344588320302543j),(2.227651420492555+1.8319685020944219j),(-2.605361504131361-0.11212891170888192j),(-1.0228197721038441+0.01718239431271871j),(6.977976736778408+4.938432376113665j),(11.080223076490903+2.885929581525577j),(0.1112461130985848+0.006125780195302357j),(0.11594389222933917+0.017894972975051694j),(1.3328670311272997+0.46355990099878885j),(-0.020354716139967307-0.2539912040315829j),(3.5314753483927794-3.8314118581998002j),(-2.291170798744096+0.847281582214429j),(0.005383402710528992-0.06149047652850736j),(-1.9276665598778278+1.469955454022283j),(0.9186302395502512+0.858922377761914j),(0.3306219646839338+0.9957212286230922j),(-0.15664113817047381+0.3884973934065578j),(0.027569042429829712+1.1499737818062457j),(0.7790740485082253-0.9932160895385185j),(1.3266926493608373+0.031642637735138736j),(2.097140260499353-2.4344588320302543j),(2.227651420492555+1.8319685020944219j)
1.23,(2.110180657977802-2.3806893199149117j),(2.1291543541712246+1.7989994790373183j),(-2.60592037533496-0.03990944631256371j),(-1.0229420397504017+0.045862714390943866j),(6.33606180799098+5.295940594388089j),(10.526588939973815+3.6625847924373924j),(0.11124242579408737+0.007048116783724247j),(0.1157449721781206+0.008170406262887214j),(1.3367489229056664+0.456602897396433j),(-0.013956005584146195-0.28002945114363303j),(3.3581522864136684-3.905961484326771j),(-2.2887679226900652+0.8541650516142328j),(0.02029247954312242-0.04054643181424933j),(-1.8479245606452284+1.4989409527727424j),(0.9189788625202586+0.846876282940751j),(0.3331659162787255+0.9657278455203776j),(-0.14510254908041317+0.3824248087342853j),(0.033573183388701855+1.1267868876097689j),(0.7906822930372445-0.9980463066558352j),(1.315218636543446+0.026902907120027943j),(2.110180657977802-2.3806893199149117j),(2.1291543541712246+1.7989994790373183j)
1.24,(2.1190141731453735-2.332085215232339j),(2.038736830761372+1.764700883274655j),(-2.603766582649496+0.031073797866184902j),(-1.0217038006605572+0.07367286965156361j),(5.691270580107917+5.522651400104754j),(9.895433633637174+4.283974535470553j),(0.11112813926863264+0.008003261347841045j),(0.11575229189043003-0.0012109783624009128j),(1.3406233481918937+0.44972565402788245j),(-0.007628007578617956-0.3054734559185623j),(3.1872611274588127-3.971945011249009j),(-2.2866987990738026+0.862714556229027j),(0.0351767896064156-0.021555804506097252j),(-1.7710643970288282+1.5224386287450247j),(0.9193134485187088+0.8355117413907076j),(0.3353986145917242+0.9372956297335697j),(-0.13443553647712597+0.3766373841859406j),(0.03886399635787362+1.1046896373507913j),(0.8016791285392778-1.002792484448439j),(1.3041497224317866+0.021955178325825442j),(2.1190141731453735-2.332085215232339j),(2.038736830761372+1.764700883274655j)
1.25,(2.1242828350740783-2.2883679642365946j),(1.9556978325928482+1.7296891016662703j),(-2.5990789401063443+0.10066789476420926j),(-1.0192213490724424+0.10053978910093317j),(5.072860829595781+5.6356932075783766j),(9.231616634031216+4.754030630285475j),(0.11091113207776647+0.008987220860129942j),(0.11595712684348741-0.01024472859887316j),(1.344487118537664+0.44291641383349756j),(-0.0013737890273854934-0.33031777613579444j),(3.019136055121475-4.029789763992963j),(-2.2847702992680534+0.8727966338108463j),(0.049886853763757316-0.004363792833962453j),(-1.6972998881269645+1.5411204128904412j),(0.9196408523701839+0.8247813537390445j),(0.33734955517803533+0.9103432838934186j),(-0.12458397576618532+0.3711290285063064j),(0.04349928514496174+1.0836399075143999j),(0.8120718584937453-1.0074737272668601j),(1.2934867279237858+0.016832978698111054j),(2.1242828350740783-2.2883679642365946j),(1.9556978325928482+1.7296891016662703j)
1.26,(2.1265259102032843-2.2492431301955174j),(1.8793797856368852+1.6944487681751865j),(-2.5920416481872586+0.16874725248501354j),(-1.0156125905577633+0.12640610870183333j),(4.5006347197203+5.6567151614865265j),(8.571282370999844+5.087550995362662j),(0.11059911244753522+0.00999630071242598j),(0.1163505857048371-0.01892771368083266j),(1.3483369419395534+0.43616403071628146j),(0.004803079329747698-0.3545583023948606j),(2.854077225518108-4.079930461513057j),(-2.282818143370073+0.8842706769475198j),(0.06430488611902384+0.011183524490573893j),(-1.6267530777893071+1.5556085510566942j),(0.9199669220944993+0.8146409603613344j),(0.33904467646789027+0.8847940925179977j),(-0.11549533812972285+0.36589244953951255j),(0.047531742737212286+1.0635958833845403j),(0.8218695205167345-1.0121071431491808j),(1.283227888849587+0.011568042986049559j),(2.1265259102032843-2.2492431301955174j),(1.8793797856368852+1.6944487681751865j)
1.27,(2.1261950536217196-2.214411538272537j),(1.809172601627313+1.659356915856521j),(-2.582840491848536+0.23521272571690255j),(-1.0109948781692608+0.15122953691229357j),(3.985451975485355+5.6080702417794726j),(7.9402424206295645+5.3052985700512885j),(0.11019956304098029+0.011027088959094773j),(0.11692367517223133-0.027258151392750982j),(1.35216947552183+0.4294580115837367j),(0.01089868338723552-0.378192470130314j),(2.6923485531560982-4.122807133721803j),(-2.2807052733073303+0.8969926341185889j),(0.07834061024285706+0.02523558918765728j),(-1.5594719015617495+1.566470928824899j),(0.9202966065840286+0.805049369741386j),(0.3405068274182944+0.8605753889611589j),(-0.10712039251374215+0.36091937995972484j),(0.05100941824410899+1.04451608431672j),(0.8310827199855767-1.016707927009723j),(1.2733690982243813+0.006190149105384013j),(2.1261950536217196-2.214411538272537j),(1.809172601627313+1.659356915856521j)
1.28,(2.1236677585987933-2.1835769203202675j),(1.7445146166794245+1.6247030660441426j),(-2.5716594503101313+0.29999023956696397j),(-1.0054831006758351+0.1749819655997421j),(3.5309569666741685+5.510138323915073j),(7.354495196307815+5.429771024880184j),(0.10971969042515153+0.012076437586739382j),(0.11766736298923759-0.035235628185852054j),(1.3559813782866645+0.4227885553343548j),(0.016908918453278382-0.4012194718426499j),(2.5341759959233707-4.1588622675185976j),(-2.278319928213392+0.9108182975483985j),(0.09192724158081754+0.037934890290910864j),(-1.495445739265518+1.5742194941825183j),(0.9206340465157187+0.7959681141860746j),(0.3417561818765786+0.8376180722824293j),(-0.09941292899373161+0.35620077025549807j),(0.05397614188253045+1.0263593714007493j),(0.8397234829016946-1.0212894622851434j),(1.2639041402813713+0.0007269880165569186j),(2.1236677585987933-2.1835769203202675j),(1.7445146166794245+1.6247030660441426j)
1.29,(2.1192590894153938-2.1564509781913506j),(1.6848915118662746+1.5907057846085675j),(-2.5586777622274464+0.3630290361984978j),(-0.9991880424798336+0.19764839007611965j),(3.135746878297335+5.379919853637183j),(6.822023674960211+5.482255114960495j),(0.10916637963555338+0.013141441211478174j),(0.11857263874213052-0.04286111207907537j),(1.3597693636197559+0.4161465880904542j),(0.022829632943515914-0.42364046613524686j),(2.379746474367956-4.18853739244074j),(-2.2755734835395236+0.925606158510069j),(0.10501777426036875+0.04941538900805724j),(-1.4346187716213783+1.5793109055031427j),(0.9209826514583013+0.7873612297498788j),(0.3428106061319338+0.815856170124919j),(-0.09232950249799428+0.3517269538054578j),(0.05647191197245882+1.0090849421946329j),(0.8478051268877901-1.0258634370257518j),(1.254824913720295-0.004795934954494605j),(2.1192590894153938-2.1564509781913506j),(1.6848915118662746+1.5907057846085675j)
1.3,(2.1132317906777227-2.1327565699064164j),(1.6298339861693365+1.5575262346570633j),(-2.544067464830167+0.4242996516831135j),(-0.9922150209988984+0.2192256986046748j),(2.7953840120037445+5.230659353812063j),(6.345004726722689+5.481220010474247j),(0.10854615416158411+0.01421941361817489j),(0.11963057208633404-0.050136958093621675j),(1.363530251196225+0.4095237940004444j),(0.028656761664199972-0.4454587801472576j),(2.229207500035557-4.212269318821325j),(-2.2723981193874905+0.9412198203782169j),(0.11758164523671101+0.059801637570187964j),(-1.3769012179979498+1.5821486972031635j),(0.9213451656671753+0.7791950576292512j),(0.3436859850915048+0.7952264441461999j),(-0.08582919582583005+0.34748778821004184j),(0.05853324752535661+0.9926523164402768j),(0.8553421488330788-1.0304399708163337j),(1.2461216422908836-0.010355370007579787j),(2.1132317906777227-2.1327565699064164j),(1.6298339861693365+1.5575262346570633j)
1.31,(2.105804920479893-2.1122295510340683j),(1.5789147187451036+1.5252792163994335j),(-2.5279914044315928+0.4837917219315118j),(-0.9846627958512382+0.23972138595841874j),(2.5039604007445893+5.072117331705638j),(5.921853289856337+5.441754857527092j),(0.10786514159598133+0.015307862563364293j),(0.12083236809439481-0.057066906042251724j),(1.3672610179002804+0.40291264098292695j),(0.034386447459017706-0.46668010204893884j),(2.0826675340268728-4.23048623095622j),(-2.268744384484191+0.95752997059297j),(0.1296018024288375+0.06920841795930344j),(-1.3221786263615423+1.5830864104356772j),(0.9217237246645362+0.7714380646465081j),(0.3443965116743372+0.7756680349536668j),(-0.07987340090433245+0.3434727764654067j),(0.060193509645790996+0.9770213160280065j),(0.8623501274308706-1.0350277493086133j),(1.2377830714404976-0.015930366564384568j),(2.105804920479893-2.1122295510340683j),(1.5789147187451036+1.5252792163994335j)
1.32,(2.0971611755508714-2.0946196689476766j),(1.5317449874910514+1.4940421291985277j),(-2.5106016988414273+0.5415117049198548j),(-0.976622735295807+0.259152238309545j),(2.2551593547774207+4.911145498136848j),(5.548833413198081+5.375662558537261j),(0.10712904510509831+0.016404463264773825j),(0.12216941946161616-0.06365607056973949j),(1.3709588473545886+0.39630640086076574j),(0.04001515012274165-0.4873126604231466j),(1.9401970520865222-4.243603817577785j),(-2.2645787200738674+0.9744159236291094j),(0.1410721725334678+0.07774075721177716j),(-1.2703194337931563+1.5824312718745221j),(0.9221199043669264+0.7640606807619377j),(0.34495494333514826+0.7571221438543805j),(-0.07442561726949644+0.339671171068051j),(0.061483194633686546+0.962152041938022j),(0.8688456386827484-1.0396341635342092j),(1.229796650290682-0.021502293274176347j),(2.0971611755508714-2.0946196689476766j),(1.5317449874910514+1.4940421291985277j)
1.33,(2.0874530775490854-2.079690804015895j),(1.4879711890499108+1.4638622303896924j),(-2.4920386197004003+0.5974805930316262j),(-0.9681782190096979+0.27754302865736014j),(2.042888298908895+4.752329281253279j),(5.221189394331047+5.29187960822018j),(0.10634312078682803+0.017507030995209262j),(0.12363335534950325-0.06991092341801833j),(1.3746211776528865+0.38969916343261424j),(0.04553974164405437-0.5073673875954676j),(1.8018302575508878-4.252021594939762j),(-2.25988100312243+0.9917667570988294j),(0.15199550494616576+0.08549420482744312j),(-1.221181031403333+1.5804481166475113j),(0.9225347642359182+0.7570351518357176j),(0.34537282908195543+0.7395317490436961j),(-0.06945126682377278+0.3360720637105064j),(0.06243020137145153+0.9480048504344405j),(0.8748461823590852-1.0442654515339562j),(1.2221486986705743-0.027054836733245106j),(2.0874530775490854-2.079690804015895j),(1.4879711890499108+1.4638622303896924j)
1.34,(2.0768081798007745-2.067220773159807j),(1.4472714192561942+1.4347625070395944j),(-2.4724298543313608+0.6517316753351042j),(-0.9594042522313748+0.29492525379009826j),(1.8616052273980581+4.598573926754042j),(4.933874167707109+5.197001952999573j),(0.10551216089119046+0.018613493187226254j),(0.12521608669052453-0.07583926796715315j),(1.3782457469030223+0.3830858441486379j),(0.05095758702744866-0.526858064293102j),(1.6675673586230557-4.256119546996562j),(-2.254642161172063+1.0094820715386974j),(0.16238155748577585+0.09255528320666896j),(-1.1746145626330522+1.577363342035859j),(0.9229688856816269+0.7503354061116816j),(0.3456607099129268+0.7228413541308599j),(-0.06491752400451699+0.3326644628593309j),(0.0630600753073117+0.934540330406166j),(0.8803701173929602-1.0489268401810625j),(1.2148245593292089-0.03257398121961164j),(2.0768081798007745-2.067220773159807j),(1.4472714192561942+1.4347625070395944j)
1.35,(2.0653334385790334-2.0570008521766834j),(1.4093522129780924+1.4067464237489402j),(-2.45189010189456+0.7043083959203777j),(-0.9503672642517054+0.3113359359093645j),(1.706447215483403+4.45158556663859j),(4.681978295320329+5.095795826880506j),(0.10464048278716545+0.01972186143768604j),(0.12690984781987016-0.08145020617983686j),(1.3818306362174575+0.37646218519165464j),(0.05626661015643309-0.5458014434031758j),(1.5373773112452436-4.256255175191605j),(-2.2488619026365275+1.0274724107941022j),(0.17224558481703756+0.09900204346918318j),(-1.1304686672064028+1.5733687488510075j),(0.923422406736624+0.743936933116194j),(0.34582829524808456+0.7069967671367653j),(-0.06079316058901804+0.3294373611876593j),(0.06339623110258685+0.9217192834256512j),(0.8854366042307424-1.0536226853887116j),(1.2078087357779028-0.03804797164677325j),(2.0653334385790334-2.0570008521766834j),(1.4093522129780924+1.4067464237489402j)
1.36,(2.0531188758670944-2.048835129288476j),(1.373945501060285+1.3798017631855446j),(-2.43052095685682+0.7552623416874742j),(-0.941125063834163+0.3268165048671625j),(1.5732380692343504+4.312235784121249j),(4.460945798742218+4.991634771698108j),(0.10373192347050435+0.020830203778394066j),(0.12870723434039733-0.08675409815117549j),(1.3853743098338587+0.36982474990933467j),(0.061465344392028075-0.5642173510555393j),(1.4112009222629676-4.252761019483918j),(-2.242546596991312+1.0456593840279327j),(0.18160708959380414+0.10490467652404291j),(-1.0885923602633385+1.5686251804411264j),(0.9238950538343463+0.7378166738598771j),(0.34588461765344664+0.6919449083023035j),(-0.05704840445631888+0.3263797945579683j),(0.06346015579473128+0.9095027078210093j),(0.8900655522556802-1.0583566091761833j),(1.2010850164824967-0.04346726185132618j),(2.0531188758670944-2.048835129288476j),(1.373945501060285+1.3798017631855446j)
1.37,(2.040240643404657-2.042539769903751j),(1.3408058142230725+1.3539037364280182j),(-2.4084110334068796+0.8046513816395761j),(-0.931726925018546+0.3414117706865448j),(1.4584462311907203+4.180838220040409j),(4.26668075466265+4.886859621883897j),(0.10278983932317697+0.021936617551092382j),(0.13060123716534885-0.09176251453570479j),(1.3888756521085772+0.3631709106916652j),(0.06655296784490677-0.5821287637614494j),(1.2889542082115613-4.245942684146712j),(-2.2357073298481764+1.0639755322750375j),(0.19048879792176246+0.1103261432115378j),(-1.0488372113276496+1.563265908234036j),(0.9243861713671988+0.7319529213998919j),(0.34583816793419914+0.6776336452180307j),(-0.05365481171922802+0.3234808940098171j),(0.0632715941377144+0.8978517878199329j),(0.8942775705298689-1.0631316323216764j),(1.1946365863377821-0.04882445025081142j),(2.040240643404657-2.042539769903751j),(1.3408058142230725+1.3539037364280182j)
1.3800000000000001,(2.02676358174252-2.037942248742381j),(1.3097077453611439+1.3290175069766765j),(-2.3856362868633134+0.8525379700292196j),(-0.9222137785565119+0.3551689907613555j),(1.3591063797418608+4.057337730605075j),(4.095559244512126+4.783051197678816j),(0.10181711075788877+0.023039203192801415j),(0.13258527271930085-0.09648818218862174j),(1.3923340011987844+0.3564988305346922j),(0.07152932350856965-0.5995618608839032j),(1.1705319112973143-4.236077377713105j),(-2.2283581488665236+1.0823639823395597j),(0.1989158237138181+0.11532279821176943j),(-1.011058963172405+1.5573997405390672j),(0.9248947495619456+0.7263252309676077j),(0.34569701249716783+0.6640116539294966j),(-0.050585151727957016+0.3207299319964008j),(0.06284871761447584+0.8867278886180194j),(0.8980939202553068-1.0679503015560987j),(1.1884461265175037-0.05411420483954488j),(2.02676358174252-2.037942248742381j),(1.3097077453611439+1.3290175069766765j)
1.3900000000000001,(2.0127433535349692-2.034880588071035j),(1.2804436698440607+1.305100244750267j),(-2.362260491773433+0.8989876177103684j),(-0.9126184866284971+0.36813703187635605j),(1.272740249272991+3.9414461251423036j),(3.9444106083933765+4.681239464041381j),(0.10081615131263155+0.024136039201667316j),(0.13465320931077937-0.10094492341704717j),(1.3957491793324954+0.3498074386708206j),(0.07639492468603723-0.6165460522823858j),(1.0558110843520327-4.2234129568514565j),(-2.220514508271208+1.1007779290053457j),(0.20691499016585693+0.1199449907285301j),(-0.9751187077191271+1.5511138505674726j),(0.9254194510911059+0.7209143389922351j),(0.34546889474074854+0.651028304789505j),(-0.047813304526523194+0.31811636392791043j),(0.062208278470460295+0.8760925580430923j),(0.9015364675279727-1.0728148104522326j),(1.1824959039072012-0.059333179429599j),(2.0127433535349692-2.034880588071035j),(1.2804436698440607+1.305100244750267j)
1.4000000000000001,(1.9982282175593151-2.0332026281624143j),(1.2528217160915822+1.2821028037587971j),(-2.3383358408162707+0.9440675297292804j),(-0.90296618123615+0.38036562391291395j),(1.1972810433696812+3.8327362008787818j),(3.8104794766530943+4.582060167217193j),(0.09978892070215789+0.025225158514928698j),(0.13679938971977607-0.10514758928892251j),(1.3991215196569198+0.3430964007723319j),(0.08115094637490625-0.6331139815484653j),(0.9446546691826937-4.208167449106149j),(-2.2121919127130587+1.1191799833743004j),(0.2145142804464948+0.12423763120044234j),(-0.9408837155395208+1.5444763324086672j),(0.9259586367367453+0.715702090456531j),(0.34516132211377437+0.6386335719203604j),(-0.0453141704117983+0.31562986591479214j),(0.06136574999034493+0.865907535325682j),(0.9046276351428002-1.0777271133404114j),(1.1767678513981592-0.06447992298841666j),(1.9982282175593151-2.0332026281624143j),(1.2528217160915822+1.2821028037587971j)
1.41,(1.9832604989545009-2.0327653469605567j),(1.2266639744145953+1.2599710986657764j),(-2.31390363341136+0.9878454024272468j),(-0.8932746495410057+0.3919046997237139j),(1.1310046031731675+3.730704125355081j),(3.6913779274893104+4.485869028641033j),(0.09873694128693646+0.026304526490273223j),(0.13901865006973713-0.10911198749128849j),(1.4024518897514533+0.3363660843436066j),(0.08579920348679436-0.6493015058131828j),(0.8369150064614819-4.190529019167191j),(-2.2034047554864133+1.1375414210622j),(0.22174239348176636+0.12824071789711206j),(-0.9082279975642135+1.537538501713275j),(0.9265103903355267+0.7106713741070056j),(0.344781640386287+0.6267779652170719j),(-0.043063591300683504+0.31326036945655744j),(0.0603354541298634+0.856134767339571j),(0.90739035239608-1.082689031737883j),(1.1712436403529907-0.06955478387001131j),(1.9832604989545009-2.0327653469605567j),(1.2266639744145953+1.2599710986657764j)
1.42,(1.9678778018064305-2.0334342393620304j),(1.2018049298406972+1.2386472404395805j),(-2.2889950277945843+1.0303883699651162j),(-0.8835547522682804+0.4028038140659382j),(1.072470271408961+3.634810888647565j),(3.585037569208859+4.392825105113846j),(0.09766131738655215+0.0273720206406254j),(0.14130633507632853-0.11285480526586823j),(1.4057417119890165+0.32961752000508093j),(0.0903421169595554-0.6651476536477898j),(0.7324372290036169-4.170656337198277j),(-2.194165341759848+1.155841359338535j),(0.22862838425908716+0.13198982059263234j),(-0.8770326622141035+1.5303369624031649j),(0.9270725431596056+0.7058060651090879j),(0.3443370965888317+0.6154124838676011j),(-0.04103828365159689+0.31099809368892295j),(0.059130677519110914+0.8467364325415373j),(0.9098480020203249-1.0877023529173246j),(1.1659047465510124-0.07455981067937406j),(1.9678778018064305-2.0334342393620304j),(1.2018049298406972+1.2386472404395805j)
1.43,(1.952114002320537-2.0350827618044263j),(1.1780901036566271+1.2180704791420447j),(-2.2636318350286317+1.071762088026986j),(-0.8738108639996078+0.413111633560378j),(1.0204713394560034+3.544509572223922j),(3.4896652493843643+4.302951587235861j),(0.09656275684429277+0.028425412231186005j),(0.14365830978427402-0.1163935279780071j),(1.408992981025131+0.32285235943554963j),(0.0947826689677677-0.6806945630829572j),(0.6310625031042675-4.148679305172124j),(-2.184483084446782+1.1740658874363963j),(0.23520137129260082+0.13551652087227495j),(-0.847186118177357+1.5228954628572573j),(0.9276426978255425+0.7010909747882039j),(0.3438348919979503+0.6044885903893789j),(-0.039215782710921084+0.30883357568138964j),(0.057763776771052794+0.8376749727131281j),(0.9120243635711287-1.0927689203632398j),(1.160732510888691-0.07949865144548204j),(1.952114002320537-2.0350827618044263j),(1.1780901036566271+1.2180704791420447j)
1.44,(1.936000054243918-2.0375918444675984j),(1.155374888193811+1.1981779921022233j),(-2.2378273378120896+1.112029941327952j),(-0.8640413266641259+0.42287548927911783j),(0.9739939953185193+3.459262766980922j),(3.403703507047144+4.21617984726594j),(0.09544159424306642+0.02946234980718102j),(0.14607096791880012-0.11974635389528575j),(1.4122082787851555+0.3160728307775478j),(0.09912434854401637-0.6959874022273634j),(0.5326310939496053-4.1247000974580805j),(-2.1743638585405973+1.1922071694595153j),(0.24149029675667905+0.13884881026035628j),(-0.8185841622063066+1.5152265654588948j),(0.9282182517716139+0.6965118071316192j),(0.3432822264701774+0.5939582041833694j),(-0.037574397862323465+0.3067576991670129j),(0.056246273957525746+0.8289131324870214j),(0.9139435527630767-1.0978907159760087j),(1.1557081960511064-0.0843764527035566j),(1.936000054243918-2.0375918444675984j),(1.155374888193811+1.1981779921022233j)
1.45,(1.9195646327670775-2.040849470956591j),(1.133523559613351+1.1789055478489507j),(-2.2115871209366675+1.1512523612546615j),(-0.8542389097584082+0.4321409836489138j),(0.932183649530363+3.3785533510145274j),(3.325796223627062+4.132381250956617j),(0.09429781517970874+0.030480344682048667j),(0.14854123698973803-0.12293210576490592j),(1.4153907874038025+0.3092816923229249j),(0.10337108898727027-0.711074275366504j),(0.4369852405994062-4.098794474394614j),(-2.163809499023406+1.2102625347998792j),(0.2475237273113838+0.14201144844565833j),(-0.7911299823284974+1.5073331526842484j),(0.9287964203015621+0.6920551217440429j),(0.3426863353522215+0.5837737135887744j),(-0.03609317884640367+0.3047617219846024j),(0.05458894305334742+0.820414006524448j),(0.9156299564202037-1.1030699339846592j),(1.1508130402887866-0.08919975999869834j),(1.9195646327670775-2.040849470956591j),(1.133523559613351+1.1789055478489507j)
1.46,(1.9028346386962234-2.0447503235694247j),(1.1124084538814438+1.1601880698745897j),(-2.184909903759229+1.1894862403405224j),(-0.844391272761177+0.4409516437948675j),(0.8943174930502725+3.301890841395528j),(3.2547593352612574+4.0513900515056465j),(0.09313108102469489+0.03147675837939059j),(0.15106658029425243-0.12597013978483007j),(1.4185443006452463+0.3024821852831997j),(0.1075271984538886-0.7260061177616348j),(0.3439718334645884-4.071013331602316j),(-2.152817427665052+1.2282335669176685j),(0.2533296858374093+0.14502628456945282j),(-0.7647340994861261+1.499209791456807j),(0.9293742591587913+0.6877083029534309j),(0.3420545201190129+0.5738880053840667j),(-0.03475189258984691+0.30283730241985524j),(0.052801888095940865+0.8121410940968834j),(0.9171081628643935-1.108309046623254j),(1.1460283093344583-0.09397642121825472j),(1.9028346386962234-2.0447503235694247j),(1.1124084538814438+1.1601880698745897j)
1.47,(1.885835581107065-2.0491954909570076j),(1.0919092916147966+1.1419601192865925j),(-2.157788368078367+1.2267844311711473j),(-0.8344814268541472+0.4493486141557076j),(0.8597822305979872+3.2288148353754127j),(3.189556180877024+3.9730197862905157j),(0.09194075362648502+0.03244879198852467j),(0.15364499596867223-0.12888025256335092j),(1.421673234395219+0.29567798641374854j),(0.11159728510191719-0.7408365826450655j),(0.253444892530427-4.041384452753494j),(-2.141380394988393+1.2461251978389896j),(0.25893550620151895+0.14791254493888334j),(-0.7393142645933612+1.4908439755699816j),(0.9299486865682791+0.6834595347533411j),(0.34139417381254805+0.5642545106247103j),(-0.03353101033755012+0.3009765245452343j),(0.05089461376197378+0.8040583607140068j),(0.9184028877115489-1.1136108617141456j),(1.1413353473803325-0.09871549403757834j),(1.885835581107065-2.0491954909570076j),(1.0919092916147966+1.1419601192865925j)
1.48,(1.8685918538491255-2.0540922340146976j),(1.0719126379258037+1.1241563114362503j),(-2.130209977330804+1.2631953186014975j),(-0.8244881944227709+0.4573703821071281j),(0.8280560650271299+3.1588965706353043j),(3.1292769448491375+3.8970749350164007j),(0.09072591946312848+0.03339347736338733j),(0.15627501324124596-0.13168258665608254j),(1.4247826368675314+0.28887316120514545j),(0.11558617809241188-0.7556219241226924j),(0.16526784787136067-4.009914438890233j),(-2.129486325220001+1.263944812869115j),(0.26436770482263894+0.15068709071575132j),(-0.7147953231168052+1.4822172637839977j),(0.9305165046629846+0.6792977812459888j),(0.3407128022720895+0.5548272656362948j),(-0.03241170471891235+0.2991719225783612j),(0.04887608902287075+0.7961303063304532j),(0.9195388951799734-1.1189785723859467j),(1.1367156279124835-0.10342715862241675j),(1.8685918538491255-2.0540922340146976j),(1.0719126379258037+1.1241563114362503j)
1.49,(1.8511269190603843-2.059353805107425j),(1.0523114837583587+1.106711678501984j),(-2.1021577850622664+1.2987624557353639j),(-0.8143866659038245+0.46505253137455727j),(0.7986941475132522+3.0917392985083083j),(3.0731216311275205+3.8233591148614225j),(0.08948541279702497+0.03430767006821625j),(0.15895568603613328-0.13439753525915998j),(1.427878199206196+0.28207211828245116j),(0.11949884564592927-0.7704208798516858j),(0.07931562541711562-3.9765907927326083j),(-2.1171182540148554+1.2817013678371936j),(0.26965186423804266+0.1533646491663269j),(-0.6911090553596685+1.4733063288695285j),(0.9310744201964104+0.6752127722174015j),(0.34001804205997355+0.5455609868959634j),(-0.031375856302040706+0.29741650420517357j),(0.04675480450671948+0.7883220395563904j),(0.9205409151380403-1.1244157992360229j),(1.132150805068344-0.10812263657118759j),(1.8511269190603843-2.059353805107425j),(1.0523114837583587+1.106711678501984j)
1.5,(1.8334634091803383-2.0648993151575903j),(1.0330049354567037+1.089561987587273j),(-2.0736112321998403+1.333524255877127j),(-0.8041486543873277+0.4724275191528098j),(0.7713168377519496+3.0269779331600946j),(3.02038603150498+3.7516807383377047j),(0.08821783745038697+0.03518804395117135j),(0.1616865840749303-0.137045646623568j),(1.4309662671912684+0.27527956556791383j),(0.12334031121248835-0.7852945574671112j),(-0.004523459336789756-3.9413841413726565j),(-2.1042543509904537+1.2994045196958568j),(0.2748125251093341+0.15595802198348283j),(-0.6681939975153233+1.4640839304924442j),(0.9316190644323404+0.6711949934346916j),(0.33931767589705997+0.5364111584375453j),(-0.030406069098945738+0.29570377274722753j),(0.044538824164167934+0.7805993571921366j),(0.9214335562291239-1.129926625327698j),(1.1276227660498976-0.1128141169029843j),(1.8334634091803383-2.0648993151575903j),(1.0330049354567037+1.089561987587273j)
