t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B01_A_0000
0.93,(-1.5800445054144207e-15+9.214671549580474e-15j),(-1.0477046127835738e-14-3.722619003095753e-14j),(6.338847909658193e-17+4.9382124912478046e-17j),(-3.422464414186188e-05-0.0006359706598274364j),(-2.0190964600320403e-10+3.996580732324365e-10j),(-2.319283331463684e-22+2.4597355111248556e-22j),(3.766308327423508e-14-1.7656897343377143e-15j),(2.9366971639667885e-15+2.7203404380718187e-15j),(-1.5325765712297327e-14-3.3558361726397444e-14j),(3.969553210059282e-09-3.979779724075312e-08j),(-1.75617449492563e-15+9.108783362597145e-15j)
0.9400000000000001,(3.426716855619398e-15+3.0796416217303003e-15j),(-3.871398202824516e-15-3.1326756914172616e-14j),(3.736636067604448e-17+1.2077324007100169e-17j),(-0.00021001123080322792-0.0006810357184666606j),(-2.7612967832145416e-10+4.693363072809117e-10j),(-3.426816332096941e-22-1.7339290679146806e-22j),(2.4077578210267795e-14+1.5299658947999346e-14j),(5.8848716399033024e-15+8.315783771977732e-15j),(-6.135297541426444e-15-7.299040417978644e-14j),(-1.5134563155690604e-08-3.64405786701615e-08j),(3.3365296072053004e-15+3.1251489260995527e-15j)
0.9500000000000001,(2.1831612816703798e-15-7.960823556674189e-16j),(8.39941151744232e-16-2.5626261531060664e-14j),(1.8412147114774822e-17-9.401205489371004e-19j),(-0.0004115231333234585-0.0006802223249518888j),(-3.659112402118864e-10+5.441863389571159e-10j),(7.250550111789325e-23-4.45787801163927e-22j),(7.597146436421156e-15+2.0328423628836593e-14j),(1.0570514189716949e-14+2.2510234803600045e-14j),(3.2689237399508195e-14-1.402342350327479e-13j),(-3.032720009224248e-08-2.4589556124172695e-08j),(2.1820552605399176e-15-7.452463320055522e-16j)
0.96,(8.155832297889304e-17-1.2101845013118613e-15j),(3.922399045771883e-15-2.0364755605111683e-14j),(7.545260122898507e-18-3.464095094771012e-18j),(-0.0006269500221769245-0.0006230849489279305j),(-4.721368745605037e-10+6.230790495607181e-10j),(5.396524147586139e-22-9.225490362312807e-23j),(-5.3095955651768896e-15+1.5773571444205657e-14j),(1.6660564436512507e-14+5.587384945777668e-14j),(1.3701622742089254e-13-2.4399592348898704e-13j),(-3.809636884168265e-08-7.069540349595381e-09j),(1.0554895262267779e-16-1.1989245426158732e-15j)
0.97,(-6.067702909864814e-16-2.650111965093199e-16j),(5.6750960520587575e-15-1.573076842391178e-14j),(2.4246481507748864e-18-2.6364264625210977e-18j),(-0.0008406400229227209-0.0005022714895571753j),(-5.951470491012029e-10+7.045932637579161e-10j),(3.4209097294460702e-22+5.889783492913901e-22j),(-1.1150167463862208e-14+6.502324729731119e-15j),(2.1620124884538818e-14+1.2967049982616694e-13j),(3.7205173701562836e-13-3.8710059916602754e-13j),(-3.666228836664454e-08+1.1964540318673492e-08j),(-5.965696091506929e-16-2.752511877547677e-16j)
0.98,(-2.435611230483264e-16+2.955676407322619e-16j),(6.41659504435832e-15-1.1847153401441617e-14j),(4.757977264838714e-19-1.4008544806946308e-18j),(-0.001033945299961443-0.00031489877618821074j),(-7.346163518270783e-10+7.870653447559163e-10j),(-5.302614740586713e-22+6.84387087991327e-22j),(-9.900166206391888e-15-2.2753595561802488e-15j),(1.7878037676019126e-14+2.84864787411776e-13j),(8.505986316244953e-13-5.555481783118954e-13j),(-2.6412291207311885e-08+2.8004598102226966e-08j),(-2.4763945595863656e-16+2.8827214919612713e-16j)
0.99,(1.463997936397642e-16+1.8705781213469202e-16j),(6.466392187887672e-15-8.762733054493762e-15j),(-6.463855126254163e-20-5.811854192538092e-19j),(-0.0011865622008510829-6.367990148708634e-05j),(-8.894570211094089e-10+8.686639131304246e-10j),(-1.0863711306104368e-21-2.699586620328518e-22j),(-4.2986804839772755e-15-6.915542256100801e-15j),(-1.204217344224509e-14+5.97412950270036e-13j),(1.7607703302712664e-12-6.985817904157209e-13j),(-9.813020168501303e-09+3.7261987515479905e-08j),(1.414340774684424e-16+1.8855149059727862e-16j)
1.0,(1.4043584371691962e-16-7.608961609226104e-17j),(6.122540305524824e-15-6.4501098134538715e-15j),(-1.2014690972418648e-19-1.8556702404211665e-19j),(-0.0012782855102556553+0.00024237819373327835j),(-1.0577667328386736e-09+9.474851076244723e-10j),(-2.962615712694529e-22-1.4357731700648927e-21j),(1.753598140211041e-15-6.43899733126223e-15j),(-1.030040472637054e-13+1.2033201905960432e-12j),(3.4078849212655653e-12-6.948648444161699e-13j),(9.183271263044127e-09+3.756739985123522e-08j),(1.408700563457818e-16-7.262647127930784e-17j)
1.01,(-4.207711193704668e-17-1.097327123892854e-16j),(5.629288060955526e-15-4.8142424008424485e-15j),(-7.014353232253619e-20-3.8456681075799416e-20j),(-0.0012910300541979496+0.000587866864320128j),(-1.236897551059587e-09+1.021630338923105e-09j),(1.5035048463145135e-21-1.2215343710010793e-21j),(5.051035162030088e-15-2.453415693970505e-15j),(-3.174233955302809e-13+2.3383236704052833e-12j),(6.2778689061123146e-12-2.984132002620468e-13j),(2.6088741487440574e-08+2.887270404390569e-08j),(-3.950485125324123e-17-1.097188134687248e-16j)
1.02,(-9.208484481710521e-17+2.4307605709217882e-17j),(5.231187580271452e-15-3.721292538811866e-15j),(-2.7712500943623916e-20+8.65974683163313e-22j),(-0.0012109002280168042+0.0009515317659062222j),(-1.4233938140869123e-09+1.0892903820289865e-09j),(2.391670334916965e-21+9.511560599333937e-22j),(4.428884841623742e-15+2.023516049323296e-15j),(-7.571270078527292e-13+4.398495800218545e-12j),(1.1134212859598092e-11+9.443312862022265e-13j),(3.6947829053225455e-08+1.3235108924817467e-08j),(-9.184919678718163e-17+2.2231649799542138e-17j)
1.03,(1.3260568157748771e-17+8.425078230513005e-17j),(5.091390276838248e-15-2.9489479808907868e-15j),(-7.543466635648255e-21+5.285322024487699e-21j),(-0.0010300870322496906+0.001307522885728957j),(-1.6131085765385733e-09+1.148884679982061e-09j),(5.527970140693718e-22+3.3834519480181512e-21j),(1.0248843820155548e-15+4.24342347981871e-15j),(-1.57393030484943e-12+8.029120113376295e-12j),(1.9166040622549343e-11+3.8161591364430175e-12j),(3.925566293876634e-08-5.704109008678259e-09j),(1.1427099687374277e-17+8.385175955322483e-17j)
1.04,(8.42892123567206e-17-3.675143145378503e-18j),(5.2422240428787525e-15-2.2370025220960853e-15j),(-9.270404552499598e-22+2.783503605701944e-21j),(-0.0007483507940300671+0.001627272541077519j),(-1.8014053760777585e-09+1.199158335369061e-09j),(-3.396963410907085e-21+3.0515229697694124e-21j),(-2.577803349488788e-15+3.133574158578362e-15j),(-2.9730010622895986e-12+1.4249809314756176e-11j),(3.2214414717074866e-11+9.59903351792119e-12j),(3.250498718484494e-08-2.3603387258275788e-08j),(8.369300903176721e-17-1.910525116616976e-18j)
1.05,(8.752324524086102e-18-9.141065418429371e-17j),(5.587902324158174e-15-1.3553819294259368e-15j),(3.387730082478327e-22+8.299513172343483e-22j),(-0.00037387870933373076+0.001881842683383603j),(-1.983378218794497e-09+1.2392520460418623e-09j),(-5.8936178966496036e-21-1.4465560558745681e-21j),(-3.9118757326646995e-15-2.272540143939745e-16j),(-5.199386975832353e-12+2.4623007085512884e-11j),(5.3116535931660765e-11+2.029933503364784e-11j),(1.8242930839858086e-08-3.643732373918825e-08j),(1.057300962679938e-17-9.050061996970543e-17j)
1.06,(-1.0508607709629418e-16-2.968846007843568e-17j),(5.935401305924235e-15-1.589609285286949e-16j),(2.4329007411579127e-22+9.978646324245473e-23j),(7.66282918760829e-05+0.002044520829319273j),(-2.154101986987037e-09+1.2687404369640786e-09j),(-3.0146685306950327e-21-7.446671384761671e-21j),(-2.1007916097542798e-15-3.3294917169471194e-15j),(-8.493990984200189e-12+4.147055371492655e-11j),(8.622324468926275e-11+3.892699790080805e-11j),(-3.521291079731379e-10-4.139420950313184e-08j),(-1.0363072296320494e-16-3.163627878008942e-17j)
1.07,(-6.837619690495966e-17+1.2278442949787299e-16j),(6.044168403809534e-15+1.378882763158322e-15j),(6.496917034172972e-23-3.589431161187008e-23j),(0.0005787021512155971+0.0020933984556805838j),(-2.3088928126895424e-09+1.2876353250643562e-09j),(5.3926537538136574e-21-9.101370557780131e-21j),(1.567570295698682e-15-3.807048892499225e-15j),(-1.3001596692339624e-11+6.81386396522612e-11j),(1.3816351896849604e-10+6.981025407436475e-11j),(-1.9244338050031178e-08-3.7448175434789356e-08j),(-7.039850388872741e-17+1.2037582230700142e-16j)
1.08,(1.3447570271037062e-16+1.3927727475507958e-16j),(5.683851026355841e-15+3.1579723836277456e-15j),(1.1456093022928533e-24-2.022760956042755e-23j),(0.0011016549546811639+0.002013655057363512j),(-2.4435564983391155e-09+1.2963546104129118e-09j),(1.370626154990787e-20-1.9449120634345266e-21j),(4.363245815900689e-15-1.0173738031896882e-15j),(-1.8611054770270388e-11+1.0930554681634285e-10j),(2.1894758761404795e-10+1.188983710144632e-10j),(-3.445894544812042e-08-2.5494709615135474e-08j),(1.3047388453036107e-16+1.4099813292580026e-16j)
1.09,(2.593587719806397e-16-1.1105684794559484e-16j),(4.6892042059791095e-15+4.968083431742045e-15j),(-4.7694769048611434e-24-2.525220331223048e-24j),(0.0016108001849018663+0.001799295596908363j),(-2.554604240203142e-09+1.2956614954647392e-09j),(1.3399871587895338e-20+1.2001973834155896e-20j),(3.829772641429784e-15+3.317896599598556e-15j),(-2.4706957139614083e-11+1.7131988925467306e-10j),(3.4351268267854863e-10+1.9395931515021395e-10j),(-4.292257959155471e-08-8.053506381070367e-09j),(2.5965084143315253e-16-1.0467813999169303e-16j)
1.1,(1.3328500999359481e-17-4.2965641386590977e-16j),(3.0027145883192287e-15+6.526701933429185e-15j),(-9.931392126954829e-25+1.0204742245547558e-24j),(0.0020701420926696862+0.0014541455235742452j),(-2.639418531988049e-09+1.286581967477455e-09j),(-1.9946963225326602e-22+2.320014843381654e-20j),(-4.3063338717486594e-16+5.928754999811997e-15j),(-2.98129163114308e-11+2.625506403734635e-10j),(5.338141420113628e-10+3.045154385400151e-10j),(-4.304261426445315e-08+1.135488037638443e-08j),(2.23957835773081e-17-4.2596655630291617e-16j)
1.11,(-5.807683125639879e-16-3.4828971375381354e-16j),(6.980349006202337e-16+7.530766927010616e-15j),(2.366612586386192e-25+2.9788362409253764e-25j),(0.0024452734437326647+0.0009919879564259004j),(-2.6963576248430392e-09+1.2703104635063348e-09j),(-2.2035295379147132e-20+1.9903943544109035e-20j),(-6.005053102008932e-15+3.9983382886190735e-15j),(-3.1108009085164516e-11+3.9372476575421386e-10j),(8.215383549784628e-10+4.612791037048744e-10j),(-3.492402187009404e-08+2.8987665492253704e-08j),(-5.686877571648196e-16-3.5803712561171585e-16j)
1.12,(-9.841088017391503e-16+4.730143664075159e-16j),(-2.019335182023413e-15+7.713588258387813e-15j),(8.053966539420084e-26-6.891928903231794e-26j),(0.002706199852253347+0.00043582080871872216j),(-2.7247934602009364e-09+1.2481141400338875e-09j),(-3.7612205887020957e-20-2.728112115540959e-21j),(-8.624661469402033e-15-2.673372374467445e-15j),(-2.3798624669585818e-11+5.782234536286502e-10j),(1.2514497562074685e-09+6.747581719236827e-10j),(-2.0217428286549326e-08+4.1628102166224737e-08j),(-9.866391200333871e-16+4.479436399672914e-16j)
1.1300000000000001,(-3.650495999771756e-16+1.748406614771838e-15j),(-4.834050958228283e-15+6.8977149760466186e-15j),(-2.51510705875286e-26-1.966305542726441e-26j),(0.0028298204172686105-0.00018369493751786595j),(-2.7250846358039653e-09+1.2212452309559478e-09j),(-3.102230458433183e-20-3.600872008778398e-20j),(-4.615688135334057e-15-1.0656496282525838e-14j),(-3.268079851236797e-13+8.323019935344821e-10j),(1.8852689501620924e-09+9.526125843521206e-10j),(-1.6755194791747473e-09+4.714930261053932e-08j),(-4.004654551456968e-16+1.7267583284018406e-15j)
1.1400000000000001,(1.7626295209791266e-15+2.3550097491177447e-15j),(-7.362123650564798e-15+5.035461068732737e-15j),(-3.320440957362675e-27+1.0286958930777458e-26j),(0.0028018363631349746-0.0008304427425837303j),(-2.6984918425380765e-09+1.1908688829866812e-09j),(3.388947959231591e-21-5.936635717371784e-20j),(6.280447273891572e-15-1.3940534357043376e-14j),(5.060634136348769e-11+1.1751883110523727e-09j),(2.805804563090959e-09+1.295280611050426e-09j),(1.7452373314253604e-08+4.4802199703411596e-08j),(1.6969501549887182e-15+2.375668532717956e-15j)
1.1500000000000001,(4.795736059418013e-15+7.000261450548264e-16j),(-9.205105541113152e-15+2.2308632375692682e-15j),(4.213492684999874e-27-7.198962235070585e-28j),(0.002617924840737846-0.001465499877139786j),(-2.647047656925227e-09+1.158011056827101e-09j),(5.333699903179237e-20-5.110942069601963e-20j),(1.9302397580880442e-14-6.984071371325302e-15j),(1.4522456685153007e-10+1.6289979086180275e-09j),(4.1208282054344765e-09+1.6893873008161035e-09j),(3.404335045227599e-08+3.520944406199144e-08j),(4.743246957572054e-15+8.015252790151212e-16j)
1.16,(6.6599791409847934e-15-4.337688154282007e-15j),(-1.0009333676056838e-14-1.2603091480567912e-15j),(-1.3892892049531158e-27-1.4908210007696804e-27j),(0.0022840944156365135-0.0020499806892721423j),(-2.573395218177673e-09+1.1235280871614666e-09j),(9.111872858010298e-20-2.9465633155094448e-21j),(2.5558445826902375e-14+1.1412177091093759e-14j),(3.0608351183106827e-10+2.218377117883978e-09j),(5.965904866871749e-09+2.0985330797277003e-09j),(4.561790973564917e-08+2.011133823930161e-08j),(6.70683022781376e-15-4.154823279495284e-15j)
1.17,(4.166257518125748e-15-1.2230719297807756e-14j),(-9.521789282963602e-15-5.052694844424937e-15j),(-2.099150105221852e-28+1.1784898111856797e-27j),(0.0018162215791251639-0.002547820427977181j),(-2.480611094831309e-09+1.0880967741736292e-09j),(8.681430132006836e-20+7.047916595338048e-20j),(1.5672152662194802e-14+3.5296651585611255e-14j),(5.636954080884437e-10+2.969754561174115e-09j),(8.505103000627108e-09+2.4512698601419415e-09j),(5.0670550714450334e-08+1.952033263279036e-09j),(4.412624970917666e-15-1.2043977174841147e-14j)
1.18,(-5.813665558266036e-15-1.992607222546355e-14j),(-7.634799253173095e-15-8.672788572445897e-15j),(7.708444593107175e-28-4.15165146559847e-28j),(0.0012388440501896482-0.0029282675239122023j),(-2.37202675736922e-09+1.0522217821535519e-09j),(2.5990501586656723e-20+1.338858897165164e-19j),(-1.48785640829334e-14+5.1618728176806366e-14j),(9.583228382259725e-10+3.910050081986363e-09j),(1.192826089645398e-08+2.6264266129904837e-09j),(4.878565422641432e-08-1.6590851523517817e-08j),(-5.313619353023869e-15-1.9911141703428383e-14j)
1.19,(-2.463194247054615e-14-2.1769864674456028e-14j),(-4.413679262264538e-15-1.161439733140399e-14j),(-7.291238251368037e-28-3.2245451650718242e-28j),(0.0005833487436623093-0.0031678948734334697j),(-2.251061063550853e-09+1.0162561975668354e-09j),(-7.768674631473382e-20+1.4612828921033352e-19j),(-6.084478079994121e-14+4.399044992732323e-14j),(1.5418152493985918e-09+5.064676796486183e-09j),(1.644334339920276e-08+2.4364631079476777e-09j),(4.0557102652858456e-08-3.3039655324927294e-08j),(-2.3947525268479133e-14-2.2180255298068677e-14j)
1.2,(-5.015536601256452e-14-1.0480996864005918e-14j),(-1.0901081613138492e-16-1.3403403358454482e-14j),(1.791470176703051e-28+8.774635776204318e-28j),(-0.00011426516016593076-0.0032519954478478635j),(-2.121092007933054e-09+9.804116977811141e-10j),(-1.826235965283848e-19+8.122280088328946e-20j),(-1.0512606491491575e-13-4.782311472203883e-16j),(2.3789456439232485e-09+6.454744601258181e-09j),(2.2262488223343104e-08+1.6104994405041407e-09j),(2.736277807511518e-08-4.544659647705892e-08j),(-4.95485505916299e-14-1.1576910444099465e-14j)
1.21,(-7.56650483076515e-14+2.0939191951603924e-14j),(4.86378253886905e-15-1.3665371366761141e-14j),(8.95334294569543e-28-8.303692795458985e-28j),(-0.0008158434361847707-0.003175303701786544j),(-1.9853458606539675e-09+9.447501949798848e-10j),(-2.3407664485396664e-19-5.444368959933192e-20j),(-1.2123200460639089e-13-8.329100714827338e-14j),(3.5484513170353675e-09+8.093251137035242e-09j),(2.9580776383708572e-08-2.2209126409550877e-10j),(1.1059592844629152e-08-5.258435450207994e-08j),(-7.562206822454276e-14+1.9006932987035064e-14j)
1.22,(-8.980905104559053e-14+7.679487865427451e-14j),(9.972374267496298e-15-1.2180161650440914e-14j),(-1.841742763319196e-27-7.199969194617533e-28j),(-0.0014835587023445517-0.00294202772334639j),(-1.8467624434718345e-09+9.092756489645349e-10j),(-1.8799487606136977e-19-2.17891032587898e-19j),(-8.062109300459462e-14-1.886704603040599e-13j),(5.143271896526822e-09+9.980628796237542e-09j),(3.8546910944226165e-08-3.5438759037662827e-09j),(-6.334724103049358e-09-5.3996933982082304e-08j),(-9.101107786641363e-14+7.412424573098279e-14j)
1.23,(-7.774829421467185e-14+1.5638425567037075e-13j),(1.4625933809891536e-14-8.91318279382832e-15j),(-1.4141948490373293e-28+3.702607864919628e-27j),(-0.002082230481362418-0.0025652456566232526j),(-1.7079296527335255e-09+8.739737643447911e-10j),(-3.360691257832736e-20-3.4164498458536976e-19j),(3.682989552454398e-14-2.82376974102309e-13j),(7.269445238235737e-09+1.2099698496003492e-08j),(4.922628409220944e-08-8.954503500885578e-09j),(-2.2921067465162717e-08-4.9933012392332405e-08j),(-8.097165417097966e-14+1.5345303272729293e-13j)
1.24,(-2.3303821726934377e-14+2.5236692426233877e-13j),(1.8239242230882094e-14-4.024119216459805e-15j),(7.698196144945673e-27-1.288885882453563e-27j),(-0.002581332332469213-0.002065763769524786j),(-1.5710509380218233e-09+8.388329369242198e-10j),(1.953531687677457e-19-3.5824456839892857e-19j),(2.322129715885386e-13-3.165509914289565e-13j),(1.0043539704817936e-08+1.4410343299633211e-08j),(6.155786690633033e-08-1.71658890648693e-08j),(-3.712657416550219e-08-4.119791662003297e-08j),(-2.925721584853752e-14+2.5012219891321236e-13j)
1.25,(8.83397349501133e-14+3.5020054963068807e-13j),(2.0294255457703905e-14+2.145524913457698e-15j),(-4.105793789501215e-27-1.7468778235681855e-26j),(-0.002956575964359943-0.0014705609020760754j),(-1.4379365359319475e-09+8.038579094336275e-10j),(4.2632232988395317e-19-2.278163241010274e-19j),(4.801411271226842e-13-2.4009925650446026e-13j),(1.3588389576349506e-08+1.6844400071826237e-08j),(7.530753288291345e-08-2.898442268994089e-08j),(-4.7827194586903615e-08-2.8964696826154767e-08j),(7.921842249111296e-14+3.5008086609342985e-13j)
1.26,(2.679301647557725e-13+4.28763476291911e-13j),(2.039278570174489e-14+9.103012812196387e-15j),(-4.3243127375307874e-26+6.70667438650912e-27j),(-0.003191005738113426-0.0008109607791231292j),(-1.3100138662819518e-09+7.690767701704405e-10j),(5.692261128023594e-19+4.197191831487209e-20j),(7.270889606336137e-13-1.2438740688571713e-14j),(1.8027109140987666e-08+1.9301324591695116e-08j),(9.00216027616879e-08-4.5278012825648324e-08j),(-5.4388664837854614e-08-1.4580376001383401e-08j),(2.5568562047763733e-13+4.3264128395883853e-13j)
1.27,(5.19958257497679e-13+4.62009762063658e-13j),(1.8295698433447746e-14+1.6248479324974616e-14j),(-6.90671957530817e-27+1.1010610409409763e-25j),(-0.003275579853102925-0.00012067586272512657j),(-1.1883523163734395e-09+7.345424628917589e-10j),(5.462034299412776e-19+3.9129503100439276e-19j),(8.966761133453889e-13+3.8264738801227193e-13j),(2.3475557811327513e-08+2.1645203959387005e-08j),(1.0498533159598672e-07-6.692693592918122e-08j),(-5.664061543509036e-08+6.055260570181966e-10j),(5.053045937982609e-13+4.720573673123338e-13j)
1.28,(8.41343142230308e-13+4.213060965523728e-13j),(1.3945986913527507e-14+2.29271196563717e-14j),(2.5781215407174512e-25+1.1271184286747316e-25j),(-0.0032092527319878745+0.000566142816602902j),(-1.0736978678553539e-09+7.003302270059078e-10j),(3.1962669250635237e-19+7.209267523120656e-19j),(9.012886293556824e-13+9.2643016397624e-13j),(3.003362893322383e-08+2.3703631996000168e-08j),(1.191915929684082e-07-9.475898924688956e-08j),(-5.480415622079653e-08+1.5373795592364008e-08j),(8.257979263044493e-13+4.398020775088433e-13j)
1.29,(1.2211430170675032e-12+2.7801081124044814e-13j),(7.47502626917825e-15+2.8483916802970456e-14j),(5.524078335519173e-25-4.5174277748070025e-25j),(-0.0029986042668763094+0.0012167332347995396j),(-9.665135266774037e-10+6.665324069477557e-10j),(-9.075831740509254e-20+9.184422091866416e-19j),(6.578966207108005e-13+1.5605817834129053e-12j),(3.7775907285389706e-08+2.5268831244879973e-08j),(1.3132501403559854e-07-1.294711748973665e-07j),(-4.9394029154170496e-08+2.8723292987148594e-08j),(1.2070910123893232e-12+3.071129601604919e-13j)
1.3,(1.6412374771996065e-12+5.872219040587685e-15j),(-8.069855863892512e-16+3.231584178429631e-14j),(-1.764568262965374e-25-1.7677723754619885e-24j),(-0.0026570844013447965+0.0018013340822937687j),(-8.670221787646462e-10+6.332519258373728e-10j),(-6.06824687811526e-19+8.898505896873422e-19j),(1.0499306225985074e-13+2.189760233072961e-12j),(4.674235684065955e-08+2.610121493527212e-08j),(1.3976620888856212e-07-1.715418775013305e-07j),(-4.1113760373997124e-08+3.991523742003017e-08j),(1.631919071823687e-12+4.738633265618876e-14j)
1.31,(2.07777199243764e-12-4.1708034224801194e-13j),(-1.0434064745706033e-14+3.3917374682897595e-14j),(-3.579824388676071e-24-2.3865713798345104e-24j),(-0.0022039557767758984+0.002294513260776j),(-7.752492134016826e-10+6.005954783028889e-10j),(-1.1072774328659395e-18+5.875242483059382e-19j),(-7.825900890241532e-13+2.691202236444888e-12j),(5.692974251009539e-08+2.5935359724326575e-08j),(1.4261955997425598e-07-2.211390103016884e-07j),(-3.0757725153120586e-08+4.8480765946992374e-08j),(2.0772028888714656e-12-3.619087512479837e-13j)
1.32,(2.5030690774116164e-12-1.0073427334790447e-12j),(-2.0817741107166788e-14+3.2916365640046e-14j),(-9.865278934655285e-24+2.0499826845578698e-24j),(-0.0016630234580298274+0.0026761718131588213j),(-6.910629589849497e-10+5.686672185281905e-10j),(-1.454611302745266e-18+2.7030872110197468e-20j),(-1.983695658315573e-12+2.9297387904978993e-12j),(6.82844509515299e-08+2.448813600175297e-08j),(1.3776630782070665e-07-2.7803068751841086e-07j),(-1.91289969699258e-08+5.420111501039852e-08j),(2.5159065676882727e-12-9.379930460853898e-13j)
1.33,(2.8876940551620906e-12-1.7754894206464826e-12j),(-3.12869834989498e-14+2.909851338498348e-14j),(-1.38172641982698e-23+1.80619334929622e-23j),(-0.0010612402298188705+0.0029322060143533273j),(-6.14211612277305e-10+5.375634458918445e-10j),(-1.526643089853782e-18-7.109412024215335e-19j),(-3.4273703995390613e-12+2.775748028038845e-12j),(8.069726251349401e-08+2.1468547049371512e-08j),(1.229427021185391e-07-3.4150547427542773e-07j),(-6.977232108683681e-09+5.707024412016864e-08j),(2.91907012669058e-12-1.6922745485497125e-12j)
1.34,(3.202401161492816e-12-2.726407886257893e-12j),(-4.113110177788855e-14+2.241993989373511e-14j),(-5.2503950851353085e-25+4.938104592752666e-23j),(-0.0004272700939435628+0.003054831178713199j),(-5.443558842952598e-10+5.07368550593326e-10j),(-1.2450478703705766e-18-1.4933105247680202e-18j),(-4.996378787452606e-12+2.1232332589131994e-12j),(9.400045618740859e-08+1.6588685572840983e-08j),(9.584086576411314e-08-4.103090854537398e-07j),(5.042820062258227e-09+5.7248738997075465e-08j),(3.2577437715272356e-12-2.6305233933719754e-12j)
1.35,(3.419756573928774e-12-3.860070254813204e-12j),(-4.9642300224763126e-14+1.3008374932178907e-14j),(5.565113314713121e-23+8.68643784875854e-23j),(0.00020991703235690514+0.003042587556830404j),(-4.810970220684068e-10+4.781522903831992e-10j),(-5.948781311135107e-19-2.15837774799042e-18j),(-6.537035367860734e-12+9.054264464410313e-13j),(1.0796742620850836e-07+9.575140971116263e-09j),(5.422806750367544e-08-4.826035549990666e-07j),(1.6394106254575638e-08+5.5016046292573514e-08j),(3.5046183923344595e-12-3.7535880197199495e-12j)
1.36,(3.5153174464892546e-12-5.172661919235687e-12j),(-5.615511529026995e-14+1.1542654443252097e-15j),(1.8449800388500427e-22+9.487540594899981e-23j),(0.0008223583224238819+0.0029000612566614215j),(-4.240001966282546e-10+4.499683311297446e-10j),(3.6826098989204073e-19-2.5451141545682742e-18j),(-7.873835889344961e-12-8.940706358921596e-13j),(1.2231477924904414e-07+1.8018748289746264e-10j),(-3.921490563093636e-09-5.559534680373284e-07j),(2.6664710956664082e-08+5.072603729897281e-08j),(3.6352272590733733e-12-5.0584779864679885e-12j)
1.37,(3.4683233794464515e-12-6.657885979082646e-12j),(-6.008066489675951e-14-1.2706337412654998e-14j),(4.02207170703666e-22-1.3413851997530627e-24j),(0.0013842705394337925+0.002637361590790075j),(-3.726134826998257e-10+4.2285389520034606e-10j),(1.523775642857925e-18-2.5220760679645956e-18j),(-8.826896007561392e-12-3.235773193317512e-12j),(1.3670668966172333e-07-1.180785357472536e-08j),(-8.028931540169075e-08-6.273420020303587e-07j),(3.556384365372489e-08+4.4768946972175816e-08j),(3.6286702833083453e-12-6.539635542717245e-12j)
1.3800000000000001,(3.2619184427225363e-12-8.30828657294044e-12j),(-6.093437373841079e-14-2.8014982825781992e-14j),(6.814371217336577e-22-3.20611562418492e-22j),(0.0018730466422549525+0.0022694010625174225j),(-3.264828082529219e-10+3.9683031485419165e-10j),(2.7023440346822566e-18-2.0109956273279177e-18j),(-9.230122103005452e-12-6.024748614886003e-12j),(1.507611364301742e-07-2.6555568220627503e-08j),(-1.7607705205020245e-07-6.932174694995872e-07j),(4.2910168851746446e-08+3.7541103478563856e-08j),(3.467873903799988e-12-8.19024019217103e-12j)
1.3900000000000001,(2.8829634879070295e-12-1.0116472520821311e-11j),(-5.835654316856327e-14-4.411793937698714e-14j),(9.114444784746134e-22-1.0157950699902783e-21j),(0.002270053124601206+0.0018150259620663737j),(-2.8516333775891984e-10+3.719042734868152e-10j),(3.709301697563003e-18-1.0018069987452824e-18j),(-8.948275143907288e-12-9.116600685668697e-12j),(1.6405754173341423e-07-4.4177060618628824e-08j),(-2.918798084613921e-07-7.49569019737574e-07j),(4.8615790053367466e-08+2.9422640666729222e-08j),(3.139441945830569e-12-1.000342711823202e-11j)
1.4000000000000001,(2.3215203954635935e-12-1.2076165272365408e-11j),(-5.2125683873406235e-14-6.029525034648743e-14j),(8.535541251257602e-22-2.2422667878227062e-21j),(0.0025612154681731265+0.001296044905601557j),(-2.4822774925567625e-10+3.480697133498425e-10j),(4.35104728350757e-18+4.42209329071629e-19j),(-7.891477906164239e-12-1.2327937457203045e-11j),(1.7614525185683378e-07-6.472845425074511e-08j),(-4.2757444491314496e-07-7.920285399815639e-07j),(5.266852096885804e-08+2.0762569696982447e-08j),(2.6331757105263093e-12-1.1973341779717971e-11j)
1.41,(1.5700992782118687e-12-1.4183033189270677e-11j),(-4.216055460115753e-14-7.57930402103894e-14j),(9.968907325134257e-23-4.0998927940080874e-21j),(0.002737389120049435+0.0007361993822318075j),(-2.152686730177747e-10+3.2531956169381823e-10j),(4.4607485670640106e-18+2.1890040686422876e-18j),(-6.021732116024953e-12-1.5443308421016317e-11j),(1.865504728643351e-07-8.820796320677749e-08j),(-5.822182080667374e-07-8.160046009268465e-07j),(5.5114098575077605e-08+1.1870133073489752e-08j),(1.9413480699979376e-12-1.4095992034334606e-11j)
