t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B01_A_0000
1.9100000000000001,(-1.650626025212076e-09-2.895489721416621e-09j),(1.7797080496612696e-11-1.045429983636365e-11j),(-5.7716332545832074e-12-3.9702354077736144e-12j),(3.4449795913517745e-05+0.0004097224761187903j),(9.393590180509506e-16+6.9827555931885e-16j),(-8.777517580170383e-13-1.6217774895569039e-12j),(-6.439646865590035e-08+6.186555513780126e-08j),(2.243603192158723e-06-1.843976999343875e-06j),(-0.00010353703095587676+2.553804884472265e-05j),(-3.801888926936249e-09-4.660443520162915e-09j),(-1.5954330494112346e-09-2.940267594087842e-09j)
1.92,(-1.4218133524819071e-09-3.1801861111420016e-09j),(2.1294291720357035e-11-1.0913285790803339e-11j),(-1.047671637398528e-11-2.8302866664984135e-12j),(0.0001297681105251447+0.00034568962381353966j),(4.1062919513739627e-16+3.2322525889182856e-16j),(-6.440414278185664e-13-2.831483320528432e-12j),(-7.181590428940693e-08+8.138500768642838e-08j),(1.772811841542457e-06-2.226452896045088e-06j),(-0.00010589905478572618+4.617480899490127e-05j),(-4.0323270528960166e-09-3.1713765167863186e-09j),(-1.3602949152543561e-09-3.2207223992426578e-09j)
1.93,(-1.1137517384138742e-09-3.4371233457445462e-09j),(2.5222238942539496e-11-1.1425310697814282e-11j),(-1.6654674289257356e-11+1.2372759134398175e-12j),(0.00019622426201814015+0.0002656136288148317j),(1.679212045828586e-16+1.4305210069164627e-16j),(1.7717843399881323e-13-4.567469062989537e-12j),(-7.79182351717093e-08+1.0566590347120008e-07j),(1.2242439509999866e-06-2.485601528533833e-06j),(-0.00010422495433169093+6.841709862550093e-05j),(-3.909392407606886e-09-1.8797191721594886e-09j),(-1.0463065664719793e-09-3.4717083378336788e-09j)
1.94,(-7.269249392220481e-10-3.6464475147565055e-09j),(2.961670541659498e-11-1.205225918302802e-11j),(-2.339016912781278e-11+1.0201443935191327e-11j),(0.00023316785957451476+0.00017931531944566777j),(6.370381091064158e-17+6.019851783583982e-17j),(2.061305868094471e-12-6.884281827791462e-12j),(-8.152585976514761e-08+1.3525375786397675e-07j),(6.329027989267568e-07-2.6035089820503353e-06j),(-9.795587572151141e-05+9.143608881767821e-05j),(-3.5379841433444865e-09-8.36135571140962e-10j),(-6.543641086715187e-10-3.673349256104053e-09j)
1.95,(-2.6759973681815404e-10-3.786844254400175e-09j),(3.4512505576287315e-11-1.2877760439050421e-11j),(-2.8384618683900022e-11+2.630092188836142e-11j),(0.00024281810616080536+9.55707648848633e-05j),(2.2154649913110843e-17+2.391027631494071e-17j),(5.724880503733073e-12-9.712786976742254e-12j),(-8.114027549683922e-08+1.7047748297891248e-07j),(3.8339599473759383e-08-2.5730462172928875e-06j),(-8.671148569142609e-05+0.00011422891729849329j),(-3.018691712019882e-09-5.568133994297485e-11j),(-1.9118688467215104e-10-3.804425620808775e-09j)
1.96,(2.5129629765337464e-10-3.837225216895103e-09j),(3.9940147532292916e-11-1.4010644791018374e-11j),(-2.7329612909003112e-11+5.140001599889279e-11j),(0.0002295945909493201+2.1382628136521576e-05j),(6.950435212509142e-18+8.884598133643432e-18j),(1.219644732036996e-11-1.2739176149830668e-11j),(-7.496123530022842e-08+2.113279220769131e-07j),(-5.18947831707448e-07-2.399096378313507e-06j),(-7.034291542037665e-05+0.00013565952249776066j),(-2.4384602050736657e-09+4.749573049373016e-10j),(3.298381837705579e-10-3.844081495724753e-09j)
1.97,(8.098326141316519e-10-3.7788461628174565e-09j),(4.5920992568274023e-11-1.55881080840577e-11j),(-1.3433503147550499e-11+8.580003935111683e-11j),(0.00019930172586921075-3.844675325364937e-05j),(1.91525157102985e-18+3.0535874153439694e-18j),(2.288575684537389e-11-1.522028169082335e-11j),(-6.094015577396407e-08+2.5732016974902627e-07j),(-1.0014527077843086e-06-2.0984875480145813e-06j),(-4.8975534154040983e-05+0.00015451559977030954j),(-1.8650903525545342e-09+7.886326463146276e-10j),(8.883574244451484e-10-3.7739528658148374e-09j)
1.98,(1.381464161312134e-09-3.597679085384576e-09j),(5.246053869803521e-11-1.7778207353819878e-11j),(2.2551704407004424e-11+1.264383542559602e-10j),(0.0001582855101974629-8.143002479351561e-05j),(4.424919997771784e-19+9.576191996191453e-19j),(3.963803678100724e-11-1.571516971209213e-11j),(-3.6892468560838746e-08+3.073600966705587e-07j),(-1.3784370772180944e-06-1.6985467989358192e-06j),(-2.30369152453346e-05+0.0001695792368262807j),(-1.345404207796588e-09+9.288552838546901e-10j),(1.4574884055899331e-09-3.580535463792094e-09j)
1.99,(1.9342826998356372e-09-3.2867709338213656e-09j),(5.953971292341404e-11-2.0781102746915052e-11j),(9.133093647110003e-11+1.6458940268262972e-10j),(0.0001126695477037481-0.00010722948629386767j),(7.674167725139297e-20+2.693413079795139e-19j),(6.475399102944786e-11-1.1711271542131812e-11j),(-6.6672202361545e-10+3.596345267404564e-07j),(-1.6290380976736366e-06-1.2343884645172403e-06j),(6.734654813362001e-06+0.00017970694768221655j),(-9.063969224252476e-10+9.420564279410308e-10j),(2.0051217933702218e-09-3.2575215085041266e-09j)
2.0,(2.4331575723230363e-09-2.848256260615973e-09j),(6.710415999862306e-11-2.4828329527352066e-11j),(2.025774975080504e-10+1.8347847035236002e-10j),(6.775156260816556e-05-0.0001172767968672973j),(5.886046045638006e-21+6.63929437309102e-20j),(1.0095013337235837e-10+8.773804812009679e-13j),(4.9633214568345966e-08+4.115478321704789e-07j),(-1.7442598018583882e-06-7.452516156225019e-07j),(3.930418916684492e-05+0.00018391335414491935j),(-5.5842444396519e-10+8.717179138898343e-10j),(2.496106922245559e-09-2.807771644031054e-09j)
