t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B00_z_0009_00,B00_z_0010_00,B00_z_0011_00,B00_z_0012_00,B00_z_0013_00,B00_z_0014_00
1.46,(0.3380605581200169+0.2533879829079328j),(0.10308417061775886-0.29782833793285257j),(0.03654212495390103-0.26730282934496935j),(0.6308593118230362+0.08588422660596716j),(0.13361833719113794-0.09639324359854871j),(0.008021138537344218-0.6605281257454104j),(0.08472665399440972-0.17427728040740553j),(1.0245456015514285+0.07376109364887017j),(0.047230276529934265-0.3099703678193615j),(0.08081914294435508-0.6271945554658006j),(0.7816686126396494+0.23468378249520064j),(0.10980495099738528-0.2201890025649282j),(-1.1806910718451151-0.316144372796618j),(0.16401587157223688-0.43878317003329687j),(0.019800589393837317-0.3724283764655715j)
1.47,(0.333825485840628+0.2529799464717274j),(0.10805887085123159-0.30171504145038774j),(0.04106556598051883-0.2721537349308561j),(0.6295993604223816+0.08783269615874809j),(0.1355098229632659-0.09905179041687943j),(0.012984823181033316-0.6678306121600713j),(0.08798100097998421-0.17800027543342303j),(1.0238103840613728+0.07346908674385272j),(0.05224496441049212-0.31480573291893216j),(0.08643850808540149-0.6336415214132469j),(0.7788887587731271+0.23539041888253898j),(0.11378485899894242-0.223621517543758j),(-1.1856720935847018-0.31011670998422497j),(0.17009965890676848-0.44273644737736j),(0.025250784031125136-0.377945994041939j)
1.48,(0.3295968783118905+0.2525859998633091j),(0.11307648293279332-0.30547867117104155j),(0.045653859500246724-0.2768825493516202j),(0.6283164826712183+0.08981221503213649j),(0.1374485059589992-0.10162263959978447j),(0.017915669639292295-0.6750631013959254j),(0.0912953499326235-0.18161487658542272j),(1.0230864271123707+0.07318170311276319j),(0.057315541205050564-0.3195168692338537j),(0.09203409496035558-0.6400132128180284j),(0.7761156947813336+0.23613165142935474j),(0.11781310570624619-0.2269382377834535j),(-1.190543415469774-0.30395289957597044j),(0.17619373057265414-0.44657864756279625j),(0.03075165115836981-0.38334128726462785j)
1.49,(0.3253713568246492+0.2521871182849727j),(0.11813579936321872-0.3091400563325235j),(0.05030487114808588-0.2815095315373054j),(0.6270083083424601+0.09181079462052145j),(0.13943319643406357-0.10412438375819716j),(0.022811601275341205-0.6822548183633774j),(0.09466809299209708-0.185140217174028j),(1.0223706971871862+0.07289980008296522j),(0.06244004825563537-0.3241247809515855j),(0.09760580427892464-0.6463379198657605j),(0.7733419122554346+0.23689870370201127j),(0.12188834731874729-0.2301588580164928j),(-1.1953162295557038-0.29765102200765436j),(0.18229885618034689-0.45033314173227706j),(0.03630093883779385-0.388636430311584j)
1.5,(0.3211459069158351+0.25176407886295843j),(0.12323610052189492-0.3127203895477229j),(0.05501689804325405-0.2860553493477522j),(0.6256724847025187+0.09381627100907884j),(0.14146312427221672-0.1065758238942767j),(0.027670727804210954-0.6894359714676835j),(0.09809805462520053-0.18859571698594976j),(1.0216601693180845+0.07262418121326181j),(0.06761697894717983-0.32865091105514166j),(0.10315390387053844-0.6526447849329542j),(0.770559928258316+0.2376825543012337j),(0.12600970112393997-0.23330336964337442j),(-1.2000012573173537-0.2912078608595572j),(0.18841635316867933-0.45402373302947335j),(0.04189682550825596-0.39385413453662454j)
1.51,(0.316917896759171+0.2512975375441407j),(0.12837715022967086-0.31624113770342405j),(0.05978867092479727-0.2905409946304145j),(0.6243066840828165+0.0958163502435596j),(0.1435379374480562-0.10899588749810041j),(0.03249131966716817-0.6966376679436698j),(0.10158449137752452-0.19200099864420275j),(1.0209518380325637+0.07235559478781642j),(0.07284527905683615-0.33311705430183836j),(0.1086790047075296-0.6589637159583924j),(0.7677623114164808+0.2384739711249178j),(0.1301767423910098-0.23639197437575654j),(-1.2046085962920738-0.2846189570136863j),(0.19454807133526916-0.45767456404361223j),(0.047537920746500144-0.3990175615937168j)
1.52,(0.31268509644834835+0.25076810854257253j),(0.13355918960970814-0.3197239541511648j),(0.06461935420267113-0.2949876989429143j),(0.6229086148785692+0.0977986543038503j),(0.14565769941793472-0.11140354684635609j),(0.03727177971694555-0.7038918331448043j),(0.10512709003610371-0.19537580440583016j),(1.0202427278694577+0.07209473151928973j),(0.07812434499709922-0.3375452712061838j),(0.11418203518503553-0.6653253038284399j),(0.7649417112790196+0.23926354577807235j),(0.13438949974761533-0.2394449987227925j),(-1.2091475704621633-0.2778786704576737j),(0.20069637625790582-0.4613100268999043j),(0.053223263671504116-0.4041502378255709j)
1.53,(0.3084456979751075+0.2501564460180073j),(0.13878292942974974-0.3231905928313179j),(0.0695085440220157-0.2994168506182825j),(0.6214760359708392+0.09975076765104796j),(0.1478228855159299-0.1138177379808012j),(0.042010612250998655-0.7112311350386852j),(0.10872596430060234-0.19873991396027016j),(1.019529903474555+0.07184222148748742j),(0.08345402008112789-0.3419578037362746j),(0.1196642138993046-0.6717607448925731j),(0.7620908909195905+0.24004172807618548j),(0.13864844918275576-0.24248280989226498j),(-1.2136265844039602-0.2709802496202688j),(0.20686413193562464-0.46495467669607193j),(0.05895231910638092-0.4092759707164364j)
1.54,(0.3041983356519145+0.24944332762473115j),(0.1440495411040668-0.3266628249159843j),(0.074456264447018-0.30384991380644405j),(0.6200067744954451+0.10166028421856656j),(0.15003437841788195-0.1162572808249755j),(0.046706389413967285-0.7186889150653193j),(0.11238165005729343-0.20211306375962038j),(1.0188104792904231+0.07159863036208956j),(0.08883458894626524-0.34637699338020084j),(0.12512702114504382-0.678301769628861j),(0.7592027626803464+0.24079886061116298j),(0.14295450681101704-0.2455257336365466j),(-1.2180529812420233-0.26391590835755807j),(0.21305468295486807-0.46863314890351393j),(0.06472497162634068-0.4144187681489926j)
1.55,(0.29994210667903287+0.2486097395229955j),(0.1493606465240978-0.33016235849899356j),(0.07946296187602403-0.30830835007737545j),(0.6184987468090272+0.10351485471860049j),(0.1522934627212985-0.1187408008776983j),(0.05135771496848937-0.7262991264140409j),(0.1160950993443015-0.20551486837818483j),(1.0180816288607486+0.07136445497922998j),(0.09426677027535757-0.3508252021824964j),(0.13057216932579455-0.6849805783798525j),(0.756270426877527+0.24152521337211316j),(0.14730902052276854-0.24859397453043727j),(-1.2224329045025317-0.2566769109358398j),(0.21927183645781861-0.47237008126971386j),(0.0705415176308118-0.41960276114054534j)
1.56,(0.29567659151014236+0.24763696239800786j),(0.15471830687402438-0.3337107618035465j),(0.08452949780154934-0.3128135431207599j),(0.6169499824295414+0.10530223413589153j),(0.15460181867286962-0.12128665290157514j),(0.055963185405892374-0.7340962806732074j),(0.119867673088697-0.2089647443635732j),(1.0173405937750666+0.07114011836148369j),(0.09975170795528196-0.35532473729209224j),(0.13600157244022165-0.6918297849805637j),(0.7532872132082638+0.2422110184358112j),(0.1517137606315707-0.2517075391244867j),(-1.2267711640598749-0.2492536655685441j),(0.225519844157933-0.4761900406781297j),(0.07640265558308731-0.4248521306662357j)
1.57,(0.29140187363067505+0.24650665798404964j),(0.16012501057185333-0.33732939032087295j),(0.0896571400277648-0.31738672702496795j),(0.6153586506568622+0.10701032928093472j),(0.15696151505889153-0.12391284700421812j),(0.060521348335503426-0.7421154037071404j),(0.12370113268640896-0.21248183700583195j),(1.0165846922849298+0.0709259642889395j),(0.10529096080845796-0.35989777950378554j),(0.14141731477279942-0.6988823690047892j),(0.750246724518432+0.24284650476271097j),(0.15617090961467975-0.2548861623742227j),(-1.2310711065137767-0.24163582725279387j),(0.2318033846131773-0.4801174553444059j),(0.08230947456206411-0.43019103910823114j)
1.58,(0.2871185583301108+0.2452009555452884j),(0.16558366045866987-0.3410393182375197j),(0.09484755245422262-0.3220489185656588j),(0.6137230895103182+0.10862724627427459j),(0.1593750012575232-0.1266369774891326j),(0.06503065805377438-0.7503920015199225j),(0.12759763048494904-0.2160849504150023j),(1.0158113276271759+0.07072225154522106j),(0.11088649102647356-0.36456631621595664j),(0.1468216188807707-0.7061716372660966j),(0.7471428825136146+0.2434219331528456j),(0.16068305102565036-0.2581492377032662j),(-1.2353344905200492-0.23381241080812956j),(0.2381275459316674-0.4841765526543628j),(0.08826344126818042-0.4356435668012457j)
1.59,(0.28282779002488967+0.24370253772187458j),(0.17109756033926524-0.34486127445506776j),(0.10010278352841757-0.32682085388188137j),(0.6120418365551603+0.11014133783213297j),(0.16184509843594908-0.12947615483206834j),(0.06948942815246395-0.7589620367778905j),(0.13155969921703642-0.21979248126132941j),(1.0150179960936196+0.07052914797635519j),(0.11654065142579656-0.36935207916888735j),(0.15221681293144892-0.7137311951274696j),(0.7439699749210232+0.24392763143080842j),(0.16525315764021492-0.2615157510169076j),(-1.2395613678243158-0.2257719151372665j),(0.24449780904847856-0.48839130288050603j),(0.09426638562000154-0.4412336540772752j)
1.6,(0.278531267673518+0.24199472511172782j),(0.1766704009570054-0.34881558345450264j),(0.10542525346168569-0.3317229298656959j),(0.6103136611305452+0.1115412502210619j),(0.16437498986063057-0.13244694111678773j),(0.0738957809789853-0.7678619165837515j),(0.13559024042080986-0.22362235649614245j),(1.0142022948889522+0.07034672451210258j),(0.1222561716344043-0.3742764872710975j),(0.15760529740577844-0.7215949280999937j),(0.7407227035411927+0.244354029939169j),(0.16988457887842-0.2650042189424407j),(-1.2437499710120488-0.21750245979799196j),(0.2509200316773101-0.49278536895010866j),(0.1003204850696002-0.44698504914689136j)
1.61,(0.27423125782081725+0.24006155892686581j),(0.18230624546523022-0.3529221112082043j),(0.11081774029339213-0.33677515054028667j),(0.6085375974389643+0.11281596974544059j),(0.1669682102753178-0.13556528924129407j),(0.07824759371179994-0.7771284920265104j),(0.1396925118698441-0.22759197533511172j),(1.0133619298195773+0.07017494930858259j),(0.12803614330560298-0.37936059476589545j),(0.16298951114626958-0.7297969941472116j),(0.7373962325661212+0.2446916974241654j),(0.1745810275279737-0.26863263153333744j),(-1.247896609286017-0.20899193498753274j),(0.2574004330073371-0.497382062379284j),(0.10642824775449004-0.45292126209132794j)
1.62,(0.26993060481478603+0.23788788104003936j),(0.18800951443725128-0.357200216295502j),(0.11628336487781804-0.34199707865139034j),(0.6067129779125221+0.11395486862630783j),(0.16962863428973582-0.13884648618116668j),(0.08254244075932286-0.7867990699737012j),(0.1438701140240732-0.23171815574899352j),(1.012494722855253+0.07001368217764166j),(0.13388400444185913-0.38462504493695876j),(0.16837189669046956-0.7383718270583878j),(0.7339862364869544+0.24493137739545062j),(0.1793465657764082-0.27241839963600967j),(-1.251995573908262-0.2002281659867965j),(0.2639455791846604-0.502204305433701j),(0.11259249459196988-0.4590655251791678j)
1.6300000000000001,(0.26563273775760016+0.23545941072454898j),(0.19378497043767878-0.3616687063327225j),(0.12182557485708566-0.34740779264759286j),(0.6048394662363287+0.11494775012318753j),(0.17236046371220104-0.14230510057033585j),(0.08677753213188082-0.7969114375262735j),(0.14812697550135512-0.23601708566986687j),(1.0115986196025293+0.06986266947231923j),(0.1398035228976525-0.390090029500155j),(0.1737548647953382-0.7473541512111808j),(0.7304889468709519+0.24506402503236224j),(0.1841855905434576-0.27637830708016886j),(-1.256039055290458-0.1911990929825787j),(0.27056236958982943-0.5072745995273072j),(0.11881634040886958-0.46544075966376525j)
1.6400000000000001,(0.26134167378189416+0.23276281738899635j),(0.1996377021597984-0.366345799785342j),(0.12744812767228883-0.3530258491765225j),(0.6029170893847144+0.11578489274225251j),(0.1751682137521417-0.14595493483100377j),(0.09094964737228477-0.8075038995221032j),(0.15246733755914862-0.24050427908299638j),(1.0106716967238916+0.0697215395988922j),(0.14579877911663772-0.39577525377883344j),(0.17914075802333895-0.7567790080121743j),(0.7269011972558853+0.24508084469219385j),(0.1891028180903839-0.2805284678163564j),(-1.26001707407419-0.18189296697210083j),(0.27725802389833965-0.5126149998251063j),(0.12510317418635555-0.47206954916251465j)
1.6500000000000001,(0.25706201728430017+0.22978578862064764j),(0.2055731081174031-0.3712490931878789j),(0.1331550726541039-0.3588692511760232j),(0.6009462680130232+0.11645709336452088j),(0.17805669801382196-0.14980898205314577j),(0.09505506456070527-0.8186153294514301j),(0.15689573756691766-0.24519453713558537j),(1.0097121693291184+0.06958979932426308j),(0.15187414814518432-0.40169990771122255j),(0.1845318132276245-0.7666817942822143j),(0.7232204653916118+0.24497332805110048j),(0.19410326787019563-0.2848842880867487j),(-1.263917428898601-0.1722985621477288j),(0.2840400698900151-0.5182470959740877j),(0.1314566384860888-0.47897411966649855j)
1.6600000000000001,(0.25279895479952513+0.2265170928770045j),(0.2115968798651192-0.3763955337561832j),(0.13895073222386736-0.36495542159184285j),(0.5989278445472085+0.11695570911702326j),(0.1810310122006502-0.15387938778988358j),(0.09908948383265155-0.8302852341363527j),(0.16141699144267854-0.2501019143536308j),(1.0087183983556538+0.06946683104286998j),(0.15803428095196678-0.4078826426911004j),(0.1899301227410459-0.7770983128422957j),(0.7194449120545571+0.24473329287575102j),(0.19919224557203347-0.2894604336775741j),(-1.2677256638913539-0.16240540475333726j),(0.29091633195583994-0.5241919988472181j),(0.13788060811098912-0.4861763261786169j)
1.67,(0.2485582452588885+0.22294663620558677j),(0.21771498470901332-0.38180139733647106j),(0.14483968222666738-0.3713011827060523j),(0.5968631083259451+0.11727269779838596j),(0.18409651645037292-0.1581774168979157j),(0.10304794476349813-0.8425538325265187j),(0.16603617502173296-0.2552396900167446j),(1.0076888979427914+0.06935189115981776j),(0.16428408507193737-0.41434155419630586j),(0.19533759404130568-0.788064835554575j),(0.7155734156722042+0.24435292238419684j),(0.20437532530461866-0.29427080226319396j),(-1.271425059220866-0.15220401789251686j),(0.29789492023699254-0.5304703331483568j),(0.14437916804140108-0.49369764592971815j)
1.68,(0.24434620544573066+0.21906551242686018j),(0.22393364785917486-0.3874822715955817j),(0.1508267314095695-0.37792274101320567j),(0.5947538171757519+0.11740065665849346j),(0.18725881622520876-0.16271342551217313j),(0.10692473687736614-0.8554621489739306j),(0.1707586043221907-0.2606203446981656j),(1.0066223427904097+0.069244109736542j),(0.1706287045828757-0.421094170113713j),(0.20075590763164086-0.7996181790816599j),(0.711605602022054+0.24382480510855242j),(0.2096583308576425-0.2993285008129889j),(-1.2749966482908777-0.14168618115075368j),(0.3049842203203398-0.5371022356905157j),(0.15095659067574246-0.5015591780751931j)
1.69,(0.2401696905346331+0.21486604628418243j),(0.23025933396798207-0.39345304431732775j),(0.15691690005075742-0.3848356775341216j),(0.5926022148386868+0.11733285932040578j),(0.19052374168747857-0.16749683820115818j),(0.11071330243004154-0.8690521213709227j),(0.1755898146703842-0.26625554193336576j),(1.005517575477102+0.06914249153205769j),(0.17707349941379785-0.4281574446238482j),(0.2061864728420102-0.8117957936454834j),(0.707541868313217+0.24314197512129823j),(0.21504731597628854-0.3046458279926473j),(-1.278419265317087-0.13084520317111956j),(0.3121928834070623-0.5441073591255755j),(0.15761731239378393-0.5097816497286863j)
1.7,(0.23603606967990842+0.21034182914653674j),(0.23669872799172237-0.39972789663045755j),(0.1631153977390969-0.3920549434101585j),(0.590411043724145+0.11706329062214747j),(0.19389732550036545-0.17253613030441933j),(0.11440613049236442-0.8833667245664715j),(0.1805355386496587-0.2721561149359079j),(1.0043736136952008+0.0690459185567275j),(0.18362402397677-0.4355477574633274j),(0.21163038121869504-0.8246358650946901j),(0.7033834010186726+0.24229795243291954j),(0.22054854358262335-0.3102342614514127j),(-1.281669627071653-0.11967620450362558j),(0.319529816865928-0.5515048808700284j),(0.16436590945050997-0.5183854281448135j)
1.71,(0.23195319669911585+0.2054877469431068j),(0.24325871530887072-0.4063203009546925j),(0.16942760029829987-0.3995948605741091j),(0.5881835525204285+0.11658667914706304j),(0.19738577900483587-0.1778388154068531j),(0.11799464121901558-0.8984501095166254j),(0.18560168283811454-0.2783320582339035j),(1.0031896573419106+0.06895315423659039j),(0.19028600510691995-0.44328091833875066j),(0.21708835712910868-0.838177430626599j),(0.6991321869017685+0.2412867833131351j),(0.2261684638781305-0.316104449846566j),(-1.2847224524850018-0.10817640714668876j),(0.32700417507936674-0.5593135169383063j),(0.17120707319884823-0.5273905388188745j)
1.72,(0.2279293759771484+0.20030000011132576j),(0.24994636102529058-0.41324302341278163j),(0.17585902584527366-0.4074691272476133j),(0.5859234982769795+0.11589852720488254j),(0.20099546673714347-0.18341143785672293j),(0.12146905902418842-0.9143477586746424j),(0.19079430330445601-0.28479252405506955j),(1.0019650953870203+0.06886284926471792j),(0.19706531928941481-0.45137217622175746j),(0.22256070516188092-0.852460508556656j),(0.6947910167706729+0.2401030802332721j),(0.2319136912639254-0.32226620941628575j),(-1.2875506235255596-0.09634542623753853j),(0.334625350488225-0.5675515403626421j),(0.17814558463016777-0.5368166892284821j)
1.73,(0.22397332379347687+0.19477611544941079j),(0.25676888839446177-0.42050813041882923j),(0.18241530996808197-0.41569082796961215j),(0.5836351426530435+0.11499513802216947j),(0.20473287926631625-0.1892595701862726j),(0.12481827319596503-0.931106658184959j),(0.1961195798358456-0.2915458232436047j),(1.0006995124191835+0.06877354919195963j),(0.20396796914650833-0.4598362332118377j),(0.22804725384807867-0.8675262425852103j),(0.6903634815977799+0.23874206107570578j),(0.2377909800187773-0.32872852487257403j),(-1.2901253903084005-0.08418555835810791j),(0.3424029647390777-0.576236803846205j),(0.1851862882119326-0.5466832978997633j)
1.74,(0.22009412534730774+0.18891494987771906j),(0.2637336562790483-0.4281269991167406j),(0.18910218000484433-0.42427244781628565j),(0.5813232421213054+0.11387363990111143j),(0.20860460434714267-0.19538781524653367j),(0.12802968426030237-0.9487754875119137j),(0.2015837888771904-0.2985994304486078j),(0.9993926947551399+0.06868370378299943j),(0.21100005915201486-0.4686872626115412j),(0.23354729516571815-0.8834170610789669j),(0.6858539607555384+0.23719958720999074j),(0.24380719867956085-0.3354995543477525j),(-1.2924166226891074-0.07170205994480117j),(0.35034685983537256-0.5853867662645598j),(0.19233406499179884-0.5570095284394383j)
1.75,(0.21630118782083244+0.18271668622744555j),(0.27084813557813986-0.43611033130802j),(0.19592542840042435-0.43322589043062587j),(0.5789930320137284+0.11253200711022109j),(0.21261729640092225-0.2017998128223981j),(0.13108903414755474-0.9674048272086162j),(0.20719327516717517-0.30595999328235657j),(0.9980446359802916+0.06859167813514365j),(0.21816777053423225-0.4779389308183219j),(0.23905951921417143-0.9001768519632584j),(0.6812676022434655+0.23547219999660962j),(0.24996930307365697-0.3425866380918488j),(-1.294393109662204-0.05890340837460372j),(0.35846708918955744-0.5950185225995313j),(0.19959380492620254-0.5678143281337649j)
1.76,(0.21260418987783916+0.17618282128704504j),(0.27811988454174347-0.44446817047593684j),(0.20289088511241124-0.44256249943986575j),(0.5766502043991995+0.11096907727989636j),(0.21677764435311153-0.20849825045130424j),(0.1339802179126285-0.9870473856126445j),(0.21295442206212983-0.31363334510826646j),(0.9966555417754286+0.06849576552702583j),(0.22547733532086262-0.4876044225988653j),(0.24458194335508715-0.9178511539121884j),(0.6766102949105006+0.2335571552501532j),(0.2562843079576273-0.3499963105847604j),(-1.296022906697235-0.04580153750505795j),(0.36677390846672747-0.6051488368596253j),(0.2069703783784979-0.5791164706762466j)
1.77,(0.2090130280425191+0.16931614644312523j),(0.2855565228899663-0.4532099214839083j),(0.2100043890311825-0.4522930828020015j),(0.5743008798863102+0.10918456509020867j),(0.22109233787344879-0.21548487813003347j),(0.13668507440630348-1.00775824534218j),(0.2188736205440075-0.3216245210836488j),(0.9952258338738567+0.06839420193286803j),(0.23293500947028511-0.4976964692758664j),(0.25011183500910167-0.9364873646276661j),(0.6718886328093162+0.2314524551759628j),(0.26275925722066595-0.3577343156972082j),(-1.2972737297164132-0.03241203883701274j),(0.3752777661002542-0.6157941775126061j),(0.21446860671633228-0.5909346025483502j)
1.78,(0.20553776044054242+0.162120721350422j),(0.29316570464825165-0.46234437250049837j),(0.21727175837023502-0.4624279395892276j),(0.5719515735472854+0.10717907205783826j),(0.22556803207967396-0.2227605265601547j),(0.1391831528807817-1.0295951305570845j),(0.2249572369128828-0.32993777705231825j),(0.9937561529863816+0.06828518210555988j),(0.2405470450220489-0.5082273793243847j),(0.2556456271696431-0.9561349671164511j),(0.6671098719515437+0.22915687728907327j),(0.2694011926143996-0.3658056245089819j),(-1.2981133927685995-0.018754319115901308j),(0.3839892933453767-0.6269707549291001j),(0.22209323191951638-0.6032872925414625j)
1.79,(0.20218854841104175+0.15460184115209782j),(0.3009550896014747-0.4718797186823969j),(0.2246987599720034-0.4729768886868484j),(0.5696091552583421+0.10495409225361317j),(0.23021131078010684-0.2303251285545625j),(0.14145145202644027-1.0526186960418318j),(0.23121157916702925-0.3385766108574973j),(0.9922473605291307+0.06816687709920767j),(0.2483196611851187-0.5192090708456122j),(0.261178825542825-0.9768457750076927j),(0.6622818798617884+0.22666999983254285j),(0.27621712097211476-0.37421445537262304j),(-1.298510284627202-0.004851705158161775j),(0.3929192937169088-0.6386945603116044j),(0.22984888508751986-0.616193083874147j)
1.8,(0.19897559651408603+0.14676599784467223j),(0.30893231325824144-0.4818235871307696j),(0.23229107746062663-0.48394929886171023j),(0.5672808048453698+0.10251201381130214j),(0.23502864834270654-0.2381777432061812j),(0.1434641273665691-1.0768928392577963j),(0.23764286207443933-0.3475437856270856j),(0.9907005389915383+0.06803745306957931j),(0.25625901426473524-0.5306531053606636j),(0.2667059060416257-0.9986741981032828j),(0.6574130784505627+0.22399222323416387j),(0.28321397988007535-0.3829642957962312j),(-1.2984338775966484+0.009268512952838771j),(0.40207873163121-0.6509814055614964j),(0.2377400537092839-0.6296705483265704j)
1.81,(0.19590909146400806+0.13862083643954723j),(0.31710495520202103-0.4921830626260922j),(0.24005427815623506-0.49535411963494186j),(0.5649739625097164+0.09985611612158944j),(0.2400263702884956-0.2463165824060011j),(0.1451921622679646-1.1024850365964274j),(0.2442571709383377-0.3568413545718839j),(0.9891169907893456+0.06789509115976824j),(0.26437116630733704-0.5425707223462746j),(0.27222020114851175-1.0216775295208267j),(0.6525123808387577+0.22112478717582418j),(0.2903986017609945-0.3920579257111767j),(-1.297855259836099+0.023575108361499446j),(0.4114787200396084-0.6638469635180029j),(0.2457710475267339-0.6437383417838511j)
1.82,(0.19299914051534928+0.13017510661403717j),(0.325480505687611-0.5029647136425511j),(0.2479937786450853-0.5071999123802579j),(0.5626962750852372+0.09699056264178282j),(0.24521061271519387-0.25473903929175257j),(0.14660299704048474-1.1294667051359382j),(0.25106042405566265-0.36647068683335177j),(0.9874982354603414+0.06773800824915982j),(0.2726620523175413-0.5549728739185j),(0.27771377340797815-1.0459162559753843j),(0.647589122866218+0.21806978289754167j),(0.2977776763248271-0.4014974416897371j),(-1.2967476806010618+0.03803302041967592j),(0.42113050679993-0.6773068079880292j),(0.2539459627867678-0.6584152605520601j)
1.83,(0.19025570981626674+0.12143861056834204j),(0.33406633031986327-0.5141746181457927j),(0.25611480887620613-0.5194948810616503j),(0.5604555387431539+0.09392038929086678j),(0.2505872806625015-0.26344171821113116j),(0.1476601096779878-1.1579135912535998j),(0.2580583338616512-0.3764324939213869j),(0.9858460050788651+0.06756447831719684j),(0.28113744587157374-0.5678702590599483j),(0.2831772740129395-1.071454392952465j),(0.6426529901019576+0.21483016041700065j),(0.30535771133489187-0.4112842816844972j),(-1.295087096078839+0.05260353920222959j),(0.4310454594841887-0.6913764529746724j),(0.26226864463423977-0.673720297784577j)
1.84,(0.18768856322525806+0.11242214781090884j),(0.3428696326267991-0.5258183886876087j),(0.2644223746282322-0.5322469020232652j),(0.5582596388145664+0.09065148843998098j),(0.2561620055337818-0.2724204657947866j),(0.14832254071282558-1.187906187461932j),(0.2652563667457323-0.38672685629473996j),(0.9841622377885848+0.06737285415029576j),(0.2898029229178065-0.5812733567810375j),(0.28859978409935666-1.0983598467520563j),(0.6377139412416502+0.21140973041339892j),(0.31314499162815845-0.42141924987607227j),(-1.2928527020754488+0.06724457441086418j),(0.4412350482635572-0.7060713905054963j),(0.2707426473504195-0.6896726993323044j)
1.85,(0.18530720206235926+0.10313745758356936j),(0.3518974143116355-0.5379011963283417j),(0.2729212181601145-0.5454635522498228j),(0.5561164874409467+0.0871905885492017j),(0.2619401016901636-0.2816704027543207j),(0.14854435338854452-1.219530178804591j),(0.27265970151427266-0.3973532496571813j),(0.9824490693814566+0.06716158910131385j),(0.2986638235174826-0.5951924576063794j),(0.29396863595360134-1.1267048056326527j),(0.6327821288278684+0.20781316059932453j),(0.3211455363177666-0.43190254123851973j),(-1.2900274388223547+0.08191100892224754j),(0.4517108264463855-0.7214071264595835j),(0.27937119208759725-0.7062920183085795j)
1.86,(0.1831208062369548+0.09359715961072733j),(0.36115643293853567-0.5504277929425131j),(0.2816157768269612-0.5591521355282012j),(0.5540339597903025+0.08354522954150967j),(0.2679265223327315-0.2911859560491313j),(0.1482740188679269-1.2528769200460381j),(0.2802731864649006-0.40831057057139825j),(0.9807088228834543+0.06692925859690886j),(0.3077252112377715-0.6096376927837507j),(0.2992692108571432-1.156566162555862j),(0.6278678182594076+0.2040459664836934j),(0.32936505409416744-0.4427337654626682j),(-1.2865984527229126+0.09655513433438363j),(0.4624844081714859-0.7373992137952542j),(0.28815712169118485-0.723598167638108j)
1.87,(0.18113817716236144+0.0838146938151446j),(0.3706531567760443-0.5634025314954547j),(0.2905101394081718-0.5733197059597307j),(0.5520198295910025+0.07972373404299589j),(0.27412581478708703-0.30096089110272495j),(0.14745371444762542-1.2880439446913297j),(0.28810129502593496-0.4195971610296516j),(0.9789439961439479+0.06667458107958112j),(0.31699182986580177-0.6246190606251972j),(0.30448470973181835-1.1880259723265991j),(0.6229813060677333+0.2001144965098778j),(0.33780889652956336-0.4539119699163656j),(-1.2825575000412968+0.11112716278320178j),(0.47356744267763795-0.7540632825884427j),(0.29710285213636145-0.7416114698383844j)
1.8800000000000001,(0.17936768283366705+0.0738042595883848j),(0.3803937164914458-0.5768293839184234j),(0.2996079998603859-0.5879730882982658j),(0.5500817047369347+0.07573517465371077j),(0.28054207530290143-0.310988343793516j),(0.14601852070118335-1.3251355065430777j),(0.2961480799038709-0.4312108316650868j),(0.9771572474645823+0.06639643806861743j),(0.32646805706730864-0.6401464494075321j),(0.3095958920927947-1.2211719462409327j),(0.6181328384316516+0.19602591163338462j),(0.34648200927971035-0.4654356613669499j),(-1.2779012784092512+0.12557580619306088j),(0.48497158448213196-0.7714150663052444j),(0.30621032003781956-0.7603527032613042j)
1.8900000000000001,(0.1778172054110399+0.06358075513882135j),(0.3903838533602564-0.5907119562565365j),(0.3089126081739337-0.6031188946209692j),(0.5482269637074643+0.07158933744528147j),(0.28717890348005354-0.32126085199635734j),(0.14389550106622484-1.3642631539957086j),(0.30441712567312473-0.44314888333975444j),(0.9753513793441407+0.06609389302791702j),(0.3361578545684176-0.6562296562826485j),(0.3145807780495112-1.2560979876926939j),(0.6133325308766941+0.19178815948030567j),(0.3553888810689762-0.4773028262445229j),(-1.2726316736057992+0.13984891116273326j),(0.49670845870739866-0.7894704237513056j),(0.3154809256196371-0.7798431440013647j)
1.9000000000000001,(0.1764940916168192+0.053159717366604j),(0.4006288636295982-0.6050535008174517j),(0.3184267179801244-0.6187635368766874j),(0.54646269352458+0.06729668190886498j),(0.29403935643359885-0.3317703865081266j),(0.14100264456697287-1.4055463365218923j),(0.3129114997367158-0.45540812690410953j),(0.973529320457038+0.06576620873893356j),(0.3460647143955729-0.6728784016764312j),(0.31941430719854325-1.2929047725494962j),(0.608590290064995+0.1874099432989973j),(0.364533490340383-0.4895109492841051j),(-1.2667559113224571+0.15389413505176544j),(0.508789620696984-0.808245356165718j),(0.324915470459226-0.8001046026543541j)
