t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B00_z_0009_00,B00_z_0010_00,B00_z_0011_00,B00_z_0012_00,B00_z_0013_00,B00_z_0014_00
0.58,(1.09362595683819+0.8734989591067244j),(0.2674729567699116+0.6561725112598734j),(0.23693400866394654+0.7884509818487881j),(0.8709525096661209+0.19690217539534668j),(0.49497857800257106+0.7000051934114363j),(-0.03807626174448788+0.5188109984537039j),(0.3767014973042941+0.7565018320694035j),(1.1477520017532994+0.056220367504559325j),(0.2095231799990611+0.7406299381203105j),(0.022299171767695115+0.48837266637137255j),(1.3031135426567642+0.3612383849706238j),(0.3478502298182529+0.6813838389317555j),(-0.7361551282965546+0.06673116985552457j),(0.18240856486220605+0.5073072318587952j),(0.12944166323863596+0.7363502602651341j)
0.59,(1.0881238047325736+0.8636356881080836j),(0.26133040285270154+0.65013334592608j),(0.23189720268464734+0.7804404127083602j),(0.8685729814531987+0.1971777039115621j),(0.4889866186956834+0.6943883295149849j),(-0.04349899082629463+0.511164020200761j),(0.37103662058431863+0.74959036588131j),(1.1471706688097072+0.05500159441704307j),(0.2041296578184105+0.733109745962828j),(0.016491390835578476+0.48156576053050415j),(1.2997763201112098+0.35724772906693847j),(0.341749978023697+0.6754876350873296j),(-0.7359775576827408+0.059988761785845245j),(0.17606371792580594+0.5022284877985055j),(0.12437170933332534+0.728384367327438j)
0.6,(1.0823143131124708+0.8538796240108268j),(0.2551109491413295+0.6439036503680114j),(0.22673752504509848+0.7722556731472212j),(0.8661286362525114+0.1974172160488693j),(0.4828556214732382+0.6886416138004614j),(-0.04889100673561579+0.5032860457870997j),(0.36523606521393254+0.7425278075497306j),(1.146580567055037+0.05384195721659145j),(0.19863894210464755+0.7254035893433041j),(0.010713829973889765+0.4745232916894068j),(1.2963142285151692+0.35340781628796825j),(0.3355471604221747+0.6694211571280749j),(-0.7358060924710259+0.05316026996128543j),(0.16970532333630337+0.4969243029087138j),(0.1192201807443641+0.7202213013177009j)
0.61,(1.0761785460460669+0.8442217626427118j),(0.24881362678303393+0.6374628459647568j),(0.2214534604357883+0.7638747263866675j),(0.863614386740383+0.19761501998800643j),(0.47657950129421944+0.6827458118040883j),(-0.0542475497359127+0.49515887805190967j),(0.35929573238498624+0.7352931779912141j),(1.1459799609845385+0.05274606451900713j),(0.19305044234809798+0.7174898261588822j),(0.004970820522386589+0.467227155850645j),(1.292715293286255+0.34972492286414664j),(0.32923894227831646+0.6631639639207905j),(-0.7356428620187877+0.04623896555878913j),(0.16333537020279432+0.4913757799881616j),(0.11398799455088511+0.7118394141234458j)
0.62,(1.0697003765216913+0.8346534058587032j),(0.24243834861515562+0.6307917814622634j),(0.21604433961175154+0.755277341547417j),(0.8610255376569741+0.19776542846612366j),(0.4701534526761221+0.6766828784124821j),(-0.059563593562173986+0.48676576279636197j),(0.35321265845229+0.7278670288938518j),(1.1453671996851933+0.05171823205256267j),(0.18736435001568955+0.70934852021878j),(-0.0007329049210538143+0.4596606116793892j),(1.2889685179071433+0.34620441357396337j),(0.32282352027035816+0.6566969892281227j),(-0.7354906520487544+0.03921851028211134j),(0.15695653665696768+0.48556526497828595j),(0.1086766626628426+0.7032188319161345j)
0.63,(1.0628665290532184+0.825166072763752j),(0.2359859289892109+0.6238728035474722j),(0.2105103757336505+0.7464451469957473j),(0.8583578242729483+0.19786277454589415j),(0.4635739947985699+0.6704360150848756j),(-0.06483385973539195+0.4780914434068031j),(0.3469850553654865+0.7202314984415702j),(1.144740698378011+0.05076246128537202j),(0.1815816650793308+0.7009615009243075j),(-0.006392227624522373+0.4518083421839433j),(1.2850638724968635+0.342850666853193j),(0.31630015251544275+0.6500026092997646j),(-0.7353529001060135+0.03209299296238447j),(0.1505721890848244+0.4794764237487759j),(0.10328831379316365+0.6943415129842573j)
0.64,(1.055666605645914+0.8157514231711188j),(0.22945809683315424+0.6166898200474515j),(0.20485269271362153+0.7373616743010319j),(0.8556074499502759+0.19790142841709024j),(0.45683900722126014+0.6639897232135334j),(-0.07005283374166399+0.4691222064630215j),(0.34061234178027516+0.7123703604038079j),(1.1440989196481364+0.049882419369035376j),(0.17570421561120037+0.692312413799943j),(-0.01200166051705637+0.4436565078875198j),(1.2809922811103722+0.3396670074999227j),(0.3096691807029609+0.6430647041080454j),(-0.7352336887552471+0.02485696558971529j),(0.14418637657583244+0.47309431168380733j),(0.09782570976574156+0.6851912954593243j)
0.65,(1.0480930939271733+0.8064011953294687j),(0.2228575014234854+0.6092283546387492j),(0.19907334493603873+0.7280123916498554j),(0.85277112229201+0.197875815476035j),(0.44994775506659107+0.6573298528438166j),(-0.07521478283580754+0.45984591756590554j),(0.3340951639067314+0.7042690655792194j),(1.1434403548795158+0.04908142051444896j),(0.16973466996203704+0.6833867607137654j),(-0.01755536849342365+0.4351927906749405j),(1.2767456088090507+0.3366556484657918j),(0.3029320435630349+0.6358687111728247j),(-0.7351377363679744+0.017505478764187468j),(0.13780382040602254+0.4664054350679364j),(0.0922922558783664+0.675753933780077j)
0.66,(1.0401413565533142+0.7971071595512823j),(0.21618771047567206+0.6014755920712693j),(0.19317532788261826+0.7183847257512864j),(0.8498460873580607+0.19778043590613525j),(0.4429009027070708+0.6504436459990449j),(-0.08031377521881564+0.45025204678582337j),(0.32743540534893967+0.6959147746875884j),(1.1427635064058117+0.048362408894255596j),(0.16367654117486452+0.6741719288037236j),(-0.02304719103375155+0.4264064276472295j),(1.2723166494820308+0.33381764307595296j),(0.29609128105957044+0.6284016710115798j),(-0.735070385370605+0.01003411653959592j),(0.1314298984591818+0.45939780337895547j),(0.08669200513974436+0.6660171229466411j)
0.67,(1.0318096013056834+0.7878610889112829j),(0.2094532003120645+0.5934204130563046j),(0.18716257936845157+0.7084680714821724j),(0.846830161413643+0.19760988595057172j),(0.43570051521779884+0.6433197738927751j),(-0.08534370033580671+0.4403316833166788j),(0.3206361854121278+0.6872963819301697j),(1.1420668708744626+0.047727943148700665j),(0.15753418343618342+0.6646572073307535j),(-0.02847066691516231+0.41728823448487684j),(1.2676991152940191+0.33115284885699225j),(0.28915052888046094+0.6206522633651106j),(-0.7350375878459765+0.002439030618183768j),(0.1250706245817912+0.4520609717276257j),(0.08102965630765546+0.6559705098492103j)
0.68,(1.0230988315843517+0.7786547476728812j),(0.20265933802625483+0.5850534181374746j),(0.18103997128457827+0.6982537887560648j),(0.8437217596749247+0.19735888102646443j),(0.42835004709918767+0.6359483673635766j),(-0.09029829004679168+0.4300775391161586j),(0.3137018455942607+0.6784045285838808j),(1.1413489242965125+0.047180182558442495j),(0.15131278052436728+0.6548337919063726j),(-0.03381906077190192+0.40783061800277937j),(1.2628876284923356+0.3286599039759917j),(0.28211450299602986+0.6126108334861625j),(-0.7350458884028517-0.005283026159973408j),(0.11873262295959823+0.4443860728385656j),(0.0753105457669857+0.6456056912097257j)
0.6900000000000001,(1.014012777294249+0.7694798975616359j),(0.19581235572628714+0.5763669400527844j),(0.17481329193685444+0.6877351863491842j),(0.8405199215231806+0.19702228077906253j),(0.42085431803762696+0.6283210399357287j),(-0.09517114043661433+0.41948394151487606j),(0.30663792423090447+0.6692316061569755j),(1.140608109221463+0.04672087493960011j),(0.1450183263751505+0.6446947757857294j),(-0.039085391247846796+0.3980275777717071j),(1.2578777161286792+0.32633621710715693j),(0.27498897426429075+0.6042694079353192j),(-0.7351024042486434-0.013134667103134573j),(0.11242309769352175+0.43636583813919444j),(0.0695406333975525+0.6349161979434015j)
0.7000000000000001,(1.004557806396166+0.760328321457625j),(0.1889193171005704+0.5673550443013895j),(0.16848921926303762+0.6769074926754715j),(0.8372243316750798+0.19659511611578226j),(0.41321947574399925+0.6204309029937694j),(-0.09995573405239741+0.40854681498022266j),(0.29945111951665065+0.6597717488102306j),(1.1398428244344854+0.0463513463131455j),(0.13865759804082445+0.6342351281709415j),(-0.04426246048120774+0.38787469687725545j),(1.252665808045763+0.32417797134657317j),(0.2677807332711496+0.5956216995027079j),(-0.7352148024195226-0.021117839812574243j),(0.10614979783681867+0.42799460771013687j),(0.06372648268800091+0.6238974660224822j)
0.71,(0.9947428176635824+0.7511918635440614j),(0.18198807670407025+0.5580135178446715j),(0.16207528539311786+0.6657678137633852j),(0.8338353368230724+0.1960726181945822j),(0.4054529461831867+0.6122725726592022j),(-0.10464546238586617+0.39726365241886125j),(0.2921492413747656+0.6500208149346068j),(1.139051417523454+0.04607249240249011j),(0.1322381214672654+0.6234516597269992j),(-0.04934288466573104+0.37736912208197165j),(1.247249238252845+0.32218014259187666j),(0.2604975457980897+0.5866631010615434j),(-0.7353912741381856-0.029233795280260554j),(0.09992097823119366+0.4192683290458139j),(0.05787523544947641+0.6125467941993884j)
0.72,(0.9845791154457375+0.7420624844478224j),(0.17502723250293767+0.5483398460920069j),(0.15557983318523178+0.6543150789425317j),(0.8303539572965324+0.1954502492709622j),(0.3975633717730916+0.6038421680728431j),(-0.10923364845271442+0.38563347658913066j),(0.28474115288037694+0.639976357969631j),(1.1382321806062106+0.04588477201929319j),(0.12576813064581582+0.6123429757662463j),(-0.054319125445268956+0.36650953384397833j),(1.2416262495757964+0.3203365325928093j),(0.25314809950207157+0.577390668355698j),(-0.7356405062821709-0.037483058044238696j),(0.09374535654427636+0.4101845447724559j),(0.05199458156761517+0.6008632892123335j)
0.73,(0.9740802674874717+0.7329323294577499j),(0.16804607233830582+0.5383331785408001j),(0.14901196551503693+0.6425499749912246j),(0.8267818933414549+0.19472373523478662j),(0.38956053838047977+0.5951373009144306j),(-0.11371356936004634+0.37365679236572863j),(0.2772367021533727+0.6296375867415765j),(1.1373833494450112+0.045788202407315584j),(0.11925652081060598+0.6009094178000922j),(-0.05918352191833562+0.35529610682043156j),(1.2357960012260485+0.318639816661526j),(0.24574194256574428+0.5678030919231543j),(-0.7359716499541316-0.04586539751546286j),(0.0876320669626385+0.40074236966661236j),(0.04609272430060865+0.5888477993455867j)
0.74,(0.9632619470960799+0.7237938075254453j),(0.1610545150705128+0.5279942836515001j),(0.1423814882152363+0.6304748697196808j),(0.8231215256739443+0.19388909959441156j),(0.3814552921650189+0.5861570561296097j),(-0.11807847879389102+0.3613355307490071j),(0.26964664581818726+0.6190053157918127j),(1.1365031061061805+0.0457823566265193j),(0.112712796442362+0.5891529943809752j),(-0.06392832305484798+0.34373046164144844j),(1.229758578698221+0.3170816058090525j),(0.23828941522477282+0.5579006585547995j),(-0.7363942861494499-0.054379800597923494j),(0.08159061103190839+0.3909424575044508j),(0.040178341682484256+0.5765028374413619j)
0.75,(0.9521417611727805+0.7146396784545528j),(0.1540630472404879+0.5173254937350604j),(0.13569884765039275+0.6180937261613508j),(0.8193759100300381+0.19294269859360955j),(0.3732594475150368+0.5769019639798871j),(-0.12232162939967257+0.3486729856360095j),(0.2619825652730153+0.608081906348139j),(1.1355895852495768+0.04586636307327929j),(0.10614701490445307+0.5770773023570809j),(-0.0685457203569835+0.33181560887531536j),(1.223515005188305+0.31565252284764644j),(0.23080157519843403+0.5476852028778161j),(-0.7369183885158697-0.06302444573149323j),(0.07563080615792386+0.3807869584450786j),(0.03426054462301383+0.5638324946541928j)
0.76,(0.9407390658384001+0.7054631454783568j),(0.14708265613364688+0.5063306408066665j),(0.12897506396808056+0.6054120087112507j),(0.8155487655108233+0.19188125707899883j),(0.36498568747292554+0.5673739636796686j),(-0.1264362950670801+0.33567374446688863j),(0.25425677711659217+0.5968711987602922j),(1.1346408840556539+0.04603890724607457j),(0.09956972657449477+0.5646874398310978j),(-0.07302788062803492+0.31955588621525083j),(1.2170672535323825+0.31434229176980183j),(0.22329011813624933+0.5371600498292399j),(-0.7375542831944453-0.07179667849452169j),(0.0697627322903373+0.3702794678045633j),(0.028348832308509826+0.5508423463961004j)
0.77,(0.9290747715754083+0.6962579503180644j),(0.14012476015282493+0.49501498451028153j),(0.12222166109016644+0.5924365826805664j),(0.8116444566062494+0.19070190467449127j),(0.356647458160508+0.5575763590315862j),(-0.13041579316481172+0.3223436139265781j),(0.24648223914413742+0.5853784373701234j),(1.1336550757188844+0.04629823587783589j),(0.09299191234516387+0.5519899122476712j),(-0.07736697874521982+0.30695688999920756j),(1.2104182575087747+0.31313983948577134j),(0.2157672942454087+0.5263299489427417j),(-0.7383126057214573-0.08069298891152528j),(0.06399667730346066+0.3594249672068188j),(0.022453045501874033+0.5375393520376852j)
0.78,(0.917171139976551+0.6870184678070747j),(0.13320113740123052+0.4833851333392377j),(0.11545059449851397+0.5791756088279636j),(0.8076679688721061+0.18940221176695993j),(0.3482588587825994+0.547513766612327j),(-0.13425350679813863+0.30868954191670717j),(0.23867245334489595+0.5736101889127371j),(1.1326302263563774+0.046642163564663504j),(0.08642491935218843+0.538992533128723j),(-0.08155523036251443+0.2940254022256634j),(1.2035719212317957+0.31203340877620495j),(0.20824582228078434+0.515201001505562j),(-0.7392042549576444-0.08970899062111047j),(0.058343081569886907+0.3482297591994997j),(0.01658331831721515+0.5239317500038684j)
0.79,(0.9050515743285692+0.6777397972573674j),(0.12632385334602161+0.47144896046545715j),(0.10867417783000906+0.5656384344780324j),(0.8036248783306075+0.1879802247659162j),(0.33983452880983833+0.5371920571913312j),(-0.13794290718140986+0.29471953701704595j),(0.23084136731328958+0.5615742556433847j),(1.1315644151011208+0.047068082024352156j),(0.07988039574810475+0.5257043210294384j),(-0.08558492449574083+0.28076931424973617j),(1.1965331252990634+0.3110106810990056j),(0.20073880206262212+0.5037805817487911j),(-0.7402403439951444-0.09883940207136895j),(0.0528124821925774+0.33670139649502273j),(0.010750029006530697+0.5100289499322842j)
0.8,(0.892740406362197+0.6684178479261725j),(0.11950518838081564+0.4592155155418499j),(0.10190500923010737+0.5518354828456674j),(0.7995213147639164+0.18643450007119403j),(0.3313895339208861+0.5266182911795425j),(-0.1414775762271602+0.2804425866306609j),(0.2230032754270623+0.5492795844532522j),(1.1304557570719194+0.04757297211571064j),(0.07337022528067395+0.5121353942998923j),(-0.0894484559625947+0.2671975483360092j),(1.189307728340867+0.31005890768507155j),(0.19325962663916496+0.49207725330979324j),(-0.7414321479751953-0.10807802992522021j),(0.047415457323092394+0.32484860703747503j),(0.004963750246367474+0.49584142354785066j)
0.81,(0.8802626815616236+0.6590494162038943j),(0.11275756603501506+0.4466949338582558j),(0.09515589832670142+0.5377781421528653j),(0.7953639191695571+0.18476413616771625j),(0.3229392522222848+0.5158006490007867j),(-0.1448512294525274+0.26586857495481553j),(0.21517272105351493+0.5367361732736132j),(1.1293024288384261+0.04815341873984138j),(0.06690646235892979+0.4982968652089056j),(-0.09313835766365576+0.2533199782089342j),(1.1819025626615263+0.3091650471718983j),(0.18582189513633338+0.4801006822486176j),(-0.7427910487325142-0.11741775487733622j),(0.042162570950168864+0.31268121610532496j),(-0.0007648006455285841+0.48138059585088544j)
0.8200000000000001,(0.8676439454435102+0.6496322524744238j),(0.10609348249363477+0.4338983442115135j),(0.0884397945822754+0.5234786560537222j),(0.7911597957446467+0.1829688032662109j),(0.3144992621661352+0.5047483573509509j),(-0.14805773929192023+0.2510082018436816j),(0.207364400924697+0.5239549760714108j),(1.1281026959314018+0.04880562872643181j),(0.06050126820229754+0.4842007349200653j),(-0.09664733269570784+0.2391473496812293j),(1.1743254227589563+0.3083159078634407j),(0.17843932723898662+0.4678615479099392j),(-0.7443284761672069-0.12685052010804065j),(0.037064318496681216+0.30021006663850286j),(-0.0064248111961399445+0.46665873812174447j)
0.8300000000000001,(0.8549100331845022+0.6401651159806153j),(0.09952543799805572+0.4208377767966577j),(0.0817697176677275+0.5089500167778267j),(0.7869164588598186+0.18104876992348595j),(0.30608523345704025+0.49347161235738646j),(-0.1510911588825436+0.23587290353295465j),(0.1995930726807944+0.5109478077105916j),(1.1268549418872273+0.04952545178119021j),(0.05416684857391963+0.4698597907084028j),(-0.09996828628544195+0.2246912023586786j),(1.1665850456572493+0.3074982925754731j),(0.1711256801336788+0.4553714528989037j),(-0.7460558462341716-0.13636732262841986j),(0.032131073516841226+0.2874469389286272j),(-0.01200542266185587+0.451688864116944j)
0.84,(0.8420868648956751+0.6306478164435292j),(0.09306587060056432+0.40752607234178756j),(0.07515869038160804+0.4942058622663067j),(0.7826417755712425+0.17900492610531785j),(0.29771282208709504+0.4819815006713302j),(-0.15394574635729757+0.22047477608475366j),(0.19187346642492106+0.49772724989396494j),(1.1255576982635414+0.050308404534642054j),(0.0479153935030224+0.45528750667457324j),(-0.10309435751989106+0.2099637933200229j),(1.1586910821831864+0.30669914393406095j),(0.16389466861704854+0.44264283338480204j),(-0.7479844954355327-0.1459582078050728j),(0.027373035741725445+0.27440447073584573j),(-0.017495778069284942+0.43648463067565196j)
0.85,(0.8292002487132897+0.6210812416162544j),(0.08672709264823918+0.39397679359770416j),(0.06861967451931089+0.4792603784138183j),(0.7783439042979673+0.17683880219836223j),(0.28939757046823894+0.4702899195191297j),(-0.15661598963905607+0.20482650228817345j),(0.18422020096914876+0.4843065593125712j),(1.1242096750213377+0.05114969768789578j),(0.04175901930734578+0.44049794905684475j),(-0.10601895083033784+0.19497802355741378j),(1.1506540585542469+0.30590568794601886j),(0.15675988894288856+0.4296888708634349j),(-0.7501256117060876-0.15561226739238956j),(0.022800180681896234+0.26109607879864344j),(-0.0228850692253761+0.42106024377746437j)
0.86,(0.8162756937003294+0.6114673703841341j),(0.08052123027884944+0.3802041401596278j),(0.06216550998292608+0.46412820734962706j),(0.7740312303599421+0.17455258353343453j),(0.28115481345231946+0.4584094967042894j),(-0.1590966316832013+0.18894128262101906j),(0.17664770528767595+0.4706995790169591j),(1.1228097906395673+0.05204426619845384j),(0.035709713139281535+0.42550568706570663j),(-0.10873576716003944+0.17974736784046674j),(1.1424853279139473+0.3051055736586378j),(0.14973474685012758+0.41652340640091934j),(-0.7524901615975333-0.16531764144454097j),(0.018422210962542478+0.24753588258822318j),(-0.02816258255791542+0.40543037089909j)
0.87,(0.8033382343374323+0.6018092714367725j),(0.07446016612644975+0.3662228674473309j),(0.05580885731822393+0.4488243624977968j),(0.7697122991276754+0.1721491200493157j),(0.27299959084783293+0.44635351149340613j),(-0.16138269606372446+0.17283277074580738j),(0.1691701455347233+0.4569206538916023j),(1.1213572013125972+0.052986802389823555j),(0.029779280201678585+0.41032570997760776j),(-0.11123883471444915+0.16428580853949332j),(1.1341970117398688+0.30428700677424614j),(0.14283239008847473+0.4031608582528231j),(-0.7550888136967525-0.17506152452759513j),(0.014248509540168998+0.23373863103119302j),(-0.033317743685658915+0.3896100603155408j)
0.88,(0.7904122681315997+0.5921110879188343j),(0.06855548536005532+0.3520482105073123j),(0.04956214377394686+0.43336415095656355j),(0.7653957475762743+0.16963193080179945j),(0.26494656686505325+0.4341358172375219j),(-0.16346951274464486+0.15651501388200628j),(0.1618013578373985+0.44298455096463624j),(1.1198513285798857+0.05397179180429382j),(0.023979293713715738+0.39497335102945336j),(-0.11352253915755067+0.14860777381498438j),(1.1258019313490812+0.303438875184262j),(0.13606564564264073+0.38961614360769853j),(-0.7579318582589523-0.18483017670296673j),(0.010288094930799453+0.21971963278790121j),(-0.038340160644762276+0.3736146677871223j)
0.89,(0.7775214075945567+0.5823780088044874j),(0.0628184251170545+0.3376958131316454j),(0.04343751290257218+0.4177631035362306j),(0.7610902350635318+0.1670052031046535j),(0.25700995675388827+0.4217707664795745j),(-0.1653527438255609+0.14000239827005953j),(0.15455478694169947+0.42890638512520973j),(1.118291884751717+0.05499355155072502j),(0.018321047655349934+0.37946421845998796j),(-0.11558165308156772+0.13272808045438086j),(1.1173135300229906+0.30255086453621716j),(0.12944696175327483+0.37590460504840756j),(-0.7610291230999311-0.19460893980483338j),(0.006549578567716355+0.20549469053329186j),(-0.043219665714455735+0.3574597908728965j)
0.9,(0.7646883475489261+0.5726162280253468j),(0.0572598273448873+0.32318166261816195j),(0.03744677766233022+0.40203691259897223j),(0.7568043741633432+0.1642737861750104j),(0.2492034607460717+0.40927313918241337j),(-0.1670284090004542+0.12330959982384912j),(0.14744343067620003+0.4147015506551502j),(1.1166788955250586+0.05604627083090805j),(0.01281551228126986+0.3638141338536164j),(-0.1174113645419015+0.11666188151665002j),(1.1087457865571804+0.30161356214261786j),(0.12298835474546947+0.36204194216324065j),(-0.7643898858748028-0.20438225958375075j),(0.0030411244012389363+0.19108003954683037j),(-0.04794635579047221+0.34116121091971996j)
0.91,(0.7519347484190203+0.5628328926079388j),(0.05189009503014436+0.3085220303305536j),(0.03160137693785688+0.3862013776577927j),(0.7525466623819562+0.16144317924287413j),(0.24154020527883044+0.3966580745845597j),(-0.16849291042497042+0.10645153995901696j),(0.1404797901047718+0.4003856588153653j),(1.1150127192294526+0.05712405326151102j),(0.007473292371805514+0.34803907776148535j),(-0.11900730441691743+0.100424618832613j),(1.100113121300601+0.30061854777727864j),(0.11670136060528605+0.3480441485767276j),(-0.768022782974171-0.21413371433342288j),(-0.00022958914721310075+0.17649229078160703j),(-0.052510631250633245+0.32473484259799873j)
0.92,(0.7392811358636384+0.5530360412412622j),(0.04671915177297278+0.2937334180591366j),(0.025912335370863286+0.3702723585198334j),(0.7483254155658088+0.1585195141704322j),(0.23403269136342156+0.3839410070570262j),(-0.16974305665162429+0.089443346486464j),(0.1336758251677839+0.3859744815651639j),(1.1132940622036107+0.05822096054647543j),(0.002304588177855344+0.33215514240792676j),(-0.12036557232526662+0.08403198030612666j),(1.0914302959727216+0.29955847017591314j),(0.1105969911916742+0.3339274545118953j),(-0.7719357153934364-0.22384605065387592j),(-0.003255404760957685+0.16174837845342446j),(-0.05690323324485+0.3081966906946077j)
0.93,(0.7267468168197742+0.5432345347979727j),(0.0417564046551872+0.27883251003708864j),(0.020390226381243874+0.354265735604742j),(0.7441487037768018+0.155509532709405j),(0.22669274987018423+0.3711376061985354j),(-0.1707760852667476+0.07230031937413334j),(0.12704291556034947+0.3714839013387486j),(1.111523989877841+0.05933105699957269j),(-0.0026808409820605053+0.31617849114096935j),(-0.12148276081368106+0.06749986186922124j),(1.0827123087290318+0.298427108354785j),(0.1046856949348889+0.31970827484569597j),(-0.7761357520761779-0.23350122702809314j),(-0.006029719212238618+0.14686551207113857j),(-0.06111527932367046+0.29156281373271975j)
0.9400000000000001,(0.7143498117566894+0.5334379803768226j),(0.037010710350897924+0.26383613033584025j),(0.015045138261090513+0.33819737693451063j),(0.7400242903649624+0.15242055860166245j),(0.2195315034321849+0.3582637212726607j),(-0.1715896838491182+0.055037901105955814j),(0.12059182656518432+0.35692986666119353j),(1.1097039332238594+0.06044845437114519j),(-0.007473710504213626+0.30012532415598775j),(-0.12235597751718356+0.05084433386358182j),(1.0739742860786496+0.29721941717453965j),(0.09897732185177666+0.3054031624809902j),(-0.7806290313970229-0.2430804658960647j),(-0.008546513626985748+0.1318611327217849j),(-0.06513829729775011+0.27484929386931545j)
0.9500000000000001,(0.7021068026961284+0.5236566504241287j),(0.03249034443652192+0.24876120524912468j),(0.009886643236615563+0.32208311117878247j),(0.7359595749110712+0.14926046479807817j),(0.2125593346213527+0.34533532996265615j),(-0.17218200886920348+0.03767165130407427j),(0.11433267954455045+0.3423283532592813j),(1.1078356903297042+0.06156735639904985j),(-0.012065241676116915+0.28401184991320627j),(-0.12298286499255749+0.034081611551166055j),(1.0652313733391816+0.29593155689578304j),(0.09348109270117987+0.29102876673466355j),(-0.7854206616306447-0.2525643148955068j),(-0.01080038089727115+0.11675287332946435j),(-0.06896425719772785+0.2580722124247577j)
0.96,(0.6900330963418251+0.5139013984349218j),(0.02820297387027474+0.23362473017932955j),(0.004923769413184117+0.3059387060499942j),(0.7319615406446308+0.1460376361317038j),(0.20578586002258079+0.3323684913014713j),(-0.17255170216038784+0.0202172252281249j),(0.10827492679802148+0.3276953302129278j),(1.1059214229607426+0.06268210248325429j),(-0.016447190240529694+0.2678542615834151j),(-0.12336161793539306+0.0172280293975512j),(1.056498625342233+0.2945609067883009j),(0.08820557210680971+0.2766017963343411j),(-0.7905146214478587-0.2619327178974634j),(-0.012786550106040783+0.10155852252638539j),(-0.07258560118240875+0.24124763032501034j)
0.97,(0.6781426014833672+0.5041835726378128j),(0.02415563262715518+0.21844374046290482j),(0.00016497554355831504+0.28977985127595046j),(0.7280367068674094+0.14276092783288377j),(0.19921990982033566+0.3193793025284919j),(-0.17269790461941303+0.0026903557219971515j),(0.10242733050747402+0.3130467306021247j),(1.103963648075202+0.0637872098778045j),(-0.020611872318164137+0.2516687177918024j),(-0.12349099751121169+0.0003000187216639187j),(1.0477908990792124+0.293106063157282j),(0.0831586454875891+0.26213898652714224j),(-0.7959136616823123-0.27116509639301917j),(-0.014500907829860377+0.08629599170808704j),(-0.0759952712251594+0.22439157268516668j)
0.98,(0.6664478196978765+0.4945149289400961j),(0.020354700491672657+0.20323528551370404j),(-0.004381871413832756+0.2736221453329191j),(0.7241910868315782+0.13943962031532844j),(0.19286951251614554+0.3063838595331447j),(-0.1726202668319115-0.01489316185756134j),(0.09679794551461156+0.29839842603322864j),(1.1019652243710856+0.06487741380366248j),(-0.0245521876390624+0.2354713268865623j),(-0.12337034256166084-0.01668591173655922j),(1.0391227499046471+0.29156682242859006j),(0.07834749965390313+0.2476570697337314j),(-0.8016192098157805-0.28024044168026524j),(-0.015940016191084136+0.07098328479244886j),(-0.0791867343959654+0.2075200167316557j)
0.99,(0.6549598482680533+0.4849075442598434j),(0.016805885025044397+0.18801640562375388j),(-0.008709515953968017+0.25748108509889467j),(0.720430151436083+0.13608337069326398j),(0.18674188441091497+0.29339822047021036j),(-0.172318956369132-0.03251748222665349j),(0.09139410570626814+0.2837662043772043j),(1.0999293340475444+0.06594770491141226j),(-0.028261640014855108+0.21927813393563444j),(-0.12299957748662717-0.03371319281482367j),(1.0305083327982403+0.28994415018353237j),(0.07377860694970718+0.2331727491296631j),(-0.807631278829071-0.2891374181550535j),(-0.017101127541470734+0.0556384701629412j),(-0.08215400555120753+0.19064888224809537j)
1.0,(0.6436883941657887+0.4753737312082456j),(0.013514206734617087+0.17280411073915533j),(-0.012811330886425155+0.24137205758271618j),(0.7167587990171597+0.132702161510757j),(0.1808434235102612+0.28043837207347133j),(-0.17179466156197346-0.05016672079700891j),(0.08622241381567895+0.2691657500207115j),(1.097859460064578+0.06699336356356118j),(-0.03173435497154152+0.20310510964998257j),(-0.12237921665089242-0.05076521000857984j),(1.0219613100339462+0.2882401372457235j),(0.06945771284256579+0.21870267450330702j),(-0.8139483822503351-0.29783447782261163j),(-0.017982195674877247+0.040279654249721436j),(-0.08489166724589856+0.17379402373429195j)
1.01,(0.6326417979143345+0.4659259549160881j),(0.010483987479613667+0.15761536052336636j),(-0.016681331365960554+0.2253103328982911j),(0.7131813314204987+0.1293062471756726j),(0.17517970754095+0.267520198153534j),(-0.17104859162601158-0.06782496288260459j),(0.08128873448106821+0.2546126259178368j),(1.0957593592773485+0.06800999046103537j),(-0.03496509445632298+0.18696814044332163j),(-0.12151036521778798-0.06782531717488499j),(1.0134947664220346+0.28645794409439307j),(0.06538982688429132+0.20426341972459716j),(-0.8205674573934548-0.3063099859189202j),(-0.01858188348693971+0.024924956186447363j),(-0.08739488669436217+0.15697122348717613j)
