t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014
1.6300000000000001,(-0.013752267779573644-0.01825429493375766j),(-0.44611562894948037-0.11938849719084423j),(-1.2401125334221677+0.9329047024726749j),(-0.03311770102022343+0.022693060450275745j),(-0.28813146646276655+0.13182355901835127j),(0.03041678342461353+0.00022942708341045122j),(1.2698696165755-1.3697940002959303j),(1.3860290708749085e-06-0.0003310731923019908j),(0.11218289131840029+0.07393039927859398j),(-0.007009534306778607+0.05657508027744329j),(-8.870283997515683e-05-0.006699629557118205j),(-0.20100511568308818+0.5863349039060901j),(-1.5240347237108568e-05-6.106943569891427e-06j),(0.13218490752110199+0.28568398015020463j),(0.726799086574279-0.8655724284064312j)
1.6400000000000001,(-0.01646612354540348-0.015251726762331863j),(-0.4619090774428981-0.013283602211418721j),(-1.0242850645946824+1.1396797932823535j),(-0.027178988256054637+0.03029503268467455j),(-0.27769603999424647+0.21451348550874946j),(0.027161156944599172-0.0036001164949731653j),(0.9830215293675026-1.6268759396947727j),(-7.131110708996428e-05-0.00032350959732943205j),(0.11689405165303801+0.05651123052652383j),(0.0016545850868588084+0.05194816985493036j),(-0.0016605885187088532-0.006707583760154182j),(-0.06220616446567123+0.6078497254147327j),(-1.4016639586737606e-05-7.757048803277114e-06j),(0.18224284942939933+0.2410395547886405j),(0.5398648984364457-0.9581665209212927j)
1.6500000000000001,(-0.01853577578218484-0.012012062757270962j),(-0.4511640038593315+0.09261521501733919j),(-0.7720523797521248+1.2946691965818666j),(-0.019404271092414643+0.03640949308132036j),(-0.24293425856612555+0.2972028166358581j),(0.023639844749347043-0.006536054268665054j),(0.6396257007340758-1.8177144218031884j),(-0.00014219302721102858-0.00029948921628326496j),(0.11921676383396224+0.03902786333973163j),(0.008717050144226319+0.04629322925759932j),(-0.003267554796786195-0.0063389116006122665j),(0.07591632574738377+0.5955592947067818j),(-1.257212770284391e-05-9.299109735461535e-06j),(0.21931548033331488+0.18814342855482125j),(0.34260234680057206-1.0086538489520671j)
1.6600000000000001,(-0.02000772174795194-0.008678001216091805j),(-0.4150621392191331+0.19162956974153506j),(-0.4961702528096553+1.391296436023149j),(-0.010151669799491449+0.04056687810381799j),(-0.18367111659242608+0.3727724763884264j),(0.02003584296866294-0.008620965629900237j),(0.25613492197683224-1.9291482161679983j),(-0.00020737569226713518-0.0002590758531472142j),(0.11914762036507073+0.02175406461133393j),(0.014133670400608082+0.04000542292841337j),(-0.004818689961924846-0.005570257732039101j),(0.2050340160973103+0.5510094650338069j),(-1.0904052495302872e-05-1.0692570875556725e-05j),(0.24227081097781406+0.13051759430849288j),(0.1447232950489265-1.0166455025588523j)
1.67,(-0.020963060052930194-0.0053554363080464025j),(-0.3564613630215921+0.27766350873205203j),(-0.21059587475493263+1.4262045161889434j),(9.29317498397867e-05+0.04237902116907128j),(-0.10179263453745824+0.43408438971081237j),(0.01650703014821881-0.009928421979964457j),(-0.147801332847248-1.952309179738135j),(-0.0002628020312254758-0.0002032797766921322j),(0.1167073851797941+0.004990745595818309j),(0.017944048475930348+0.03345483645755487j),(-0.006211700837267642-0.004399803285758911j),(0.317525757868835+0.477816275340011j),(-9.017082684302959e-06-1.189167653017125e-05j),(0.250896297226768+0.07176276856832389j),(-0.044378660137843084-0.9840436807691234j)
1.68,(-0.021502404381050198-0.0021037746305612964j),(-0.2796800646085551+0.3456264151971048j),(0.07034485773348886+1.3994784280958286j),(0.010732380326471506+0.04157610387599174j),(-0.0012378264923684212+0.4745737390606687j),(0.013181837779603888-0.010555175131724423j),(-0.550492696274435-1.8834325679690118j),(-0.00030447360442011713-0.0001341758074636949j),(0.11195713150371082-0.010935848889510782j),(0.020259649836534263+0.026970165209023133j),(-0.007337657450248596-0.002852098242646619j),(0.4069998390693159+0.38141399805694753j),(-6.9253860766369354e-06-1.2846557908663858e-05j),(0.24587454208799803+0.01532155960900912j),(-0.21618317074685592-0.914876880902136j)
1.69,(-0.021727661168121568+0.0010686666200723505j),(-0.1901720423965721+0.3917852062618977j),(0.33283384768508006+1.314646663378913j),(0.021086011628326948+0.03804121935573189j),(0.11218008344716857+0.4888372177079885j),(0.01015699363672231-0.010612933914088699j),(-0.929581724622035-1.7243505285539962j),(-0.00032873950671746105-5.496790180834858e-05j),(0.10501397975952025-0.025682515994463154j),(0.021248828986126858+0.02082626512337455j),(-0.008087629214760167-0.0009820636062401913j),(0.46873563596160406+0.2686676232231975j),(-4.654701689399925e-06-1.3504960871943005e-05j),(0.22869717016700383-0.03574304461921604j),(-0.3635382174300247-0.8149956295409599j)
1.7,(-0.021722109256785735+0.004203007754116357j),(-0.0941146764228433+0.4140148624084651j),(0.5644191023982781+1.1784493140319547j),(0.030428856831891223+0.03183901866249896j),(0.23112007236997653+0.47316640654682596j),(0.007497320724163557-0.010220261032259344j),(-1.2635424571966993-1.4826020709555359j),(-0.0003326327019635783+3.002417021744832e-05j),(0.0960634769088557-0.03890419137064221j),(0.021119950100853498+0.015236159938951933j),(-0.00836119159243086+0.0011225266968938566j),(0.5000076300604167+0.14737471085106094j),(-2.244240675268573e-06-1.381470703281751e-05j),(0.20152266672692853-0.07893661999336575j),(-0.4810575235227571-0.6916476693000442j)
1.71,(-0.021530869780654736+0.007381115438159424j),(0.002058871334190082+0.4119269331688996j),(0.754790184017812+1.00038492966591j),(0.03804132980520578+0.023234412547860683j),(0.3472146158879744+0.4259813027110065j),(0.005237423585268717-0.00949510505769267j),(-1.533198637614507-1.171132923290084j),(-0.0003142343951999303+0.00011548013468044074j),(0.08536681127856172-0.05027336223498608j),(0.020103882996488284+0.010347715604788869j),(-0.008076545051936555+0.0033408755738591287j),(0.5002628356797508+0.02569076318585975j),(2.518098482426565e-07-1.3726944567523855e-05j),(0.1669893610672373-0.11247533242102689j),(-0.5653899262851803-0.5529643604972247j)
1.72,(-0.02114411107265688+0.01070975561994647j),(0.0921472005034349+0.3868604340946295j),(0.8964123486209945+0.7920587903294345j),(0.04326713970177962+0.012697424937437776j),(0.45169554561966085+0.3481125274930412j),(0.0033849581508998954-0.008548399097074534j),(-1.7231434954132678-0.8075692272483268j),(-0.0002730361239829739+0.00019531623746773863j),(0.07326124254512123-0.059503253286627235j),(0.01843713358752036+0.0062448364871883185j),(-0.007181706525166863+0.005522090236531234j),(0.4711319427433144-0.08847763509243242j),(2.7634556022977054e-06-1.3200185172858643e-05j),(0.12799822930475147-0.1353693579426453j),(-0.6153398936801351-0.4073955318717395j)
1.73,(-0.020485558923083146+0.014298221743530331j),(0.17064644816947802+0.3417351089948347j),(0.9849634301651615+0.5663799150803341j),(0.04557542708949657+0.0008904615104705551j),(0.5361007396199192+0.24289998848431993j),(0.001925088867953232-0.0074790412570494j),(-1.8229373093987415-0.4131050062548981j),(-0.00021025955918738457+0.00026305670902340673j),(0.06015257851381353-0.0663710200700935j),(0.016346754419010203+0.0029526911238856443j),(-0.005665842129988547+0.007491947057543275j),(0.41626835206814283-0.1880638378309212j),(5.205050678393654e-06-1.2205038805131508e-05j),(0.08748401228410957-0.14744152676855224j),(-0.6318292324669661-0.26313814845017514j)
1.74,(-0.019408811387775504+0.018231086753606268j),(0.23315565218783096+0.28077738163484167j),(1.0195376498463902+0.3366668538736347j),(0.04462149357426929-0.011364447764384042j),(0.5930100895499194+0.1160809896018056j),(0.0008256710880362624-0.006370442806166389j),(-1.8279778928935155-0.011067618199028628j),(-0.00012908414764335616+0.0003123392966768927j),(0.04650052393760031-0.07073861148273297j),(0.01403796730918856+0.000446166085232169j),(-0.0035694274666245173+0.009063959588853771j),(0.3410229180792089-0.2673662082001526j),(7.476769552820325e-06-1.0729447528246698e-05j),(0.048193918621668524-0.14928064459058452j),(-0.6177053142650526-0.12760431585810394j)
1.75,(-0.017703409089022192+0.022538486697254646j),(0.2766838368072517+0.20913961194428404j),(1.0025941867722727+0.11572841208633028j),(0.04029942204805524-0.02313901709177369j),(0.6167413794776833-0.024543775613435792j),(4.26859087220852e-05-0.005288680323274468j),(-1.7399421635298682+0.3747454097081217j),(-3.472717434122899e-05+0.0003375361007046946j),(0.032796777733302564-0.07256953791948517j),(0.011685132943904405-0.0013394483070947195j),(-0.000991623532753189+0.010054780531020453j),(0.2519785025600634-0.3224585623333617j),(9.467705606143031e-06-8.784088947604556e-06j),(0.012493185930130185-0.14213431486820022j),(-0.5774128707943723-0.0069706265838170856j)
1.76,(-0.015112054515545578+0.027167173556411874j),(0.2998294150630043+0.13244791660714134j),(0.9396493567243753-0.0850030789073209j),(0.03277910169613911-0.03347096552887428j),(0.6039378801690671-0.16965037095982016j),(-0.0004745150226645276-0.004282153858762387j),(-1.566733854952398+0.7218200764012359j),(6.567834814399939e-05+0.0003344489035101701j),(0.019537391205275353-0.07193838895120365j),(0.00942636124130726-0.002496658842205352j),(0.0019069578970342409+0.010303374344539198j),(0.15638336717052126-0.3514469830223037j),(1.106084019523684e-05-6.407477878072345e-06j),(-0.017785407765535284-0.12775281643773476j),(-0.5165595669738212+0.09415435680109938j)
1.77,(-0.011359223412495836+0.03195650478219651j),(0.3028174116300553+0.05632034614509902j),(0.8387412805739496-0.2562121376588487j),(0.02252022853923574-0.04145058020604263j),(0.5539876354779552-0.3091073941423692j),(-0.0007785272204369936-0.0033825353009181184j),(-1.3219268525667889+1.010625056689505j),(0.00016345244805805062+0.0003010133185882214j),(0.0071929189396144075-0.06903195599627686j),(0.007361692021355878-0.0031339654859171787j),(0.004907933141079866+0.009692648103015268j),(0.061533336160031454-0.35454763226676134j),(1.2140002465825942e-05-3.6701568068080993e-06j),(-0.04143614373871529-0.10820052616667984j),(-0.4414174902640393+0.1729198125657213j)
1.78,(-0.006189977700040528+0.03662346564542266j),(0.2873892371638325-0.014098784723093949j),(0.7097090954991192-0.39125198534444183j),(0.010257352219065465-0.04631392361489536j),(0.4692145793120302-0.4328098956253779j),(-0.0009200425773440014-0.002606707854562661j),(-1.023718214987953+1.2260983005302168j),(0.0002490081832177744+0.00023792287076159356j),(-0.0038219496147497874-0.06414095029299062j),(0.005554464769369927-0.0033650213976421034j),(0.007746754900633151+0.008171356861151608j),(-0.025839142532226023-0.3339754254908779j),(1.259875166647883e-05-6.772549431154587e-07j),(-0.05791218342367051-0.0856539609225902j),(-0.3584053657714454+0.22826873792512667j)
1.79,(0.0005837267543516156+0.04076098967995272j),(0.25656034440885334-0.0745423148295836j),(0.5633563792892365-0.4864576434278207j),(-0.003047346450454567-0.04753191263824306j),(0.3548142258930182-0.531561758800203j),(-0.0009449853857532592-0.0019593562221935632j),(-0.6934826377528491+1.3587751090579927j),(0.00031275717446192834+0.00014906537478900466j),(-0.013174587274732603-0.05764250442724872j),(0.004035240706916347-0.003299524537133039j),(0.010132996155992918+0.005773198793841894j),(-0.10011123346523919-0.2936532000171621j),(1.2350865004807698e-05+2.431362679007857e-06j),(-0.06729531604202968-0.06220729521798598j),(-0.27360021190988326+0.2608242310428748j)
1.8,(0.009033704615904734+0.04385276999085555j),(0.21427069710217772-0.12192412281756625j),(0.41057435793030156-0.5412008138091867j),(-0.016282432830907433-0.044883554565329865j),(0.2185123602937432-0.5979237914437805j),(-0.0008926728757307075-0.0014358619271299397j),(-0.3540383564941353+1.405446763843257j),(0.0003462285475746207+4.16553264585556e-05j),(-0.020634953643512418-0.04997561205404544j),(0.0028074876714326616-0.0030363237675942686j),(0.011778816198061435+0.0026296008273766587j),(-0.1571952322848535-0.2387698076879349j),(1.134181526718484e-05+5.484108582125515e-06j),(-0.07021042959131815-0.03970390895771621j),(-0.19232088606370976+0.2726462330870611j)
1.81,(0.01906885114360831+0.04530630186452447j),(0.16496575580306597-0.154513957941443j),(0.2615040777246631-0.5576872015113301j),(-0.028291444948439708-0.03850167205975087j),(0.06996089676761671-0.6269323150772839j),(-0.0007949347054009455-0.0010251939995178452j),(-0.027778257429829756+1.369265793563333j),(0.0003432986254909962-7.404089315022109e-05j),(-0.02608864335481636-0.041610948306588944j),(0.001854187891263319-0.002658932752335306j),(0.012433732350273497-0.0010274032834288102j),(-0.1948004099744694-0.17523461264020726j),(9.560302922762837e-06+8.28446481280381e-06j),(-0.06769737963062172-0.019609479341856813j),(-0.11881707333730536+0.26689030911801515j)
1.82,(0.03039781129776045+0.044504252795553575j),(0.1131568573552727-0.17197000452985706j),(0.12481969345628197-0.5405230913524394j),(-0.03799230279437688-0.028880617529277605j),(-0.08007564201119641-0.6166123257758102j),(-0.0006760467457141108-0.0007125474616114424j),(0.2651395586273091+1.259282217443497j),(0.000301380750319958-0.00018545954555766118j),(-0.029539580482430394-0.033018395722684994j),(0.0011445777286808547-0.002233367879319284j),(0.011922025604715846-0.0048754258328063795j),(-0.212507846772045-0.10908628506146001j),(7.048605786791231e-06+1.0621903574371226e-05j),(-0.06105779497180865-0.0029365493284790635j),(-0.05608601505159328+0.24740890740417198j)
1.83,(0.04250792671218295+0.04087137415210884j),(0.06300688827186754-0.17523227161423033j),(0.007192672852867205-0.49610521379915357j),(-0.0444971595658724-0.01684071305787868j),(-0.22067591644020787-0.5682141653973534j),(-0.0005532864767949846-0.00048155875719129977j),(0.5083718578104414+1.0894478886575747j),(0.00022237927125710384-0.0002789870342874949j),(-0.031103254247873788-0.024635311963060413j),(0.0006403649502694602-0.0018080042559856318j),(0.010177593445971442-0.00852677009107275j),(-0.21165344669922778-0.045921142771729165j),(3.910278396989227e-06+1.2286882718755223e-05j),(-0.05169544364658735+0.009776441495959912j),(-0.005822223289228837+0.2183397522275458j)
1.84,(0.05466668939581777+0.033951965963902764j),(0.017986581376642045-0.1662961350661668j),(-0.08701814105374173-0.4319024072498739j),(-0.04721536412284911-0.0034502223060253676j),(-0.34176007063723074-0.4861378976225356j),(-0.00043789889130391884-0.0003160091127651085j),(0.6905703052957817+0.877191278726889j),(0.00011319229966892461-0.0003416340060953303j),(-0.030990494690426088-0.016838759991775996j),(0.00030095451843869083-0.0014149929877981487j),(0.007269953657913572-0.011567737069672212j),(-0.19503867971597724+0.00959695225871468j),(3.1363329458548306e-07+1.3089339963198156e-05j),(-0.040968616946550324+0.018435176228944382j),(0.03150819625706361+0.18372342085301208j)
1.85,(0.06595028153586027+0.023489909421527958j),(-0.019366785497339813-0.14789973789378583j),(-0.1558378090162889-0.3557104558094388j),(-0.04592374422868689+0.010087246376668666j),(-0.4350287452671513-0.3775349152588962j),(-0.0003362713536174875-0.0002009997054019582j),(0.8060531201527366+0.6417132994149237j),(-1.4435735733412975e-05-0.0003629672270804185j),(-0.029484577920334876-0.009924344340669019j),(8.74223919549072e-05-0.0010727138983390606j),(0.003415304962953114-0.013608992325295291j),(-0.166509089305687+0.05409244681502692j),(-3.5104751215809887e-06+1.2879507805010936e-05j),(-0.03006949850762527+0.023318234671174942j),(0.05649135188990123+0.1471862040398092j)
1.86,(0.07530097294233001+0.009501847984248597j),(-0.047567920619353436-0.12316692296284469j),(-0.19951808358037287-0.27495648471587036j),(-0.0407914893769851+0.022565236475345488j),(-0.4947317844191283-0.25162122612078835j),(-0.00025114714074586295-0.00012364196208333508j),(0.8548991707971324+0.40218833571286006j),(-0.00014484908131129806-0.0003370380946106063j),(-0.026913613424438473-0.00409336746599585j),(-3.482621448957666e-05-0.0007887486097092481j),(-0.0010324102357746928-0.014340861488658685j),(-0.13045670437297904+0.08566624432756392j),(-7.277721827952971e-06+1.1569261567155663e-05j),(-0.01994082637762084+0.024978224444751583j),(0.07051882148937373+0.11171214496722238j)
1.87,(0.08161174809402842-0.00766713267626651j),(-0.0661769087993344-0.09525117647937172j),(-0.22018925950660095-0.1961213918611806j),(-0.03235417193602122+0.03290716153859428j),(-0.5181763519905525-0.11877121059967893j),(-0.00018275025882419875-7.334544496548889e-05j),(0.8424731930303146+0.17606777127536957j),(-0.0002602310239383095-0.0002639702904585759j),(-0.023621469818560784+0.0005507922305091496j),(-9.461413967555405e-05-0.0005629295931663914j),(-0.005612741272166391-0.013585016413840245j),(-0.09130997875371695+0.10390452748724952j),(-1.066682179629682e-05+9.151686006699325e-06j),(-0.01123409417990542+0.024130931952399532j),(0.07550655222982361+0.079515708271013j)
1.8800000000000001,(0.08383263747826766-0.02731517885970277j),(-0.07568034868331969-0.06702244575722659j),(-0.22137675407530422-0.1243286189020458j),(-0.021441036700340897+0.04027835699236432j),(-0.5059081096514881+0.010505823188097674j),(-0.00012974073080559056-4.180385147686521e-05j),(0.778451994871582-0.02233042100489907j),(-0.00034304605396450003-0.00015084063503037663j),(-0.019939977107117056+0.003997403338185445j),(-0.00011455730956686644-0.00039012922625932857j),(-0.009810489035899667-0.0113329375684468j),(-0.05307442411635477+0.10972094974365612j),(-1.3343258055610838e-05+5.7162087236911425e-06j),(-0.0043076435480440545+0.02154763832852141j),(0.07361491776582896+0.0520127156861256j)
1.8900000000000001,(0.08108926320284253-0.04839134908624686j),(-0.07728873003105327-0.04082936538023309j),(-0.20745219536079756-0.06312505467581898j),(-0.009067996792795852+0.04416040259579949j),(-0.46154496648262555+0.12659113875437772j),(-8.996273687221897e-05-2.2781912212208932e-05j),(0.6754940036280268-0.1828056767908548j),(-0.00037887530263928807-1.1535172232917202e-05j),(-0.016165657395142693+0.006315516425451372j),(-0.00011136985233048697-0.00026257719692997477j),(-0.013122088597331744-0.007762531592355124j),(-0.018975777608523488+0.10506687165376223j),(-1.4989030887489455e-05+1.4566029127671382e-06j),(0.0007422259801382457+0.01796319596747648j),(0.06700072227621764+0.02987612057941237j)
1.9000000000000001,(0.07280102744817607-0.06954405286024695j),(-0.07268461276726575-0.01835607297159966j),(-0.18308635039133395-0.014452606901071793j),(0.0036839484446008555+0.044377307365665j),(-0.39128110218134027+0.221660322436946j),(-6.098340323991992e-05-1.1794606440456276e-05j),(0.5477208838870471-0.29974653809878077j),(-0.0003591956779135381+0.00013460896820774232j),(-0.012542620046800717+0.0076356250866829265j),(-9.663555173365098e-05-0.00017161394554351137j),(-0.01512657657574733-0.003227025014447879j),(0.008759721781532177+0.09255937198772779j),(-1.5336200575070347e-05-3.330511660839033e-06j),(0.00402712802780255+0.014008175826770742j),(0.057622474155431966+0.013154497907946955j)
1.9100000000000001,(0.05878439721144526-0.08921044243539404j),(-0.06375983618911904-0.0005778602987372115j),(-0.15276470770619535+0.021213688565200964j),(0.015782588990674612+0.04107401910954622j),(-0.30312478303351553+0.2903576110101569j),(-4.0443839404039446e-05-5.7505541051268935e-06j),(0.40920090814872423-0.3720748456396222j),(-0.0002835550762366464+0.0002653564616124371j),(-0.00925271044020861+0.008128428734295886j),(-7.780354439984141e-05-0.0001088822174053672j),(-0.015548761125782316+0.001784668547950299j),(0.02897549861947982+0.07508448804599412j),(-1.4201055373568354e-05-8.25830727356981e-06j),(0.005800954117229735+0.010168735239878095j),(0.04711030418134133+0.0014272589214974207j)
1.92,(0.03932697200641948-0.10574156741193644j),(-0.05237630422671961+0.012193967485386118j),(-0.12041026590954869+0.04460248246515665j),(0.02633186548712721+0.03465841695524173j),(-0.2059701709050087+0.3301614241213945j),(-2.6257706873173503e-05-2.6100815458045704e-06j),(0.2726112029179252-0.4027136067197007j),(-0.00016060277598226532+0.0003590409625722107j),(-0.006412960371964268+0.007983254964150697j),(-5.9218389700282306e-05-6.702610755360603e-05j),(-0.014302594396540592+0.006710990622461995j),(0.04151551131883273+0.05543099904700649j),(-1.1515053505677523e-05-1.2874050581199601e-05j),(0.006393606190424209+0.0067732810707343445j),(0.036701413645139444-0.006029093183163553j)
1.93,(0.0152191480507268-0.11755330192187106j),(-0.040177341526967524+0.020199452065164887j),(-0.08913974294487333+0.05730954581459556j),(0.03462171115391852+0.02572460486185242j),(-0.10862560339880371+0.3414121066779455j),(-1.6697067636179477e-05-1.087899146403637e-06j),(0.14822290419042003-0.39769565503033466j),(-7.573905794689197e-06+0.00039841107406013437j),(-0.00407976286713258+0.007388682060039042j),(-4.305640242069725e-05-4.00033478943485e-05j),(-0.011505747753791594+0.01099403757525838j),(0.047045684291866736+0.03599855534913079j),(-7.348419999303762e-06-1.6694196233754513e-05j),(0.006152897139273578+0.004001415691002479j),(0.027233675609971635-0.010085527356929481j)
1.94,(-0.01226516324365811-0.12328770738888561j),(-0.028463988385383235+0.02407624494792985j),(-0.061155874906788366+0.06144046927272373j),(0.04014036645408271+0.01497908962493171j),(-0.01892121067497507+0.3270113599586881j),(-1.04029197324634e-05-4.134644574816467e-07j),(0.04329083023803777-0.365058531088569j),(0.00015191443560805593+0.00037413537812438537j),(-0.002257970997099799+0.006517008971763082j),(-3.0098437127544227e-05-2.3125789014571797e-05j),(-0.007462036903864471+0.014155035300966578j),(0.04680685734812859+0.0186077816550873j),(-1.9225450701314994e-06-1.9247884620606463e-05j),(0.005400171464950384+0.0019084593453989448j),(0.019183636605036088-0.011631550067948759j)
1.95,(-0.04144167701990211-0.12196664057936919j),(-0.018139356248723575+0.024693094147399175j),(-0.03776142939005407+0.05927900778984252j),(0.04256120196476461+0.0031863527800073503j),(0.0569954697852769+0.29185141663540026j),(-6.3515513447295546e-06-1.4999986424497186e-07j),(-0.038130846910834015-0.3136884202720255j),(0.00029154157769082116+0.0002871950094718546j),(-0.000913030793650509+0.005513615583314957j),(-2.0316154254880184e-05-1.2933362131722043e-05j),(-0.002615591767738114+0.015855160718843603j),(0.042345119690161824+0.004420664551545932j),(4.391821938979128e-06-2.012503863095378e-05j),(0.004401965207133609+0.00045817650422570874j),(0.01273280159151597-0.011481283281626578j)
1.96,(-0.07033953764241017-0.11311916263593413j),(-0.009714012267432282+0.022995336336906952j),(-0.019467725747179206+0.05301510098570898j),(0.041721761690162805-0.008859139070442404j),(0.11509880395831107+0.24207092762548163j),(-3.8001458104624264e-06-6.577103567747996e-08j),(-0.09498398210579388-0.2522649772924403j),(0.00038686111603774116+0.0001495274358853241j),(1.5750386364871876e-05+0.004491463764548745j),(-1.3281580256822214e-05-6.986667169909007e-06j),(0.0025135248706333138+0.01593106969898261j),(0.035261267683927275-0.006038983216341975j),(1.1092203790978938e-05-1.9024165599144497e-05j),(0.0033570942747345534-0.0004429826569584811j),(0.007846426141442752-0.010316196258296514j)
1.97,(-0.09686549994275795-0.09686552435588874j),(-0.0033573892423006254+0.019880173009302213j),(-0.006162654235720232+0.04455192639588687j),(0.03761392630464798-0.020339262161633974j),(0.15362789667742763+0.18424898378442947j),(-2.227354467424465e-06-4.7706742541566697e-08j),(-0.12870201177008164-0.18842199169004045j),(0.0004199219125779134-1.7409654941627186e-05j),(0.0006026238018755354+0.003530228865168832j),(-8.42845744364518e-06-3.638591697663603e-06j),(0.007398467901903341+0.014400608331577396j),(0.027010248897492074-0.012788476439486341j),(1.7577686778784766e-05-1.5794421983956446e-05j),(0.00239639743736917-0.0009152676076310711j),(0.0043514457342979365-0.008660814643365341j)
1.98,(-0.11899197209782679-0.07394478547238167j),(0.0010229377645186025+0.016111012492070906j),(0.002696876875126616+0.03539625144113921j),(0.030397348801998837-0.030413243696314318j),(0.17294458376415042+0.1246478015040175j),(-1.2781506174237996e-06-4.677747926042765e-08j),(-0.14252117252348773-0.1281909937479752j),(0.00038296221392194714-0.0001860496986621937j),(0.0009248250032209858+0.0026790350417648296j),(-5.201111571466934e-06-1.8224664086003135e-06j),(0.011565830139197217+0.011441875868309689j),(0.018767886876940722-0.016242907387171615j),(2.3195748445467533e-05-1.0466637278923679e-05j),(0.0015912701966508949-0.00108173728151243j),(0.0020041756176499715-0.006884259362869215j)
1.99,(-0.13494910637423663-0.04567971252358241j),(0.003692096447260723+0.012272250139199005j),(0.007898081768375538+0.026624028332620325j),(0.020435565461029113-0.0382336877671189j),(0.17516009171262406+0.06859863839427914j),(-7.173688357085849e-07-4.5602673615817245e-08j),(-0.14072927563529525-0.07574509477064113j),(0.00028032555385661226-0.00032754092774750824j),(0.0010546934400618648+0.0019615489068009217j),(-3.12536418889787e-06-8.753179876764231e-07j),(0.014637130121059713+0.007354542217203056j),(0.011367668749524976-0.017057035214655337j),(2.729863725883588e-05-3.2688681929594304e-06j),(0.0009669441392443092-0.001052270195258j),(0.0005425781579382481-0.005219030365395555j)
2.0,(-0.14339905425023874-0.0138799251648076j),(0.0050036026756787805+0.008759698740862932j),(0.01031261894664902+0.018905280198892753j),(0.008340750039142447-0.04299576760920108j),(0.16361098382650213+0.020093990525052518j),(-3.9321536812555596e-07-4.058250286151685e-08j),(-0.12796101670170001-0.03341627528260608j),(0.0001280839480848507-0.0004170499482298682j),(0.0010546997264083496+0.001382194894249124j),(-1.8308837435796508e-06-4.0171452564205745e-07j),(0.016348327367555923+0.0025157424617109434j),(0.005299417603168964-0.015978542782528603j),(2.9303856161624385e-05+5.376402419318779e-06j),(0.0005170702448076777-0.0009150595127609004j),(-0.00027821749646786105-0.003788902075221405j)
