t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014
0.77,(-7.743193752818928e-05+8.675387151392167e-05j),(-0.09446338559848133-0.05637292197445163j),(0.0644162004110834+0.021979222946097454j),(-0.0023746387857362947+0.003146432516142426j),(0.0030590994805748998+0.04319056771143636j),(0.33284724364299223+1.2937383647341614j),(-0.058523616608725244-0.02527427229578662j),(8.678187227038108e-05-0.00019305106566470142j),(-0.007898481414552188-0.010488590304984755j),(-0.6991408814373218-1.8995875600094858j),(8.931777287509056e-06-9.235289819178736e-05j),(-0.04864411355185981-0.03644071150684307j),(0.0015881774688368377+0.0026041150726363936j),(0.7139350337231094+0.6744891584694558j),(-0.17751343934970948+0.045335855835154856j)
0.78,(-5.851306273540969e-05+0.00011968618514441932j),(-0.11561003118673378-0.04242210026489842j),(0.0731262339516634+0.00904264354575797j),(-0.0013948462055599663+0.003835662452137093j),(0.014698876428456839+0.04484567615772681j),(0.5520798275321323+1.3100154888032078j),(-0.06988816024036655-0.011869386325435615j),(2.0839624822419412e-05-0.00021041555800317867j),(-0.011860908441336786-0.009513558468601097j),(-1.0400464979931416-1.8750481433737538j),(-2.1284211102998026e-05-9.58208892686858e-05j),(-0.061186971683158564-0.028360600723008136j),(0.001515681573184657+0.0025807470662282672j),(0.8809149164151044+0.5818279527007392j),(-0.18292479329864172+0.0766046924725032j)
0.79,(-2.6463610627460434e-05+0.0001503523780396002j),(-0.13619838447306615-0.022633272693095667j),(0.07906049436715926-0.0069009357625801j),(-0.00019366476664527024+0.004221581888006421j),(0.027622424198786452+0.04334726623296546j),(0.7824206304980208+1.2911154607910111j),(-0.07857635019009081+0.006041394906735928j),(-4.856761034357119e-05-0.0002054201686058201j),(-0.01615631384130529-0.00716937112711093j),(-1.3886345031231704-1.7916462066695025j),(-5.352454000097402e-05-8.904998643854773e-05j),(-0.07293889217910977-0.016531578485935502j),(0.0014282230261689758+0.0025576792865973823j),(1.0394268022703232+0.45257432472547204j),(-0.18338109632843713+0.11023105080802303j)
0.8,(1.966088410962939e-05+0.00017386547546869728j),(-0.15494429584854735+0.0035602219075910463j),(0.08116239889760148-0.025263916971267893j),(0.0011342189231242647+0.004226764233146258j),(0.04100041877732348+0.03806690683206158j),(1.0178344196482527+1.234003177950335j),(-0.08296464386782226+0.028148787062929136j),(-0.00011364586618262052-0.00017729919757928844j),(-0.020405642067846806-0.0031395860277863875j),(-1.7342247308372218-1.6463558775388516j),(-8.41967559574386e-05-7.085834150635548e-05j),(-0.08289082891349005-0.0008053917296174593j),(0.0013265419865621357+0.0025335611287685867j),(1.1819068288680108+0.28654657953474455j),(-0.1784042399218715+0.14527574909668153j)
0.81,(7.912944688287063e-05+0.00018430840202950002j),(-0.1702695530399107+0.03651261588341284j),(0.07847528750155089-0.04508344211110676j),(0.0024653143525301124+0.0038037250896956506j),(0.05373846695620772+0.028580339620449174j),(1.251526962797596+1.136748334611568j),(-0.08134476273790543+0.05360240343975182j),(-0.00016638664597375002-0.00012812504707861817j),(-0.024074540578690785+0.0028125458045793576j),(-2.0652764650898354-1.4381841611593038j),(-0.00010906014679146593-4.135930640579979e-05j),(-0.08990259411739088+0.01871555245595169j),(0.0012115898654266944+0.0025068806716036164j),(1.3003765543932488+0.08505867006856804j),(-0.16777345348720485+0.18071355219946195j)
0.8200000000000001,(0.00014889542916815554+0.00017524216220750623j),(-0.1803129391779668+0.07626046415954756j),(0.07027562192676413-0.0650237932675504j),(0.003656929105929629+0.0029461164538043495j),(0.06452114020085775+0.014772188259933528j),(1.476158501616551+0.9987071734394474j),(-0.0720931540497633+0.08092282562304015j),(-0.00019965259655644571-6.288780868366945e-05j),(-0.026481930018130005+0.01078163239336952j),(-2.36979010728432-1.1683883399232722j),(-0.00012370194325154842-2.3013357296616723e-06j),(-0.09276090880253285+0.041619548281136745j),(0.001084555772102706+0.0024760156684676773j),(1.3867152012941246-0.14891704294511943j),(-0.15154621386510786+0.2155238434441641j)
0.8300000000000001,(0.00022307455368675573+0.00014054818505921957j),(-0.1829732618998567+0.12240555797410008j),(0.056215774983157975-0.08342638820590008j),(0.004561252855382283+0.0016967886649369448j),(0.07189590787008823-0.003066118493279993j),(1.6841002212032985+0.8206572485143189j),(-0.05388891577778608+0.1079635576292599j),(-0.0002082980623813787+1.0862057490874534e-05j),(-0.026831778202833795+0.020654483621136366j),(-2.635757392852148-0.8406065772695113j),(-0.00012418701138382172+4.276970960218605e-05j),(-0.09025859805194501+0.06713930819758329j),(0.0009468879690522741+0.002439294016131924j),(1.4329744957468002-0.41062737875834016j),(-0.13004263490456572+0.24878974045824984j)
0.84,(0.0002927023260375652+7.560311644617983e-05j),(-0.17599173027056098+0.17399283959364134j),(0.03646169117349339-0.09841465316668548j),(0.0050429065978844405+0.0001509144930082792j),(0.07439795322943565-0.024158997988966223j),(1.8677254393954503+0.6048800165717215j),(-0.025968797439600268+0.13194531038349305j),(-0.00019014062743666756+8.382281937345754e-05j),(-0.024271087646589133+0.032048042859358625j),(-2.8516488483309734-0.46089991402801966j),(-0.00010781499916090006+8.861288825095547e-05j),(-0.08129449211552617+0.09412385228866584j),(0.0008003076258424637+0.002395063701192916j),(1.4317443405357968-0.6934624392390242j),(-0.10379079341270842+0.2797945841464779j)
0.85,(0.00034595328173330766-2.1296174212267077e-05j),(-0.15708378532561634+0.2293967406717185j),(0.011800762223378149-0.1080565556990607j),(0.004998166307863395-0.001547377610210215j),(0.07071185560077127-0.047208072798743006j),(2.0197189300575413+0.3551784854581506j),(0.011606556569443774+0.1495854841978544j),(-0.00014659205420326167+0.00014613897768002887j),(-0.017976186460513275+0.044263226626916855j),(-3.0069108121162027-0.03769085261328464j),(-7.387359553749325e-05+0.0001287232486714356j),(-0.06498925818109882+0.12103851992543932j),(0.0006468110339971458+0.0023417686068506805j),(1.3765621155315513-0.9889428717717501j),(-0.0734297417773263+0.3080938065666966j)
0.86,(0.0003689855990232287-0.00014742904828637558j),(-0.12412208397890237+0.2862348468273034j),(-0.01630377388168648-0.11057633612700994j),(0.004373361941720518-0.0032156797587267064j),(0.05985732518606247-0.07040844105100899j),(2.1333899447640245+0.07682644002785366j),(0.05771010766975434+0.15733386688181109j),(-8.278636947544793e-05+0.00018883644982477308j),(-0.007262851251545426+0.056266542754164414j),(-3.092450962506545+0.41840171786090385j),(-2.4240958612108473e-05+0.0001561058078238873j),(-0.040808398476659555+0.14599896925469097j),(0.0004886578399086363+0.0022780278395369926j),(1.2623592489627746-1.286786345386307j),(-0.03958004358434818+0.333543870863452j)
0.87,(0.00034751911750814635-0.00029433385525314194j),(-0.07536839839936059+0.34132819368438927j),(-0.04573261081345573-0.1045964070129406j),(0.0031796117958722164-0.004651137228193647j),(0.04138093277039627-0.09153179447559891j),(2.2029758364589527-0.223542796024924j),(0.10997156157989196+0.15171456399120076j),(-7.113965634230967e-06+0.00020527519802944033j),(0.00828942976338204+0.0667098394902107j),(-3.1011009449632976+0.8948179071074345j),(3.6321769546850316e-05+0.0001643399629887668j),(-0.00868486219743092+0.16684355898563288j),(0.0003283436489034119+0.002202715563113778j),(1.0859482782285408-1.575072751540542j),(-0.0027035726086319517+0.3562746743098461j)
0.88,(0.0002691399516352254-0.00044702146427217694j),(-0.009741367578754823+0.39073130617062046j),(-0.07381958944640661-0.08938294975141284j),(0.0015009923163181375-0.005654134670857567j),(0.01552793580503388-0.10808243195520742j),(2.2239249597357578-0.5381126562571804j),(0.1647110041472108+0.1297552497981505j),(6.983039401399182e-05+0.00019236460055925078j),(0.028712334540070814+0.07399573270857394j),(-3.028036626038407+1.3774106478001653j),(0.0001003298193679162+0.00014880550054361514j),(0.030872676245425723+0.18124601872519921j),(0.000168555380374528+0.002115036694759091j),(0.8465201981194592-1.8405391088328606j),(0.03702663352370819+0.37659959106136837j)
0.89,(0.00012617157272535253-0.0005840917065391681j),(0.0729015782615311+0.42984738347502155j),(-0.09755401699505245-0.06506357507591798j),(-0.000506217553939588-0.006055330097322357j),(-0.016633079544810032-0.11752077152189466j),(2.1931473877718193-0.8581219740923335j),(0.21701994789389323+0.08946864583692073j),(0.00013676379510652753+0.00015129830000489274j),(0.053538512554074554+0.07638988181033005j),(-2.8711393191426025+1.8508952063973447j),(0.00015827096383963935+0.00010787208948220565j),(0.07669694091402626+0.18686520859791123j),(1.2109303410955582e-05+0.0020145941980092502j),(0.5461182285089745-2.06902489208984j),(0.07982318704423164+0.3948689668173669j)
0.9,(-8.124017305939708e-05-0.0006790889198270267j),(0.17149237009467583+0.4536447542947483j),(-0.11387080926148357-0.032775109935750925j),(-0.0026246336326000473-0.005742571654352358j),(-0.053160271849124474-0.11754118724005864j),(2.1092163935716104-1.1741516510140508j),(0.26102294496245965+0.030332386536326597j),(0.0001834711748346653+8.7628027675876e-05j),(0.08172689720071699+0.07217922648790734j),(-2.6312753092026946+2.299375233909452j),(0.0001998347299383477+4.380956017008233e-05j),(0.12691812525699625+0.18152872644143045j),(-0.0001381269408258745+0.0019014421606661379j),(0.19005034522631403-2.246078557228664j),(0.126314158879301+0.4112736205735297j)
0.91,(-0.00034235946500036886-0.0007032901330832354j),(0.28352961110042424+0.4569771793544021j),(-0.1200014532126203+0.0052921450428664064j),(-0.004597190762372804-0.004683597005292915j),(-0.09128634818024364-0.10637622698142457j),(1.9725140844333975-1.476455901303117j),(0.2903240262511798-0.04630240242623698j),(0.00020250587508436216+1.0604766921544048e-05j),(0.11164106262731041+0.0598629120280131j),(-2.3124773060937978+2.706942395099264j),(0.00021555614008783922-3.682548976086828e-05j),(0.17897138520257608+0.16343838426948354j),(-0.0002793258007015208+0.0017761204391836534j),(-0.21282167727616763-2.3577289457316937j),(0.17748661252667278+0.4256297846012945j)
0.92,(-0.000634064814487672-0.0006298952096487497j),(0.4049423328388469+0.43499417769328j),(-0.11384551608004878+0.045975169587920056j),(-0.006157212525324747-0.0029404660299594204j),(-0.12757430048963042-0.08309194041015497j),(1.7853153923367864-1.755324969800906j),(0.2986168144134812-0.13694329784265066j),(0.0001905236546477795-6.81489875926865e-05j),(0.14109257264755595+0.03835468443262008j),(-1.9220132047435192+3.05833367994061j),(0.00019864162189626894-0.00012351672424562073j),(0.2296616252002952+0.13138526883876836j),(-0.00040880005811309557+0.0016396676540292139j),(-0.6499789580658295-2.3914013496613826j),(0.23453895443794925+0.4371855698238922j)
0.93,(-0.0009207133413017105-0.00043928177711382606j),(0.5300760292742901+0.38361973495906904j),(-0.09431793055859612+0.08535550468268144j),(-0.007063817752448074-0.0006723409051437015j),(-0.15818061271227402-0.047833509509863134j),(1.5517964545600016-2.0014734470126796j),(0.28041138912878366-0.2358966056049117j),(0.000148987242576984-0.00013644040549087237j),(0.1674548516988182+0.007176304830512771j),(-1.4703116333624173+3.3396287191181133j),(0.0001466569415945017-0.00020291211149997714j),(0.27529453212339744+0.08495652118155761j),(-0.0005241075007894616+0.0014936085323646994j),(-1.1053936525280752-2.3369282157424056j),(0.29864637642442254+0.44448068381167855j)
0.9400000000000001,(-0.0011562307720329832-0.0001246587461485869j),(0.651829069551058+0.30005935333466355j),(-0.06161960672907649+0.11910310844546532j),(-0.007138005605619287+0.0018753542412490195j),(-0.1792069262325398-0.0019814871851556587j),(1.2779605190039705-2.2064364428625325j),(0.2318026307978603-0.3354615510252856j),(8.408053901810884e-05-0.0001834820932514227j),(0.18784470159810443-0.03338430016463661j),(-0.9707286078795307+3.5389538649374503j),(6.272092473484817e-05-0.00026067873887934684j),(0.3118726496361726+0.02471432860756867j),(-0.0006231531686284498+0.0013399146373872016j),(-1.5599749413652075-2.187580910729448j),(0.3706609976321149+0.4452972780633976j)
0.9500000000000001,(-0.0012887223677431308+0.0003028347320244915j),(0.7619533793803344+0.18328735958149972j),(-0.017381959755004422+0.14291586374615506j),(-0.006294066083422683+0.00439546532613571j),(-0.18710803746589066+0.05181161884300873j),(0.9714831068045635-2.3629519456956487j),(0.15118817058286882-0.426398494813851j),(5.814603845143479e-06-0.0002016948388199405j),(0.1993584638054447-0.08217634538943125j),(-0.4391533232936309+3.647154065076438j),(-4.411512359189183e-05-0.0002838600096527923j),(0.335352317553553-0.04766996998442445j),(-0.0007042820826584227+0.0011809392998006433j),(-1.9923356366722917-1.9410347702061643j),(0.45078299241197695+0.43673405078915956j)
0.96,(-0.0012674746674790531+0.0008107128294599156j),(0.8515185306339452+0.03445788367751007j),(0.035345256584018006+0.15300694484021554j),(-0.0045609898605056395+0.006555236857846499j),(-0.17911192732934955+0.10972522368842466j),(0.6414686686159751-2.465317874059245j),(0.039834243462180126-0.49865307970540623j),(-7.354041962760131e-05-0.0001880104368890277j),(0.19934004521683912-0.13716675612203522j),(0.1065606511573105+3.6583930638748576j),(-0.00015951176348928767-0.000263364763842j),(0.3419515953077653-0.12935008042527818j),(-0.0007663562757844264+0.0010193286726622246j),(-2.379878365941182-1.600151819796898j),(0.5382523744658586+0.41540885232449903j)
0.97,(-0.001051718805374661+0.0013445060948701587j),(0.9115124755248946-0.142816234498633j),(0.09227222470412152+0.14657891574576457j),(-0.0020895852789646623+0.00803984213229163j),(-0.15360232895099518+0.16701344136647112j),(0.2981260130977038-2.509700233832057j),(-0.0977972198347-0.5422781731803632j),(-0.00014143329788402685-0.00014443283064353207j),(0.1856506337560089-0.19550677762144064j),(0.647323091944209+3.5706331958268462j),(-0.0002655432309905492-0.00019613424022347077j),(0.3284921191809206-0.2163208907053562j),(-0.0008088099123172203+0.0008579140736750324j),(-2.7001523226166295-1.1734715970613299j),(0.6311175397088016+0.37777737145424045j)
0.98,(-0.0006200059146184715+0.001830765695364051j),(0.9335475320776323-0.3423576245464197j),(0.1482162606059102+0.12223199925143777j),(0.0008572452810845083+0.008597523661359931j),(-0.1104170912765772+0.2183751786552558j),(-0.047631946747879406-2.4943689379527054j),(-0.25403652490610346-0.5484782181996017j),(-0.00018707812307421312-7.774934891449326e-05j),(0.1569181109864212-0.25368485861992895j),(1.1636674368101614+3.385941571764673j),(-0.00034328755699893353-8.653183414295202e-05j),(0.2927543263878164-0.303538221091525j),(-0.0008316775660688817+0.0006995900818691648j),(-2.932394822996713-0.6753220040509873j),(0.7261065400955362+0.32055091723310847j)
0.99,(2.1345824876982373e-05+0.0021840554769915364j),(0.9106122672615515-0.5555320733061646j),(0.1975825949507474+0.0802412371819016j),(0.00393115362046991+0.008079704330839554j),(-0.05101985507583019+0.25841593356729897j),(-0.3846454586093051-2.4198427176416186j),(-0.4183461771358496-0.5106561841475684j),(-0.00020321064806358918+1.5613730742945959e-06j),(0.11273325216860326-0.3077558119864118j),(1.6367000507165486+3.1105860269868737j),(-0.00037593569063886+5.340508202035833e-05j),(0.23381336062985675-0.3851476706518838j),(-0.0008355925707441133+0.0005471871633077303j),(-3.059142360142408-0.12547692120375697j),(0.8186504042411179+0.2411678990701594j)
1.0,(0.0008324323712361285+0.0023176214679315778j),(0.8377969364140638-0.7715840012139951j),(0.23491952722267995+0.022659811692205795j),(0.006739370511830064+0.006469679320467397j),(0.02147880750764397+0.2821537420380361j),(-0.7019994637602903-2.288928228845258j),(-0.5780015948959512-0.4253401634183661j),(-0.00018725200639167102+8.103105805138189e-05j),(0.05376711765823043-0.35362282111153004j),(2.0490823147121375+2.754892492483685j),(-0.0003519091954831127+0.00020503047678803102j),(0.15232413532970648-0.45481935838946974j),(-0.0008217548063163945+0.0004033471376948894j),(-3.067764449871437+0.4516711798702533j),(0.9030805523342551+0.13825331684627407j)
1.01,(0.0017381744241158484+0.0021566881209294352j),(0.7129316794969027-0.9781894037532506j),(0.25549836535401893-0.046765182607379135j),(0.008895146355939533+0.0038947326215971936j),(0.1024609114397715+0.28552285014912443j),(-0.9895264759315765-2.1066409479776995j),(-0.7190747142914674-0.29288343446839504j),(-0.00014168888326757253+0.00014821530028804689j),(-0.018196171517259954-0.3873482357277728j),(2.3859796014306833+2.3328478702737097j),(-0.0002674235417775427+0.00034542109723049937j),(0.050718747711586964-0.5061858219626507j),(-0.0007918693433303999+0.00027040856607853667j),(-2.951769395829937+1.0283948053625624j),(0.9729776921545112+0.012020194534261341j)
1.02,(0.0026320767361473806+0.0016526489575248964j),(0.5370625075861685-1.1621971392242985j),(0.25584002317025645-0.12286135182585783j),(0.010070804753943443+0.0006187602974185875j),(0.1860899553689826+0.265821140151554j),(-1.2382890845880885-1.8800069865600102j),(-0.8276254093260302-0.11784177197226041j),(-7.36208087801537e-05+0.0001926719920760996j),(-0.10031856150350993-0.4054600854533487j),(2.6359085407943623+1.8614593856217323j),(-0.00012798768859959605+0.0004506789817996108j),(-0.06671739734594312-0.5333556004177956j),(-0.00074806006667951+0.00015031028894019625j),(-2.7117355110119212+1.5753068855308894j),(1.0216541044184304-0.13545766888223476j)
1.03,(0.0033857471474106563+0.0007959289022696795j),(0.3147195932620217-1.3105157544719386j),(0.2341447264343205-0.1994731786218958j),(0.010045802641101302-0.0029847481271354295j),(0.2657318227168275+0.22206187861477805j),(-1.4410073395297984-1.617747394518494j),(-0.8910112072077039+0.09103849975751083j),(6.42958597576478e-06+0.00020757557448078558j),(-0.18885427394920495-0.40523720860052115j),(2.7914031894863873+1.3598977649148811j),(5.151510053266197e-05+0.0004997121025840558j),(-0.19392607177013368-0.5314721924683907j),(-0.0006927629718182939+4.4518746449389404e-05j),(-2.355750280460734+2.0633032005304517j),(1.0427288648797837-0.3001138809082781j)
1.04,(0.0038636049131724527-0.0003748365106936654j),(0.053927891544857665-1.411080886393655j),(0.19055847424217098-0.2700325280438525j),(0.008742514900996689-0.006476478843582825j),(0.33447131566615923+0.15519031018245966j),(-1.5924027106519683-1.3298639317029914j),(-0.8991719932246273+0.3212532943423344j),(8.622286115480663e-05+0.00019071052960168035j),(-0.27937318468490835-0.38494235951212097j),(2.849447985662196+0.8484810986262711j),(0.00024828592707287533+0.0004778767672702223j),(-0.3233323223199428-0.49726589845006475j),(-0.000628607215073237-4.6016234483512096e-05j),(-1.8992773587921434+2.465620653677052j),(1.0307482333237903-0.4759449137266982j)
1.05,(0.003941261222890206-0.0017693569307391022j),(-0.23406221998124188-1.4538183111311298j),(0.1272407202474336-0.32818078337484063j),(0.006244036990356203-0.009406257302413418j),(0.3856757656026628+0.06814511660401751j),(-1.6894373125073452-1.0271506529006722j),(-0.8457473299253161+0.5573594246733746j),(0.00015372690590108513+0.000144706424956854j),(-0.36703543670225985-0.34398007118956564j),(2.811642938904433+0.34756542515572697j),(0.00043446089649412103+0.0003798603819737919j),(-0.44627610148768454-0.4295426528025761j),(-0.0005582923769997298-0.00012087565324451508j),(-1.364421418765862+2.7598349910717674j),(0.9817728572907567-0.655275145721183j)
1.06,(0.003525236929323188-0.0032494155982736275j),(-0.5353183081227917-1.4315272906805567j),(0.04823074216181154-0.3683954312256703j),(0.002790761144597637-0.011371800169847358j),(0.4135668367859682-0.03424467619851007j),(-1.731421696215442-0.7206573794224084j),(-0.7289198780279504+0.7821311928664403j),(0.0001989407175975768+7.650883913181145e-05j),(-0.4469016004189711-0.2829758392875662j),(2.684062123953691-0.12357567306744444j),(0.0005809639623968056+0.00021128607735642051j),(-0.5536068676905892-0.3295472454018109j),(-0.0004844691399334502-0.00018015580198489463j),(-0.7786202520279495+2.9295974939473792j),(0.8938827299476466-0.8291922994441963j)
1.07,(0.0025711682391784817-0.004640182615640013j),(-0.8340087333892195-1.3406108699232187j),(-0.040874907951736-0.386551843716311j),(-0.0012444342036974014-0.012073054232760635j),(0.41375462036310406-0.145519251492267j),(-1.7199957534643153-0.42114554497612267j),(-0.551894457995211+0.9779530573768898j),(0.00021533300945097888-3.7924627677790465e-06j),(-0.5142473404950446-0.20377450368230482j),(2.476838879452899-0.5478028385027126j),(0.0006617868281852075-1.1279175534092956e-05j),(-0.6364106248976558-0.20115418302677257j),(-0.0004096311276030496-0.00022442648511432144j),(-0.17286896167351706+2.965975613096315j),(0.7675433998723807-0.9881290187453545j)
1.08,(0.0010975405197938995-0.005748382840817452j),(-1.1133926191627783-1.1815759662464926j),(-0.13341616180821106-0.380358949698617j),(-0.005399406950753726-0.011354413515313997j),(0.3836908371214001-0.2579981005473154j),(-1.6589703993189773-0.13856647795310206j),(-0.3229299153677183+1.1283326830629414j),(0.0002006896728918271-8.456100978273227e-05j),(-0.5648690353342987-0.10935431466949616j),(2.203478428676955-0.911011319205706j),(0.0006580361877349489-0.00026197841784449306j),(-0.6868048331114037-0.05082426764638581j),(-0.0003360240639083454-0.0002546666290237756j),(0.420408611132717+2.8682263764262523j),(0.6057926104667122-1.1225496563790356j)
1.09,(-0.0008076019360046811-0.006385419927900488j),(-1.3569410405083127-0.9592461971105519j),(-0.222282939546593-0.3496196449464908j),(-0.009178683241054031-0.009228791270385011j),(0.3229996637025781-0.3633144733415909j),(-1.5540455787529113+0.11839832434103692j),(-0.0549021115786692+1.21938664494237j),(0.00015727319813176472-0.00015436365138568552j),(-0.5953562640601381-0.0036639892955101783j),(1.879962948520621-1.2028075914654792j),(0.0005611146799430499-0.000508774766854287j),(-0.6987229674484542+0.11269238148991662j),(-0.00026557671368222585-0.0002721837656835208j),(0.9696417862758268+2.6439220469265012j),(0.4142208159386597-1.2236818290648177j)
1.1,(-0.0029886666634858826-0.006392633013845801j),(-1.5495013500802943-0.682655791869601j),(-0.3005843742532053-0.2962845648776288j),(-0.012114554828532659-0.005880134238123205j),(0.23365363388849109-0.45303715361662583j),(-1.412429805042696+0.34270490251699026j),(0.23557546070041605+1.2411509706072674j),(9.131422571909431e-05-0.00020359577348322467j),(-0.6033110465215994+0.10860335544802771j),(1.52372726561091-1.4169184095649694j),(0.0003745367262299732-0.0007175794148232258j),(-0.6686065254736804+0.2789015685762545j),(-0.00019985584772909482-0.0002785242932703808j),(1.4463446803151951+2.30841485497845j),(0.20073587812046811-1.284229466676165j)
1.11,(-0.0052337798947477785-0.005665349298946787j),(-1.6784113892277728-0.3646252407375573j),(-0.362301940010014-0.2242965019768572j),(-0.013825129397413663-0.0016440582211645974j),(0.11997622338299618-0.5193357061496869j),(-1.2423934749821568+0.5292035731661651j),(0.5293969637393589+1.1885919470214759j),(1.1958343038702814e-05-0.00022574655037030936j),(-0.5875011534355293+0.22227753167228065j),(1.1525887414814946-1.5513182787264639j),(0.00011409403498457814-0.0008568054180654596j),(-0.5959297762987561+0.43632826455864493j),(-0.0001400452781879243-0.0002753813252647631j),(1.827108508292629+1.8836946302499593j),(-0.024875671895397022-1.2990001684088623j)
1.12,(-0.007294568755435249-0.004172284375727927j),(-1.7344709592568017-0.021023507897806937j),(-0.4028653460089091-0.13923375629912652j),(-0.014061671794413918+0.0030306704402232273j),(-0.011551013470876864-0.5556420608028515j),(-1.052777763917118+0.6747676332837691j),(0.8064839190682593+1.062199218653398j),(-7.013578085709093e-05-0.0002181426746939294j),(-0.5479412452785798+0.3320123072063975j),(0.7837019099278468-1.6080575960316814j),(-0.0001936676259385502-0.0009016955396182531j),(-0.48346636441724566+0.573437304880333j),(-8.694779380309856e-05-0.0002645059143683989j),(2.0951595774019403+1.3967092766328024j),(-0.2515565147918635-1.265389033458667j)
1.1300000000000001,(-0.00891242931035773-0.0019673491140356734j),(-1.7126996011445608+0.33021895600144824j),(-0.4196017377261982-0.047785430159122455j),(-0.01273922836509035+0.007634479217419272j),(-0.15266636163987485-0.5572593580105124j),(-0.8525080162107679+0.7782997846858972j),(1.0474488828061745+0.8681121161085873j),(-0.0001443138842013831-0.00018210428693826773j),(-0.4859004654065956+0.43259382126224744j),(0.4326264595403761-1.5928463002010618j),(-0.0005144453041379865-0.0008378176606210173j),(-0.3372701997060199+0.6796405210294111j),(-4.100636874203425e-05-0.00024762695231820154j),(2.2413858337740047+0.8773328218853488j),(-0.4677101690312345-1.1836916623257603j)
1.1400000000000001,(-0.009848242716428977+0.0008082258327698704j),(-1.6127856654108275+0.6702918681776472j),(-0.4119868832355055+0.04288972492035843j),(-0.009947005894713373+0.011656142997193012j),(-0.2938856780156718-0.5218494936552074j),(-0.6501337618844234+0.8406146077569235j),(1.2352273554749136+0.6177204021252543j),(-0.0002013305308746853-0.00012254076209745665j),(-0.4038288626183191+0.5192407720833676j),(0.11256827140132852-1.5144146115348345j),(-0.0008102285335804403-0.0006632539154074812j),(-0.16632744064443733+0.7462665691077811j),(-2.3411641183621686e-06-0.00022638374044679674j),(2.264703036944379+0.35614679805883853j),(-0.6620040437114607-1.0571874517567932j)
1.1500000000000001,(-0.009911905439176562+0.003934262336964775j),(-1.4391886242181449+0.9807746175998404j),(-0.38168146742253833+0.1258490552585526j),(-0.005937814468824515+0.014641107887920566j),(-0.42519589525348217-0.44974885422658173j),(-0.45343095701762515+0.8642171938763665j),(1.3565187605490414+0.3267874620582569j),(-0.00023445235293869315-4.7095950412961746e-05j),(-0.3052113273009639+0.5878740139293053j),(-0.16615615700870234-1.3837279064559507j),(-0.0010438457662769191-0.00038921166399659635j),(0.018086093577351192+0.7673925657253724j),(2.920268873147338e-05-0.00020227349471428602j),(2.171767910874795-0.13774176257410364j),(-0.8241685740421232-0.8919922125305945j)
1.16,(-0.008987958292431012+0.00712995460737215j),(-1.2008858688088662+1.244888607604271j),(-0.3323526248867157+0.19502675238313447j),(-0.001098662040404699+0.01624183013563002j),(-0.536829638886526-0.344075046279976j),(-0.26908895058131327+0.8530038178514753j),(1.4029005261429892+0.0141806643779947j),(-0.00024013707422998668+3.4993803994281994e-05j),(-0.19436109412983787+0.6353383253338287j),(-0.3964121056916531-1.2131316582384204j),(-0.0011834069588832412-3.901161218028675e-05j),(0.2032846244380516+0.7404502756982041j),(5.4001255043764835e-05-0.00017661456892367975j),(1.9761013434089656-0.5786552302257945j),(-0.9457265305145401-0.6966941587614645j)
1.17,(-0.007054030288799593+0.010080309744800984j),(-0.9107918065076945+1.4486403507406986j),(-0.2693025501157831+0.24581500854952615j),(0.004093106804041279+0.016254411578070834j),(-0.6200630067115654-0.21060834989316712j),(-0.10249374521429915+0.8119161477481651j),(1.3715269074771235-0.29968043620095275j),(-0.00021824063516423777+0.00011414370114985391j),(-0.07616946295443078+0.6595665442583977j),(-0.5743047900798322-1.0155004925612086j),(-0.001206085024400705+0.00035437421742017265j),(0.37621653297697394+0.6665502734021307j),(7.259621200439111e-05-0.0001505248089783342j),(1.696740121954949-0.9459322284618241j),(-1.0206041788563929-0.4818091714418641j)
1.18,(-0.004189611090309762+0.012467790267185907j),(-0.584875776733974+1.581747703843125j),(-0.19893395655250398+0.2754851430228702j),(0.009122210810211697+0.014637919314476243j),(-0.6679549862923864-0.05743224552862336j),(0.04238839333672814+0.7465703910815368j),(1.26531123732924-0.5945009290214852j),(-0.00017177706984278273+0.00018158851849611887j),(0.04417580267218729+0.6596715653208256j),(-0.6990153396435097-0.8034451767009143j),(-0.0011007921156562406+0.0007518806019182469j),(0.5245591191242028+0.5504588608097699j),(8.564110575749906e-05-0.00012491394220346313j),(1.3565378086006632-1.2250110275866242j),(-1.045555540277732-0.2590795606890612j)
1.19,(-0.0005738971761325997+0.014005604069361221j),(-0.2410615554044287+1.6382956721061086j),(-0.12810444118991277+0.2834318788367197j),(0.013489822360555459+0.011515158420143128j),(-0.675969018793488+0.10564026259807005j),(0.16303151939310945+0.6628930962087701j),(1.0925977822442872-0.851774280531491j),(-0.00010631552888786103+0.0002303313288370904j),(0.16148486077465674+0.6359675246969878j),(-0.7724591023150151-0.588634146758113j),(-0.0008694765817967594+0.0011125328666662514j),(0.6377715398754991+0.40023927598899456j),(9.385229276451902e-05-0.0001004875471099902j),(0.9802973393409173-1.4079725299456987j),(-1.0203943981966586-0.04068732151474608j)
