t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B01_A_0000
1.6300000000000001,(-6.579423896092712e-13+1.5996420456613874e-12j),(-1.4766877810512734e-11+9.092822536359606e-12j),(2.7209076318739932e-09-4.095971827601713e-09j),(0.0031534854822047936+0.00018822298803163984j),(2.3260109296719052e-05+1.7385336427912083e-05j),(-1.316882984392645e-12+7.508008533812558e-13j)
1.6400000000000001,(-3.864097674108521e-13+1.094875828012842e-12j),(-1.0365396394383645e-11+5.265875841349903e-12j),(1.3137429519407801e-09-3.910710324746697e-09j),(0.002947150843298197-0.0013672026915579306j),(2.4768810481723673e-05+6.645519534899123e-06j),(-8.602826778888905e-13+5.46954904213719e-13j)
1.6500000000000001,(-2.1655642129266e-13+7.295770626170112e-13j),(-7.092524994985127e-12+2.7937020147068073e-12j),(1.9146827802865753e-10-3.42173015082668e-09j),(0.001994708170318933-0.0026873276674926733j),(2.2354951619824753e-05-2.691844722485247e-06j),(-5.46993464422407e-13+3.859128617380342e-13j)
1.6600000000000001,(-1.145890483666215e-13+4.724776022099736e-13j),(-4.707840036392742e-12+1.2847337952013309e-12j),(-6.111285659803745e-10-2.749949366246692e-09j),(0.0004700613102602434-0.003421424743440128j),(1.7202847275429357e-05-9.492355433073056e-06j),(-3.3777640481616056e-13+2.6353170171105916e-13j)
1.67,(-5.62898234856623e-14+2.9680986149348563e-13j),(-3.014316369350721e-12+4.320572013508026e-13j),(-1.0979234582461835e-09-2.0093473790034325e-09j),(-0.001290038071191391-0.003328978675360754j),(1.0705078317543504e-05-1.3248197860955426e-05j),(-2.021105863192684e-13+1.7398173735281855e-13j)
1.68,(-2.488644820324122e-14+1.8050613291858672e-13j),(-1.848961934860146e-12+3.2644146487689057e-15j),(-1.3047850559912885e-09-1.2961166736174289e-09j),(-0.0028505023213823834-0.0023550832530512696j),(4.192187700938397e-06-1.4051101066124792e-05j),(-1.168991235069302e-13+1.1088856078940976e-13j)
1.69,(-9.21810429275711e-15+1.06047134972052e-13j),(-1.0770995216300889e-12-1.7038764455027843e-13j),(-1.2899737036200416e-09-6.810494048269807e-10j),(-0.0037776455386454204-0.0006698074156872293j),(-1.28327050800472e-06-1.2464812885381645e-05j),(-6.519047833502395e-14+6.811698455949886e-14j)
1.7,(-2.1970560982897205e-15+6.005144021202284e-14j),(-5.888770989115883e-13-2.0517766277120735e-13j),(-1.1230104585245635e-09-2.0599017467861302e-10j),(-0.00375458559581367+0.0013453168407058678j),(-5.076439610777811e-06-9.33454357731867e-06j),(-3.4956481505710245e-14+4.025196845881841e-14j)
1.71,(4.360285878354662e-16+3.2699526805233914e-14j),(-2.9686273590312346e-13-1.7602163314155107e-13j),(-8.736730960129314e-10+1.1544051164668128e-10j),(-0.002684374785567848+0.0031700775302956788j),(-6.9820609696520746e-06-5.578570080325875e-06j),(-1.7971848554651605e-14+2.283375699987699e-14j)
1.72,(1.0764000799538389e-15+1.7078966802870534e-14j),(-1.3389908000169564e-13-1.269509476876664e-13j),(-6.027294705796328e-10+2.933535503593221e-10j),(-0.0007501017968930238+0.004269194000095674j),(-7.177832443746739e-06-2.005031642767912e-06j),(-8.831148393625872e-15+1.240616540504054e-14j)
1.73,(9.61344565896605e-16+8.53378855369832e-15j),(-5.0732896483037264e-14-8.045610793944537e-14j),(-3.556511029424322e-10+3.5445929206465354e-10j),(0.0015936333813300729+0.00424204931096821j),(-6.1052720975167855e-06+8.140295969379386e-07j),(-4.1337258973364445e-15+6.440334995014491e-15j)
1.74,(6.605156023540212e-16+4.068126104441709e-15j),(-1.3259076187039777e-14-4.5281976919712995e-14j),(-1.5992781707379052e-10+3.338241776039081e-10j),(0.003709482099664952+0.002960519128796033j),(-4.323405141238956e-06+2.596009862081193e-06j),(-1.8365256754979703e-15+3.1861707806734763e-15j)
1.75,(3.9173780947152683e-16+1.8446020141054365e-15j),(5.431634082118185e-16-2.2478511746173587e-14j),(-2.5869189525050568e-11+2.6710778288597666e-10j),(0.004936749738435515+0.000651449119839286j),(-2.3708584939041193e-06+3.3311307820745455e-06j),(-7.711602371663597e-16+1.4978884337450774e-15j)
1.76,(2.0846649737281694e-16+7.932078363712044e-16j),(3.692168430154289e-15-9.589427380309578e-15j),(4.9889091420353174e-11+1.8458601122586925e-10j),(0.004787886165307125-0.002113093019451906j),(-6.640435811650962e-07+3.2135075267279954e-06j),(-3.0470728851682817e-16+6.672800877565672e-16j)
1.77,(1.0122233669550426e-16+3.224126577812204e-16j),(3.0600546663744565e-15-3.2936282867345136e-15j),(7.93904287889108e-11+1.077118711663492e-10j),(0.003128780540940758-0.004534588898721914j),(5.541080203023531e-07+2.5461304122254237e-06j),(-1.1268409114830352e-16+2.8079759348866693e-16j)
1.78,(4.519554324741651e-17+1.2346803533711916e-16j),(1.7317636598164572e-15-7.313251499303208e-16j),(7.819412074953998e-11+4.830069300402435e-11j),(0.0002817081657082968-0.005801596812723582j),(1.214929572765265e-06+1.6468788347815653e-06j),(-3.876186224423963e-17+1.1127024643546478e-16j)
1.79,(1.86220275792021e-17+4.43903906026715e-17j),(7.486783370143579e-16+5.1515734911284124e-17j),(6.113808004544728e-11+9.836461908394715e-12j),(-0.002999437798845395-0.005348970188508077j),(1.3863271213235056e-06+7.767205900424893e-07j),(-1.2304316468675542e-17+4.1384100283751993e-17j)
1.8,(7.089790809391087e-18+1.493044413262656e-17j),(2.3784577782927614e-16+1.582956940057513e-16j),(3.9666517011321055e-11-9.970856519581787e-12j),(-0.0057012961496756024-0.0030863964499381604j),(1.215197378739919e-06+1.0115680480640955e-07j),(-3.566157015861677e-18+1.4398945142964882e-17j)
1.81,(2.494369733711655e-18+4.681045322073212e-18j),(4.131126600304152e-17+9.509685598512491e-17j),(2.0835392187202138e-11-1.63216910843689e-11j),(-0.006844218434897662+0.00048812470931063404j),(8.6906057930544e-07-3.1491438647044504e-07j),(-9.287549387947824e-19+4.671602854970407e-18j)
1.82,(8.1065032911002e-19+1.363254118776e-18j),(-7.988829061694542e-18+3.497092654748172e-17j),(7.670678978190251e-12-1.4913934351174876e-11j),(-0.005821204489429086+0.004354212092500018j),(4.912695179183647e-07-4.87251016891825e-07j),(-2.11421002062565e-19+1.4090696545513547e-18j)
1.83,(2.4326488127164324e-19+3.6757581986847593e-19j),(-9.46173729546173e-18+7.12431811410174e-18j),(3.1459941206067133e-13-1.0395722210158944e-11j),(-0.002672927047457791+0.007229884827637281j),(1.767606302599487e-07-4.797222699340891e-07j),(-3.960966347859446e-20+3.9409807769296956e-19j)
1.84,(6.741352573208841e-20+9.149933756699445e-20j),(-3.709223849163467e-18-4.769981387394508e-19j),(-2.6228158652470082e-12-5.738396261548675e-12j),(0.0018134058521992384+0.007975297850003525j),(-3.2067692773439854e-08-3.7135568685304765e-07j),(-5.010327792983612e-21+1.0201645782017122e-19j)
1.85,(1.7272301459723996e-20+2.0983273860511082e-20j),(-6.313560092182295e-19-9.41042731367535e-19j),(-2.9375365802063714e-12-2.319015623273718e-12j),(0.006254497421553425+0.006022487531393134j),(-1.3500636583198706e-07-2.315615220334784e-07j),(1.352370326349664e-22+2.4424030431816052e-20j)
1.86,(4.102990007137952e-21+4.428007215486615e-21j),(1.1227896555530632e-19-3.11662859344279e-19j),(-2.1353063901331643e-12-3.860808649902361e-13j),(0.009066486022230105+0.001677906316472107j),(-1.569821361960138e-07-1.0713873251756826e-07j),(3.532825745938358e-22+5.4127434383439364e-21j)
1.87,(9.082739615507657e-22+8.59913027247836e-22j),(9.227067803569429e-20-1.8497831987022682e-20j),(-1.1642351483380335e-12+3.947634522839542e-13j),(0.00900794692104805-0.0038410962613071318j),(-1.3128602561246627e-07-2.0193738556716796e-08j),(1.4757189405818498e-22+1.1137945359769305e-21j)
1.8800000000000001,(1.8887634205314818e-22+1.5385080828807203e-22j),(1.5796098888633094e-20+2.09412714795787e-20j),(-4.4910063032900723e-13+5.111076371147734e-13j),(0.005693721148517419-0.008702797136309313j),(-8.750454634199295e-08+2.6649713715488725e-08j),(4.5049888027774955e-23+2.1403808990983154e-22j)
1.8900000000000001,(3.731490689013817e-23+2.5385586693548372e-23j),(-3.9479380129422e-21+6.094374360298979e-21j),(-6.578532242012471e-14+3.618817218404397e-13j),(-0.00012251814302822496-0.011041276333307367j),(-4.558406330368227e-08+4.209745473631189e-08j),(1.1771117826364289e-23+3.874982331071087e-23j)
1.9000000000000001,(7.105876045256917e-24+3.852230077688124e-24j),(-1.919441196115314e-21-6.473312124354646e-22j),(7.211460396757084e-14+1.8032044554583015e-13j),(-0.006649148369942836-0.009649417980283867j),(-1.5125435265689765e-08+3.858944489437961e-08j),(2.801626685579792e-24+6.684510344807597e-24j)
1.9100000000000001,(1.3265441152202503e-24+5.282812814565471e-25j),(1.0079544357939961e-22-5.701548691759386e-22j),(8.211059326238553e-14+5.735739303384528e-14j),(-0.011571051715479837-0.004536249288687784j),(2.1608034543177485e-09+2.717072343494561e-08j),(6.312596944916954e-25+1.1126689733519516e-24j)
1.92,(2.470864101420195e-25+6.089798612526236e-26j),(1.714095955702775e-22+2.0718721282022615e-23j),(5.0470039970142805e-14+3.9354864363759275e-16j),(-0.01284898146213435+0.002893683707953827j),(8.969372069381701e-09+1.519105615906006e-08j),(1.3871427608339e-25+1.806635629014999e-25j)
1.93,(4.666028319739114e-26+3.882723017773906e-27j),(-8.436286024201462e-24+5.406316609932052e-23j),(2.0280300126132292e-14-1.4375871676424573e-14j),(-0.009536077420047511+0.010172858011259377j),(9.381966689916965e-09+6.181746490468883e-09j),(3.045906704049429e-26+2.8717613873153345e-26j)
1.94,(9.037601523358585e-27-8.86444248978033e-28j),(-1.8082774302467468e-23-4.997378780085723e-24j),(3.6023629765750845e-15-1.1418111612936214e-14j),(-0.0022924604493328006+0.014565097274264555j),(6.9829136725751405e-09+8.929976695002852e-10j),(6.81062375564765e-27+4.402245614479425e-27j)
1.95,(1.803327480813203e-27-5.592085204799907e-28j),(3.103498845558142e-24-6.3553504606907865e-24j),(-2.0305433951522583e-15-5.266024745321659e-15j),(0.006652268714087642+0.014078026204018153j),(4.106713824248525e-09-1.3999237611670173e-09j),(1.5702221660047097e-27+6.0829305749661055e-28j)
1.96,(3.6841364474139297e-28-2.1334813624004254e-28j),(2.2787058984459937e-24+1.908188394013516e-24j),(-2.284292807963792e-15-1.2550597016218846e-15j),(0.014153556604429695+0.008321714523441501j),(1.8617079279609967e-09-1.8576457829397795e-09j),(3.7526678768398445e-28+5.44657313325078e-29j)
1.97,(7.529737684238004e-29-7.286474079938062e-29j),(-1.1739072381972996e-24+7.762941689721325e-25j),(-1.1505493032249068e-15+2.646075756399048e-16j),(0.017246836816813577-0.0011468497846771819j),(5.094131099809337e-10-1.4826737216132899e-09j),(9.272360708530836e-29-9.406800830892614e-30j)
1.98,(1.4492090147518763e-29-2.4194406156918498e-29j),(-1.9418323038958243e-25-7.315249337038598e-25j),(-2.909056231870119e-16+4.3745241218859647e-16j),(0.01430402122992843-0.011196805745448759j),(-1.1376057975663967e-10-9.119117697973389e-10j),(2.3406159658983014e-29-8.925794153865368e-30j)
1.99,(2.1421211520272214e-30-8.00796980783012e-30j),(4.628046107253421e-25+4.2070748766226437e-26j),(4.6133632720499944e-17+2.2540986261755494e-16j),(0.005800016446894337-0.018150430913268848j),(-2.895745216922749e-10-4.4354726230266556e-10j),(5.881714103115182e-30-4.412099257165525e-30j)
2.0,(-8.260118679955107e-32-2.649589351523182e-30j),(-1.4426193719784023e-25+2.932370609695014e-25j),(8.483478649576188e-17+5.178616047884233e-17j),(-0.005655289145401138-0.019130160196933334j),(-2.5762743388043696e-10-1.5410562506410712e-10j),(1.3905058703570031e-30-1.8920111280608184e-30j)
